ID	prepost	pair	Min	Max	Crossover	Slope	PointVar	exitflag	R	LS	AR	N	status	comment
2	posttraining	indent-intent	2.99997605617992	98.2500267280274	3.97830625836396	402.009743405486	13.4549514856497	2020	0.956648609809632	181.035719481187	-0.217524171683477	28	1	
2	posttraining	kata-katta	27.7727270824463	74.5007149502123	6.61225025258792	334.298123863706	43.1842491107164	2060	0.363671028159006	1864.87937125641	-0.412772322388682	26	1	
2	posttraining	reason-risen	15.1250064885165	77.4375001413015	3.06270683314427	299.208651751313	26.297618426939	2100	0.738565751327507	691.564734928881	0.0559574329415259	28	1	
2	posttraining	toru-tooru	24.916639184521	99.9375457960747	3.51912060884149	480.195457767347	28.2538584626314	2010	0.795766144022997	798.280518026407	0.0874463990287516	28	1	
2	pretraining	indent-intent	5.38904110675684	99.9999914011103	3.55755862389058	69.3070614030259	10.9657206194555	2060	0.967838835294296	120.247028703952	0.159668923417095	28	1	
2	pretraining	kata-katta	8.33333383157114	66.2499984947988	4.0824927027021	313.021648792207	34.3131458140156	2010	0.633057548493737	1177.3919756539	-0.344052754741134	27	1	
2	pretraining	reason-risen	8.7045198081063	68.1928148732263	5.4478981141154	70.2671475595807	21.6205129348967	2070	0.76242243883699	467.446579568035	-0.464602904375608	28	1	
2	pretraining	toru-tooru	0.0833151834714414	94.7499895895152	3.8169769826736	421.528622152065	4.45580158406771	2040	0.995426421717024	19.8541677565804	0.0479428841879286	28	1	
3	posttraining	indent-intent	0.124997986469836	99.8125065726918	3.25288357238195	499.232400571773	0.380908093578783	2100	0.999970068064747	0.145090975753823	0.0245388932896005	28	1	
3	posttraining	kata-katta	4.80362629673436e-08	99.9999999662378	2.99966773835912	33.6904984090858	29.930155843247	2010	0.777899615253001	895.814228801051	-0.073505926926255	28	1	
3	posttraining	reason-risen	3.73011033562257	99.9999999311291	3.69192804769303	49.5330564216349	21.2273145825855	2050	0.891093494739519	450.598884388047	-0.22020982845809	27	1	
3	posttraining	toru-tooru	0.360062908188738	99.6002390664771	3.44277056849898	499.997915732346	0.559924633892701	2060	0.999934790963887	0.313515595639875	0.237894108927865	26	1	
3	pretraining	indent-intent	1.75000202234965	93.6499997330624	2.13405566115132	463.920221604368	7.05963617133869	2040	0.983120547100513	49.8384628716736	0.0228648973135036	26	1	
3	pretraining	kata-katta	6.50000384554938	85.1428504433135	4.90127987530108	369.35877508474	30.1808482951676	2030	0.773932518655324	910.883603815918	-0.202004712659669	27	1	
3	pretraining	reason-risen	14.7272608651956	79.0000098542341	4.11788525770182	280.638536424471	20.6489008278845	2090	0.832816236514781	426.377105399809	-0.0649471025251939	27	1	
3	pretraining	toru-tooru	0.249983848548588	99.1428697670117	3.29583093996574	499.559618068254	0.488890443678897	2090	0.999950750744286	0.239013865920548	-0.282335691003188	26	1	
4	posttraining	indent-intent	26.3298504546833	75.1282520817415	4.08523234309466	9.02972150618203	4.56371549212913	2050	0.950494934396914	20.8274990930994	-0.230503424787559	22	1	
4	posttraining	kata-katta	25.736898889014	71.6640291945232	3.57633974412396	7.22467197165938	5.71449361505519	2070	0.900555700513307	32.6554372765065	-0.379052303688123	28	1	
4	posttraining	reason-risen	18.1501522852594	91.1225986405005	4.82016031220144	10.1635318526957	5.86238765925996	2080	0.944353223779575	34.3675890674435	-0.0800896180058263	26	1	
4	posttraining	toru-tooru	13.9100659316722	68.4769073806768	2.72844955303562	22.4399896159335	6.8782417115411	2100	0.945076978722234	47.3102090423838	-0.0878014599721073	28	1	
4	pretraining	indent-intent	3.91663236479087	87.4651706217534	3.08610751308201	13.9237355563536	7.95538891118763	2020	0.938476631648288	63.2882127282472	0.0273013512418212	28	1	
