sound1,sound2,duration_step,f0_step_number,time,f0_1,f0_2,f0_interp,method
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.081,311.2,280.8,311.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.091,318.6,286.4,318.6,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.101,326.2,292.5,326.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.111,333.7,298.1,333.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.121,338.1,301.9,338.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.131,341.1,304.5,341.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.141,342.7,305.7,342.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.151,343.4,308.1,343.4,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.161,343.2,310.4,343.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.171,342.2,312.1,342.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.181,334.6,313.3,334.6,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.191,322.8,314.1,322.8,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.201,306.8,314.7,306.8,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.211,287.7,314.5,287.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.221,267.1,314.2,267.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.231,244.9,313.8,244.9,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.241,228.1,313,228.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.251,214,312.1,214,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.261,202.8,311,202.8,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.271,193.4,309.8,193.4,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.281,185.3,307.9,185.3,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.291,178.7,305,178.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.301,175.1,292.9,175.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.311,173.3,274.6,173.3,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.321,NA,248.5,NA,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.331,152.9,231.6,152.9,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.341,152.8,219,152.8,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.351,152.7,211.3,152.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.361,150.6,201.5,150.6,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.371,147.7,188.9,147.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,5,0.381,143.9,172.5,143.9,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.081,311.2,280.8,303.3,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.091,318.6,286.4,310.3,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.101,326.2,292.5,317.4,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.111,333.7,298.1,324.4,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.121,338.1,301.9,328.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.131,341.1,304.5,331.6,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.141,342.7,305.7,333.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.151,343.4,308.1,334.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.161,343.2,310.4,334.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.171,342.2,312.1,334.4,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.181,334.6,313.3,329.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.191,322.8,314.1,320.6,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.201,306.8,314.7,308.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.211,287.7,314.5,294.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.221,267.1,314.2,278.1,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.231,244.9,313.8,260.5,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.241,228.1,313,246.9,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.251,214,312.1,235.2,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.261,202.8,311,225.7,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.271,193.4,309.8,217.6,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.281,185.3,307.9,210.4,log
tooru_origin_toru_dur_4,toru_origin_tooru_dur_4,dur_4,4,0.291,178.7,305,204.2,log
