sound1,sound2,duration_step,f0_step_number,time,f0_1,f0_2,f0_interp,method
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.271,264.9,314.4,276.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.281,248.5,313.9,263.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.291,232.6,313.3,250.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.301,221.8,312.7,241.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.311,212.2,311.9,233.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.321,204,311.1,226.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.331,196.8,310.3,220.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.341,189.9,309.5,214.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.351,183.3,308.2,208.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.361,178,306,203.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.371,175.4,300.1,200.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.381,NA,283.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.391,NA,261,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.401,NA,238.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.411,152.7,224.4,168.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.421,152.6,215.3,166.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.431,151.5,207.2,163.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.441,149.7,195.4,160,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.451,145.8,181.4,154,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.461,141.1,166.9,147.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.081,308.4,276.3,291.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.091,315.2,283.1,298.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.101,321.9,288.6,304.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.111,328.5,293.4,310.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.121,333.8,297.6,315.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.131,337.8,301.3,319,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.141,340.5,303.3,321.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.151,341.8,304.5,322.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.161,342.8,305.6,323.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.171,343.5,307.4,324.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.181,343.6,309.5,326.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.191,343.4,311,326.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.201,342.9,312.2,327.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.211,339.2,313,325.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.221,332.5,313.9,323.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.231,322.7,314.4,318.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.241,309.4,314.5,311.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.251,295.7,314.7,305.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.261,281.7,314.6,297.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.271,264.9,314.4,288.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.281,248.5,313.9,279.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.291,232.6,313.3,270,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.301,221.8,312.7,263.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.311,212.2,311.9,257.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.321,204,311.1,251.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.331,196.8,310.3,247.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.341,189.9,309.5,242.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.351,183.3,308.2,237.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.361,178,306,233.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.371,175.4,300.1,229.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.381,NA,283.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.391,NA,261,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.401,NA,238.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.411,152.7,224.4,185.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.421,152.6,215.3,181.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.431,151.5,207.2,177.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.441,149.7,195.4,171,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.451,145.8,181.4,162.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,3,0.461,141.1,166.9,153.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.081,308.4,276.3,284,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.091,315.2,283.1,290.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.101,321.9,288.6,296.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.111,328.5,293.4,301.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.121,333.8,297.6,306.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.131,337.8,301.3,310,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.141,340.5,303.3,312.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.151,341.8,304.5,313.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.161,342.8,305.6,314.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.171,343.5,307.4,316,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.181,343.6,309.5,317.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.191,343.4,311,318.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.201,342.9,312.2,319.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.211,339.2,313,319.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.221,332.5,313.9,318.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.231,322.7,314.4,316.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.241,309.4,314.5,313.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.251,295.7,314.7,309.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.261,281.7,314.6,306.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.271,264.9,314.4,301.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.281,248.5,313.9,296.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.291,232.6,313.3,290.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.301,221.8,312.7,287,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.311,212.2,311.9,283.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.321,204,311.1,279.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.331,196.8,310.3,276.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.341,189.9,309.5,273.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.351,183.3,308.2,270.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.361,178,306,267.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.371,175.4,300.1,262.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.381,NA,283.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.391,NA,261,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.401,NA,238.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.411,152.7,224.4,203.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.421,152.6,215.3,197.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.431,151.5,207.2,191.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.441,149.7,195.4,182.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.451,145.8,181.4,171.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,2,0.461,141.1,166.9,160,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.081,308.4,276.3,276.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.091,315.2,283.1,283.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.101,321.9,288.6,288.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.111,328.5,293.4,293.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.121,333.8,297.6,297.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.131,337.8,301.3,301.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.141,340.5,303.3,303.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.151,341.8,304.5,304.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.161,342.8,305.6,305.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.171,343.5,307.4,307.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.181,343.6,309.5,309.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.191,343.4,311,311,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.201,342.9,312.2,312.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.211,339.2,313,313,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.221,332.5,313.9,313.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.231,322.7,314.4,314.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.241,309.4,314.5,314.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.251,295.7,314.7,314.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.261,281.7,314.6,314.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.271,264.9,314.4,314.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.281,248.5,313.9,313.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.291,232.6,313.3,313.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.301,221.8,312.7,312.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.311,212.2,311.9,311.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.321,204,311.1,311.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.331,196.8,310.3,310.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.341,189.9,309.5,309.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.351,183.3,308.2,308.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.361,178,306,306,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.371,175.4,300.1,300.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.381,NA,283.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.391,NA,261,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.401,NA,238.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.411,152.7,224.4,224.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.421,152.6,215.3,215.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.431,151.5,207.2,207.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.441,149.7,195.4,195.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.451,145.8,181.4,181.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,1,0.461,141.1,166.9,166.9,log
