sound1,sound2,duration_step,f0_step_number,time,f0_1,f0_2,f0_interp,method
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.081,308.4,276.3,308.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.091,315.2,283.1,315.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.101,321.9,288.6,321.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.111,328.5,293.4,328.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.121,333.8,297.6,333.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.131,337.8,301.3,337.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.141,340.5,303.3,340.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.151,341.8,304.5,341.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.161,342.8,305.6,342.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.171,343.5,307.4,343.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.181,343.6,309.5,343.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.191,343.4,311,343.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.201,342.9,312.2,342.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.211,339.2,313,339.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.221,332.5,313.9,332.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.231,322.7,314.4,322.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.241,309.4,314.5,309.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.251,295.7,314.7,295.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.261,281.7,314.6,281.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.271,264.9,314.4,264.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.281,248.5,313.9,248.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.291,232.6,313.3,232.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.301,221.8,312.7,221.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.311,212.2,311.9,212.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.321,204,311.1,204,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.331,196.8,310.3,196.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.341,189.9,309.5,189.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.351,183.3,308.2,183.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.361,178,306,178,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.371,175.4,300.1,175.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.381,NA,283.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.391,NA,261,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.401,NA,238.6,NA,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.411,152.7,224.4,152.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.421,152.6,215.3,152.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.431,151.5,207.2,151.5,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.441,149.7,195.4,149.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.451,145.8,181.4,145.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,5,0.461,141.1,166.9,141.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.081,308.4,276.3,300.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.091,315.2,283.1,306.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.101,321.9,288.6,313.2,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.111,328.5,293.4,319.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.121,333.8,297.6,324.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.131,337.8,301.3,328.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.141,340.5,303.3,330.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.151,341.8,304.5,332.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.161,342.8,305.6,333.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.171,343.5,307.4,334.1,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.181,343.6,309.5,334.8,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.191,343.4,311,335,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.201,342.9,312.2,334.9,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.211,339.2,313,332.4,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.221,332.5,313.9,327.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.231,322.7,314.4,320.6,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.241,309.4,314.5,310.7,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.251,295.7,314.7,300.3,log
tooru_origin_toru_dur_6,toru_origin_tooru_dur_6,dur_6,4,0.261,281.7,314.6,289.6,log
