ID	pair	second_dim_step	first_dim_step	avg_response	pred
5031	toru-tooru	3	2	56.3333333333333	34.2169378978621
5031	toru-tooru	4	2	52.5	34.0340974737119
5031	toru-tooru	5	2	26.6666666666667	33.8569693212594
5031	toru-tooru	1	3	27	40.2831739023565
5031	toru-tooru	2	3	56.3333333333333	39.9339301612576
5031	toru-tooru	3	3	56.6666666666667	39.5930444572906
5031	toru-tooru	4	3	50.6666666666667	39.2604612492576
5031	toru-tooru	5	3	70.5	38.9361157957536
5031	toru-tooru	1	4	51.6666666666667	49.4839029827123
5031	toru-tooru	2	4	21	48.9687702842851
5031	toru-tooru	3	4	44.3333333333333	48.4601445504814
5031	toru-tooru	4	4	51	47.9582688985833
5031	toru-tooru	5	4	46.6666666666667	47.463370277941
5031	toru-tooru	1	5	77.6666666666667	61.1901846623373
5031	toru-tooru	2	5	72.3333333333333	60.6172889311247
5031	toru-tooru	3	5	29.5	60.0431730888225
5031	toru-tooru	4	5	9.5	59.4682551758433
5031	toru-tooru	5	5	60.3333333333333	58.8929555778719
5031	toru-tooru	1	6	73.5	72.2498306955452
5031	toru-tooru	2	6	81	71.7833118511921
5031	toru-tooru	3	6	75.3333333333333	71.309101524763
5031	toru-tooru	4	6	85.3333333333333	70.8273640360657
5031	toru-tooru	5	6	76	70.3382801663718
5031	toru-tooru	1	7	89	80.1204609350169
5031	toru-tooru	2	7	79	79.8267715539913
5031	toru-tooru	3	7	83	79.5251650472118
5031	toru-tooru	4	7	78.6666666666667	79.2155469955182
5031	toru-tooru	5	7	80.3333333333333	78.8978299524351
5096	indent-intent	1	1	2.33333333333333	4.14485902319699
5096	indent-intent	2	1	1.66666666666667	4.144946708737
5096	indent-intent	3	1	1.33333333333333	4.1453297044087
5096	indent-intent	4	1	3	4.14700253626901
5096	indent-intent	5	1	2.33333333333333	4.15430851049322
5096	indent-intent	1	2	2.33333333333333	4.16534407378264
5096	indent-intent	2	2	5	4.2343554073365
5096	indent-intent	3	2	3	4.53458054606079
5096	indent-intent	4	2	30	5.82332000519234
5096	indent-intent	5	2	4.66666666666667	11.0530662026532
5096	indent-intent	1	3	6.33333333333333	17.9009279016483
5096	indent-intent	2	3	55	44.1477903266833
5096	indent-intent	3	3	67.6666666666667	75.1768073104377
5096	indent-intent	4	3	93.6666666666667	90.5148878328309
5096	indent-intent	5	3	93.6666666666667	95.0067989778691
5096	indent-intent	1	4	93.3333333333333	95.7681256537657
5096	indent-intent	2	4	96	96.2791098340259
5096	indent-intent	3	4	97.3333333333333	96.396900144459
5096	indent-intent	4	4	94	96.4239100756139
5096	indent-intent	5	4	96.3333333333333	96.4300960999681
5096	indent-intent	1	5	98	96.4310845223706
5096	indent-intent	2	5	97.3333333333333	96.4317387782231
5096	indent-intent	3	5	96	96.4318885683883
5096	indent-intent	4	5	96.3333333333333	96.4319228622243
5096	indent-intent	5	5	99	96.4319307136435
5096	indent-intent	1	6	91.3333333333333	96.4319319680705
5096	indent-intent	2	6	96.3333333333333	96.4319327983852
5096	indent-intent	3	6	96.3333333333333	96.4319329884819
5096	indent-intent	4	6	96.3333333333333	96.4319330320037
5096	indent-intent	5	6	98.3333333333333	96.4319330419678
5096	indent-intent	1	7	98.3333333333333	96.4319330435598
5096	indent-intent	2	7	98.3333333333333	96.4319330446135
5096	indent-intent	3	7	97.3333333333333	96.4319330448547
5096	indent-intent	4	7	94.3333333333333	96.43193304491
5096	indent-intent	5	7	98.5	96.4319330449226
5096	kata-katta	1	1	1.33333333333333	15.0796730153899
5096	kata-katta	2	1	2.5	11.14774331268
5096	kata-katta	3	1	1	8.21667714967204
5096	kata-katta	4	1	3.33333333333333	6.08188347654116
5096	kata-katta	5	1	2.66666666666667	4.55321082305998
5096	kata-katta	1	2	4.66666666666667	34.623304629982
5096	kata-katta	2	2	63	26.9719195340369
5096	kata-katta	3	2	2	20.5136796056027
5096	kata-katta	4	2	1.33333333333333	15.3309336996294
5096	kata-katta	5	2	32.3333333333333	11.3377318664836
5096	kata-katta	1	3	95.3333333333333	61.2504637069491
5096	kata-katta	2	3	63.6666666666667	52.5809112513363
5096	kata-katta	3	3	34.6666666666667	43.6545060628205
5096	kata-katta	4	3	3.66666666666667	35.0775792307243
5096	kata-katta	5	3	66	27.3667820027253
5096	kata-katta	1	4	64	81.5634700509301
5096	kata-katta	2	4	95	76.1837347154973
5096	kata-katta	3	4	66	69.5284160933378
5096	kata-katta	4	4	64	61.7122035470831
5096	kata-katta	5	4	65.3333333333333	53.0740243168951
5096	kata-katta	1	5	97	91.2511082969425
5096	kata-katta	2	5	94.3333333333333	89.005102874634
5096	kata-katta	3	5	64.3333333333333	85.9311262755117
5096	kata-katta	4	5	65	81.8251661795425
5096	kata-katta	5	5	50	76.5155897838346
5096	kata-katta	1	6	93.3333333333333	94.8439456164348
5096	kata-katta	2	6	96	94.0576959063077
5096	kata-katta	3	6	97.6666666666667	92.9374277103112
5096	kata-katta	4	6	95.3333333333333	91.3554531394826
5096	kata-katta	5	6	97	89.1494695821667
5096	kata-katta	1	7	98	96.0486556530483
5096	kata-katta	2	7	96.6666666666667	95.7903917083229
5096	kata-katta	3	7	97.3333333333333	95.4172750123346
5096	kata-katta	4	7	93.3333333333333	94.8798373309792
5096	kata-katta	5	7	98.6666666666667	94.1090334576485
5096	reason-risen	1	1	1	2.82841853378943
5096	reason-risen	2	1	1.66666666666667	2.97801335296878
5096	reason-risen	3	1	1.33333333333333	3.19637680070794
5096	reason-risen	4	1	0.333333333333333	3.51454985831421
5096	reason-risen	5	1	32	3.97694248931985
5096	reason-risen	1	2	5.66666666666667	4.65186796708642
5096	reason-risen	2	2	1.33333333333333	5.61812933404454
5096	reason-risen	3	2	0.333333333333333	6.99834015817671
5096	reason-risen	4	2	9	8.94769059099095
5096	reason-risen	5	2	6.33333333333333	11.6573890167156
5096	reason-risen	1	3	17	15.3709512249962
5096	reason-risen	2	3	1	20.2419550351117
5096	reason-risen	3	3	34.3333333333333	26.4209449278234
5096	reason-risen	4	3	10.6666666666667	33.8797717716673
5096	reason-risen	5	3	65.6666666666667	42.362692439346
5096	reason-risen	1	4	70.6666666666667	51.4428701436228
5096	reason-risen	2	4	65.3333333333333	60.364222284926
5096	reason-risen	3	4	65.3333333333333	68.5848092384164
5096	reason-risen	4	4	50.3333333333333	75.6795847708477
5096	reason-risen	5	4	94.6666666666667	81.4648628096744
5096	reason-risen	1	5	68	85.9946686339661
5096	reason-risen	2	5	98.3333333333333	89.3673845962212
5096	reason-risen	3	5	92	91.8298318554257
5096	reason-risen	4	5	82.6666666666667	93.5919664930465
5096	reason-risen	5	5	98	94.8349260571415
5096	reason-risen	1	6	97.3333333333333	95.7077205513906
5096	reason-risen	2	6	99.3333333333333	96.3078712324014
5096	reason-risen	3	6	98.6666666666667	96.7218785500172
5096	reason-risen	4	6	98	97.006506932764
5096	reason-risen	5	6	98.3333333333333	97.2017304170543
5096	reason-risen	1	7	97	97.3361699661144
5096	reason-risen	2	7	98.6666666666667	97.4273784658202
5096	reason-risen	3	7	98.3333333333333	97.4897211549431
5096	reason-risen	4	7	99	97.5323116744917
5096	reason-risen	5	7	98.3333333333333	97.5613979499978
5096	toru-tooru	1	1	7.33333333333333	6.75748633658212
5096	toru-tooru	2	1	1	6.75279450355181
5096	toru-tooru	3	1	4	6.75081174174357
5096	toru-tooru	4	1	5.66666666666667	6.74997386682937
5096	toru-tooru	5	1	4.33333333333333	6.74961980455701
5096	toru-tooru	1	2	5.66666666666667	7.7040467205154
5096	toru-tooru	2	2	6	7.15536629953241
5096	toru-tooru	3	2	2.33333333333333	6.92139114717925
5096	toru-tooru	4	2	5	6.82213849419858
5096	toru-tooru	5	2	28.3333333333333	6.78012906650297
5096	toru-tooru	1	3	65.6666666666667	56.0528896724953
5096	toru-tooru	2	3	34.3333333333333	37.8063271963731
5096	toru-tooru	3	3	4.5	23.3059473317211
5096	toru-tooru	4	3	34.6666666666667	14.6150686831558
5096	toru-tooru	5	3	4.33333333333333	10.2573613203788
5096	toru-tooru	1	4	94	92.6929458638962
5096	toru-tooru	2	4	64.6666666666667	91.9583306078264
5096	toru-tooru	3	4	90	90.2689010310719
5096	toru-tooru	4	4	64.6666666666667	86.5257720284654
5096	toru-tooru	5	4	92.6666666666667	78.8760091682395
5096	toru-tooru	1	5	93.6666666666667	93.2339918824093
5096	toru-tooru	2	5	96.3333333333333	93.2276761392126
5096	toru-tooru	3	5	97	93.2127336407629
5096	toru-tooru	4	5	97	93.1773928596663
5096	toru-tooru	5	5	97.3333333333333	93.0938740612338
5096	toru-tooru	1	6	96	93.2385754098455
5096	toru-tooru	2	6	93.3333333333333	93.2385222334266
5096	toru-tooru	3	6	94.6666666666667	93.2383963919779
5096	toru-tooru	4	6	93	93.2380985903258
5096	toru-tooru	5	6	95	93.2373938524885
5096	toru-tooru	1	7	96	93.238613996772
5096	toru-tooru	2	7	97	93.2386135491238
5096	toru-tooru	3	7	93.3333333333333	93.2386124897667
5096	toru-tooru	4	7	97	93.2386099828038
5096	toru-tooru	5	7	94	93.2386040500903
5098	indent-intent	1	1	3.66666666666667	4.41701147284505
5098	indent-intent	2	1	15	4.41767846891045
5098	indent-intent	3	1	5	4.41932590211594
5098	indent-intent	4	1	5.66666666666667	4.4233947921253
5098	indent-intent	5	1	8	4.43344334587053
5098	indent-intent	1	2	2	4.4386415221237
5098	indent-intent	2	2	3.66666666666667	4.4710848875215
5098	indent-intent	3	2	6	4.55111964704416
5098	indent-intent	4	2	3.66666666666667	4.74819619957637
5098	indent-intent	5	2	2	5.23129144426838
5098	indent-intent	1	3	6.66666666666667	5.47920514698838
5098	indent-intent	2	3	1.66666666666667	6.99653271699335
5098	indent-intent	3	3	8	10.5315272680479
5098	indent-intent	4	3	7.33333333333333	18.1495680406252
5098	indent-intent	5	3	40.6666666666667	32.1250103476638
5098	indent-intent	1	4	33.6666666666667	37.5203835097853
5098	indent-intent	2	4	79	57.4970609212528
5098	indent-intent	3	4	43.3333333333333	74.6580906462246
5098	indent-intent	4	4	91	85.2368019332276
5098	indent-intent	5	4	99.3333333333333	90.4847014907115
5098	indent-intent	1	5	95	91.3891655885946
5098	indent-intent	2	5	89.3333333333333	93.1922750715038
5098	indent-intent	3	5	92.6666666666667	93.9437227220754
5098	indent-intent	4	5	99	94.2515836201188
5098	indent-intent	5	5	95	94.3768269887821
5098	indent-intent	1	6	91.6666666666667	94.396917928679
5098	indent-intent	2	6	94.3333333333333	94.4357744349213
5098	indent-intent	3	6	92.3333333333333	94.4515154045149
5098	indent-intent	4	6	96	94.4578898506529
5098	indent-intent	5	6	89.6666666666667	94.4604708621868
5098	indent-intent	1	7	94.3333333333333	94.4608842406743
5098	indent-intent	2	7	94.6666666666667	94.4616832148282
5098	indent-intent	3	7	95	94.4620066911068
5098	indent-intent	4	7	95	94.4621376541999
5098	indent-intent	5	7	96.6666666666667	94.4621906759557
5098	kata-katta	1	1	9	26.0416981519378
5098	kata-katta	2	1	17	24.7363227435233
5098	kata-katta	3	1	15.3333333333333	23.5048856945468
5098	kata-katta	4	1	18	22.3472429371595
5098	kata-katta	5	1	22	21.2625343903345
5098	kata-katta	1	2	21.3333333333333	36.4813176216329
5098	kata-katta	2	2	63	34.7462269321641
5098	kata-katta	3	2	31.5	33.0623728800498
5098	kata-katta	4	2	38.3333333333333	31.4360109468492
5098	kata-katta	5	2	41	29.8723919453308
5098	kata-katta	1	3	65.3333333333333	48.7478268864891
5098	kata-katta	2	3	21.6666666666667	46.8874376229989
5098	kata-katta	3	3	45.3333333333333	45.0188859616661
5098	kata-katta	4	3	58	43.1520314162878
5098	kata-katta	5	3	55.6666666666667	41.2966977725913
5098	kata-katta	1	4	61.6666666666667	60.2778229516524
5098	kata-katta	2	4	40	58.6921173501758
5098	kata-katta	3	4	87.5	57.0453572530518
5098	kata-katta	4	4	36.3333333333333	55.3431435569411
5098	kata-katta	5	4	39.3333333333333	53.5920643019092
5098	kata-katta	1	5	81.6666666666667	69.0530195581722
5098	kata-katta	2	5	82.3333333333333	67.9433882301062
5098	kata-katta	3	5	80	66.7604525181664
5098	kata-katta	4	5	59.6666666666667	65.5035873833076
5098	kata-katta	5	5	37.6666666666667	64.1729168078336
5098	kata-katta	1	6	75	74.7182062425037
5098	kata-katta	2	6	57.3333333333333	74.0432179436626
5098	kata-katta	3	6	74	73.3110958108156
5098	kata-katta	4	6	83	72.5186495623571
5098	kata-katta	5	6	63.6666666666667	71.6628325412115
5098	kata-katta	1	7	81.6666666666667	77.9969541803897
5098	kata-katta	2	7	70	77.6203463596438
5098	kata-katta	3	7	87.5	77.2076980351009
5098	kata-katta	4	7	65.3333333333333	76.7560888500653
5098	kata-katta	5	7	87.6666666666667	76.2624726151256
5098	reason-risen	1	1	15	29.0154585664121
5098	reason-risen	2	1	39.6666666666667	29.0154585664121
5098	reason-risen	3	1	33.6666666666667	29.0154585664121
5098	reason-risen	4	1	14	29.0154587237441
5098	reason-risen	5	1	73.6666666666667	59.9546575319939
5098	reason-risen	1	2	75.6666666666667	29.0154585664121
5098	reason-risen	2	2	16.6666666666667	29.0154585664121
5098	reason-risen	3	2	21	29.0154586782552
5098	reason-risen	4	2	62	58.19853253025
5098	reason-risen	5	2	54.6666666666667	65.3271256945929
5098	reason-risen	1	3	18.6666666666667	29.0154585664121
5098	reason-risen	2	3	18.5	29.0154586459183
5098	reason-risen	3	3	32.6666666666667	56.0406713999593
5098	reason-risen	4	3	46.5	65.3271256918786
5098	reason-risen	5	3	56.3333333333333	65.3271257012664
5098	reason-risen	1	4	37	29.0154586229309
5098	reason-risen	2	4	54.3333333333333	53.494461569551
5098	reason-risen	3	4	31	65.3271256880604
5098	reason-risen	4	4	59.3333333333333	65.3271257012664
5098	reason-risen	5	4	72	65.3271257012664
5098	reason-risen	1	5	58.6666666666667	50.6297897376122
5098	reason-risen	2	5	93	65.3271256826893
5098	reason-risen	3	5	74	65.3271257012664
5098	reason-risen	4	5	81	65.3271257012664
5098	reason-risen	5	5	34	65.3271257012664
5098	reason-risen	1	6	55.3333333333333	65.3271256751336
5098	reason-risen	2	6	59	65.3271257012664
5098	reason-risen	3	6	55	65.3271257012664
5098	reason-risen	4	6	80	65.3271257012664
5098	reason-risen	5	6	77.6666666666667	65.3271257012664
5098	reason-risen	1	7	74.6666666666667	65.3271257012664
5098	reason-risen	2	7	84.6666666666667	65.3271257012664
5098	reason-risen	3	7	84.6666666666667	65.3271257012664
5098	reason-risen	4	7	73	65.3271257012664
5098	reason-risen	5	7	58	65.3271257012664
5098	toru-tooru	1	1	18	22.1957646789068
5098	toru-tooru	2	1	66.6666666666667	22.1801533037569
5098	toru-tooru	3	1	15	22.1648632682031
5098	toru-tooru	4	1	17	22.1498881069503
5098	toru-tooru	5	1	15	22.1352214786361
5098	toru-tooru	1	2	13	24.8127691841279
5098	toru-tooru	2	2	13.6666666666667	24.7454655674835
5098	toru-tooru	3	2	21	24.6794371339112
5098	toru-tooru	4	2	40.6666666666667	24.614662507125
5098	toru-tooru	5	2	18	24.5511205581308
5098	toru-tooru	1	3	43.6666666666667	34.6899281658819
5098	toru-tooru	2	3	27	34.4666492845875
5098	toru-tooru	3	3	17.3333333333333	34.2462102573353
5098	toru-tooru	4	3	44	34.0286061912977
5098	toru-tooru	5	3	24	33.8138310519504
5098	toru-tooru	1	4	63.3333333333333	56.9505553943528
5098	toru-tooru	2	4	61.3333333333333	56.6051157809862
5098	toru-tooru	3	4	74	56.2591195661027
5098	toru-tooru	4	4	49	55.9126438928812
5098	toru-tooru	5	4	59.6666666666667	55.5657663357316
5098	toru-tooru	1	5	47.5	76.8554704767228
5098	toru-tooru	2	5	82.5	76.6744796135489
5098	toru-tooru	3	5	84	76.4908133644663
5098	toru-tooru	4	5	58	76.3044544641603
5098	toru-tooru	5	5	82.6666666666667	76.115386374106
5098	toru-tooru	1	6	84	84.3985728067231
5098	toru-tooru	2	6	85	84.3485172692693
5098	toru-tooru	3	6	85.3333333333333	84.2974674323471
5098	toru-tooru	4	6	85	84.24540527544
5098	toru-tooru	5	6	81.3333333333333	84.1923125236209
5098	toru-tooru	1	7	94	86.2851050912185
5098	toru-tooru	2	7	83	86.2737489712438
5098	toru-tooru	3	7	88	86.2621527498125
5098	toru-tooru	4	7	90.3333333333333	86.2503114398703
5098	toru-tooru	5	7	90	86.2382199546295
5103	indent-intent	1	1	7.5	4.18282620385924
5103	indent-intent	2	1	1	4.28206331257615
5103	indent-intent	3	1	2.33333333333333	4.51141614030114
5103	indent-intent	4	1	8.5	5.03868071472838
5103	indent-intent	5	1	11.3333333333333	6.23616844574635
5103	indent-intent	1	2	1.33333333333333	5.93900591987747
5103	indent-intent	2	2	7	8.23494903236906
5103	indent-intent	3	2	7	13.0844412258745
5103	indent-intent	4	2	34.5	22.2913485909344
5103	indent-intent	5	2	27	36.6936055860257
5103	indent-intent	1	3	36.6666666666667	33.7331543906137
5103	indent-intent	2	3	40.6666666666667	50.5432282732987
5103	indent-intent	3	3	82.3333333333333	65.5726785596663
5103	indent-intent	4	3	75.3333333333333	75.535211819948
5103	indent-intent	5	3	83.5	80.8989249977972
5103	indent-intent	1	4	70.6666666666667	80.1782136408117
5103	indent-intent	2	4	95.5	83.13357724088
5103	indent-intent	3	4	61.3333333333333	84.4791540743246
5103	indent-intent	4	4	59	85.0732431217534
5103	indent-intent	5	4	85	85.3319736689286
5103	indent-intent	1	5	87.3333333333333	85.2992393501551
5103	indent-intent	2	5	86	85.4298318028222
5103	indent-intent	3	5	86.3333333333333	85.4862383279916
5103	indent-intent	4	5	83	85.5105700288597
5103	indent-intent	5	5	84.3333333333333	85.5210599064978
5103	indent-intent	1	6	86	85.5197362832583
5103	indent-intent	2	6	88.5	85.5250107348705
5103	indent-intent	3	6	84.3333333333333	85.5272838934515
5103	indent-intent	4	6	98.3333333333333	85.5282635170659
5103	indent-intent	5	6	71	85.5286856788178
5103	indent-intent	1	7	92.5	85.5286324157825
5103	indent-intent	2	7	97.3333333333333	85.5288446515685
5103	indent-intent	3	7	93.3333333333333	85.5289361118207
5103	indent-intent	4	7	86	85.5289755253435
5103	indent-intent	5	7	95.6666666666667	85.528992510037
5103	kata-katta	1	1	36.6666666666667	37.8084778230522
5103	kata-katta	2	1	45	37.1622037490894
5103	kata-katta	3	1	3.66666666666667	36.7654744599973
5103	kata-katta	4	1	12.3333333333333	36.5251853106199
5103	kata-katta	5	1	43.6666666666667	36.3808312570828
5103	kata-katta	1	2	29	40.7827157718466
5103	kata-katta	2	2	72.6666666666667	39.0772117689039
5103	kata-katta	3	2	35.6666666666667	37.9607185263921
5103	kata-katta	4	2	41	37.2566301407007
5103	kata-katta	5	2	46.3333333333333	36.8230280593766
5103	kata-katta	1	3	57.5	47.1907656205996
5103	kata-katta	2	3	50	43.774992347586
5103	kata-katta	3	3	29.6666666666667	41.1654927388062
5103	kata-katta	4	3	51	39.3348918644381
5103	kata-katta	5	3	60	38.1261737617423
5103	kata-katta	1	4	54	56.0396987216609
5103	kata-katta	2	4	29	51.9442113940566
5103	kata-katta	3	4	47.6666666666667	47.8777592453117
5103	kata-katta	4	4	40	44.3319608430991
5103	kata-katta	5	4	32	41.5737503361951
5103	kata-katta	1	5	73.3333333333333	62.9293617520558
5103	kata-katta	2	5	62.6666666666667	60.231460930583
5103	kata-katta	3	5	60	56.7373794737632
5103	kata-katta	4	5	41.3333333333333	52.6940506422321
5103	kata-katta	5	5	49.5	48.5822285495917
5103	kata-katta	1	6	43.3333333333333	66.277128896096
5103	kata-katta	2	6	50	65.1064754555323
5103	kata-katta	3	6	75	63.3272114294965
5103	kata-katta	4	6	78.5	60.7776600542017
5103	kata-katta	5	6	41.3333333333333	57.4166361150651
5103	kata-katta	1	7	81.3333333333333	67.5355415170445
5103	kata-katta	2	7	49.3333333333333	67.1172482377081
5103	kata-katta	3	7	84	66.4371166791943
5103	kata-katta	4	7	62.3333333333333	65.3563180922921
5103	kata-katta	5	7	80	63.6998845857031
5103	reason-risen	1	1	2.33333333333333	3.65124291536844
5103	reason-risen	2	1	1.33333333333333	3.62915557583784
5103	reason-risen	3	1	2	3.61216105108687
5103	reason-risen	4	1	3.5	3.59908646743526
5103	reason-risen	5	1	5.66666666666667	3.58902848837322
5103	reason-risen	1	2	2.33333333333333	4.96908182789269
5103	reason-risen	2	2	5.66666666666667	4.64689011889332
5103	reason-risen	3	2	4.66666666666667	4.39738478490854
5103	reason-risen	4	2	5.33333333333333	4.20447284119283
5103	reason-risen	5	2	8.66666666666667	4.05549977517105
5103	reason-risen	1	3	21	20.7115600676372
5103	reason-risen	2	3	12.6666666666667	17.4042163705771
5103	reason-risen	3	3	19.3333333333333	14.628557101807
5103	reason-risen	4	3	4	12.3393782902642
5103	reason-risen	5	3	16.6666666666667	10.4784147920716
5103	reason-risen	1	4	59	70.1319421682976
5103	reason-risen	2	4	76	66.2585556249034
5103	reason-risen	3	4	73.3333333333333	61.8486921736218
5103	reason-risen	4	4	60.3333333333333	56.9645496366371
5103	reason-risen	5	4	41.6666666666667	51.7175341077355
5103	reason-risen	1	5	74.3333333333333	85.9528193438872
5103	reason-risen	2	5	89.3333333333333	85.5350574072143
5103	reason-risen	3	5	49	84.9981434333934
5103	reason-risen	4	5	89.6666666666667	84.3104335552365
5103	reason-risen	5	5	94.6666666666667	83.4333982216944
5103	reason-risen	1	6	92	87.2789481918866
5103	reason-risen	2	6	92.6666666666667	87.2500624725363
5103	reason-risen	3	6	89	87.2125327288117
5103	reason-risen	4	6	89.3333333333333	87.1637838393812
5103	reason-risen	5	6	85	87.1004815088958
5103	reason-risen	1	7	92.6666666666667	87.368859539894
