ID	pair	B1	B2	Slope	X1	X2	Theta	PointVar	exitflag	R	LS	AR	N	status	comment
12875031	indent-intent	18.4373680519914	82.0063301898486	-60.0679116366979	5.61380183107972	3.3779045407375	87.0934356297981	12.6585078101671	2	0.916480642673424	160.237819980062	0.105256775292787	102	1	
12875031	kata-katta	35.6341868735036	56.0405765532997	-13.8555188204095	1.48018667173874	3.51210716200915	46.7457588496902	24.4459217315376	2	0.325915657141557	597.603089304463	-0.225324769636152	103	1	
12875031	reason-risen	19.1731205548241	95.958779478335	-19.5654270749263	2.88211984308267	4.79718684980792	78.3089810906393	15.7124109197433	2	0.834778550195389	246.879856910869	0.0494073514842921	103	1	
12875031	toru-tooru	18.8075331323836	97.9999942002435	-11.0944430958808	3.56360305478676	4.72076733477406	90.2908455600594	20.7525774645528	2	0.678600132509347	430.669471422265	0.199564325210001	97	1	
12875096	indent-intent	4.1824344284371	96.4062067318273	-157.818553180222	2.7443743092176	2.84984347441731	77.5444495544941	12.1839622267187	2	0.958976435074345	148.448935542109	-0.21416772995952	103	1	
12875096	kata-katta	0.000295489002258509	96.3554546774818	-29.1099415000376	2.18674263904374	3.12351894972399	106.714172649823	30.4048061339717	2	0.742890028660485	924.452236044402	0.00906680612313837	103	1	
12875096	reason-risen	2.52251459078285	97.7871890757871	-45.1251370569426	1.29799359585578	3.43718293902327	78.9997929451044	23.939315435379	2	0.854020547259819	573.090823514574	-0.069606381625049	103	1	
12875096	toru-tooru	6.13645973206511	93.7405124639529	-85.568222423567	5.35756426906293	3.38535901576156	99.5570289899918	18.9135819934067	2	0.902472553180152	357.72358382132	-0.111582057806432	102	1	
12875098	indent-intent	4.4525037599637	94.3511867548706	-87.825429662015	2.78400749224728	3.53421669246522	76.9928828439372	14.1432482701936	2	0.946056450047691	200.031471632335	-0.0451019409286616	102	1	
12875098	kata-katta	5.01879760694329	82.7677986913844	-12.1650490864573	3.09224965878196	2.91265423009397	98.0162418934788	25.1307001151676	2	0.600964936789322	631.552088278486	-0.0905359472074198	100	1	
12875098	reason-risen	29.9271857216412	64.6956040743927	-175.783387922334	2.573184784449	2.89328176700744	44.2982343999743	27.508896655229	2	0.48218280616618	756.739395188071	0.0697917739058071	100	1	
12875098	toru-tooru	22.0180991049324	86.1916516559655	-26.1764794761792	4.11549454600551	3.9118752523256	91.6884150835839	21.7424789092047	2	0.767347904541223	472.735389117209	-0.103384543829819	94	1	
12875103	indent-intent	4.13223961289576	85.0292876813966	-70.4170941284447	2.7726034430233	2.72809027424198	75.6521821467873	18.346086983432	2	0.873018495482156	336.578907603655	-0.160422075892663	96	1	
12875103	kata-katta	8.33784361522273	97.7459194216721	-6.19889847462603	4.7844594503245	4.99945540430733	100.674198908178	29.2274349479567	2	0.37781709390631	854.24295363704	-0.0101224427986864	99	1	
12875103	reason-risen	3.50033015196005	87.4651095381665	-55.3437382539689	3.57906771555215	3.76062145585193	95.284874326095	16.1705819612784	2	0.915784702178199	261.487720966423	0.103291922864841	102	1	
12875103	toru-tooru	13.8032822259222	72.8859607369427	-581.668776952929	2.71517640460667	3.00311831314345	72.8957710268047	34.8517698724659	2	0.628501141011065	1214.64586324332	0.048225182998748	99	1	
12875114	indent-intent	5.87794628122602	98.6591403806973	-61.8953155818852	1.51512439912898	2.90050001135825	67.334349309312	19.0024433601249	2	0.896651014900682	361.092853654753	0.0719585661998943	102	1	
12875114	kata-katta	8.18950949511436	90.5029777313461	-36.4756787539148	5.36509988941194	4.20952438323024	82.2576008185103	23.3879123777021	2	0.819283721889293	546.99444538707	-0.0809310776609833	101	1	
12875114	reason-risen	4.86188511358288e-05	99.1736734654205	-52.1053552897563	2.56814933034314	2.66725882934154	4.80109732926439	27.97806244648	2	0.811858824262834	782.771978259134	-0.0800274306307801	99	1	
12875114	toru-tooru	4.1109491013535	93.0275133029658	-84.9782790266111	4.04075115941078	3.66035711766767	86.3569358124282	18.3153100695899	2	0.912450298372238	335.450582945221	0.140387978068139	102	1	
12875138	indent-intent	19.0797460010975	91.7358930346527	-79.4882256559056	3.32544194226136	4.06847868608474	85.5276009330591	26.2274467189737	2	0.788905012407306	687.878961396607	0.277423115075681	97	1	
12875138	kata-katta	5.17896144350375	87.9776141970245	-29.9782510220559	2.93295559623885	4.81332431837264	106.546473552824	30.2259399156548	2	0.723982358252413	913.607443784776	-0.0488273070260984	103	1	
12875138	reason-risen	3.12352052162834	96.3028861073213	-47.3093344110009	4.74242620639644	3.26500199961483	84.3325199317344	18.281056830826	2	0.902660365785072	334.19703885189	-0.26389315142734	105	1	
12875138	toru-tooru	9.08804360832502	81.0738071463267	-42.2494565195684	1.36927136145432	3.76255625932988	84.7137456656401	31.5072625468867	2	0.705681430013043	992.707593198451	-0.0328693202478524	104	1	
12875156	indent-intent	10.4445664104436	78.4723358800171	-337.230129700337	4.2905584408673	3.06431690919544	86.5377299784902	17.9636545560719	2	0.871052664856234	322.692885009884	-0.0981737116165834	101	1	
12875156	kata-katta	39.866552950823	53.9058943127546	-348.011412066551	3.58822988484797	1.93783894149128	74.6354625795402	13.711892653839	2	0.360677887602815	188.016000150403	-0.118440352331531	103	1	
12875156	reason-risen	11.6375374700297	88.2215976157696	-37.8138001033988	4.16643989830964	4.79280489345495	98.4132737170932	18.343766721948	2	0.865745066202143	336.493777549248	-0.18815680957988	102	1	
