"display","type","signal","word_pair","word_A","word_B","sound_A_male","sound_A_female","sound_B_male","sound_B_female","sound_1","sound_2","transliteration_A","transliteration_B","alt_writing_A","alt_writing_B","orthography_A","orthography_B","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","randomize_language_blocks","block_display","break_duration"
"training_trial","AB","different","haku-haaku","haku","haaku","M_haku.mp3","F_haku.mp3","M_haaku.mp3","F_haaku.mp3","","","haku","haaku","はく","はあく","履く（はく）","把握（はあく）","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","haku-haaku","haku","haaku","M_haku.mp3","F_haku.mp3","M_haaku.mp3","F_haaku.mp3","","","haku","haaku","はく","はあく","履く（はく）","把握（はあく）","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","haku-haaku","haku","haaku","M_haku.mp3","F_haku.mp3","M_haaku.mp3","F_haaku.mp3","","","haku","haaku","はく","はあく","履く（はく）","把握（はあく）","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","haku-haaku","haku","haaku","M_haku.mp3","F_haku.mp3","M_haaku.mp3","F_haaku.mp3","","","haku","haaku","はく","はあく","履く（はく）","把握（はあく）","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","ojisan-ojiisan","ojisan","ojiisan","M_ojisan.mp3","F_ojisan.mp3","M_ojiisan.mp3","F_ojiisan.mp3","","","ojisan","ojiisan","おじさん","おじいさん","おじさん","おじいさん","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","ojisan-ojiisan","ojisan","ojiisan","M_ojisan.mp3","F_ojisan.mp3","M_ojiisan.mp3","F_ojiisan.mp3","","","ojisan","ojiisan","おじさん","おじいさん","おじさん","おじいさん","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","ojisan-ojiisan","ojisan","ojiisan","M_ojisan.mp3","F_ojisan.mp3","M_ojiisan.mp3","F_ojiisan.mp3","","","ojisan","ojiisan","おじさん","おじいさん","おじさん","おじいさん","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","ojisan-ojiisan","ojisan","ojiisan","M_ojisan.mp3","F_ojisan.mp3","M_ojiisan.mp3","F_ojiisan.mp3","","","ojisan","ojiisan","おじさん","おじいさん","おじさん","おじいさん","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","shiru-shiiru","shiru","shiiru","M_shiru.mp3","F_shiru.mp3","M_shiiru.mp3","F_shiiru.mp3","","","shiru","shiiru","しる","しいる","知る（しる）","強いる（しいる）","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","shiru-shiiru","shiru","shiiru","M_shiru.mp3","F_shiru.mp3","M_shiiru.mp3","F_shiiru.mp3","","","shiru","shiiru","しる","しいる","知る（しる）","強いる（しいる）","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","shiru-shiiru","shiru","shiiru","M_shiru.mp3","F_shiru.mp3","M_shiiru.mp3","F_shiiru.mp3","","","shiru","shiiru","しる","しいる","知る（しる）","強いる（しいる）","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","shiru-shiiru","shiru","shiiru","M_shiru.mp3","F_shiru.mp3","M_shiiru.mp3","F_shiiru.mp3","","","shiru","shiiru","しる","しいる","知る（しる）","強いる（しいる）","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","jutaku-juutaku","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","M_juutaku.mp3","F_juutaku.mp3","","","jutaku","juutaku","じゅたく","じゅうたく","受託（じゅたく）","住宅（じゅうたく）","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","jutaku-juutaku","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","M_juutaku.mp3","F_juutaku.mp3","","","jutaku","juutaku","じゅたく","じゅうたく","受託（じゅたく）","住宅（じゅうたく）","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","jutaku-juutaku","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","M_juutaku.mp3","F_juutaku.mp3","","","jutaku","juutaku","じゅたく","じゅうたく","受託（じゅたく）","住宅（じゅうたく）","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","jutaku-juutaku","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","M_juutaku.mp3","F_juutaku.mp3","","","jutaku","juutaku","じゅたく","じゅうたく","受託（じゅたく）","住宅（じゅうたく）","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","yusoo-yuusoo","yusoo","yuusoo","M_yusoo.mp3","F_yusoo.mp3","M_yuusoo.mp3","F_yuusoo.mp3","","","yusoo","yuusoo","ゆそう","ゆうそう","輸送（ゆそう）","郵送（ゆうそう）","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","yusoo-yuusoo","yusoo","yuusoo","M_yusoo.mp3","F_yusoo.mp3","M_yuusoo.mp3","F_yuusoo.mp3","","","yusoo","yuusoo","ゆそう","ゆうそう","輸送（ゆそう）","郵送（ゆうそう）","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","yusoo-yuusoo","yusoo","yuusoo","M_yusoo.mp3","F_yusoo.mp3","M_yuusoo.mp3","F_yuusoo.mp3","","","yusoo","yuusoo","ゆそう","ゆうそう","輸送（ゆそう）","郵送（ゆうそう）","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","BA","different","yusoo-yuusoo","yusoo","yuusoo","M_yusoo.mp3","F_yusoo.mp3","M_yuusoo.mp3","F_yuusoo.mp3","","","yusoo","yuusoo","ゆそう","ゆうそう","輸送（ゆそう）","郵送（ゆうそう）","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","3","",""
"training_trial","AB","different","oto-otto","oto","otto","M_oto.mp3","F_oto.mp3","M_otto.mp3","F_otto.mp3","","","oto","otto","おと","おっと","音（おと）","夫（おっと）","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","BA","different","oto-otto","oto","otto","M_oto.mp3","F_oto.mp3","M_otto.mp3","F_otto.mp3","","","oto","otto","おと","おっと","音（おと）","夫（おっと）","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","AB","different","oto-otto","oto","otto","M_oto.mp3","F_oto.mp3","M_otto.mp3","F_otto.mp3","","","oto","otto","おと","おっと","音（おと）","夫（おっと）","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","BA","different","oto-otto","oto","otto","M_oto.mp3","F_oto.mp3","M_otto.mp3","F_otto.mp3","","","oto","otto","おと","おっと","音（おと）","夫（おっと）","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","AB","different","ite-itte","ite","itte","M_ite.mp3","F_ite.mp3","M_itte.mp3","F_itte.mp3","","","ite","itte","いて","いって","いて","いって","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","BA","different","ite-itte","ite","itte","M_ite.mp3","F_ite.mp3","M_itte.mp3","F_itte.mp3","","","ite","itte","いて","いって","いて","いって","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","AB","different","ite-itte","ite","itte","M_ite.mp3","F_ite.mp3","M_itte.mp3","F_itte.mp3","","","ite","itte","いて","いって","いて","いって","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","BA","different","ite-itte","ite","itte","M_ite.mp3","F_ite.mp3","M_itte.mp3","F_itte.mp3","","","ite","itte","いて","いって","いて","いって","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","AB","different","heta-hetta","heta","hetta","M_heta.mp3","F_heta.mp3","M_hetta.mp3","F_hetta.mp3","","","heta","hetta","へた","へった","下手（へた）","減った（へった）","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","BA","different","heta-hetta","heta","hetta","M_heta.mp3","F_heta.mp3","M_hetta.mp3","F_hetta.mp3","","","heta","hetta","へた","へった","下手（へた）","減った（へった）","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","AB","different","heta-hetta","heta","hetta","M_heta.mp3","F_heta.mp3","M_hetta.mp3","F_hetta.mp3","","","heta","hetta","へた","へった","下手（へた）","減った（へった）","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"training_trial","BA","different","heta-hetta","heta","hetta","M_heta.mp3","F_heta.mp3","M_hetta.mp3","F_hetta.mp3","","","heta","hetta","へた","へった","下手（へた）","減った（へった）","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","3","",""
"break",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","20000"
"block_display",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Block 4 of 8",""
"training_trial","AB","different","saka-sakka","saka","sakka","M_saka.mp3","F_saka.mp3","M_sakka.mp3","F_sakka.mp3","","","saka","sakka","さか","さっか","坂（さか）","作家（さっか）","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","saka-sakka","saka","sakka","M_saka.mp3","F_saka.mp3","M_sakka.mp3","F_sakka.mp3","","","saka","sakka","さか","さっか","坂（さか）","作家（さっか）","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","saka-sakka","saka","sakka","M_saka.mp3","F_saka.mp3","M_sakka.mp3","F_sakka.mp3","","","saka","sakka","さか","さっか","坂（さか）","作家（さっか）","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","saka-sakka","saka","sakka","M_saka.mp3","F_saka.mp3","M_sakka.mp3","F_sakka.mp3","","","saka","sakka","さか","さっか","坂（さか）","作家（さっか）","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","gaki-gakki","gaki","gakki","M_gaki.mp3","F_gaki.mp3","M_gakki.mp3","F_gakki.mp3","","","gaki","gakki","がき","がっき","ガキ（がき）","楽器（がっき）","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","gaki-gakki","gaki","gakki","M_gaki.mp3","F_gaki.mp3","M_gakki.mp3","F_gakki.mp3","","","gaki","gakki","がき","がっき","ガキ（がき）","楽器（がっき）","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","gaki-gakki","gaki","gakki","M_gaki.mp3","F_gaki.mp3","M_gakki.mp3","F_gakki.mp3","","","gaki","gakki","がき","がっき","ガキ（がき）","楽器（がっき）","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","gaki-gakki","gaki","gakki","M_gaki.mp3","F_gaki.mp3","M_gakki.mp3","F_gakki.mp3","","","gaki","gakki","がき","がっき","ガキ（がき）","楽器（がっき）","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","haken-hakken","haken","hakken","M_haken.mp3","F_haken.mp3","M_hakken.mp3","F_hakken.mp3","","","haken","hakken","はけん","はっけん","派遣（はけん）","発見（はっけん）","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","haken-hakken","haken","hakken","M_haken.mp3","F_haken.mp3","M_hakken.mp3","F_hakken.mp3","","","haken","hakken","はけん","はっけん","派遣（はけん）","発見（はっけん）","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","haken-hakken","haken","hakken","M_haken.mp3","F_haken.mp3","M_hakken.mp3","F_hakken.mp3","","","haken","hakken","はけん","はっけん","派遣（はけん）","発見（はっけん）","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","haken-hakken","haken","hakken","M_haken.mp3","F_haken.mp3","M_hakken.mp3","F_hakken.mp3","","","haken","hakken","はけん","はっけん","派遣（はけん）","発見（はっけん）","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","hasan-hassan","hasan","hassan","M_hasan.mp3","F_hasan.mp3","M_hassan.mp3","F_hassan.mp3","","","hasan","hassan","はさん","はっさん","破産（はさん）","発散（はっさん）","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","hasan-hassan","hasan","hassan","M_hasan.mp3","F_hasan.mp3","M_hassan.mp3","F_hassan.mp3","","","hasan","hassan","はさん","はっさん","破産（はさん）","発散（はっさん）","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","hasan-hassan","hasan","hassan","M_hasan.mp3","F_hasan.mp3","M_hassan.mp3","F_hassan.mp3","","","hasan","hassan","はさん","はっさん","破産（はさん）","発散（はっさん）","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","hasan-hassan","hasan","hassan","M_hasan.mp3","F_hasan.mp3","M_hassan.mp3","F_hassan.mp3","","","hasan","hassan","はさん","はっさん","破産（はさん）","発散（はっさん）","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","kasee-kassee","kasee","kassee","M_kasee.mp3","F_kasee.mp3","M_kassee.mp3","F_kassee.mp3","","","kasee","kassee","かせい","かっせい","火星（かせい）","活性（かっせい）","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","kasee-kassee","kasee","kassee","M_kasee.mp3","F_kasee.mp3","M_kassee.mp3","F_kassee.mp3","","","kasee","kassee","かせい","かっせい","火星（かせい）","活性（かっせい）","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","kasee-kassee","kasee","kassee","M_kasee.mp3","F_kasee.mp3","M_kassee.mp3","F_kassee.mp3","","","kasee","kassee","かせい","かっせい","火星（かせい）","活性（かっせい）","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","kasee-kassee","kasee","kassee","M_kasee.mp3","F_kasee.mp3","M_kassee.mp3","F_kassee.mp3","","","kasee","kassee","かせい","かっせい","火星（かせい）","活性（かっせい）","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","iso-isso","iso","isso","M_iso.mp3","F_iso.mp3","M_isso.mp3","F_isso.mp3","","","iso","isso","いそ","いっそ","磯（いそ）","いっそ","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","iso-isso","iso","isso","M_iso.mp3","F_iso.mp3","M_isso.mp3","F_isso.mp3","","","iso","isso","いそ","いっそ","磯（いそ）","いっそ","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","iso-isso","iso","isso","M_iso.mp3","F_iso.mp3","M_isso.mp3","F_isso.mp3","","","iso","isso","いそ","いっそ","磯（いそ）","いっそ","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","iso-isso","iso","isso","M_iso.mp3","F_iso.mp3","M_isso.mp3","F_isso.mp3","","","iso","isso","いそ","いっそ","磯（いそ）","いっそ","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","ishoku-isshoku","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","M_isshoku.mp3","F_isshoku.mp3","","","ishoku","isshoku","いしょく","いっしょく","移植（いしょく）","一色（いっしょく）","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","ishoku-isshoku","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","M_isshoku.mp3","F_isshoku.mp3","","","ishoku","isshoku","いしょく","いっしょく","移植（いしょく）","一色（いっしょく）","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","ishoku-isshoku","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","M_isshoku.mp3","F_isshoku.mp3","","","ishoku","isshoku","いしょく","いっしょく","移植（いしょく）","一色（いっしょく）","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","ishoku-isshoku","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","M_isshoku.mp3","F_isshoku.mp3","","","ishoku","isshoku","いしょく","いっしょく","移植（いしょく）","一色（いっしょく）","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","nishi-nisshi","nishi","nisshi","M_nishi.mp3","F_nishi.mp3","M_nisshi.mp3","F_nisshi.mp3","","","nishi","nisshi","にし","にっし","西（にし）","日誌（にっし）","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","nishi-nisshi","nishi","nisshi","M_nishi.mp3","F_nishi.mp3","M_nisshi.mp3","F_nisshi.mp3","","","nishi","nisshi","にし","にっし","西（にし）","日誌（にっし）","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","nishi-nisshi","nishi","nisshi","M_nishi.mp3","F_nishi.mp3","M_nisshi.mp3","F_nisshi.mp3","","","nishi","nisshi","にし","にっし","西（にし）","日誌（にっし）","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","nishi-nisshi","nishi","nisshi","M_nishi.mp3","F_nishi.mp3","M_nisshi.mp3","F_nisshi.mp3","","","nishi","nisshi","にし","にっし","西（にし）","日誌（にっし）","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","toshin-tosshin","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","M_tosshin.mp3","F_tosshin.mp3","","","toshin","tosshin","としん","とっしん","都心（としん）","突進（とっしん）","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","toshin-tosshin","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","M_tosshin.mp3","F_tosshin.mp3","","","toshin","tosshin","としん","とっしん","都心（としん）","突進（とっしん）","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","AB","different","toshin-tosshin","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","M_tosshin.mp3","F_tosshin.mp3","","","toshin","tosshin","としん","とっしん","都心（としん）","突進（とっしん）","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"training_trial","BA","different","toshin-tosshin","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","M_tosshin.mp3","F_tosshin.mp3","","","toshin","tosshin","としん","とっしん","都心（としん）","突進（とっしん）","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","4","",""
"break",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","20000"
"block_display",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","Block 5 of 8",""
"training_trial","AA","same","kataba-kaataba","kataba","kaataba","M_kataba.mp3","F_kataba.mp3","M_kaataba.mp3","F_kaataba.mp3","","","kataba","kaataba","kataba","kaataba","كَتَبَ","كاتَبَ","MSA","(he) wrote","(he) corresponded with",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","kataba-kaataba","kataba","kaataba","M_kataba.mp3","F_kataba.mp3","M_kaataba.mp3","F_kaataba.mp3","","","kataba","kaataba","kataba","kaataba","كَتَبَ","كاتَبَ","MSA","(he) wrote","(he) corresponded with",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","kataba-kaataba","kataba","kaataba","M_kataba.mp3","F_kataba.mp3","M_kaataba.mp3","F_kaataba.mp3","","","kataba","kaataba","kataba","kaataba","كَتَبَ","كاتَبَ","MSA","(he) wrote","(he) corresponded with",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","kataba-kaataba","kataba","kaataba","M_kataba.mp3","F_kataba.mp3","M_kaataba.mp3","F_kaataba.mp3","","","kataba","kaataba","kataba","kaataba","كَتَبَ","كاتَبَ","MSA","(he) wrote","(he) corresponded with",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","dakhala-daakhala","dakhala","daakhala","M_dakhala.mp3","F_dakhala.mp3","M_daakhala.mp3","F_daakhala.mp3","","","dakhala","daakhala","dakhala","daakhala","دَخَلَ","داخَلَ","MSA","(he) entered","(he) came over, befell, seized",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","dakhala-daakhala","dakhala","daakhala","M_dakhala.mp3","F_dakhala.mp3","M_daakhala.mp3","F_daakhala.mp3","","","dakhala","daakhala","dakhala","daakhala","دَخَلَ","داخَلَ","MSA","(he) entered","(he) came over, befell, seized",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","dakhala-daakhala","dakhala","daakhala","M_dakhala.mp3","F_dakhala.mp3","M_daakhala.mp3","F_daakhala.mp3","","","dakhala","daakhala","dakhala","daakhala","دَخَلَ","داخَلَ","MSA","(he) entered","(he) came over, befell, seized",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","dakhala-daakhala","dakhala","daakhala","M_dakhala.mp3","F_dakhala.mp3","M_daakhala.mp3","F_daakhala.mp3","","","dakhala","daakhala","dakhala","daakhala","دَخَلَ","داخَلَ","MSA","(he) entered","(he) came over, befell, seized",,,"a","a","aa","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","zinah-ziinah","zinah","ziinah","M_zinah.mp3","F_zinah.mp3","M_ziinah.mp3","F_ziinah.mp3","","","zinah","ziinah","zinah","ziinah","زِنَة","زِينَة","MSA","weight","decoration, embellishment",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","zinah-ziinah","zinah","ziinah","M_zinah.mp3","F_zinah.mp3","M_ziinah.mp3","F_ziinah.mp3","","","zinah","ziinah","zinah","ziinah","زِنَة","زِينَة","MSA","weight","decoration, embellishment",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","zinah-ziinah","zinah","ziinah","M_zinah.mp3","F_zinah.mp3","M_ziinah.mp3","F_ziinah.mp3","","","zinah","ziinah","zinah","ziinah","زِنَة","زِينَة","MSA","weight","decoration, embellishment",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","zinah-ziinah","zinah","ziinah","M_zinah.mp3","F_zinah.mp3","M_ziinah.mp3","F_ziinah.mp3","","","zinah","ziinah","zinah","ziinah","زِنَة","زِينَة","MSA","weight","decoration, embellishment",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","3alim-3aliim","3alim","3aliim","M_3alim.mp3","F_3alim.mp3","M_3aliim.mp3","F_3aliim.mp3","","","‘alim","‘aliim","‘alim","‘aliim","عَلِمْ","عَلِيم","MSA","(he) knew","knowledgeable",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","3alim-3aliim","3alim","3aliim","M_3alim.mp3","F_3alim.mp3","M_3aliim.mp3","F_3aliim.mp3","","","‘alim","‘aliim","‘alim","‘aliim","عَلِمْ","عَلِيم","MSA","(he) knew","knowledgeable",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","3alim-3aliim","3alim","3aliim","M_3alim.mp3","F_3alim.mp3","M_3aliim.mp3","F_3aliim.mp3","","","‘alim","‘aliim","‘alim","‘aliim","عَلِمْ","عَلِيم","MSA","(he) knew","knowledgeable",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","3alim-3aliim","3alim","3aliim","M_3alim.mp3","F_3alim.mp3","M_3aliim.mp3","F_3aliim.mp3","","","‘alim","‘aliim","‘alim","‘aliim","عَلِمْ","عَلِيم","MSA","(he) knew","knowledgeable",,,"i","i","ii","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","ful-fuul","ful","fuul","M_ful.mp3","F_ful.mp3","M_fuul.mp3","F_fuul.mp3","","","ful(l)","fuul","ful(l)","fuul","فُلْ","فُول","MSA","jasmine flower","fava beans",,,"u","u","uu","short","long","vowel","medial","training","5","",""
"training_trial","BB","same","ful-fuul","ful","fuul","M_ful.mp3","F_ful.mp3","M_fuul.mp3","F_fuul.mp3","","","ful(l)","fuul","ful(l)","fuul","فُلْ","فُول","MSA","jasmine flower","fava beans",,,"u","u","uu","short","long","vowel","medial","training","5","",""
"training_trial","AA","same","ful-fuul","ful","fuul","M_ful.mp3","F_ful.mp3","M_fuul.mp3","F_fuul.mp3","","","ful(l)","fuul","ful(l)","fuul","فُلْ","فُول","MSA","jasmine flower","fava beans",,,"u","u","uu","short","long","vowel","medial","training","5","",""
