Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification,allocator-cukp,randomiser-fgpw
371,1742005058993,"15/03/2025, 02:17:38",1741983458993,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Language-value,,,,Country 2,5,object-21,English,,,,,,,,,,,,,,,spreadsheet1,
372,1742005058993,"15/03/2025, 02:17:38",1741983458993,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 2 Frequency,6,object-81,English,,,,,,,,,,,,,,,spreadsheet1,
373,1742005058993,"15/03/2025, 02:17:38",1741983458993,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 2 Frequency,6,object-81,English,,,,,,,,,,,,,,,spreadsheet1,
374,1742005058994,"15/03/2025, 02:17:38",1741983458994,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Country 3-value,,,,Country 3,7,object-23,English,,,,,,,,,,,,,,,spreadsheet1,
375,1742005058994,"15/03/2025, 02:17:38",1741983458994,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 3,7,object-23,English,,,,,,,,,,,,,,,spreadsheet1,
376,1742005058995,"15/03/2025, 02:17:38",1741983458995,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Language-value,,,,Country 3,7,object-23,English,,,,,,,,,,,,,,,spreadsheet1,
377,1742005058995,"15/03/2025, 02:17:38",1741983458995,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 3 Frequency,8,object-82,English,,,,,,,,,,,,,,,spreadsheet1,
378,1742005058995,"15/03/2025, 02:17:38",1741983458995,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 3 Frequency,8,object-82,English,,,,,,,,,,,,,,,spreadsheet1,
379,1742005058996,"15/03/2025, 02:17:38",1741983458996,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Country 4-value,,,,Country 4,9,object-25,English,,,,,,,,,,,,,,,spreadsheet1,
380,1742005058996,"15/03/2025, 02:17:38",1741983458996,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Length of stay (in months)-value,,,,Country 4,9,object-25,English,,,,,,,,,,,,,,,spreadsheet1,
381,1742005058996,"15/03/2025, 02:17:38",1741983458996,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,,response,Language-value,,,,Country 4,9,object-25,English,,,,,,,,,,,,,,,spreadsheet1,
382,1742005058997,"15/03/2025, 02:17:38",1741983458997,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,Frequency of use,response,value,,,,Country 4 Frequency,10,object-83,English,,,,,,,,,,,,,,,spreadsheet1,
383,1742005058998,"15/03/2025, 02:17:38",1741983458998,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 4,ts9c7h,4,Frequency of use,response,quantised,,,,Country 4 Frequency,10,object-83,English,,,,,,,,,,,,,,,spreadsheet1,
384,1742005058998,"15/03/2025, 02:17:38",1741983458998,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 1,response,value,,,English,Non-native language 1,3,object-94,English,,,,,,,,,,,,,,,spreadsheet1,
385,1742005058999,"15/03/2025, 02:17:38",1741983458999,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 1,response,quantised,0,,English,Non-native language 1,3,object-94,English,,,,,,,,,,,,,,,spreadsheet1,
386,1742005058999,"15/03/2025, 02:17:38",1741983458999,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 2,response,value,,,English,Non-native language 2,4,object-95,English,,,,,,,,,,,,,,,spreadsheet1,
387,1742005058999,"15/03/2025, 02:17:38",1741983458999,-6,"14/03/2025, 14:17:38",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 2,response,quantised,0,,English,Non-native language 2,4,object-95,English,,,,,,,,,,,,,,,spreadsheet1,
388,1742005059000,"15/03/2025, 02:17:39",1741983459000,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 3,response,value,,,English,Non-native language 3,5,object-96,English,,,,,,,,,,,,,,,spreadsheet1,
389,1742005059000,"15/03/2025, 02:17:39",1741983459000,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 3,response,quantised,0,,English,Non-native language 3,5,object-96,English,,,,,,,,,,,,,,,spreadsheet1,
390,1742005059001,"15/03/2025, 02:17:39",1741983459001,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 4,response,value,,,English,Non-native language 4,6,object-97,English,,,,,,,,,,,,,,,spreadsheet1,
391,1742005059002,"15/03/2025, 02:17:39",1741983459002,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,Non-native language 4,response,quantised,0,,English,Non-native language 4,6,object-97,English,,,,,,,,,,,,,,,spreadsheet1,
392,1742005059002,"15/03/2025, 02:17:39",1741983459002,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Immersion*,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
393,1742005059003,"15/03/2025, 02:17:39",1741983459003,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Classroom instruction,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
394,1742005059003,"15/03/2025, 02:17:39",1741983459003,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 1-Self-learning,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
395,1742005059004,"15/03/2025, 02:17:39",1741983459004,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Immersion*,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
396,1742005059004,"15/03/2025, 02:17:39",1741983459004,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Classroom instruction,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
397,1742005059005,"15/03/2025, 02:17:39",1741983459005,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 2-Self-learning,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
398,1742005059006,"15/03/2025, 02:17:39",1741983459006,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Immersion*,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
399,1742005059007,"15/03/2025, 02:17:39",1741983459007,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Classroom instruction,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
400,1742005059007,"15/03/2025, 02:17:39",1741983459007,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 3-Self-learning,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
401,1742005059008,"15/03/2025, 02:17:39",1741983459008,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Immersion*,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
402,1742005059009,"15/03/2025, 02:17:39",1741983459009,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Classroom instruction,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
403,1742005059009,"15/03/2025, 02:17:39",1741983459009,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 5,41p5ns,5,"*Note: For example, immigrating to another country where the dominant language is different from your native language, so you learn this language through immersion in the language environment.",response,Non-native language 4-Self-learning,,,Non-native language 1|Non-native language 2|Non-native language 3|Non-native language 4,Multiple Choice Grid,7,object-32,English,,,,,,,,,,,,,,,spreadsheet1,
404,1742005059010,"15/03/2025, 02:17:39",1741983459010,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **English**..._,response,At home-value,0,,,Language 1,3,object-40,English,,,,,,,,,,,,,,,spreadsheet1,
405,1742005059011,"15/03/2025, 02:17:39",1741983459011,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **English**..._,response,With friends-value,5,,,Language 1,3,object-40,English,,,,,,,,,,,,,,,spreadsheet1,
406,1742005059011,"15/03/2025, 02:17:39",1741983459011,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **English**..._,response,At school-value,5,,,Language 1,3,object-40,English,,,,,,,,,,,,,,,spreadsheet1,
407,1742005059012,"15/03/2025, 02:17:39",1741983459012,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **English**..._,response,At work-value,17,,,Language 1,3,object-40,English,,,,,,,,,,,,,,,spreadsheet1,
408,1742005059013,"15/03/2025, 02:17:39",1741983459013,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **English**..._,response,Language software-value,18,,,Language 1,3,object-40,English,,,,,,,,,,,,,,,spreadsheet1,
409,1742005059013,"15/03/2025, 02:17:39",1741983459013,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **English**..._,response,Online games-value,15,,,Language 1,3,object-40,English,,,,,,,,,,,,,,,spreadsheet1,
410,1742005059015,"15/03/2025, 02:17:39",1741983459015,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Elementary school**,response,Language-value,English,,,Elementary school,3,object-46,English,,,,,,,,,,,,,,,spreadsheet1,
411,1742005059016,"15/03/2025, 02:17:39",1741983459016,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Elementary school**,response,(Switched to)-value,,,,Elementary school,3,object-46,English,,,,,,,,,,,,,,,spreadsheet1,
412,1742005059017,"15/03/2025, 02:17:39",1741983459017,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages elementary school,4,object-47,English,,,,,,,,,,,,,,,spreadsheet1,
413,1742005059017,"15/03/2025, 02:17:39",1741983459017,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Middle school**,response,Language-value,English,,,Middle school,5,object-48,English,,,,,,,,,,,,,,,spreadsheet1,
414,1742005059018,"15/03/2025, 02:17:39",1741983459018,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Middle school**,response,(Switched to)-value,,,,Middle school,5,object-48,English,,,,,,,,,,,,,,,spreadsheet1,
415,1742005059019,"15/03/2025, 02:17:39",1741983459019,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages middle school,6,object-49,English,,,,,,,,,,,,,,,spreadsheet1,
416,1742005059020,"15/03/2025, 02:17:39",1741983459020,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**High school**,response,Language-value,English,,,High school,7,object-50,English,,,,,,,,,,,,,,,spreadsheet1,
417,1742005059021,"15/03/2025, 02:17:39",1741983459021,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**High school**,response,(Switched to)-value,,,,High school,7,object-50,English,,,,,,,,,,,,,,,spreadsheet1,
418,1742005059021,"15/03/2025, 02:17:39",1741983459021,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages high school,8,object-51,English,,,,,,,,,,,,,,,spreadsheet1,
419,1742005059022,"15/03/2025, 02:17:39",1741983459022,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**College (Bachelor)**,response,Language-value,English,,,College (Bachelor),9,object-52,English,,,,,,,,,,,,,,,spreadsheet1,
420,1742005059023,"15/03/2025, 02:17:39",1741983459023,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**College (Bachelor)**,response,(Switched to)-value,,,,College (Bachelor),9,object-52,English,,,,,,,,,,,,,,,spreadsheet1,
421,1742005059024,"15/03/2025, 02:17:39",1741983459024,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages college,10,object-53,English,,,,,,,,,,,,,,,spreadsheet1,
422,1742005059025,"15/03/2025, 02:17:39",1741983459025,-6,"14/03/2025, 14:17:39",219192,2,questionnaire-9kaq,,44423756,12946114,GroupLowLD2,complete,,67d4ca281aeae7e60c970a6b,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1280x720,1422x650,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Graduate school (Master)**,response,Language-value,English,,,Graduate school (Master),11,object-54,English,,,,,,,,,,,,,,,spreadsheet1,
