Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification,allocator-cukp,randomiser-fgpw
409,1742014947719,"15/03/2025, 05:02:27",1741996947719,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **French**..._,response,At home-value,15,,,Language 2,4,object-41,English,French,,,,,,,,,,,,,,spreadsheet1,
410,1742014947721,"15/03/2025, 05:02:27",1741996947721,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **French**..._,response,With friends-value,15,,,Language 2,4,object-41,English,French,,,,,,,,,,,,,,spreadsheet1,
411,1742014947724,"15/03/2025, 05:02:27",1741996947724,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **French**..._,response,At school-value,15,,,Language 2,4,object-41,English,French,,,,,,,,,,,,,,spreadsheet1,
412,1742014947726,"15/03/2025, 05:02:27",1741996947726,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **French**..._,response,At work-value,15,,,Language 2,4,object-41,English,French,,,,,,,,,,,,,,spreadsheet1,
413,1742014947728,"15/03/2025, 05:02:27",1741996947728,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **French**..._,response,Language software-value,15,,,Language 2,4,object-41,English,French,,,,,,,,,,,,,,spreadsheet1,
414,1742014947730,"15/03/2025, 05:02:27",1741996947730,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 6,1f2d16,6,_Age you started using **French**..._,response,Online games-value,15,,,Language 2,4,object-41,English,French,,,,,,,,,,,,,,spreadsheet1,
415,1742014947733,"15/03/2025, 05:02:27",1741996947733,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Elementary school**,response,Language-value,,,,Elementary school,3,object-46,English,French,,,,,,,,,,,,,,spreadsheet1,
416,1742014947735,"15/03/2025, 05:02:27",1741996947735,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Elementary school**,response,(Switched to)-value,,,,Elementary school,3,object-46,English,French,,,,,,,,,,,,,,spreadsheet1,
417,1742014947737,"15/03/2025, 05:02:27",1741996947737,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,0,,Both languages,Both languages elementary school,4,object-47,English,French,,,,,,,,,,,,,,spreadsheet1,
418,1742014947741,"15/03/2025, 05:02:27",1741996947741,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Middle school**,response,Language-value,,,,Middle school,5,object-48,English,French,,,,,,,,,,,,,,spreadsheet1,
419,1742014947744,"15/03/2025, 05:02:27",1741996947744,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Middle school**,response,(Switched to)-value,,,,Middle school,5,object-48,English,French,,,,,,,,,,,,,,spreadsheet1,
420,1742014947746,"15/03/2025, 05:02:27",1741996947746,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages middle school,6,object-49,English,French,,,,,,,,,,,,,,spreadsheet1,
421,1742014947749,"15/03/2025, 05:02:27",1741996947749,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**High school**,response,Language-value,,,,High school,7,object-50,English,French,,,,,,,,,,,,,,spreadsheet1,
422,1742014947751,"15/03/2025, 05:02:27",1741996947751,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**High school**,response,(Switched to)-value,,,,High school,7,object-50,English,French,,,,,,,,,,,,,,spreadsheet1,
423,1742014947755,"15/03/2025, 05:02:27",1741996947755,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,1,,Both languages,Both languages high school,8,object-51,English,French,,,,,,,,,,,,,,spreadsheet1,
424,1742014947758,"15/03/2025, 05:02:27",1741996947758,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**College (Bachelor)**,response,Language-value,,,,College (Bachelor),9,object-52,English,French,,,,,,,,,,,,,,spreadsheet1,
425,1742014947760,"15/03/2025, 05:02:27",1741996947760,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**College (Bachelor)**,response,(Switched to)-value,,,,College (Bachelor),9,object-52,English,French,,,,,,,,,,,,,,spreadsheet1,
426,1742014947763,"15/03/2025, 05:02:27",1741996947763,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages college,10,object-53,English,French,,,,,,,,,,,,,,spreadsheet1,
427,1742014947766,"15/03/2025, 05:02:27",1741996947766,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Graduate school (Master)**,response,Language-value,,,,Graduate school (Master),11,object-54,English,French,,,,,,,,,,,,,,spreadsheet1,
428,1742014947770,"15/03/2025, 05:02:27",1741996947770,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Graduate school (Master)**,response,(Switched to)-value,,,,Graduate school (Master),11,object-54,English,French,,,,,,,,,,,,,,spreadsheet1,
429,1742014947773,"15/03/2025, 05:02:27",1741996947773,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages master,12,object-55,English,French,,,,,,,,,,,,,,spreadsheet1,
430,1742014947775,"15/03/2025, 05:02:27",1741996947775,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Graduate school (Doctor)**,response,Language-value,,,,Graduate school (Doctor),13,object-56,English,French,,,,,,,,,,,,,,spreadsheet1,
431,1742014947778,"15/03/2025, 05:02:27",1741996947778,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,**Graduate school (Doctor)**,response,(Switched to)-value,,,,Graduate school (Doctor),13,object-56,English,French,,,,,,,,,,,,,,spreadsheet1,
432,1742014947781,"15/03/2025, 05:02:27",1741996947781,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages doctor,14,object-57,English,French,,,,,,,,,,,,,,spreadsheet1,
433,1742014947784,"15/03/2025, 05:02:27",1741996947784,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Listening-value,7,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
434,1742014947787,"15/03/2025, 05:02:27",1741996947787,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Listening-quantised,7,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
435,1742014947790,"15/03/2025, 05:02:27",1741996947790,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Speaking-value,6,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
436,1742014947792,"15/03/2025, 05:02:27",1741996947792,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Speaking-quantised,6,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
437,1742014947796,"15/03/2025, 05:02:27",1741996947796,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Reading-value,7,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
438,1742014947800,"15/03/2025, 05:02:27",1741996947800,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Reading-quantised,7,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
439,1742014947806,"15/03/2025, 05:02:27",1741996947806,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Writing-value,7,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
440,1742014947809,"15/03/2025, 05:02:27",1741996947809,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**English**,response,Writing-quantised,7,,,Language 1,2,object-62,English,French,,,,,,,,,,,,,,spreadsheet1,
441,1742014947812,"15/03/2025, 05:02:27",1741996947812,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Listening-value,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
442,1742014947814,"15/03/2025, 05:02:27",1741996947814,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Listening-quantised,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
443,1742014947818,"15/03/2025, 05:02:27",1741996947818,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Speaking-value,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
444,1742014947821,"15/03/2025, 05:02:27",1741996947821,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Speaking-quantised,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
445,1742014947824,"15/03/2025, 05:02:27",1741996947824,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Reading-value,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
446,1742014947827,"15/03/2025, 05:02:27",1741996947827,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Reading-quantised,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
447,1742014947830,"15/03/2025, 05:02:27",1741996947830,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Writing-value,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
448,1742014947834,"15/03/2025, 05:02:27",1741996947834,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 8,52lgdd,8,**French**,response,Writing-quantised,7,,,Language 2,3,object-63,English,French,,,,,,,,,,,,,,spreadsheet1,
449,1742014947837,"15/03/2025, 05:02:27",1741996947837,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**English**,response,Watching television-value,18,,,Language 1,2,object-70,English,French,,,,,,,,,,,,,,spreadsheet1,
450,1742014947840,"15/03/2025, 05:02:27",1741996947840,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**English**,response,Listening to radio-value,18,,,Language 1,2,object-70,English,French,,,,,,,,,,,,,,spreadsheet1,
451,1742014947843,"15/03/2025, 05:02:27",1741996947843,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**English**,response,Reading for fun-value,4,,,Language 1,2,object-70,English,French,,,,,,,,,,,,,,spreadsheet1,
452,1742014947846,"15/03/2025, 05:02:27",1741996947846,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**English**,response,Reading for school/work-value,4,,,Language 1,2,object-70,English,French,,,,,,,,,,,,,,spreadsheet1,
453,1742014947854,"15/03/2025, 05:02:27",1741996947854,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**English**,response,Using social media and internet-value,6,,,Language 1,2,object-70,English,French,,,,,,,,,,,,,,spreadsheet1,
454,1742014947857,"15/03/2025, 05:02:27",1741996947857,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**English**,response,Writing for school/work-value,6,,,Language 1,2,object-70,English,French,,,,,,,,,,,,,,spreadsheet1,
455,1742014947860,"15/03/2025, 05:02:27",1741996947860,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**French**,response,Watching television-value,1,,,Language 2,3,object-74,English,French,,,,,,,,,,,,,,spreadsheet1,
456,1742014947863,"15/03/2025, 05:02:27",1741996947863,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**French**,response,Listening to radio-value,1,,,Language 2,3,object-74,English,French,,,,,,,,,,,,,,spreadsheet1,
457,1742014947868,"15/03/2025, 05:02:27",1741996947868,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**French**,response,Reading for fun-value,1,,,Language 2,3,object-74,English,French,,,,,,,,,,,,,,spreadsheet1,
458,1742014947871,"15/03/2025, 05:02:27",1741996947871,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**French**,response,Reading for school/work-value,1,,,Language 2,3,object-74,English,French,,,,,,,,,,,,,,spreadsheet1,
459,1742014947874,"15/03/2025, 05:02:27",1741996947874,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**French**,response,Using social media and internet-value,1,,,Language 2,3,object-74,English,French,,,,,,,,,,,,,,spreadsheet1,
460,1742014947878,"15/03/2025, 05:02:27",1741996947878,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 9,qrquyf,9,**French**,response,Writing for school/work-value,1,,,Language 2,3,object-74,English,French,,,,,,,,,,,,,,spreadsheet1,
461,1742014947882,"15/03/2025, 05:02:27",1741996947882,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 10,xtiouw,10,**English**,response,Family members-value,18,,,Language 1,3,object-85,English,French,,,,,,,,,,,,,,spreadsheet1,
462,1742014947886,"15/03/2025, 05:02:27",1741996947886,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 10,xtiouw,10,**English**,response,Friends*-value,18,,,Language 1,3,object-85,English,French,,,,,,,,,,,,,,spreadsheet1,
463,1742014947890,"15/03/2025, 05:02:27",1741996947890,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 10,xtiouw,10,**English**,response,Classmates-value,18,,,Language 1,3,object-85,English,French,,,,,,,,,,,,,,spreadsheet1,
464,1742014947893,"15/03/2025, 05:02:27",1741996947893,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 10,xtiouw,10,**English**,response,"Others (co-workers**, roommates, etc.)-value",18,,,Language 1,3,object-85,English,French,,,,,,,,,,,,,,spreadsheet1,
465,1742014947897,"15/03/2025, 05:02:27",1741996947897,-5,"14/03/2025, 19:02:27",219192,2,questionnaire-9kaq,,44424625,12946286,GroupLowLD1,complete,,67d4ed261632a902059b7e58,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1536x864,736x287,,Linguistic Diversity Questionnaire (LD-Q),5,Page 10,xtiouw,10,**French**,response,Family members-value,0,,,Language 2,4,object-86,English,French,,,,,,,,,,,,,,spreadsheet1,
