ID	pair	second_dim_step	first_dim_step	norm_response
5440	toru-tooru	2	1	2
5440	toru-tooru	3	1	2
5440	toru-tooru	3	1	2
5440	toru-tooru	3	1	2
5440	toru-tooru	4	1	1
5440	toru-tooru	4	1	0
5440	toru-tooru	4	1	3
5440	toru-tooru	5	1	0
5440	toru-tooru	5	1	1
5440	toru-tooru	5	1	2
5440	toru-tooru	1	2	89
5440	toru-tooru	1	2	5
5440	toru-tooru	1	2	3
5440	toru-tooru	2	2	17
5440	toru-tooru	2	2	2
5440	toru-tooru	2	2	1
5440	toru-tooru	3	2	6
5440	toru-tooru	3	2	3
5440	toru-tooru	3	2	2
5440	toru-tooru	4	2	1
5440	toru-tooru	4	2	9
5440	toru-tooru	4	2	9
5440	toru-tooru	5	2	6
5440	toru-tooru	5	2	4
5440	toru-tooru	5	2	1
5440	toru-tooru	1	3	97
5440	toru-tooru	1	3	8
5440	toru-tooru	1	3	4
5440	toru-tooru	2	3	96
5440	toru-tooru	2	3	87
5440	toru-tooru	2	3	95
5440	toru-tooru	3	3	44
5440	toru-tooru	3	3	6
5440	toru-tooru	3	3	3
5440	toru-tooru	4	3	1
5440	toru-tooru	4	3	21
5440	toru-tooru	4	3	0
5440	toru-tooru	5	3	10
5440	toru-tooru	5	3	5
5440	toru-tooru	5	3	4
5440	toru-tooru	1	4	98
5440	toru-tooru	1	4	54
5440	toru-tooru	1	4	91
5440	toru-tooru	2	4	99
5440	toru-tooru	2	4	71
5440	toru-tooru	2	4	96
5440	toru-tooru	3	4	96
5440	toru-tooru	3	4	100
5440	toru-tooru	3	4	94
5440	toru-tooru	4	4	7
5440	toru-tooru	4	4	93
5440	toru-tooru	4	4	63
5440	toru-tooru	5	4	1
5440	toru-tooru	5	4	72
5440	toru-tooru	5	4	8
5440	toru-tooru	1	5	95
5440	toru-tooru	1	5	95
5440	toru-tooru	1	5	99
5440	toru-tooru	2	5	98
5440	toru-tooru	2	5	98
5440	toru-tooru	2	5	98
5440	toru-tooru	3	5	95
5440	toru-tooru	3	5	98
5440	toru-tooru	3	5	98
5440	toru-tooru	4	5	97
5440	toru-tooru	4	5	99
5440	toru-tooru	4	5	88
5440	toru-tooru	5	5	96
5440	toru-tooru	5	5	97
5440	toru-tooru	5	5	98
5440	toru-tooru	1	6	99
5440	toru-tooru	1	6	86
5440	toru-tooru	1	6	99
5440	toru-tooru	2	6	97
5440	toru-tooru	2	6	96
5440	toru-tooru	2	6	99
5440	toru-tooru	3	6	97
5440	toru-tooru	3	6	97
5440	toru-tooru	3	6	98
5440	toru-tooru	4	6	100
5440	toru-tooru	4	6	97
5440	toru-tooru	4	6	97
5440	toru-tooru	5	6	96
5440	toru-tooru	5	6	98
5440	toru-tooru	5	6	98
5440	toru-tooru	1	7	98
5440	toru-tooru	1	7	96
5440	toru-tooru	1	7	97
5440	toru-tooru	2	7	96
5440	toru-tooru	2	7	97
5440	toru-tooru	2	7	97
5440	toru-tooru	3	7	96
5440	toru-tooru	3	7	99
5440	toru-tooru	3	7	94
5440	toru-tooru	4	7	90
5440	toru-tooru	4	7	98
5440	toru-tooru	4	7	98
5440	toru-tooru	5	7	99
5440	toru-tooru	5	7	99
5440	toru-tooru	5	7	99
5448	indent-intent	1	1	10
5448	indent-intent	1	1	0
5448	indent-intent	1	1	2
5448	indent-intent	2	1	0
5448	indent-intent	2	1	0
5448	indent-intent	2	1	0
5448	indent-intent	3	1	0
5448	indent-intent	3	1	0
5448	indent-intent	3	1	0
5448	indent-intent	4	1	0
5448	indent-intent	4	1	0
5448	indent-intent	4	1	0
5448	indent-intent	5	1	13
5448	indent-intent	5	1	0
5448	indent-intent	5	1	0
5448	indent-intent	1	2	0
5448	indent-intent	1	2	4
5448	indent-intent	1	2	23
5448	indent-intent	2	2	14
5448	indent-intent	2	2	15
5448	indent-intent	2	2	0
5448	indent-intent	3	2	10
5448	indent-intent	3	2	17
5448	indent-intent	3	2	16
5448	indent-intent	4	2	40
5448	indent-intent	4	2	54
5448	indent-intent	4	2	12
5448	indent-intent	5	2	15
5448	indent-intent	5	2	48
5448	indent-intent	5	2	13
5448	indent-intent	1	3	63
5448	indent-intent	1	3	12
5448	indent-intent	1	3	4
5448	indent-intent	2	3	34
5448	indent-intent	2	3	5
5448	indent-intent	2	3	24
5448	indent-intent	3	3	25
5448	indent-intent	3	3	50
5448	indent-intent	4	3	74
5448	indent-intent	4	3	45
5448	indent-intent	4	3	50
5448	indent-intent	5	3	52
5448	indent-intent	5	3	90
5448	indent-intent	5	3	49
5448	indent-intent	1	4	57
5448	indent-intent	1	4	100
5448	indent-intent	1	4	90
5448	indent-intent	2	4	84
5448	indent-intent	2	4	51
5448	indent-intent	2	4	91
5448	indent-intent	3	4	95
5448	indent-intent	3	4	100
5448	indent-intent	3	4	100
5448	indent-intent	4	4	92
5448	indent-intent	4	4	92
5448	indent-intent	4	4	100
5448	indent-intent	5	4	100
5448	indent-intent	5	4	90
5448	indent-intent	5	4	73
5448	indent-intent	1	5	83
5448	indent-intent	1	5	79
5448	indent-intent	1	5	77
5448	indent-intent	2	5	100
5448	indent-intent	2	5	98
5448	indent-intent	2	5	61
5448	indent-intent	3	5	99
5448	indent-intent	3	5	100
5448	indent-intent	3	5	99
5448	indent-intent	4	5	100
5448	indent-intent	4	5	100
5448	indent-intent	4	5	84
5448	indent-intent	5	5	97
5448	indent-intent	5	5	100
5448	indent-intent	5	5	100
5448	indent-intent	1	6	95
5448	indent-intent	1	6	100
5448	indent-intent	1	6	90
5448	indent-intent	2	6	98
5448	indent-intent	2	6	97
5448	indent-intent	2	6	76
5448	indent-intent	3	6	100
5448	indent-intent	3	6	100
5448	indent-intent	3	6	94
5448	indent-intent	4	6	100
5448	indent-intent	4	6	100
5448	indent-intent	4	6	100
5448	indent-intent	5	6	100
5448	indent-intent	5	6	100
5448	indent-intent	5	6	99
5448	indent-intent	1	7	100
5448	indent-intent	1	7	100
5448	indent-intent	1	7	95
5448	indent-intent	2	7	100
5448	indent-intent	2	7	75
5448	indent-intent	2	7	100
5448	indent-intent	3	7	92
5448	indent-intent	3	7	98
5448	indent-intent	3	7	99
5448	indent-intent	4	7	100
5448	indent-intent	4	7	100
5448	indent-intent	4	7	100
5448	indent-intent	5	7	79
5448	indent-intent	5	7	88
5448	indent-intent	5	7	100
5448	reason-risen	1	1	0
5448	reason-risen	1	1	0
5448	reason-risen	1	1	4
5448	reason-risen	2	1	6
5448	reason-risen	2	1	11
5448	reason-risen	2	1	0
5448	reason-risen	3	1	45
5448	reason-risen	3	1	39
5448	reason-risen	3	1	0
5448	reason-risen	4	1	0
5448	reason-risen	4	1	9
5448	reason-risen	4	1	0
5448	reason-risen	5	1	10
5448	reason-risen	5	1	6
5448	reason-risen	5	1	2
5448	reason-risen	1	2	0
5448	reason-risen	1	2	0
5448	reason-risen	1	2	0
5448	reason-risen	2	2	6
5448	reason-risen	2	2	2
5448	reason-risen	2	2	0
5448	reason-risen	3	2	40
5448	reason-risen	3	2	52
5448	reason-risen	3	2	35
5448	reason-risen	4	2	50
5448	reason-risen	4	2	1
5448	reason-risen	4	2	51
5448	reason-risen	5	2	12
5448	reason-risen	5	2	27
5448	reason-risen	5	2	33
5448	reason-risen	1	3	30
5448	reason-risen	1	3	0
5448	reason-risen	1	3	0
5448	reason-risen	2	3	5
5448	reason-risen	2	3	31
5448	reason-risen	3	3	0
5448	reason-risen	3	3	20
5448	reason-risen	3	3	25
5448	reason-risen	4	3	46
5448	reason-risen	4	3	50
5448	reason-risen	4	3	48
5448	reason-risen	5	3	45
5448	reason-risen	5	3	36
5448	reason-risen	5	3	24
5448	reason-risen	1	4	9
5448	reason-risen	1	4	50
5448	reason-risen	2	4	24
5448	reason-risen	2	4	18
5448	reason-risen	2	4	41
5448	reason-risen	3	4	22
5448	reason-risen	3	4	76
5448	reason-risen	3	4	2
5448	reason-risen	4	4	37
5448	reason-risen	4	4	6
5448	reason-risen	4	4	49
5448	reason-risen	5	4	74
5448	reason-risen	5	4	69
5448	reason-risen	5	4	49
5448	reason-risen	1	5	20
5448	reason-risen	1	5	41
5448	reason-risen	1	5	74
5448	reason-risen	2	5	35
5448	reason-risen	2	5	51
5448	reason-risen	2	5	50
5448	reason-risen	3	5	28
5448	reason-risen	3	5	54
5448	reason-risen	3	5	52
5448	reason-risen	4	5	69
5448	reason-risen	4	5	74
5448	reason-risen	4	5	40
5448	reason-risen	5	5	62
5448	reason-risen	5	5	100
5448	reason-risen	5	5	70
5448	reason-risen	1	6	46
5448	reason-risen	1	6	94
5448	reason-risen	1	6	85
5448	reason-risen	2	6	51
5448	reason-risen	2	6	59
5448	reason-risen	2	6	64
5448	reason-risen	3	6	45
5448	reason-risen	3	6	55
5448	reason-risen	3	6	100
5448	reason-risen	4	6	49
5448	reason-risen	4	6	92
5448	reason-risen	4	6	84
5448	reason-risen	5	6	66
5448	reason-risen	5	6	99
5448	reason-risen	5	6	91
5448	reason-risen	1	7	78
5448	reason-risen	1	7	91
5448	reason-risen	1	7	100
5448	reason-risen	2	7	62
5448	reason-risen	2	7	85
5448	reason-risen	3	7	57
5448	reason-risen	3	7	92
5448	reason-risen	3	7	95
5448	reason-risen	4	7	49
5448	reason-risen	4	7	100
5448	reason-risen	4	7	100
5448	reason-risen	5	7	89
5448	reason-risen	5	7	100
5448	reason-risen	5	7	100
5448	kata-katta	1	1	4
5448	kata-katta	1	1	1
5448	kata-katta	1	1	51
5448	kata-katta	2	1	23
5448	kata-katta	2	1	49
5448	kata-katta	2	1	7
5448	kata-katta	3	1	9
5448	kata-katta	3	1	16
5448	kata-katta	3	1	40
5448	kata-katta	4	1	19
5448	kata-katta	4	1	42
5448	kata-katta	4	1	19
5448	kata-katta	5	1	4
5448	kata-katta	5	1	29
5448	kata-katta	5	1	8
5448	kata-katta	1	2	0
5448	kata-katta	1	2	49
5448	kata-katta	1	2	30
5448	kata-katta	2	2	0
5448	kata-katta	2	2	2
5448	kata-katta	2	2	58
5448	kata-katta	3	2	3
5448	kata-katta	3	2	58
5448	kata-katta	3	2	48
5448	kata-katta	4	2	34
5448	kata-katta	4	2	39
5448	kata-katta	4	2	16
5448	kata-katta	5	2	100
5448	kata-katta	5	2	22
5448	kata-katta	5	2	11
5448	kata-katta	1	3	6
5448	kata-katta	1	3	51
5448	kata-katta	1	3	84
5448	kata-katta	2	3	25
5448	kata-katta	2	3	43
5448	kata-katta	2	3	19
5448	kata-katta	3	3	21
5448	kata-katta	3	3	48
5448	kata-katta	3	3	57
5448	kata-katta	4	3	49
5448	kata-katta	4	3	65
5448	kata-katta	4	3	30
5448	kata-katta	5	3	37
5448	kata-katta	5	3	49
5448	kata-katta	1	4	49
5448	kata-katta	1	4	12
5448	kata-katta	1	4	4
5448	kata-katta	2	4	60
5448	kata-katta	2	4	37
5448	kata-katta	3	4	9
5448	kata-katta	3	4	50
5448	kata-katta	3	4	30
5448	kata-katta	4	4	98
5448	kata-katta	4	4	17
5448	kata-katta	4	4	38
5448	kata-katta	5	4	49
5448	kata-katta	5	4	63
5448	kata-katta	5	4	50
5448	kata-katta	1	5	48
5448	kata-katta	1	5	66
5448	kata-katta	1	5	34
5448	kata-katta	2	5	94
5448	kata-katta	2	5	47
5448	kata-katta	2	5	41
5448	kata-katta	3	5	67
5448	kata-katta	3	5	50
5448	kata-katta	3	5	14
5448	kata-katta	4	5	21
5448	kata-katta	4	5	41
5448	kata-katta	4	5	63
5448	kata-katta	5	5	89
5448	kata-katta	5	5	81
5448	kata-katta	5	5	82
5448	kata-katta	1	6	94
5448	kata-katta	1	6	66
5448	kata-katta	1	6	80
5448	kata-katta	2	6	89
5448	kata-katta	2	6	48
5448	kata-katta	2	6	52
5448	kata-katta	3	6	95
5448	kata-katta	3	6	96
5448	kata-katta	3	6	96
5448	kata-katta	4	6	92
5448	kata-katta	4	6	93
5448	kata-katta	4	6	92
5448	kata-katta	5	6	91
5448	kata-katta	5	6	26
5448	kata-katta	5	6	28
5448	kata-katta	1	7	39
5448	kata-katta	1	7	89
5448	kata-katta	1	7	82
5448	kata-katta	2	7	75
5448	kata-katta	2	7	58
5448	kata-katta	2	7	50
5448	kata-katta	3	7	99
5448	kata-katta	3	7	80
5448	kata-katta	3	7	50
5448	kata-katta	4	7	86
5448	kata-katta	4	7	100
5448	kata-katta	4	7	100
5448	kata-katta	5	7	63
5448	kata-katta	5	7	17
5448	kata-katta	5	7	53
5448	toru-tooru	1	1	23
5448	toru-tooru	1	1	15
5448	toru-tooru	1	1	6
5448	toru-tooru	2	1	30
5448	toru-tooru	2	1	40
5448	toru-tooru	2	1	27
5448	toru-tooru	3	1	10
5448	toru-tooru	3	1	30
5448	toru-tooru	3	1	4
5448	toru-tooru	4	1	7
5448	toru-tooru	4	1	22
5448	toru-tooru	4	1	13
5448	toru-tooru	5	1	17
5448	toru-tooru	5	1	15
5448	toru-tooru	5	1	12
5448	toru-tooru	1	2	33
5448	toru-tooru	1	2	54
5448	toru-tooru	2	2	10
5448	toru-tooru	2	2	45
5448	toru-tooru	2	2	21
5448	toru-tooru	3	2	53
5448	toru-tooru	3	2	66
5448	toru-tooru	3	2	13
5448	toru-tooru	4	2	20
5448	toru-tooru	4	2	30
5448	toru-tooru	4	2	53
5448	toru-tooru	5	2	31
5448	toru-tooru	5	2	34
5448	toru-tooru	5	2	32
5448	toru-tooru	1	3	50
5448	toru-tooru	1	3	50
5448	toru-tooru	1	3	14
5448	toru-tooru	2	3	34
5448	toru-tooru	2	3	34
5448	toru-tooru	2	3	1
5448	toru-tooru	3	3	56
5448	toru-tooru	3	3	46
5448	toru-tooru	3	3	45
5448	toru-tooru	4	3	1
5448	toru-tooru	4	3	35
5448	toru-tooru	4	3	29
5448	toru-tooru	5	3	42
5448	toru-tooru	5	3	50
5448	toru-tooru	5	3	16
5448	toru-tooru	1	4	50
5448	toru-tooru	1	4	25
5448	toru-tooru	1	4	21
5448	toru-tooru	2	4	61
5448	toru-tooru	2	4	69
5448	toru-tooru	2	4	51
5448	toru-tooru	3	4	49
5448	toru-tooru	3	4	74
5448	toru-tooru	3	4	71
5448	toru-tooru	4	4	92
5448	toru-tooru	4	4	49
5448	toru-tooru	4	4	36
5448	toru-tooru	5	4	74
5448	toru-tooru	5	4	50
5448	toru-tooru	5	4	85
5448	toru-tooru	1	5	64
5448	toru-tooru	1	5	82
5448	toru-tooru	1	5	82
5448	toru-tooru	2	5	72
5448	toru-tooru	2	5	81
5448	toru-tooru	2	5	90
5448	toru-tooru	3	5	100
5448	toru-tooru	3	5	52
5448	toru-tooru	3	5	50
5448	toru-tooru	4	5	83
5448	toru-tooru	4	5	62
5448	toru-tooru	4	5	50
5448	toru-tooru	5	5	98
5448	toru-tooru	5	5	69
5448	toru-tooru	5	5	63
5448	toru-tooru	1	6	66
5448	toru-tooru	1	6	81
5448	toru-tooru	1	6	95
5448	toru-tooru	2	6	75
5448	toru-tooru	2	6	81
5448	toru-tooru	2	6	99
5448	toru-tooru	3	6	86
5448	toru-tooru	3	6	94
5448	toru-tooru	3	6	85
5448	toru-tooru	4	6	100
5448	toru-tooru	4	6	99
5448	toru-tooru	4	6	96
5448	toru-tooru	5	6	81
5448	toru-tooru	5	6	100
5448	toru-tooru	5	6	89
5448	toru-tooru	1	7	100
5448	toru-tooru	1	7	100
5448	toru-tooru	1	7	73
5448	toru-tooru	2	7	86
5448	toru-tooru	2	7	78
5448	toru-tooru	2	7	90
5448	toru-tooru	3	7	100
5448	toru-tooru	3	7	98
5448	toru-tooru	3	7	74
5448	toru-tooru	4	7	85
5448	toru-tooru	4	7	89
5448	toru-tooru	4	7	77
5448	toru-tooru	5	7	100
5448	toru-tooru	5	7	85
5448	toru-tooru	5	7	52
5456	indent-intent	1	1	1
5456	indent-intent	1	1	1
5456	indent-intent	1	1	8
5456	indent-intent	2	1	3
5456	indent-intent	2	1	8
5456	indent-intent	2	1	5
5456	indent-intent	3	1	0
5456	indent-intent	3	1	5
5456	indent-intent	3	1	11
5456	indent-intent	4	1	0
5456	indent-intent	4	1	7
5456	indent-intent	4	1	7
5456	indent-intent	5	1	0
5456	indent-intent	5	1	11
5456	indent-intent	5	1	7
5456	indent-intent	1	2	6
5456	indent-intent	1	2	7
5456	indent-intent	1	2	6
5456	indent-intent	2	2	8
5456	indent-intent	2	2	6
5456	indent-intent	2	2	4
5456	indent-intent	3	2	51
5456	indent-intent	3	2	0
5456	indent-intent	3	2	20
5456	indent-intent	4	2	7
5456	indent-intent	4	2	22
5456	indent-intent	4	2	12
5456	indent-intent	5	2	1
5456	indent-intent	5	2	10
5456	indent-intent	5	2	8
5456	indent-intent	1	3	3
5456	indent-intent	1	3	11
5456	indent-intent	1	3	10
5456	indent-intent	2	3	49
5456	indent-intent	2	3	47
5456	indent-intent	2	3	11
5456	indent-intent	3	3	6
5456	indent-intent	3	3	7
5456	indent-intent	3	3	94
5456	indent-intent	4	3	8
5456	indent-intent	4	3	92
5456	indent-intent	4	3	97
5456	indent-intent	5	3	98
5456	indent-intent	5	3	47
5456	indent-intent	5	3	46
5456	indent-intent	1	4	100
5456	indent-intent	1	4	98
5456	indent-intent	1	4	93
5456	indent-intent	2	4	100
5456	indent-intent	2	4	18
5456	indent-intent	2	4	88
5456	indent-intent	3	4	49
5456	indent-intent	3	4	93
5456	indent-intent	3	4	90
5456	indent-intent	4	4	100
5456	indent-intent	4	4	91
5456	indent-intent	4	4	88
5456	indent-intent	5	4	100
5456	indent-intent	5	4	95
5456	indent-intent	5	4	43
5456	indent-intent	1	5	97
5456	indent-intent	1	5	85
5456	indent-intent	1	5	96
5456	indent-intent	2	5	96
5456	indent-intent	2	5	88
5456	indent-intent	2	5	95
5456	indent-intent	3	5	100
5456	indent-intent	3	5	92
5456	indent-intent	3	5	93
5456	indent-intent	4	5	92
5456	indent-intent	4	5	94
5456	indent-intent	4	5	85
5456	indent-intent	5	5	93
5456	indent-intent	5	5	91
5456	indent-intent	5	5	94
5456	indent-intent	1	6	99
5456	indent-intent	1	6	98
5456	indent-intent	1	6	92
5456	indent-intent	2	6	100
5456	indent-intent	2	6	94
5456	indent-intent	2	6	90
5456	indent-intent	3	6	92
5456	indent-intent	3	6	80
5456	indent-intent	3	6	89
5456	indent-intent	4	6	97
5456	indent-intent	4	6	91
5456	indent-intent	4	6	86
5456	indent-intent	5	6	99
5456	indent-intent	5	6	97
5456	indent-intent	5	6	92
5456	indent-intent	1	7	96
5456	indent-intent	1	7	97
5456	indent-intent	1	7	92
5456	indent-intent	2	7	99
5456	indent-intent	2	7	89
5456	indent-intent	2	7	88
5456	indent-intent	3	7	98
5456	indent-intent	3	7	93
5456	indent-intent	3	7	94
5456	indent-intent	4	7	87
5456	indent-intent	4	7	90
5456	indent-intent	4	7	88
5456	indent-intent	5	7	98
5456	indent-intent	5	7	96
5456	reason-risen	1	1	8
5456	reason-risen	1	1	2
5456	reason-risen	1	1	1
5456	reason-risen	2	1	36
5456	reason-risen	2	1	10
5456	reason-risen	2	1	18
5456	reason-risen	3	1	5
5456	reason-risen	3	1	9
5456	reason-risen	3	1	9
5456	reason-risen	4	1	19
5456	reason-risen	4	1	10
5456	reason-risen	4	1	4
5456	reason-risen	5	1	2
5456	reason-risen	5	1	6
5456	reason-risen	5	1	7
5456	reason-risen	1	2	14
5456	reason-risen	1	2	7
5456	reason-risen	1	2	13
5456	reason-risen	2	2	1
5456	reason-risen	2	2	17
5456	reason-risen	2	2	3
5456	reason-risen	3	2	9
5456	reason-risen	3	2	16
5456	reason-risen	3	2	10
5456	reason-risen	4	2	1
5456	reason-risen	4	2	6
5456	reason-risen	4	2	4
5456	reason-risen	5	2	4
5456	reason-risen	5	2	6
5456	reason-risen	5	2	12
5456	reason-risen	1	3	49
5456	reason-risen	1	3	2
5456	reason-risen	1	3	5
5456	reason-risen	2	3	17
5456	reason-risen	2	3	5
5456	reason-risen	2	3	5
5456	reason-risen	3	3	17
5456	reason-risen	3	3	5
5456	reason-risen	3	3	8
5456	reason-risen	4	3	24
5456	reason-risen	4	3	50
5456	reason-risen	5	3	13
5456	reason-risen	5	3	2
5456	reason-risen	5	3	7
5456	reason-risen	1	4	81
5456	reason-risen	1	4	10
5456	reason-risen	1	4	2
5456	reason-risen	2	4	1
5456	reason-risen	2	4	12
5456	reason-risen	2	4	89
5456	reason-risen	3	4	1
5456	reason-risen	3	4	15
5456	reason-risen	3	4	100
5456	reason-risen	4	4	6
5456	reason-risen	4	4	94
5456	reason-risen	4	4	22
5456	reason-risen	5	4	0
5456	reason-risen	5	4	78
5456	reason-risen	5	4	95
5456	reason-risen	1	5	92
5456	reason-risen	1	5	92
5456	reason-risen	1	5	92
5456	reason-risen	2	5	84
5456	reason-risen	2	5	100
5456	reason-risen	2	5	82
5456	reason-risen	3	5	93
5456	reason-risen	3	5	89
5456	reason-risen	3	5	95
5456	reason-risen	4	5	92
5456	reason-risen	4	5	94
5456	reason-risen	4	5	4
5456	reason-risen	5	5	98
5456	reason-risen	5	5	97
5456	reason-risen	5	5	100
5456	reason-risen	1	6	85
5456	reason-risen	1	6	88
5456	reason-risen	1	6	95
5456	reason-risen	2	6	91
5456	reason-risen	2	6	93
5456	reason-risen	3	6	90
5456	reason-risen	3	6	88
5456	reason-risen	3	6	89
5456	reason-risen	4	6	92
5456	reason-risen	4	6	86
5456	reason-risen	4	6	89
5456	reason-risen	5	6	98
5456	reason-risen	5	6	93
5456	reason-risen	5	6	88
5456	reason-risen	1	7	99
5456	reason-risen	1	7	97
5456	reason-risen	1	7	93
5456	reason-risen	2	7	93
5456	reason-risen	2	7	95
5456	reason-risen	3	7	87
5456	reason-risen	3	7	86
5456	reason-risen	3	7	94
5456	reason-risen	4	7	80
5456	reason-risen	4	7	95
5456	reason-risen	4	7	89
5456	reason-risen	5	7	98
5456	reason-risen	5	7	95
5456	reason-risen	5	7	91
5456	kata-katta	1	1	5
5456	kata-katta	1	1	2
5456	kata-katta	1	1	14
5456	kata-katta	2	1	7
5456	kata-katta	2	1	13
5456	kata-katta	2	1	18
5456	kata-katta	3	1	87
5456	kata-katta	3	1	46
5456	kata-katta	3	1	6
5456	kata-katta	4	1	8
5456	kata-katta	4	1	77
5456	kata-katta	4	1	60
5456	kata-katta	5	1	90
5456	kata-katta	5	1	16
5456	kata-katta	5	1	36
5456	kata-katta	1	2	82
5456	kata-katta	1	2	12
5456	kata-katta	1	2	4
5456	kata-katta	2	2	91
5456	kata-katta	2	2	84
5456	kata-katta	2	2	10
5456	kata-katta	3	2	62
5456	kata-katta	3	2	28
5456	kata-katta	3	2	98
5456	kata-katta	4	2	63
5456	kata-katta	4	2	4
5456	kata-katta	4	2	17
5456	kata-katta	5	2	41
5456	kata-katta	5	2	76
5456	kata-katta	5	2	6
5456	kata-katta	1	3	30
5456	kata-katta	1	3	12
5456	kata-katta	1	3	13
5456	kata-katta	2	3	58
5456	kata-katta	2	3	78
5456	kata-katta	2	3	12
5456	kata-katta	3	3	48
5456	kata-katta	3	3	33
5456	kata-katta	3	3	36
5456	kata-katta	4	3	51
5456	kata-katta	4	3	66
5456	kata-katta	4	3	53
5456	kata-katta	5	3	27
5456	kata-katta	5	3	10
5456	kata-katta	5	3	77
5456	kata-katta	1	4	92
5456	kata-katta	1	4	55
5456	kata-katta	1	4	89
5456	kata-katta	2	4	91
5456	kata-katta	2	4	88
5456	kata-katta	2	4	8
5456	kata-katta	3	4	82
5456	kata-katta	3	4	75
5456	kata-katta	3	4	85
5456	kata-katta	4	4	90
5456	kata-katta	4	4	34
5456	kata-katta	4	4	14
5456	kata-katta	5	4	92
5456	kata-katta	5	4	91
5456	kata-katta	5	4	19
5456	kata-katta	1	5	81
5456	kata-katta	1	5	62
5456	kata-katta	1	5	57
5456	kata-katta	2	5	83
5456	kata-katta	2	5	27
5456	kata-katta	3	5	12
5456	kata-katta	3	5	93
5456	kata-katta	3	5	50
5456	kata-katta	4	5	93
5456	kata-katta	4	5	48
5456	kata-katta	4	5	44
5456	kata-katta	5	5	81
5456	kata-katta	5	5	53
5456	kata-katta	5	5	80
5456	kata-katta	1	6	74
5456	kata-katta	1	6	35
5456	kata-katta	1	6	94
5456	kata-katta	2	6	28
5456	kata-katta	2	6	83
5456	kata-katta	2	6	77
5456	kata-katta	3	6	91
5456	kata-katta	3	6	90
5456	kata-katta	3	6	83
5456	kata-katta	4	6	78
5456	kata-katta	4	6	93
5456	kata-katta	4	6	51
5456	kata-katta	5	6	83
5456	kata-katta	5	6	71
5456	kata-katta	5	6	86
5456	kata-katta	1	7	11
5456	kata-katta	1	7	69
5456	kata-katta	1	7	80
5456	kata-katta	2	7	58
5456	kata-katta	2	7	17
5456	kata-katta	2	7	40
5456	kata-katta	3	7	76
5456	kata-katta	3	7	16
5456	kata-katta	3	7	16
5456	kata-katta	4	7	79
5456	kata-katta	4	7	41
5456	kata-katta	4	7	75
5456	kata-katta	5	7	9
5456	kata-katta	5	7	82
5456	kata-katta	5	7	34
5456	toru-tooru	1	1	0
5456	toru-tooru	1	1	2
5456	toru-tooru	1	1	3
5456	toru-tooru	2	1	0
5456	toru-tooru	2	1	0
5456	toru-tooru	2	1	5
5456	toru-tooru	3	1	2
5456	toru-tooru	3	1	4
5456	toru-tooru	3	1	4
5456	toru-tooru	4	1	6
5456	toru-tooru	4	1	1
5456	toru-tooru	5	1	3
5456	toru-tooru	5	1	0
5456	toru-tooru	5	1	2
5456	toru-tooru	1	2	6
5456	toru-tooru	1	2	3
5456	toru-tooru	1	2	0
5456	toru-tooru	2	2	96
5456	toru-tooru	2	2	7
5456	toru-tooru	2	2	3
5456	toru-tooru	3	2	5
5456	toru-tooru	3	2	5
5456	toru-tooru	3	2	2
5456	toru-tooru	4	2	6
5456	toru-tooru	4	2	0
5456	toru-tooru	4	2	10
5456	toru-tooru	5	2	4
5456	toru-tooru	5	2	0
5456	toru-tooru	5	2	5
5456	toru-tooru	1	3	11
5456	toru-tooru	1	3	9
5456	toru-tooru	1	3	2
5456	toru-tooru	2	3	1
5456	toru-tooru	2	3	10
5456	toru-tooru	2	3	24
5456	toru-tooru	3	3	4
5456	toru-tooru	3	3	20
5456	toru-tooru	3	3	19
5456	toru-tooru	4	3	98
5456	toru-tooru	4	3	5
5456	toru-tooru	4	3	3
5456	toru-tooru	5	3	3
5456	toru-tooru	5	3	93
5456	toru-tooru	5	3	4
5456	toru-tooru	1	4	95
5456	toru-tooru	1	4	10
5456	toru-tooru	1	4	89
5456	toru-tooru	2	4	8
5456	toru-tooru	2	4	7
5456	toru-tooru	2	4	0
5456	toru-tooru	3	4	97
5456	toru-tooru	3	4	96
5456	toru-tooru	3	4	96
5456	toru-tooru	4	4	90
5456	toru-tooru	4	4	50
5456	toru-tooru	4	4	49
5456	toru-tooru	5	4	3
5456	toru-tooru	5	4	79
5456	toru-tooru	5	4	55
5456	toru-tooru	1	5	94
5456	toru-tooru	1	5	95
5456	toru-tooru	1	5	89
5456	toru-tooru	2	5	98
5456	toru-tooru	2	5	52
5456	toru-tooru	2	5	61
5456	toru-tooru	3	5	96
5456	toru-tooru	3	5	95
5456	toru-tooru	3	5	57
5456	toru-tooru	4	5	91
5456	toru-tooru	4	5	99
5456	toru-tooru	4	5	95
5456	toru-tooru	5	5	100
5456	toru-tooru	5	5	99
5456	toru-tooru	5	5	100
5456	toru-tooru	1	6	96
5456	toru-tooru	1	6	97
5456	toru-tooru	1	6	88
5456	toru-tooru	2	6	90
5456	toru-tooru	2	6	95
5456	toru-tooru	2	6	96
5456	toru-tooru	3	6	97
5456	toru-tooru	3	6	100
5456	toru-tooru	3	6	85
5456	toru-tooru	4	6	99
5456	toru-tooru	4	6	100
5456	toru-tooru	4	6	100
5456	toru-tooru	5	6	99
5456	toru-tooru	5	6	96
5456	toru-tooru	5	6	100
