ID	pair	second_dim_step	first_dim_step	norm_response
5031	toru-tooru	3	3	31
5031	toru-tooru	4	3	58
5031	toru-tooru	4	3	75
5031	toru-tooru	4	3	19
5031	toru-tooru	5	3	69
5031	toru-tooru	5	3	72
5031	toru-tooru	1	4	50
5031	toru-tooru	1	4	75
5031	toru-tooru	1	4	30
5031	toru-tooru	2	4	8
5031	toru-tooru	2	4	18
5031	toru-tooru	2	4	37
5031	toru-tooru	3	4	27
5031	toru-tooru	3	4	74
5031	toru-tooru	3	4	32
5031	toru-tooru	4	4	33
5031	toru-tooru	4	4	69
5031	toru-tooru	5	4	79
5031	toru-tooru	5	4	33
5031	toru-tooru	5	4	28
5031	toru-tooru	1	5	78
5031	toru-tooru	1	5	80
5031	toru-tooru	1	5	75
5031	toru-tooru	2	5	72
5031	toru-tooru	2	5	74
5031	toru-tooru	2	5	71
5031	toru-tooru	3	5	28
5031	toru-tooru	3	5	31
5031	toru-tooru	4	5	5
5031	toru-tooru	4	5	14
5031	toru-tooru	5	5	79
5031	toru-tooru	5	5	15
5031	toru-tooru	5	5	87
5031	toru-tooru	1	6	76
5031	toru-tooru	1	6	71
5031	toru-tooru	2	6	68
5031	toru-tooru	2	6	94
5031	toru-tooru	3	6	78
5031	toru-tooru	3	6	75
5031	toru-tooru	3	6	73
5031	toru-tooru	4	6	90
5031	toru-tooru	4	6	81
5031	toru-tooru	4	6	85
5031	toru-tooru	5	6	72
5031	toru-tooru	5	6	78
5031	toru-tooru	5	6	78
5031	toru-tooru	1	7	72
5031	toru-tooru	1	7	98
5031	toru-tooru	1	7	97
5031	toru-tooru	2	7	89
5031	toru-tooru	2	7	72
5031	toru-tooru	2	7	76
5031	toru-tooru	3	7	82
5031	toru-tooru	3	7	87
5031	toru-tooru	3	7	80
5031	toru-tooru	4	7	75
5031	toru-tooru	4	7	77
5031	toru-tooru	4	7	84
5031	toru-tooru	5	7	92
5031	toru-tooru	5	7	75
5031	toru-tooru	5	7	74
5096	indent-intent	1	1	1
5096	indent-intent	1	1	2
5096	indent-intent	1	1	4
5096	indent-intent	2	1	3
5096	indent-intent	2	1	1
5096	indent-intent	2	1	1
5096	indent-intent	3	1	1
5096	indent-intent	3	1	0
5096	indent-intent	3	1	3
5096	indent-intent	4	1	4
5096	indent-intent	4	1	2
5096	indent-intent	5	1	4
5096	indent-intent	5	1	1
5096	indent-intent	5	1	2
5096	indent-intent	1	2	3
5096	indent-intent	1	2	1
5096	indent-intent	1	2	3
5096	indent-intent	2	2	3
5096	indent-intent	2	2	11
5096	indent-intent	2	2	1
5096	indent-intent	3	2	3
5096	indent-intent	3	2	5
5096	indent-intent	3	2	1
5096	indent-intent	4	2	79
5096	indent-intent	4	2	3
5096	indent-intent	4	2	8
5096	indent-intent	5	2	3
5096	indent-intent	5	2	10
5096	indent-intent	5	2	1
5096	indent-intent	1	3	16
5096	indent-intent	1	3	2
5096	indent-intent	1	3	1
5096	indent-intent	2	3	72
5096	indent-intent	2	3	11
5096	indent-intent	2	3	82
5096	indent-intent	3	3	94
5096	indent-intent	3	3	96
5096	indent-intent	3	3	13
5096	indent-intent	4	3	95
5096	indent-intent	4	3	97
5096	indent-intent	4	3	89
5096	indent-intent	5	3	95
5096	indent-intent	5	3	99
5096	indent-intent	5	3	87
5096	indent-intent	1	4	99
5096	indent-intent	1	4	97
5096	indent-intent	1	4	84
5096	indent-intent	2	4	91
5096	indent-intent	2	4	100
5096	indent-intent	2	4	97
5096	indent-intent	3	4	97
5096	indent-intent	3	4	98
5096	indent-intent	3	4	97
5096	indent-intent	4	4	100
5096	indent-intent	4	4	97
5096	indent-intent	4	4	85
5096	indent-intent	5	4	99
5096	indent-intent	5	4	97
5096	indent-intent	5	4	93
5096	indent-intent	1	5	96
5096	indent-intent	1	5	99
5096	indent-intent	1	5	99
5096	indent-intent	2	5	96
5096	indent-intent	2	5	98
5096	indent-intent	2	5	98
5096	indent-intent	3	5	96
5096	indent-intent	3	5	97
5096	indent-intent	3	5	95
5096	indent-intent	4	5	95
5096	indent-intent	4	5	95
5096	indent-intent	4	5	99
5096	indent-intent	5	5	100
5096	indent-intent	5	5	99
5096	indent-intent	5	5	98
5096	indent-intent	1	6	97
5096	indent-intent	1	6	100
5096	indent-intent	1	6	77
5096	indent-intent	2	6	97
5096	indent-intent	2	6	96
5096	indent-intent	2	6	96
5096	indent-intent	3	6	96
5096	indent-intent	3	6	97
5096	indent-intent	3	6	96
5096	indent-intent	4	6	100
5096	indent-intent	4	6	92
5096	indent-intent	4	6	97
5096	indent-intent	5	6	97
5096	indent-intent	5	6	98
5096	indent-intent	5	6	100
5096	indent-intent	1	7	99
5096	indent-intent	1	7	98
5096	indent-intent	1	7	98
5096	indent-intent	2	7	97
5096	indent-intent	2	7	98
5096	indent-intent	2	7	100
5096	indent-intent	3	7	100
5096	indent-intent	3	7	96
5096	indent-intent	3	7	96
5096	indent-intent	4	7	91
5096	indent-intent	4	7	94
5096	indent-intent	4	7	98
5096	indent-intent	5	7	99
5096	indent-intent	5	7	98
5096	reason-risen	1	1	0
5096	reason-risen	1	1	1
5096	reason-risen	1	1	2
5096	reason-risen	2	1	0
5096	reason-risen	2	1	3
5096	reason-risen	2	1	2
5096	reason-risen	3	1	1
5096	reason-risen	3	1	1
5096	reason-risen	3	1	2
5096	reason-risen	4	1	0
5096	reason-risen	4	1	0
5096	reason-risen	4	1	1
5096	reason-risen	5	1	2
5096	reason-risen	5	1	2
5096	reason-risen	5	1	92
5096	reason-risen	1	2	1
5096	reason-risen	1	2	2
5096	reason-risen	1	2	14
5096	reason-risen	2	2	1
5096	reason-risen	2	2	2
5096	reason-risen	2	2	1
5096	reason-risen	3	2	0
5096	reason-risen	3	2	0
5096	reason-risen	3	2	1
5096	reason-risen	4	2	1
5096	reason-risen	4	2	3
5096	reason-risen	4	2	23
5096	reason-risen	5	2	0
5096	reason-risen	5	2	15
5096	reason-risen	5	2	4
5096	reason-risen	1	3	0
5096	reason-risen	1	3	34
5096	reason-risen	2	3	1
5096	reason-risen	2	3	1
5096	reason-risen	3	3	100
5096	reason-risen	3	3	0
5096	reason-risen	3	3	3
5096	reason-risen	4	3	10
5096	reason-risen	4	3	14
5096	reason-risen	4	3	8
5096	reason-risen	5	3	1
5096	reason-risen	5	3	98
5096	reason-risen	5	3	98
5096	reason-risen	1	4	100
5096	reason-risen	1	4	99
5096	reason-risen	1	4	13
5096	reason-risen	2	4	100
5096	reason-risen	2	4	84
5096	reason-risen	2	4	12
5096	reason-risen	3	4	98
5096	reason-risen	3	4	0
5096	reason-risen	3	4	98
5096	reason-risen	4	4	99
5096	reason-risen	4	4	36
5096	reason-risen	4	4	16
5096	reason-risen	5	4	100
5096	reason-risen	5	4	99
5096	reason-risen	5	4	85
5096	reason-risen	1	5	5
5096	reason-risen	1	5	99
5096	reason-risen	1	5	100
5096	reason-risen	2	5	98
5096	reason-risen	2	5	99
5096	reason-risen	2	5	98
5096	reason-risen	3	5	99
5096	reason-risen	3	5	100
5096	reason-risen	3	5	77
5096	reason-risen	4	5	98
5096	reason-risen	4	5	51
5096	reason-risen	4	5	99
5096	reason-risen	5	5	100
5096	reason-risen	5	5	94
5096	reason-risen	5	5	100
5096	reason-risen	1	6	99
5096	reason-risen	1	6	100
5096	reason-risen	1	6	93
5096	reason-risen	2	6	100
5096	reason-risen	2	6	100
5096	reason-risen	2	6	98
5096	reason-risen	3	6	99
5096	reason-risen	3	6	97
5096	reason-risen	3	6	100
5096	reason-risen	4	6	99
5096	reason-risen	4	6	98
5096	reason-risen	4	6	97
5096	reason-risen	5	6	99
5096	reason-risen	5	6	96
5096	reason-risen	5	6	100
5096	reason-risen	1	7	98
5096	reason-risen	1	7	98
5096	reason-risen	1	7	95
5096	reason-risen	2	7	100
5096	reason-risen	2	7	98
5096	reason-risen	2	7	98
5096	reason-risen	3	7	99
5096	reason-risen	3	7	96
5096	reason-risen	3	7	100
5096	reason-risen	4	7	99
5096	reason-risen	4	7	100
5096	reason-risen	4	7	98
5096	reason-risen	5	7	100
5096	reason-risen	5	7	98
5096	reason-risen	5	7	97
5096	kata-katta	1	1	1
5096	kata-katta	1	1	1
5096	kata-katta	1	1	2
5096	kata-katta	2	1	3
5096	kata-katta	2	1	2
5096	kata-katta	3	1	0
5096	kata-katta	3	1	2
5096	kata-katta	3	1	1
5096	kata-katta	4	1	1
5096	kata-katta	4	1	5
5096	kata-katta	4	1	4
5096	kata-katta	5	1	2
5096	kata-katta	5	1	3
5096	kata-katta	5	1	3
5096	kata-katta	1	2	6
5096	kata-katta	1	2	3
5096	kata-katta	1	2	5
5096	kata-katta	2	2	2
5096	kata-katta	2	2	90
5096	kata-katta	2	2	97
5096	kata-katta	3	2	2
5096	kata-katta	3	2	2
5096	kata-katta	3	2	2
5096	kata-katta	4	2	0
5096	kata-katta	4	2	3
5096	kata-katta	4	2	1
5096	kata-katta	5	2	2
5096	kata-katta	5	2	2
5096	kata-katta	5	2	93
5096	kata-katta	1	3	93
5096	kata-katta	1	3	96
5096	kata-katta	1	3	97
5096	kata-katta	2	3	2
5096	kata-katta	2	3	93
5096	kata-katta	2	3	96
5096	kata-katta	3	3	2
5096	kata-katta	3	3	4
5096	kata-katta	3	3	98
5096	kata-katta	4	3	1
5096	kata-katta	4	3	4
5096	kata-katta	4	3	6
5096	kata-katta	5	3	96
5096	kata-katta	5	3	93
5096	kata-katta	5	3	9
5096	kata-katta	1	4	98
5096	kata-katta	1	4	0
5096	kata-katta	1	4	94
5096	kata-katta	2	4	96
5096	kata-katta	2	4	92
5096	kata-katta	2	4	97
5096	kata-katta	3	4	95
5096	kata-katta	3	4	97
5096	kata-katta	3	4	6
5096	kata-katta	4	4	3
5096	kata-katta	4	4	93
5096	kata-katta	4	4	96
5096	kata-katta	5	4	91
5096	kata-katta	5	4	8
5096	kata-katta	5	4	97
5096	kata-katta	1	5	97
5096	kata-katta	1	5	100
5096	kata-katta	1	5	94
5096	kata-katta	2	5	99
5096	kata-katta	2	5	91
5096	kata-katta	2	5	93
5096	kata-katta	3	5	1
5096	kata-katta	3	5	96
5096	kata-katta	3	5	96
5096	kata-katta	4	5	2
5096	kata-katta	4	5	96
5096	kata-katta	4	5	97
5096	kata-katta	5	5	2
5096	kata-katta	5	5	98
5096	kata-katta	1	6	94
5096	kata-katta	1	6	88
5096	kata-katta	1	6	98
5096	kata-katta	2	6	95
5096	kata-katta	2	6	98
5096	kata-katta	2	6	95
5096	kata-katta	3	6	100
5096	kata-katta	3	6	97
5096	kata-katta	3	6	96
5096	kata-katta	4	6	94
5096	kata-katta	4	6	94
5096	kata-katta	4	6	98
5096	kata-katta	5	6	95
5096	kata-katta	5	6	97
5096	kata-katta	5	6	99
5096	kata-katta	1	7	99
5096	kata-katta	1	7	99
5096	kata-katta	1	7	96
5096	kata-katta	2	7	98
5096	kata-katta	2	7	97
5096	kata-katta	2	7	95
5096	kata-katta	3	7	98
5096	kata-katta	3	7	98
5096	kata-katta	3	7	96
5096	kata-katta	4	7	94
5096	kata-katta	4	7	90
5096	kata-katta	4	7	96
5096	kata-katta	5	7	98
5096	kata-katta	5	7	98
5096	kata-katta	5	7	100
5096	toru-tooru	1	1	3
5096	toru-tooru	1	1	15
5096	toru-tooru	1	1	4
5096	toru-tooru	2	1	1
5096	toru-tooru	2	1	2
5096	toru-tooru	2	1	0
5096	toru-tooru	3	1	3
5096	toru-tooru	3	1	7
5096	toru-tooru	3	1	2
5096	toru-tooru	4	1	1
5096	toru-tooru	4	1	13
5096	toru-tooru	4	1	3
5096	toru-tooru	5	1	1
5096	toru-tooru	5	1	4
5096	toru-tooru	5	1	8
5096	toru-tooru	1	2	4
5096	toru-tooru	1	2	7
5096	toru-tooru	1	2	6
5096	toru-tooru	2	2	2
5096	toru-tooru	2	2	8
5096	toru-tooru	2	2	8
5096	toru-tooru	3	2	2
5096	toru-tooru	3	2	2
5096	toru-tooru	3	2	3
5096	toru-tooru	4	2	3
5096	toru-tooru	4	2	5
5096	toru-tooru	4	2	7
5096	toru-tooru	5	2	73
5096	toru-tooru	5	2	10
5096	toru-tooru	5	2	2
5096	toru-tooru	1	3	90
5096	toru-tooru	1	3	98
5096	toru-tooru	1	3	9
5096	toru-tooru	2	3	81
5096	toru-tooru	2	3	5
5096	toru-tooru	2	3	17
5096	toru-tooru	3	3	2
5096	toru-tooru	3	3	7
5096	toru-tooru	4	3	91
5096	toru-tooru	4	3	3
5096	toru-tooru	4	3	10
5096	toru-tooru	5	3	1
5096	toru-tooru	5	3	2
5096	toru-tooru	5	3	10
5096	toru-tooru	1	4	89
5096	toru-tooru	1	4	95
5096	toru-tooru	1	4	98
5096	toru-tooru	2	4	93
5096	toru-tooru	2	4	96
5096	toru-tooru	2	4	5
5096	toru-tooru	3	4	95
5096	toru-tooru	3	4	93
5096	toru-tooru	3	4	82
5096	toru-tooru	4	4	1
5096	toru-tooru	4	4	95
5096	toru-tooru	4	4	98
5096	toru-tooru	5	4	93
5096	toru-tooru	5	4	91
5096	toru-tooru	5	4	94
5096	toru-tooru	1	5	97
5096	toru-tooru	1	5	95
5096	toru-tooru	1	5	89
5096	toru-tooru	2	5	98
5096	toru-tooru	2	5	94
5096	toru-tooru	2	5	97
5096	toru-tooru	3	5	99
5096	toru-tooru	3	5	95
5096	toru-tooru	4	5	97
5096	toru-tooru	4	5	98
5096	toru-tooru	4	5	96
5096	toru-tooru	5	5	98
5096	toru-tooru	5	5	99
5096	toru-tooru	5	5	95
5096	toru-tooru	1	6	97
5096	toru-tooru	1	6	95
5096	toru-tooru	1	6	96
5096	toru-tooru	2	6	93
5096	toru-tooru	2	6	94
5096	toru-tooru	2	6	93
5096	toru-tooru	3	6	96
5096	toru-tooru	3	6	91
5096	toru-tooru	3	6	97
5096	toru-tooru	4	6	98
5096	toru-tooru	4	6	94
5096	toru-tooru	4	6	87
5096	toru-tooru	5	6	93
5096	toru-tooru	5	6	95
5096	toru-tooru	5	6	97
5096	toru-tooru	1	7	100
5096	toru-tooru	1	7	92
5096	toru-tooru	1	7	96
5096	toru-tooru	2	7	97
5096	toru-tooru	2	7	98
5096	toru-tooru	2	7	96
5096	toru-tooru	3	7	94
5096	toru-tooru	3	7	94
5096	toru-tooru	3	7	92
5096	toru-tooru	4	7	98
5096	toru-tooru	4	7	96
5096	toru-tooru	4	7	97
5096	toru-tooru	5	7	95
5096	toru-tooru	5	7	93
5098	indent-intent	1	1	0
5098	indent-intent	1	1	0
5098	indent-intent	1	1	11
5098	indent-intent	2	1	20
5098	indent-intent	2	1	19
5098	indent-intent	2	1	6
5098	indent-intent	3	1	13
5098	indent-intent	3	1	0
5098	indent-intent	3	1	2
5098	indent-intent	4	1	9
5098	indent-intent	4	1	2
5098	indent-intent	4	1	6
5098	indent-intent	5	1	1
5098	indent-intent	5	1	11
5098	indent-intent	5	1	12
5098	indent-intent	1	2	2
5098	indent-intent	1	2	3
5098	indent-intent	1	2	1
5098	indent-intent	2	2	5
5098	indent-intent	2	2	1
5098	indent-intent	2	2	5
5098	indent-intent	3	2	7
5098	indent-intent	3	2	2
5098	indent-intent	3	2	9
5098	indent-intent	4	2	8
5098	indent-intent	4	2	3
5098	indent-intent	4	2	0
5098	indent-intent	5	2	0
5098	indent-intent	5	2	5
5098	indent-intent	5	2	1
5098	indent-intent	1	3	12
5098	indent-intent	1	3	7
5098	indent-intent	1	3	1
5098	indent-intent	2	3	1
5098	indent-intent	2	3	1
5098	indent-intent	2	3	3
5098	indent-intent	3	3	15
5098	indent-intent	3	3	1
5098	indent-intent	4	3	8
5098	indent-intent	4	3	13
5098	indent-intent	4	3	1
5098	indent-intent	5	3	16
5098	indent-intent	5	3	100
5098	indent-intent	5	3	6
5098	indent-intent	1	4	61
5098	indent-intent	1	4	36
5098	indent-intent	1	4	4
5098	indent-intent	2	4	66
5098	indent-intent	2	4	98
5098	indent-intent	2	4	73
5098	indent-intent	3	4	21
5098	indent-intent	3	4	9
5098	indent-intent	3	4	100
5098	indent-intent	4	4	91
5098	indent-intent	4	4	91
5098	indent-intent	5	4	100
5098	indent-intent	5	4	98
5098	indent-intent	5	4	100
5098	indent-intent	1	5	91
5098	indent-intent	1	5	98
5098	indent-intent	1	5	96
5098	indent-intent	2	5	99
5098	indent-intent	2	5	71
5098	indent-intent	2	5	98
5098	indent-intent	3	5	96
5098	indent-intent	3	5	92
5098	indent-intent	3	5	90
5098	indent-intent	4	5	99
5098	indent-intent	4	5	99
5098	indent-intent	5	5	99
5098	indent-intent	5	5	99
5098	indent-intent	5	5	87
5098	indent-intent	1	6	96
5098	indent-intent	1	6	87
5098	indent-intent	1	6	92
5098	indent-intent	2	6	93
5098	indent-intent	2	6	91
5098	indent-intent	2	6	99
5098	indent-intent	3	6	91
5098	indent-intent	3	6	87
5098	indent-intent	3	6	99
5098	indent-intent	4	6	99
5098	indent-intent	4	6	89
5098	indent-intent	4	6	100
5098	indent-intent	5	6	91
5098	indent-intent	5	6	87
5098	indent-intent	5	6	91
5098	indent-intent	1	7	99
5098	indent-intent	1	7	89
5098	indent-intent	1	7	95
5098	indent-intent	2	7	98
5098	indent-intent	2	7	100
5098	indent-intent	2	7	86
5098	indent-intent	3	7	100
5098	indent-intent	3	7	86
5098	indent-intent	3	7	99
5098	indent-intent	4	7	91
5098	indent-intent	4	7	98
