Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sound,Spreadsheet: pair,Spreadsheet: language,Spreadsheet: randomize_trials,Spreadsheet: left_word,Spreadsheet: right_word,Spreadsheet: first_dim_step,Spreadsheet: second_dim_step,Spreadsheet: endpoint_1,Spreadsheet: endpoint_2,Spreadsheet: break_duration,Spreadsheet: block_display,Manipulation: Spreadsheet,Manipulation: TrialsPerBlock,Manipulation: stimuli_type,Store: left_word,Store: right_word,Store: spreadsheet,Store: Progress,allocator-cukp,randomiser-fgpw
11,1742000343450,"15/03/2025, 00:59:03",1741982343450,-5,"14/03/2025, 14:59:03",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,4258.599999998511,4249.9000000000015,4258.599999998511,4258.599999998511,4249.9000000000015,4258.599999998511,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
12,1742000344243,"15/03/2025, 00:59:04",1741982344243,-5,"14/03/2025, 14:59:04",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,5051.099999998511,5050.299999999999,5051.099999998511,5051.099999998511,5050.299999999999,5051.099999998511,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
13,1742000344396,"15/03/2025, 00:59:04",1741982344396,-5,"14/03/2025, 14:59:04",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,5204.099999998511,5200,5204.099999998511,5204.099999998511,5200,5204.099999998511,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
14,1742000345154,"15/03/2025, 00:59:05",1741982345154,-5,"14/03/2025, 14:59:05",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,5962.4999999970205,5950.200000000001,5962.4999999970205,5962.4999999970205,5950.200000000001,5962.4999999970205,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
15,1742000345195,"15/03/2025, 00:59:05",1741982345195,-5,"14/03/2025, 14:59:05",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,6003.79999999404,6000,6003.79999999404,6003.79999999404,6000,6003.79999999404,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
16,1742000345983,"15/03/2025, 00:59:05",1741982345983,-5,"14/03/2025, 14:59:05",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,6791.099999998511,6783.299999999999,6791.099999998511,6791.099999998511,6783.299999999999,6791.099999998511,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
17,1742000346034,"15/03/2025, 00:59:06",1741982346034,-5,"14/03/2025, 14:59:06",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,6842.200000000001,6833.299999999999,6842.200000000001,6842.200000000001,6833.299999999999,6842.200000000001,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
18,1742000346793,"15/03/2025, 00:59:06",1741982346793,-5,"14/03/2025, 14:59:06",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,7601.099999998511,7600,7601.099999998511,7601.099999998511,7600,7601.099999998511,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
19,1742000347385,"15/03/2025, 00:59:07",1741982347385,-5,"14/03/2025, 14:59:07",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,8193.89999999553,8183.4000000000015,8193.89999999553,8193.89999999553,8183.4000000000015,8193.89999999553,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
20,1742000348142,"15/03/2025, 00:59:08",1741982348142,-5,"14/03/2025, 14:59:08",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,8951.09999999851,8949.8,8951.09999999851,8951.09999999851,8949.8,8951.09999999851,1,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
21,1742000348953,"15/03/2025, 00:59:08",1741982348953,-5,"14/03/2025, 14:59:08",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,9761.7,9750.2,9761.7,9761.7,9750.2,9761.7,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
22,1742000349736,"15/03/2025, 00:59:09",1741982349736,-5,"14/03/2025, 14:59:09",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,10544.79999999404,10533.3,10544.79999999404,10544.79999999404,10533.3,10544.79999999404,1,0,0,,Audio Clip,intent,3,object-302,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
23,1742000349742,"15/03/2025, 00:59:09",1741982349742,-5,"14/03/2025, 14:59:09",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,10549.899999999998,10533.3,10549.899999999998,10549.899999999998,10533.3,10549.899999999998,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
24,1742000350449,"15/03/2025, 00:59:10",1741982350449,-5,"14/03/2025, 14:59:10",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,11257.09999999851,11250,11257.09999999851,11257.09999999851,11250,11257.09999999851,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
25,1742000350905,"15/03/2025, 00:59:10",1741982350905,-5,"14/03/2025, 14:59:10",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,11713.89999999553,11700,11713.89999999553,11713.89999999553,11700,11713.89999999553,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
26,1742000351612,"15/03/2025, 00:59:11",1741982351612,-5,"14/03/2025, 14:59:11",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,12420.59999999851,12416.7,12420.59999999851,12420.59999999851,12416.7,12420.59999999851,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
27,1742000351804,"15/03/2025, 00:59:11",1741982351804,-5,"14/03/2025, 14:59:11",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,12612.79999999404,12600,12612.79999999404,12612.79999999404,12600,12612.79999999404,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
28,1742000352512,"15/03/2025, 00:59:12",1741982352512,-5,"14/03/2025, 14:59:12",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,13320.2,13316.7,13320.2,13320.2,13316.7,13320.2,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
29,1742000352656,"15/03/2025, 00:59:12",1741982352656,-5,"14/03/2025, 14:59:12",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,13464.39999999553,13450,13464.39999999553,13464.39999999553,13450,13464.39999999553,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
30,1742000353361,"15/03/2025, 00:59:13",1741982353361,-5,"14/03/2025, 14:59:13",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,14169.59999999851,14166.600000000002,14169.59999999851,14169.59999999851,14166.600000000002,14169.59999999851,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
31,1742000353442,"15/03/2025, 00:59:13",1741982353442,-5,"14/03/2025, 14:59:13",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,14250.399999999998,14233.5,14250.399999999998,14250.399999999998,14233.5,14250.399999999998,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
32,1742000354149,"15/03/2025, 00:59:14",1741982354149,-5,"14/03/2025, 14:59:14",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,14957.79999999404,14949.8,14957.79999999404,14957.79999999404,14949.8,14957.79999999404,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
33,1742000354688,"15/03/2025, 00:59:14",1741982354688,-5,"14/03/2025, 14:59:14",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,15496.2,15483.3,15496.2,15496.2,15483.3,15496.2,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
34,1742000355395,"15/03/2025, 00:59:15",1741982355395,-5,"14/03/2025, 14:59:15",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,16203.2,16199.900000000001,16203.2,16203.2,16199.900000000001,16203.2,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
35,1742000355895,"15/03/2025, 00:59:15",1741982355895,-5,"14/03/2025, 14:59:15",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,16703.7,16700,16703.7,16703.7,16700,16703.7,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
36,1742000356602,"15/03/2025, 00:59:16",1741982356602,-5,"14/03/2025, 14:59:16",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,17410.89999999553,17400,17410.89999999553,17410.89999999553,17400,17410.89999999553,1,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
37,1742000356897,"15/03/2025, 00:59:16",1741982356897,-5,"14/03/2025, 14:59:16",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,17705.99999999702,17700,17705.99999999702,17705.99999999702,17700,17705.99999999702,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
38,1742000357604,"15/03/2025, 00:59:17",1741982357604,-5,"14/03/2025, 14:59:17",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,18412.29999999404,18400.100000000002,18412.29999999404,18412.29999999404,18400.100000000002,18412.29999999404,1,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
39,1742000359215,"15/03/2025, 00:59:19",1741982359215,-5,"14/03/2025, 14:59:19",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,20023.89999999553,20016.7,20023.89999999553,20023.89999999553,20016.7,20023.89999999553,1,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
40,1742000359686,"15/03/2025, 00:59:19",1741982359686,-5,"14/03/2025, 14:59:19",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,20494.7,20483.4,20494.7,20494.7,20483.4,20494.7,1,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
41,1742000359985,"15/03/2025, 00:59:19",1741982359985,-5,"14/03/2025, 14:59:19",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,20793.79999999404,20783.3,20793.79999999404,20793.79999999404,20783.3,20793.79999999404,1,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
42,1742000360534,"15/03/2025, 00:59:20",1741982360534,-5,"14/03/2025, 14:59:20",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,21342.59999999851,21333.3,21342.59999999851,21342.59999999851,21333.3,21342.59999999851,1,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
43,1742000361892,"15/03/2025, 00:59:21",1741982361892,-5,"14/03/2025, 14:59:21",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,22699.899999999998,22683.399999999998,22699.899999999998,22699.899999999998,22683.399999999998,22699.899999999998,1,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
44,1742000362362,"15/03/2025, 00:59:22",1741982362362,-5,"14/03/2025, 14:59:22",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,23170.79999999404,23166.7,23170.79999999404,23170.79999999404,23166.7,23170.79999999404,1,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
45,1742000362781,"15/03/2025, 00:59:22",1741982362781,-5,"14/03/2025, 14:59:22",219192,2,task-dvtf,,44423806,12946138,GroupLowLD1,complete,,67d4cea6ea359e26853174a2,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1366x768,1366x645,,VAS Task,5,spreadsheet4_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,23589.29999999404,23583.500000000004,23589.29999999404,23589.29999999404,23583.500000000004,23589.29999999404,1,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,,spreadsheet4,
