ID	prepost	pair	first_dim_step	norm_response
6	Post	toru-tooru	7	98
6	Post	toru-tooru	7	100
6	Post	toru-tooru	7	99
6	Post	toru-tooru	7	87
7	Pre	indent-intent	1	0
7	Pre	indent-intent	1	15
7	Pre	indent-intent	1	13
7	Pre	indent-intent	1	14
7	Pre	indent-intent	2	0
7	Pre	indent-intent	2	4
7	Pre	indent-intent	2	16
7	Pre	indent-intent	2	21
7	Pre	indent-intent	3	36
7	Pre	indent-intent	3	45
7	Pre	indent-intent	3	36
7	Pre	indent-intent	4	75
7	Pre	indent-intent	4	90
7	Pre	indent-intent	4	96
7	Pre	indent-intent	4	60
7	Pre	indent-intent	5	99
7	Pre	indent-intent	5	91
7	Pre	indent-intent	5	93
7	Pre	indent-intent	5	87
7	Pre	indent-intent	6	100
7	Pre	indent-intent	6	87
7	Pre	indent-intent	6	97
7	Pre	indent-intent	6	86
7	Pre	indent-intent	7	100
7	Pre	indent-intent	7	99
7	Pre	indent-intent	7	99
7	Pre	indent-intent	7	91
7	Pre	reason-risen	1	0
7	Pre	reason-risen	1	0
7	Pre	reason-risen	1	9
7	Pre	reason-risen	2	21
7	Pre	reason-risen	2	1
7	Pre	reason-risen	2	16
7	Pre	reason-risen	2	20
7	Pre	reason-risen	3	10
7	Pre	reason-risen	3	24
7	Pre	reason-risen	3	67
7	Pre	reason-risen	4	76
7	Pre	reason-risen	4	65
7	Pre	reason-risen	4	67
7	Pre	reason-risen	4	87
7	Pre	reason-risen	5	93
7	Pre	reason-risen	5	99
7	Pre	reason-risen	5	73
7	Pre	reason-risen	5	87
7	Pre	reason-risen	6	86
7	Pre	reason-risen	6	100
7	Pre	reason-risen	6	84
7	Pre	reason-risen	6	73
7	Pre	reason-risen	7	100
7	Pre	reason-risen	7	74
7	Pre	reason-risen	7	91
7	Pre	reason-risen	7	83
7	Pre	kata-katta	1	0
7	Pre	kata-katta	1	9
7	Pre	kata-katta	1	5
7	Pre	kata-katta	1	13
7	Pre	kata-katta	2	15
7	Pre	kata-katta	2	43
7	Pre	kata-katta	2	4
7	Pre	kata-katta	2	8
7	Pre	kata-katta	3	0
7	Pre	kata-katta	3	40
7	Pre	kata-katta	3	35
7	Pre	kata-katta	3	37
7	Pre	kata-katta	4	1
7	Pre	kata-katta	4	28
7	Pre	kata-katta	4	59
7	Pre	kata-katta	4	58
7	Pre	kata-katta	5	77
7	Pre	kata-katta	5	86
7	Pre	kata-katta	5	76
7	Pre	kata-katta	5	96
7	Pre	kata-katta	6	97
7	Pre	kata-katta	6	83
7	Pre	kata-katta	6	96
7	Pre	kata-katta	6	79
7	Pre	kata-katta	7	92
7	Pre	kata-katta	7	90
7	Pre	kata-katta	7	93
7	Pre	kata-katta	7	87
7	Pre	toru-tooru	1	1
7	Pre	toru-tooru	1	1
7	Pre	toru-tooru	1	3
7	Pre	toru-tooru	1	1
7	Pre	toru-tooru	2	22
7	Pre	toru-tooru	2	21
7	Pre	toru-tooru	2	16
7	Pre	toru-tooru	3	21
7	Pre	toru-tooru	3	12
7	Pre	toru-tooru	3	26
7	Pre	toru-tooru	4	98
7	Pre	toru-tooru	4	100
7	Pre	toru-tooru	4	97
7	Pre	toru-tooru	4	75
7	Pre	toru-tooru	5	99
7	Pre	toru-tooru	5	92
7	Pre	toru-tooru	5	89
7	Pre	toru-tooru	5	85
7	Pre	toru-tooru	6	97
7	Pre	toru-tooru	6	94
7	Pre	toru-tooru	6	91
7	Pre	toru-tooru	6	99
7	Pre	toru-tooru	7	99
7	Pre	toru-tooru	7	99
7	Pre	toru-tooru	7	98
7	Pre	toru-tooru	7	98
7	Post	indent-intent	1	14
7	Post	indent-intent	1	20
7	Post	indent-intent	1	4
7	Post	indent-intent	1	8
7	Post	indent-intent	2	16
7	Post	indent-intent	2	38
7	Post	indent-intent	2	22
7	Post	indent-intent	2	36
7	Post	indent-intent	3	18
7	Post	indent-intent	3	50
7	Post	indent-intent	3	32
7	Post	indent-intent	3	5
7	Post	indent-intent	4	94
7	Post	indent-intent	4	97
7	Post	indent-intent	4	95
7	Post	indent-intent	4	89
7	Post	indent-intent	5	78
7	Post	indent-intent	5	91
7	Post	indent-intent	5	100
7	Post	indent-intent	5	88
7	Post	indent-intent	6	93
7	Post	indent-intent	6	92
7	Post	indent-intent	6	86
7	Post	indent-intent	6	95
7	Post	indent-intent	7	97
7	Post	indent-intent	7	96
7	Post	indent-intent	7	85
7	Post	indent-intent	7	96
7	Post	reason-risen	1	7
7	Post	reason-risen	1	6
7	Post	reason-risen	1	7
7	Post	reason-risen	1	3
7	Post	reason-risen	2	11
7	Post	reason-risen	2	11
7	Post	reason-risen	2	5
7	Post	reason-risen	2	10
7	Post	reason-risen	3	9
7	Post	reason-risen	3	20
7	Post	reason-risen	3	13
7	Post	reason-risen	3	11
7	Post	reason-risen	4	29
7	Post	reason-risen	4	39
7	Post	reason-risen	4	23
7	Post	reason-risen	4	76
7	Post	reason-risen	5	26
7	Post	reason-risen	5	71
7	Post	reason-risen	5	90
7	Post	reason-risen	6	79
7	Post	reason-risen	6	93
7	Post	reason-risen	6	98
7	Post	reason-risen	6	92
7	Post	reason-risen	7	97
7	Post	reason-risen	7	93
7	Post	reason-risen	7	94
7	Post	reason-risen	7	91
7	Post	kata-katta	1	4
7	Post	kata-katta	1	3
7	Post	kata-katta	1	8
7	Post	kata-katta	1	3
7	Post	kata-katta	2	13
7	Post	kata-katta	2	13
7	Post	kata-katta	2	5
7	Post	kata-katta	2	3
7	Post	kata-katta	3	37
7	Post	kata-katta	3	58
7	Post	kata-katta	3	21
7	Post	kata-katta	3	11
7	Post	kata-katta	4	57
7	Post	kata-katta	4	39
7	Post	kata-katta	4	67
7	Post	kata-katta	4	26
7	Post	kata-katta	5	70
7	Post	kata-katta	5	71
7	Post	kata-katta	5	20
7	Post	kata-katta	5	11
7	Post	kata-katta	6	70
7	Post	kata-katta	6	80
7	Post	kata-katta	6	57
7	Post	kata-katta	6	76
7	Post	kata-katta	7	81
7	Post	kata-katta	7	77
7	Post	kata-katta	7	69
7	Post	kata-katta	7	64
7	Post	toru-tooru	1	9
7	Post	toru-tooru	1	13
7	Post	toru-tooru	1	8
7	Post	toru-tooru	1	2
7	Post	toru-tooru	2	8
7	Post	toru-tooru	2	22
7	Post	toru-tooru	2	17
7	Post	toru-tooru	2	3
7	Post	toru-tooru	3	58
7	Post	toru-tooru	3	58
7	Post	toru-tooru	3	54
7	Post	toru-tooru	4	94
7	Post	toru-tooru	4	81
7	Post	toru-tooru	4	64
7	Post	toru-tooru	4	88
7	Post	toru-tooru	5	89
7	Post	toru-tooru	5	74
7	Post	toru-tooru	5	84
7	Post	toru-tooru	5	76
7	Post	toru-tooru	6	91
7	Post	toru-tooru	6	92
7	Post	toru-tooru	6	81
7	Post	toru-tooru	6	80
7	Post	toru-tooru	7	90
7	Post	toru-tooru	7	95
7	Post	toru-tooru	7	90
7	Post	toru-tooru	7	94
8	Pre	indent-intent	1	4
8	Pre	indent-intent	1	11
8	Pre	indent-intent	1	4
8	Pre	indent-intent	1	0
8	Pre	indent-intent	2	10
8	Pre	indent-intent	2	4
8	Pre	indent-intent	2	14
8	Pre	indent-intent	3	40
8	Pre	indent-intent	3	50
8	Pre	indent-intent	3	47
8	Pre	indent-intent	4	100
8	Pre	indent-intent	4	85
8	Pre	indent-intent	4	40
8	Pre	indent-intent	5	98
8	Pre	indent-intent	5	100
8	Pre	indent-intent	5	100
8	Pre	indent-intent	5	93
8	Pre	indent-intent	6	100
8	Pre	indent-intent	6	100
8	Pre	indent-intent	6	100
8	Pre	indent-intent	6	100
8	Pre	indent-intent	7	100
8	Pre	indent-intent	7	100
8	Pre	indent-intent	7	100
8	Pre	indent-intent	7	100
8	Pre	reason-risen	1	0
8	Pre	reason-risen	1	0
8	Pre	reason-risen	1	0
8	Pre	reason-risen	1	0
8	Pre	reason-risen	2	10
8	Pre	reason-risen	2	0
8	Pre	reason-risen	2	29
8	Pre	reason-risen	2	9
8	Pre	reason-risen	3	15
8	Pre	reason-risen	3	0
8	Pre	reason-risen	3	50
8	Pre	reason-risen	3	34
8	Pre	reason-risen	4	54
8	Pre	reason-risen	4	44
8	Pre	reason-risen	4	7
8	Pre	reason-risen	4	42
8	Pre	reason-risen	5	100
8	Pre	reason-risen	5	60
8	Pre	reason-risen	5	35
8	Pre	reason-risen	5	51
8	Pre	reason-risen	6	51
8	Pre	reason-risen	6	71
8	Pre	reason-risen	6	100
8	Pre	reason-risen	6	63
8	Pre	reason-risen	7	100
8	Pre	reason-risen	7	25
8	Pre	reason-risen	7	79
8	Pre	kata-katta	1	1
8	Pre	kata-katta	1	22
8	Pre	kata-katta	1	14
8	Pre	kata-katta	1	29
8	Pre	kata-katta	2	50
8	Pre	kata-katta	2	27
8	Pre	kata-katta	2	22
8	Pre	kata-katta	2	30
8	Pre	kata-katta	3	38
8	Pre	kata-katta	3	81
8	Pre	kata-katta	3	25
8	Pre	kata-katta	3	17
8	Pre	kata-katta	4	27
8	Pre	kata-katta	4	76
8	Pre	kata-katta	5	82
8	Pre	kata-katta	5	79
8	Pre	kata-katta	5	72
8	Pre	kata-katta	5	82
8	Pre	kata-katta	6	91
8	Pre	kata-katta	6	51
8	Pre	kata-katta	6	66
8	Pre	kata-katta	6	81
8	Pre	kata-katta	7	99
8	Pre	kata-katta	7	67
8	Pre	kata-katta	7	82
8	Pre	toru-tooru	1	0
8	Pre	toru-tooru	1	0
8	Pre	toru-tooru	1	0
8	Pre	toru-tooru	1	0
8	Pre	toru-tooru	2	0
8	Pre	toru-tooru	2	44
8	Pre	toru-tooru	2	42
8	Pre	toru-tooru	2	42
8	Pre	toru-tooru	3	60
8	Pre	toru-tooru	3	49
8	Pre	toru-tooru	3	50
8	Pre	toru-tooru	4	64
8	Pre	toru-tooru	4	70
8	Pre	toru-tooru	4	85
8	Pre	toru-tooru	4	100
8	Pre	toru-tooru	5	100
8	Pre	toru-tooru	5	100
8	Pre	toru-tooru	5	100
8	Pre	toru-tooru	5	98
8	Pre	toru-tooru	6	100
8	Pre	toru-tooru	6	100
8	Pre	toru-tooru	6	100
8	Pre	toru-tooru	6	100
8	Pre	toru-tooru	7	100
8	Pre	toru-tooru	7	100
8	Pre	toru-tooru	7	95
8	Pre	toru-tooru	7	100
8	Post	indent-intent	1	0
8	Post	indent-intent	1	1
8	Post	indent-intent	1	0
8	Post	indent-intent	1	0
8	Post	indent-intent	2	1
8	Post	indent-intent	2	0
8	Post	indent-intent	2	18
8	Post	indent-intent	2	0
8	Post	indent-intent	3	36
8	Post	indent-intent	3	48
8	Post	indent-intent	3	10
8	Post	indent-intent	3	0
8	Post	indent-intent	4	99
8	Post	indent-intent	4	100
8	Post	indent-intent	4	100
8	Post	indent-intent	4	100
8	Post	indent-intent	5	100
8	Post	indent-intent	5	100
8	Post	indent-intent	5	100
8	Post	indent-intent	5	100
8	Post	indent-intent	6	100
8	Post	indent-intent	6	100
8	Post	indent-intent	6	100
8	Post	indent-intent	6	99
8	Post	indent-intent	7	100
8	Post	indent-intent	7	100
8	Post	indent-intent	7	100
8	Post	indent-intent	7	97
8	Post	reason-risen	1	1
8	Post	reason-risen	1	0
8	Post	reason-risen	1	0
8	Post	reason-risen	1	0
8	Post	reason-risen	2	0
8	Post	reason-risen	2	0
8	Post	reason-risen	2	0
8	Post	reason-risen	2	15
8	Post	reason-risen	3	59
8	Post	reason-risen	3	5
8	Post	reason-risen	3	24
8	Post	reason-risen	3	48
8	Post	reason-risen	4	51
8	Post	reason-risen	4	23
8	Post	reason-risen	4	49
8	Post	reason-risen	4	69
8	Post	reason-risen	5	100
8	Post	reason-risen	5	100
8	Post	reason-risen	5	99
8	Post	reason-risen	5	53
8	Post	reason-risen	6	100
8	Post	reason-risen	6	75
8	Post	reason-risen	6	100
8	Post	reason-risen	6	100
8	Post	reason-risen	7	100
8	Post	reason-risen	7	100
8	Post	reason-risen	7	100
8	Post	reason-risen	7	100
8	Post	kata-katta	1	0
8	Post	kata-katta	1	0
8	Post	kata-katta	1	0
8	Post	kata-katta	1	0
8	Post	kata-katta	2	0
8	Post	kata-katta	2	3
8	Post	kata-katta	2	0
8	Post	kata-katta	2	10
8	Post	kata-katta	3	5
8	Post	kata-katta	3	32
8	Post	kata-katta	3	18
8	Post	kata-katta	3	6
8	Post	kata-katta	4	100
8	Post	kata-katta	4	1
8	Post	kata-katta	4	70
8	Post	kata-katta	4	68
8	Post	kata-katta	5	67
8	Post	kata-katta	5	76
8	Post	kata-katta	5	100
8	Post	kata-katta	5	48
8	Post	kata-katta	6	100
8	Post	kata-katta	6	92
8	Post	kata-katta	6	100
8	Post	kata-katta	6	100
8	Post	kata-katta	7	98
8	Post	kata-katta	7	99
8	Post	kata-katta	7	100
8	Post	kata-katta	7	98
8	Post	toru-tooru	1	0
8	Post	toru-tooru	1	0
8	Post	toru-tooru	1	5
8	Post	toru-tooru	1	1
8	Post	toru-tooru	2	1
8	Post	toru-tooru	2	19
8	Post	toru-tooru	2	15
8	Post	toru-tooru	2	39
8	Post	toru-tooru	3	32
8	Post	toru-tooru	3	82
8	Post	toru-tooru	3	15
8	Post	toru-tooru	3	58
8	Post	toru-tooru	4	100
8	Post	toru-tooru	4	76
8	Post	toru-tooru	4	88
8	Post	toru-tooru	4	93
8	Post	toru-tooru	5	99
8	Post	toru-tooru	5	98
8	Post	toru-tooru	5	100
8	Post	toru-tooru	5	97
8	Post	toru-tooru	6	100
8	Post	toru-tooru	6	100
8	Post	toru-tooru	6	99
8	Post	toru-tooru	6	100
8	Post	toru-tooru	7	100
8	Post	toru-tooru	7	100
8	Post	toru-tooru	7	100
8	Post	toru-tooru	7	100
10	Pre	indent-intent	1	4
10	Pre	indent-intent	1	1
10	Pre	indent-intent	1	0
10	Pre	indent-intent	1	1
10	Pre	indent-intent	2	4
10	Pre	indent-intent	2	2
10	Pre	indent-intent	2	2
10	Pre	indent-intent	2	0
10	Pre	indent-intent	3	55
10	Pre	indent-intent	3	2
10	Pre	indent-intent	3	0
10	Pre	indent-intent	3	1
10	Pre	indent-intent	4	99
10	Pre	indent-intent	4	49
10	Pre	indent-intent	4	3
10	Pre	indent-intent	4	53
10	Pre	indent-intent	5	98
10	Pre	indent-intent	5	99
10	Pre	indent-intent	5	98
10	Pre	indent-intent	5	100
10	Pre	indent-intent	6	99
10	Pre	indent-intent	6	99
10	Pre	indent-intent	6	100
10	Pre	indent-intent	6	100
10	Pre	indent-intent	7	100
10	Pre	indent-intent	7	100
10	Pre	indent-intent	7	100
10	Pre	indent-intent	7	100
10	Pre	reason-risen	1	0
10	Pre	reason-risen	1	0
10	Pre	reason-risen	1	2
10	Pre	reason-risen	1	2
10	Pre	reason-risen	2	4
10	Pre	reason-risen	2	8
10	Pre	reason-risen	2	5
10	Pre	reason-risen	2	1
10	Pre	reason-risen	3	16
10	Pre	reason-risen	3	1
10	Pre	reason-risen	3	48
10	Pre	reason-risen	3	2
10	Pre	reason-risen	4	48
10	Pre	reason-risen	4	0
10	Pre	reason-risen	4	53
10	Pre	reason-risen	4	85
10	Pre	reason-risen	5	4
10	Pre	reason-risen	5	55
10	Pre	reason-risen	5	97
10	Pre	reason-risen	5	50
10	Pre	reason-risen	6	100
10	Pre	reason-risen	6	100
10	Pre	reason-risen	6	100
10	Pre	reason-risen	6	100
10	Pre	reason-risen	7	100
10	Pre	reason-risen	7	100
10	Pre	reason-risen	7	99
10	Pre	reason-risen	7	76
10	Pre	kata-katta	1	41
10	Pre	kata-katta	1	77
10	Pre	kata-katta	1	10
10	Pre	kata-katta	1	50
10	Pre	kata-katta	2	63
10	Pre	kata-katta	2	48
10	Pre	kata-katta	2	35
10	Pre	kata-katta	2	49
10	Pre	kata-katta	3	95
10	Pre	kata-katta	3	96
10	Pre	kata-katta	3	18
10	Pre	kata-katta	3	49
10	Pre	kata-katta	4	96
10	Pre	kata-katta	4	78
10	Pre	kata-katta	4	84
10	Pre	kata-katta	4	45
10	Pre	kata-katta	5	99
10	Pre	kata-katta	5	100
10	Pre	kata-katta	5	81
10	Pre	kata-katta	5	75
10	Pre	kata-katta	6	99
10	Pre	kata-katta	6	100
10	Pre	kata-katta	6	80
10	Pre	kata-katta	6	85
10	Pre	kata-katta	7	99
10	Pre	kata-katta	7	95
10	Pre	kata-katta	7	96
10	Pre	kata-katta	7	80
10	Pre	toru-tooru	1	0
10	Pre	toru-tooru	1	0
10	Pre	toru-tooru	1	4
10	Pre	toru-tooru	1	1
10	Pre	toru-tooru	2	0
10	Pre	toru-tooru	2	1
10	Pre	toru-tooru	2	3
10	Pre	toru-tooru	2	0
10	Pre	toru-tooru	3	45
10	Pre	toru-tooru	3	100
10	Pre	toru-tooru	3	0
10	Pre	toru-tooru	3	2
10	Pre	toru-tooru	4	79
10	Pre	toru-tooru	4	71
10	Pre	toru-tooru	4	100
10	Pre	toru-tooru	4	96
10	Pre	toru-tooru	5	99
10	Pre	toru-tooru	5	100
10	Pre	toru-tooru	5	99
10	Pre	toru-tooru	5	99
10	Pre	toru-tooru	6	99
10	Pre	toru-tooru	6	99
10	Pre	toru-tooru	6	100
10	Pre	toru-tooru	6	99
10	Pre	toru-tooru	7	100
10	Pre	toru-tooru	7	99
10	Pre	toru-tooru	7	99
10	Pre	toru-tooru	7	100
10	Post	indent-intent	1	0
10	Post	indent-intent	1	10
10	Post	indent-intent	1	7
10	Post	indent-intent	1	15
10	Post	indent-intent	2	5
10	Post	indent-intent	2	15
10	Post	indent-intent	2	25
10	Post	indent-intent	2	20
10	Post	indent-intent	3	63
10	Post	indent-intent	3	73
10	Post	indent-intent	3	68
10	Post	indent-intent	3	21
10	Post	indent-intent	4	100
10	Post	indent-intent	4	79
10	Post	indent-intent	4	98
10	Post	indent-intent	4	87
10	Post	indent-intent	5	99
10	Post	indent-intent	5	97
10	Post	indent-intent	5	96
10	Post	indent-intent	5	91
10	Post	indent-intent	6	99
10	Post	indent-intent	6	71
10	Post	indent-intent	6	79
10	Post	indent-intent	6	83
10	Post	indent-intent	7	100
10	Post	indent-intent	7	89
10	Post	indent-intent	7	94
10	Post	indent-intent	7	98
10	Post	reason-risen	1	20
10	Post	reason-risen	1	19
10	Post	reason-risen	1	13
10	Post	reason-risen	1	7
10	Post	reason-risen	2	47
10	Post	reason-risen	2	10
10	Post	reason-risen	2	11
10	Post	reason-risen	2	19
10	Post	reason-risen	3	72
10	Post	reason-risen	3	19
10	Post	reason-risen	3	39
10	Post	reason-risen	3	35
10	Post	reason-risen	4	3
10	Post	reason-risen	4	90
10	Post	reason-risen	4	51
10	Post	reason-risen	4	68
10	Post	reason-risen	5	96
10	Post	reason-risen	5	63
10	Post	reason-risen	5	61
10	Post	reason-risen	5	60
10	Post	reason-risen	6	69
10	Post	reason-risen	6	88
10	Post	reason-risen	6	79
10	Post	reason-risen	6	87
10	Post	reason-risen	7	75
10	Post	reason-risen	7	94
10	Post	reason-risen	7	98
10	Post	reason-risen	7	88
10	Post	kata-katta	1	63
10	Post	kata-katta	1	34
10	Post	kata-katta	1	31
10	Post	kata-katta	1	34
10	Post	kata-katta	2	100
10	Post	kata-katta	2	38
10	Post	kata-katta	2	63
10	Post	kata-katta	2	68
10	Post	kata-katta	3	87
10	Post	kata-katta	3	85
10	Post	kata-katta	3	75
10	Post	kata-katta	3	59
10	Post	kata-katta	4	66
10	Post	kata-katta	4	82
10	Post	kata-katta	4	71
10	Post	kata-katta	4	70
10	Post	kata-katta	5	86
10	Post	kata-katta	5	91
10	Post	kata-katta	5	52
10	Post	kata-katta	5	60
10	Post	kata-katta	6	0
10	Post	kata-katta	6	66
10	Post	kata-katta	6	51
10	Post	kata-katta	6	73
10	Post	kata-katta	7	69
10	Post	kata-katta	7	50
10	Post	kata-katta	7	68
10	Post	kata-katta	7	66
10	Post	toru-tooru	1	7
10	Post	toru-tooru	1	16
10	Post	toru-tooru	1	14
10	Post	toru-tooru	1	12
10	Post	toru-tooru	2	0
10	Post	toru-tooru	2	11
10	Post	toru-tooru	2	59
10	Post	toru-tooru	2	2
10	Post	toru-tooru	3	68
10	Post	toru-tooru	3	97
10	Post	toru-tooru	3	15
10	Post	toru-tooru	3	27
10	Post	toru-tooru	4	71
10	Post	toru-tooru	4	94
10	Post	toru-tooru	4	96
10	Post	toru-tooru	4	95
10	Post	toru-tooru	5	100
10	Post	toru-tooru	5	77
10	Post	toru-tooru	5	88
10	Post	toru-tooru	5	77
10	Post	toru-tooru	6	96
10	Post	toru-tooru	6	94
10	Post	toru-tooru	6	94
10	Post	toru-tooru	6	77
10	Post	toru-tooru	7	100
10	Post	toru-tooru	7	99
10	Post	toru-tooru	7	99
10	Post	toru-tooru	7	83
11	Pre	indent-intent	1	0
11	Pre	indent-intent	1	1
11	Pre	indent-intent	1	0
11	Pre	indent-intent	1	0
11	Pre	indent-intent	2	0
11	Pre	indent-intent	2	0
11	Pre	indent-intent	2	1
11	Pre	indent-intent	2	1
11	Pre	indent-intent	3	70
11	Pre	indent-intent	3	82
11	Pre	indent-intent	3	3
11	Pre	indent-intent	3	19
11	Pre	indent-intent	4	99
11	Pre	indent-intent	4	99
11	Pre	indent-intent	4	100
11	Pre	indent-intent	4	99
11	Pre	indent-intent	5	99
11	Pre	indent-intent	5	99
11	Pre	indent-intent	5	100
11	Pre	indent-intent	5	99
11	Pre	indent-intent	6	99
11	Pre	indent-intent	6	99
11	Pre	indent-intent	6	100
11	Pre	indent-intent	6	99
11	Pre	indent-intent	7	100
11	Pre	indent-intent	7	100
11	Pre	indent-intent	7	99
11	Pre	indent-intent	7	100
11	Pre	reason-risen	1	1
11	Pre	reason-risen	1	1
11	Pre	reason-risen	1	10
11	Pre	reason-risen	1	0
11	Pre	reason-risen	2	1
11	Pre	reason-risen	2	1
11	Pre	reason-risen	2	0
11	Pre	reason-risen	2	0
11	Pre	reason-risen	3	1
11	Pre	reason-risen	3	0
11	Pre	reason-risen	3	2
11	Pre	reason-risen	3	7
11	Pre	reason-risen	4	1
11	Pre	reason-risen	4	1
11	Pre	reason-risen	4	0
11	Pre	reason-risen	4	99
11	Pre	reason-risen	5	99
11	Pre	reason-risen	5	100
11	Pre	reason-risen	5	90
11	Pre	reason-risen	5	100
11	Pre	reason-risen	6	100
11	Pre	reason-risen	6	100
11	Pre	reason-risen	6	100
11	Pre	reason-risen	6	100
11	Pre	reason-risen	7	99
11	Pre	reason-risen	7	100
11	Pre	reason-risen	7	73
11	Pre	reason-risen	7	100
11	Pre	kata-katta	1	1
11	Pre	kata-katta	1	0
11	Pre	kata-katta	1	5
11	Pre	kata-katta	1	9
11	Pre	kata-katta	2	10
11	Pre	kata-katta	2	4
11	Pre	kata-katta	2	5
11	Pre	kata-katta	2	7
11	Pre	kata-katta	3	99
11	Pre	kata-katta	3	3
11	Pre	kata-katta	3	6
11	Pre	kata-katta	3	6
11	Pre	kata-katta	4	99
11	Pre	kata-katta	4	4
11	Pre	kata-katta	4	3
11	Pre	kata-katta	4	8
11	Pre	kata-katta	5	99
11	Pre	kata-katta	5	98
11	Pre	kata-katta	5	6
11	Pre	kata-katta	5	5
11	Pre	kata-katta	6	94
11	Pre	kata-katta	6	99
11	Pre	kata-katta	6	98
11	Pre	kata-katta	6	5
11	Pre	kata-katta	7	99
11	Pre	kata-katta	7	96
11	Pre	kata-katta	7	99
11	Pre	kata-katta	7	89
11	Pre	toru-tooru	1	0
11	Pre	toru-tooru	1	1
11	Pre	toru-tooru	1	1
11	Pre	toru-tooru	1	0
11	Pre	toru-tooru	2	0
11	Pre	toru-tooru	2	1
11	Pre	toru-tooru	2	24
11	Pre	toru-tooru	2	0
11	Pre	toru-tooru	3	22
11	Pre	toru-tooru	3	1
11	Pre	toru-tooru	3	90
11	Pre	toru-tooru	3	0
11	Pre	toru-tooru	4	100
11	Pre	toru-tooru	4	0
11	Pre	toru-tooru	4	91
11	Pre	toru-tooru	4	1
11	Pre	toru-tooru	5	100
11	Pre	toru-tooru	5	100
11	Pre	toru-tooru	5	100
11	Pre	toru-tooru	5	10
11	Pre	toru-tooru	6	100
11	Pre	toru-tooru	6	100
11	Pre	toru-tooru	6	100
11	Pre	toru-tooru	6	100
11	Pre	toru-tooru	7	100
11	Pre	toru-tooru	7	100
11	Pre	toru-tooru	7	100
11	Pre	toru-tooru	7	100
11	Post	indent-intent	1	0
11	Post	indent-intent	1	2
11	Post	indent-intent	1	1
11	Post	indent-intent	1	1
11	Post	indent-intent	2	1
11	Post	indent-intent	2	1
11	Post	indent-intent	2	20
11	Post	indent-intent	2	8
11	Post	indent-intent	3	10
11	Post	indent-intent	3	99
11	Post	indent-intent	3	93
11	Post	indent-intent	3	99
11	Post	indent-intent	4	99
11	Post	indent-intent	4	99
11	Post	indent-intent	4	99
11	Post	indent-intent	4	99
11	Post	indent-intent	5	99
11	Post	indent-intent	5	99
11	Post	indent-intent	5	99
11	Post	indent-intent	5	99
11	Post	indent-intent	6	99
11	Post	indent-intent	6	99
11	Post	indent-intent	6	99
11	Post	indent-intent	6	99
11	Post	indent-intent	7	99
11	Post	indent-intent	7	99
11	Post	indent-intent	7	99
11	Post	indent-intent	7	99
11	Post	reason-risen	1	1
11	Post	reason-risen	1	0
11	Post	reason-risen	1	1
11	Post	reason-risen	1	1
11	Post	reason-risen	2	2
11	Post	reason-risen	2	3
11	Post	reason-risen	2	3
11	Post	reason-risen	2	10
11	Post	reason-risen	3	94
11	Post	reason-risen	3	74
11	Post	reason-risen	3	3
11	Post	reason-risen	3	11
11	Post	reason-risen	4	99
11	Post	reason-risen	4	98
11	Post	reason-risen	4	100
11	Post	reason-risen	4	99
11	Post	reason-risen	5	100
11	Post	reason-risen	5	100
11	Post	reason-risen	5	100
11	Post	reason-risen	5	100
11	Post	reason-risen	6	99
11	Post	reason-risen	6	99
11	Post	reason-risen	6	100
11	Post	reason-risen	6	100
11	Post	reason-risen	7	99
11	Post	reason-risen	7	100
11	Post	reason-risen	7	100
11	Post	reason-risen	7	99
11	Post	kata-katta	1	2
11	Post	kata-katta	1	8
11	Post	kata-katta	1	10
11	Post	kata-katta	1	2
11	Post	kata-katta	2	44
11	Post	kata-katta	2	91
11	Post	kata-katta	2	9
11	Post	kata-katta	2	7
11	Post	kata-katta	3	6
11	Post	kata-katta	3	6
11	Post	kata-katta	3	6
11	Post	kata-katta	3	46
11	Post	kata-katta	4	98
11	Post	kata-katta	4	8
11	Post	kata-katta	4	16
11	Post	kata-katta	4	48
11	Post	kata-katta	5	99
11	Post	kata-katta	5	97
11	Post	kata-katta	5	9
11	Post	kata-katta	5	10
11	Post	kata-katta	6	99
11	Post	kata-katta	6	96
11	Post	kata-katta	6	98
11	Post	kata-katta	6	92
11	Post	kata-katta	7	95
11	Post	kata-katta	7	95
11	Post	kata-katta	7	98
11	Post	kata-katta	7	8
11	Post	toru-tooru	1	2
11	Post	toru-tooru	1	9
11	Post	toru-tooru	1	2
11	Post	toru-tooru	1	3
11	Post	toru-tooru	2	4
11	Post	toru-tooru	2	3
11	Post	toru-tooru	2	5
11	Post	toru-tooru	2	7
11	Post	toru-tooru	3	1
11	Post	toru-tooru	3	88
11	Post	toru-tooru	3	57
11	Post	toru-tooru	3	34
11	Post	toru-tooru	4	99
11	Post	toru-tooru	4	97
11	Post	toru-tooru	4	6
11	Post	toru-tooru	4	76
11	Post	toru-tooru	5	94
11	Post	toru-tooru	5	97
11	Post	toru-tooru	5	84
11	Post	toru-tooru	5	79
11	Post	toru-tooru	6	98
11	Post	toru-tooru	6	98
11	Post	toru-tooru	6	95
11	Post	toru-tooru	6	80
11	Post	toru-tooru	7	97
11	Post	toru-tooru	7	93
11	Post	toru-tooru	7	89
11	Post	toru-tooru	7	96
13	Pre	indent-intent	1	46
13	Pre	indent-intent	1	11
