"local_date","ID","exp_group","prepost","pretraining_condition","posttraining_condition","response","reaction_time","sound","pair","language","first_dim_step","second_dim_step","left_word","right_word","reverse_scale","norm_left_word","norm_right_word","norm_response","days_between"
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1373.799999809271,"D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1620.7999999046442,"D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",3,2103.6999999046384,"D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",97,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1425.2999997138977,"D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"intent","indent","yes","indent","intent",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",1,2124.599999713886,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",1,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,2166.600000000006,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1330.299999809271,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1405.3000000953616,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1332.8000000000177,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",59,3360.7999997138977,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",59,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1402.7999999999884,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",5,1914.899999904621,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",5,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,2881.200000095356,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",51,2156.0000000953733,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",51,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1670.1999999046384,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1642.9999999046267,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",23,3154,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",23,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",24,2581.699999713892,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",24,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1516.6999999999823,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1327.7999999046442,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",48,1528.0000000953733,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",48,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",75,2687.899999999994,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",75,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1520.0999999046326,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",49,2832.3000000953616,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",49,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",15,3570.100000095379,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",15,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1191.5,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1283.5,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",69,2106.1999999046384,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",69,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",99,1437.5999999046326,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",99,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1276.100000095379,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,2168.7999997138977,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",53,2147.399999999994,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",53,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,2468.9999998092535,"T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,2137.2000000000116,"T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",2,1777.4999998092535,"T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",98,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",8,4128.899999809277,"T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",92,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1412.099999713886,"T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",33,1556.6999999046384,"T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",67,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1663.3999998092768,"T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",99,1492.5,"T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",1,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",97,1416.2999999999884,"T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",3,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,2532.1999999999534,"T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",24,1997.399999904621,"T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",76,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1990.9999997139091,"T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1504.7999999046442,"T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",1,1838.3999998092768,"T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",99,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",95,3666.5,"T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",5,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1442.899999904621,"T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",68,1497.1999998092651,"T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",32,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1989.200000095356,"T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1872.6999998092651,"T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",82,2229.2999999999884,"T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",18,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",30,3376.099999904633,"T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",70,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1423.9999997139091,"T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"katta","kata","yes","kata","katta",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,1719.8000000953907,"T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"katta","kata","yes","kata","katta",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",32,4403.399999713874,"T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"katta","kata","yes","kata","katta",68,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",52,6850.800000000047,"T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"katta","kata","yes","kata","katta",48,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",90,1736.799999809242,"T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"katta","kata","yes","kata","katta",10,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",2,1386.0999998092884,"T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"katta","kata","yes","kata","katta",98,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",94,1513.999999904656,"T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"katta","kata","yes","kata","katta",6,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,2652.4000000000233,"O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1945.2999999999884,"O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1765.9000000000233,"O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1437.8999998092768,"O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",99,1638.3000000953907,"O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",1,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",1,1611.5999999999767,"O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",99,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",68,3539.999999904656,"O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",32,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",2,1737.500000095344,"O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",98,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1698.9999998092535,"O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1538,"O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",18,2320.000000095344,"O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",82,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",1,2325.999999904656,"O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",99,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",85,2290.5,"O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",15,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",42,2973,"O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"tooru","toru","yes","toru","tooru",58,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",100,2622.099999713886,"O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",0,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",24,1621.9000000953674,"O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",76,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",95,1368.6999998092651,"O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",5,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1986.4999998092535,"O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1999.200000095356,"O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",12,1916.5999999999767,"O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",88,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1582.2999999046442,"O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",81,3244.4000000000233,"O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",19,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",85,1405.1999998092651,"O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",15,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",3,1531.1999998092651,"O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"tooru","toru","yes","toru","tooru",97,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",61,2784.20000000007,"O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"tooru","toru","yes","toru","tooru",39,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",0,1646.3999997138744,"O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"tooru","toru","yes","toru","tooru",100,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",7,2218.499999904656,"O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"tooru","toru","yes","toru","tooru",93,25
"2025-04-23","8","Low LD","Post","spreadsheet3","spreadsheet1",99,1902.5,"O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"tooru","toru","yes","toru","tooru",1,25
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,25,3855.300000011921,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",25,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,60,5384.199999999997,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",60,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,3024.300000035764,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,60,2813.1999999999825,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",60,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,97,1442.1000000119238,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",97,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,90,2057.3999999999796,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",90,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,90,2066,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",90,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,70,4510.10000003576,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",70,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1675.800000000003,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,1056,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,1263.2000000238477,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,50,3063.800000000003,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",50,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1188.300000011921,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,15,4269.800000000003,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",15,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,5,2219.100000011924,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",5,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,1,2473.800000023839,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",1,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1540.199999999997,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1037.2000000238477,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1097.6000000000058,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1089.1999999999823,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,80,2963.4000000238448,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",80,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,91,2391.600000000006,"I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",91,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,888.5999999880733,"I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,60,2395.60000003576,"I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",60,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1022.8000000000028,"I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,1,937.7999999880848,"I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",1,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1590.4000000000233,"I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,60,2014.8999999880907,"I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",60,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,2337.5,"D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,90,2194.5000000357686,"D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"indent","intent","no","indent","intent",90,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,88,1260.7000000000116,"D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",88,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,90,1055.1000000000058,"D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"indent","intent","no","indent","intent",90,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,91,1237.7000000238477,"D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"indent","intent","no","indent","intent",91,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,55,2867.5999999999767,"D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",55,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,895.9000000119267,"D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,922.6000000000058,"D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,91,2233.399999999965,"D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",91,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,1055.2000000000116,"D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",0,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,48,2274.899999999965,"D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",48,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,1118.7000000000116,"D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,31,1652.8000000000177,"D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",31,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,93,2851.100000000035,"D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",93,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,1072.8000000000177,"D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,43,4056.999999999971,"D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",43,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,830.2999999880849,"D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,58,3864.199999988079,"D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",58,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,862.2000000119151,"D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,809.7000000000116,"D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,38,2204.000000000029,"D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",38,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,816.2999999999884,"D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,875.9000000238302,"D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,92,1725.1000000119093,"D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",92,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,1156.3000000000177,"D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,100,1076.8999999999942,"D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"indent","intent","no","indent","intent",100,0
"2025-03-25","9","High LD","Pre","spreadsheet2",NA,0,884.9000000000233,"D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",0,0
