"local_date","ID","exp_group","prepost","response","reaction_time","correct","sentence","key_word","sound","correct_answer","competing_distractor","non_competing_distractor_1","non_competing_distractor_2","origin_task","length","segment_type","phoneme_quality","phoneme_identity","word_position","c_label","cd_label","ncd1_label","ncd2_label","example","days_between"
"2025-04-20","13","High LD","Post","kasee",5281.900000023845,1,"___についてもっとしりたいです。","kasee_s","F_kasee_s.mp3","kasee","kassee","kase","kosee","training","short","consonant","s","s","medial","かせい","かっせい","かせ","こせい","correct",27
"2025-04-20","13","High LD","Post","oto",4517.499999999985,1,"そのことばは「___」とよみます。","oto_s","F_oto_s.mp3","oto","otto","ooto","otoo","training","short","consonant","t","t","medial","おと","おっと","おうと","おとう","correct",27
"2025-04-20","13","High LD","Post","iitai",6527.700000023848,1,"「___」とかいてありますか？","iitai_s","F_iitai_s.mp3","iitai","itai","ittai","intai","testing","long","vowel","i","ii","initial","いいたい","いたい","いったい","いんたい","correct",27
"2025-04-20","13","High LD","Post","ikkoo",7016.299999999988,1,"あの___はまだですね。","ikkoo_s","F_ikkoo_s.mp3","ikkoo","ikoo","ikko","iikoo","testing","long","consonant","k","kk","medial","いっこう","いこう","いっこ","いいこう","correct",27
"2025-04-20","13","High LD","Post","juuyoo",10676.700000000012,0,"「___」ってどういういみですか？","juyoo_s","F_juyoo_s.mp3","juyoo","juuyoo","juyo","shuyoo","testing","short","vowel","u","u","medial","じゅよう","じゅうよう","じゅよ","しゅよう","correct",27
"2025-04-20","13","High LD","Post","juutaku",7342.399999999994,1,"___のことをかんがえましょう。","juutaku_s","F_juutaku_s.mp3","juutaku","jutaku","juttaku","shuutaku","training","long","vowel","u","uu","medial","じゅうたく","じゅたく","じゅったく","しゅうたく","correct",27
"2025-04-20","13","High LD","Post","gaki",4740.500000047672,1,"___はどうなったの？","gaki_s","F_gaki_s.mp3","gaki","gakki","gakui","kaki","training","short","consonant","k","k","medial","がき","がっき","がくい","かき","correct",27
"2025-04-20","13","High LD","Post","shuchoo",10113.5,1,"じぶんだけの___です。","shuchoo_s","F_shuchoo_s.mp3","shuchoo","shucchoo","juchoo","shuuchoo","testing","short","consonant","ch","ch","medial","しゅちょう","しゅっちょう","じゅちょう","しゅうちょう","correct",27
"2025-04-20","13","High LD","Post","yusoo",11729.200000047684,1,"あれはきっと___できないよ。","yusoo_s","F_yusoo_s.mp3","yusoo","yuusoo","yussoo","usoo","training","short","vowel","u","u","medial","ゆそう","ゆうそう","ゆっそう","うそう","correct",27
"2025-04-20","13","High LD","Post","isshoku",4533.299999999988,1,"___にきめました。","isshoku_s","F_isshoku_s.mp3","isshoku","ishoku","iishoku","issoku","training","long","consonant","sh","ssh","medial","いっしょく","いしょく","いいしょく","いっそく","correct",27
"2025-04-20","13","High LD","Post","meshi",3925.200000023848,1,"これは___ですよ。","meshi_s","F_meshi_s.mp3","meshi","meeshi","messhi","mashi","testing","short","vowel","e","e","medial","めし","めいし","めっし","まし","correct",27
"2025-04-20","13","High LD","Post","itte",4475.500000047672,1,"もう、___よ！","itte_s","F_itte_s.mp3","itte","ite","ittee","iitte","training","long","consonant","t","tt","medial","いって","いて","いってい","いいって","correct",27
"2025-04-07","14","Control","Pre","iitai",11265.239999999998,1,"「___」とかいてありますか？","iitai_s","F_iitai_s.mp3","iitai","itai","ittai","intai","testing","long","vowel","i","ii","initial","いいたい","いたい","いったい","いんたい","correct",33
"2025-04-07","14","Control","Pre","iitte",21596.160000000003,0,"もう、___よ！","itte_s","F_itte_s.mp3","itte","ite","ittee","iitte","training","long","consonant","t","tt","medial","いって","いて","いってい","いいって","correct",33
"2025-04-07","14","Control","Pre","shiteiru",12612.059999999998,1,"かのじょはもう___。","shiteiru_s","F_shiteiru_s.mp3","shiteiru","shitteiru","shiiteiru","jiteiru","testing","short","consonant","t","t","medial","している","しっている","しいている","じている","correct",33
"2025-04-07","14","Control","Pre","shusshin",7664.600000000006,0,"かれに___についてきいてください。","shushin_s","F_shushin_s.mp3","shushin","shusshin","shuushin","shujin","testing","short","consonant","sh","sh","medial","しゅしん","しゅっしん","しゅうしん","しゅじん","correct",33
"2025-04-07","14","Control","Pre","ikoo",10757.5,0,"あの___はまだですね。","ikkoo_s","F_ikkoo_s.mp3","ikkoo","ikoo","ikko","iikoo","testing","long","consonant","k","kk","medial","いっこう","いこう","いっこ","いいこう","correct",33
"2025-04-07","14","Control","Pre","juyoo",9957.559999999998,1,"「___」ってどういういみですか？","juyoo_s","F_juyoo_s.mp3","juyoo","juuyoo","juyo","shuyoo","testing","short","vowel","u","u","medial","じゅよう","じゅうよう","じゅよ","しゅよう","correct",33
"2025-04-07","14","Control","Pre","ojisan",10811.36,0,"___をしっていますか？","ojiisan_s","F_ojiisan_s.mp3","ojiisan","ojisan","oojisan","ochisan","training","long","vowel","i","ii","medial","おじいさん","おじさん","おおじさん","おちさん","correct",33
"2025-04-07","14","Control","Pre","haaku",8213.039999999994,1,"___でしょうかな。","haaku_s","F_haaku_s.mp3","haaku","haku","hakku","hakuu","training","long","vowel","a","aa","medial","はあく","はく","はっく","はくう","correct",33
"2025-04-07","14","Control","Pre","oto",9515.160000000003,1,"そのことばは「___」とよみます。","oto_s","F_oto_s.mp3","oto","otto","ooto","otoo","training","short","consonant","t","t","medial","おと","おっと","おうと","おとう","correct",33
"2025-04-07","14","Control","Pre","kasee",9615.559999999998,1,"___についてもっとしりたいです。","kasee_s","F_kasee_s.mp3","kasee","kassee","kase","kosee","training","short","consonant","s","s","medial","かせい","かっせい","かせ","こせい","correct",33
"2025-04-07","14","Control","Pre","isshoku",9925.380000000034,1,"___にきめました。","isshoku_s","F_isshoku_s.mp3","isshoku","ishoku","iishoku","issoku","training","long","consonant","sh","ssh","medial","いっしょく","いしょく","いいしょく","いっそく","correct",33
"2025-04-07","14","Control","Pre","gaki",7494.019999999989,1,"___はどうなったの？","gaki_s","F_gaki_s.mp3","gaki","gakki","gakui","kaki","training","short","consonant","k","k","medial","がき","がっき","がくい","かき","correct",33
"2025-04-07","14","Control","Pre","obasan",6688.580000000016,1,"あのひと、___ですか？","obasan_s","F_obasan_s.mp3","obasan","obaasan","oobasan","obaisan","training","short","vowel","a","a","medial","おばさん","おばあさん","おおばさん","おばいさん","correct",33
"2025-04-07","14","Control","Pre","hoosoo",9390.559999999998,1,"このじょうきょうに___がいるとおもう。","hoosoo_s","F_hoosoo_s.mp3","hoosoo","hosoo","hossoo","hooso","testing","long","vowel","o","oo","medial","ほうそう","ほそう","ほっそう","ほうそ","correct",33
"2025-04-07","14","Control","Pre","hosoku",8156.3399999999965,0,"いや、___じゃないよ。","hossoku_s","F_hossoku_s.mp3","hossoku","hosoku","hoosoku","hassoku","testing","long","consonant","s","ss","medial","ほっそく","ほそく","ほうそく","はっそく","correct",33
"2025-04-07","14","Control","Pre","shuchoo",20652.94,1,"じぶんだけの___です。","shuchoo_s","F_shuchoo_s.mp3","shuchoo","shucchoo","juchoo","shuuchoo","testing","short","consonant","ch","ch","medial","しゅちょう","しゅっちょう","じゅちょう","しゅうちょう","correct",33
"2025-04-07","14","Control","Pre","tannin",8056.380000000005,1,"___はしりません。","tannin_s","F_tannin_s.mp3","tannin","tanin","taiin","tainin","testing","long","consonant","n","nn","medial","たんにん","たにん","たいいん","たいにん","correct",33
"2025-04-07","14","Control","Pre","yusoo",5989.320000000007,1,"あれはきっと___できないよ。","yusoo_s","F_yusoo_s.mp3","yusoo","yuusoo","yussoo","usoo","training","short","vowel","u","u","medial","ゆそう","ゆうそう","ゆっそう","うそう","correct",33
"2025-04-07","14","Control","Pre","juutaku",7868.019999999989,1,"___のことをかんがえましょう。","juutaku_s","F_juutaku_s.mp3","juutaku","jutaku","juttaku","shuutaku","training","long","vowel","u","uu","medial","じゅうたく","じゅたく","じゅったく","しゅうたく","correct",33
"2025-04-07","14","Control","Pre","meshi",6320.600000000006,1,"これは___ですよ。","meshi_s","F_meshi_s.mp3","meshi","meeshi","messhi","mashi","testing","short","vowel","e","e","medial","めし","めいし","めっし","まし","correct",33
"2025-05-10","14","Control","Post","ishoku",9411.419999999998,0,"___にきめました。","isshoku_s","F_isshoku_s.mp3","isshoku","ishoku","iishoku","issoku","training","long","consonant","sh","ssh","medial","いっしょく","いしょく","いいしょく","いっそく","correct",33
"2025-05-10","14","Control","Post","tannin",5594.580000000002,1,"___はしりません。","tannin_s","F_tannin_s.mp3","tannin","tanin","taiin","tainin","testing","long","consonant","n","nn","medial","たんにん","たにん","たいいん","たいにん","correct",33
"2025-05-10","14","Control","Post","ikoo",7196.279999999999,0,"あの___はまだですね。","ikkoo_s","F_ikkoo_s.mp3","ikkoo","ikoo","ikko","iikoo","testing","long","consonant","k","kk","medial","いっこう","いこう","いっこ","いいこう","correct",33
"2025-05-10","14","Control","Post","juyoo",7954.519999999997,1,"「___」ってどういういみですか？","juyoo_s","F_juyoo_s.mp3","juyoo","juuyoo","juyo","shuyoo","testing","short","vowel","u","u","medial","じゅよう","じゅうよう","じゅよ","しゅよう","correct",33
"2025-05-10","14","Control","Post","shusshin",13868.699999999995,0,"かれに___についてきいてください。","shushin_s","F_shushin_s.mp3","shushin","shusshin","shuushin","shujin","testing","short","consonant","sh","sh","medial","しゅしん","しゅっしん","しゅうしん","しゅじん","correct",33
"2025-05-10","14","Control","Post","itte",5692.059999999998,1,"もう、___よ！","itte_s","F_itte_s.mp3","itte","ite","ittee","iitte","training","long","consonant","t","tt","medial","いって","いて","いってい","いいって","correct",33
"2025-05-10","14","Control","Post","haaku",5943.539999999994,1,"___でしょうかな。","haaku_s","F_haaku_s.mp3","haaku","haku","hakku","hakuu","training","long","vowel","a","aa","medial","はあく","はく","はっく","はくう","correct",33
"2025-05-10","14","Control","Post","meshi",9194.960000000006,1,"これは___ですよ。","meshi_s","F_meshi_s.mp3","meshi","meeshi","messhi","mashi","testing","short","vowel","e","e","medial","めし","めいし","めっし","まし","correct",33
"2025-05-10","14","Control","Post","gaki",6625.800000000003,1,"___はどうなったの？","gaki_s","F_gaki_s.mp3","gaki","gakki","gakui","kaki","training","short","consonant","k","k","medial","がき","がっき","がくい","かき","correct",33
"2025-05-10","14","Control","Post","oto",6214.539999999994,1,"そのことばは「___」とよみます。","oto_s","F_oto_s.mp3","oto","otto","ooto","otoo","training","short","consonant","t","t","medial","おと","おっと","おうと","おとう","correct",33
"2025-05-10","14","Control","Post","obasan",4702.100000000006,1,"あのひと、___ですか？","obasan_s","F_obasan_s.mp3","obasan","obaasan","oobasan","obaisan","training","short","vowel","a","a","medial","おばさん","おばあさん","おおばさん","おばいさん","correct",33
"2025-05-10","14","Control","Post","shiteiru",11755.78,1,"かのじょはもう___。","shiteiru_s","F_shiteiru_s.mp3","shiteiru","shitteiru","shiiteiru","jiteiru","testing","short","consonant","t","t","medial","している","しっている","しいている","じている","correct",33
"2025-05-10","14","Control","Post","shuchoo",7381.6600000000035,1,"じぶんだけの___です。","shuchoo_s","F_shuchoo_s.mp3","shuchoo","shucchoo","juchoo","shuuchoo","testing","short","consonant","ch","ch","medial","しゅちょう","しゅっちょう","じゅちょう","しゅうちょう","correct",33
"2025-05-10","14","Control","Post","hoosoo",4967.300000000003,1,"このじょうきょうに___がいるとおもう。","hoosoo_s","F_hoosoo_s.mp3","hoosoo","hosoo","hossoo","hooso","testing","long","vowel","o","oo","medial","ほうそう","ほそう","ほっそう","ほうそ","correct",33
"2025-05-10","14","Control","Post","hossoku",10136.14,1,"いや、___じゃないよ。","hossoku_s","F_hossoku_s.mp3","hossoku","hosoku","hoosoku","hassoku","testing","long","consonant","s","ss","medial","ほっそく","ほそく","ほうそく","はっそく","correct",33
"2025-05-10","14","Control","Post","ojiisan",5173.3399999999965,1,"___をしっていますか？","ojiisan_s","F_ojiisan_s.mp3","ojiisan","ojisan","oojisan","ochisan","training","long","vowel","i","ii","medial","おじいさん","おじさん","おおじさん","おちさん","correct",33
"2025-05-10","14","Control","Post","iitai",5140.739999999991,1,"「___」とかいてありますか？","iitai_s","F_iitai_s.mp3","iitai","itai","ittai","intai","testing","long","vowel","i","ii","initial","いいたい","いたい","いったい","いんたい","correct",33
"2025-05-10","14","Control","Post","juutaku",7581.920000000013,1,"___のことをかんがえましょう。","juutaku_s","F_juutaku_s.mp3","juutaku","jutaku","juttaku","shuutaku","training","long","vowel","u","uu","medial","じゅうたく","じゅたく","じゅったく","しゅうたく","correct",33
"2025-05-10","14","Control","Post","kasee",3986.160000000003,1,"___についてもっとしりたいです。","kasee_s","F_kasee_s.mp3","kasee","kassee","kase","kosee","training","short","consonant","s","s","medial","かせい","かっせい","かせ","こせい","correct",33
"2025-05-10","14","Control","Post","yusoo",5372.279999999999,1,"あれはきっと___できないよ。","yusoo_s","F_yusoo_s.mp3","yusoo","yuusoo","yussoo","usoo","training","short","vowel","u","u","medial","ゆそう","ゆうそう","ゆっそう","うそう","correct",33
"2025-05-05","15","Low LD","Pre","meshi",4363.799999999908,1,"これは___ですよ。","meshi_s","F_meshi_s.mp3","meshi","meeshi","messhi","mashi","testing","short","vowel","e","e","medial","めし","めいし","めっし","まし","correct",28
"2025-05-05","15","Low LD","Pre","shitteiru",6498.999999999905,0,"かのじょはもう___。","shiteiru_s","F_shiteiru_s.mp3","shiteiru","shitteiru","shiiteiru","jiteiru","testing","short","consonant","t","t","medial","している","しっている","しいている","じている","correct",28
"2025-05-05","15","Low LD","Pre","kasee",7860.900000000183,1,"___についてもっとしりたいです。","kasee_s","F_kasee_s.mp3","kasee","kassee","kase","kosee","training","short","consonant","s","s","medial","かせい","かっせい","かせ","こせい","correct",28
"2025-05-05","15","Low LD","Pre","juutaku",12828.900000000278,1,"___のことをかんがえましょう。","juutaku_s","F_juutaku_s.mp3","juutaku","jutaku","juttaku","shuutaku","training","long","vowel","u","uu","medial","じゅうたく","じゅたく","じゅったく","しゅうたく","correct",28
"2025-05-05","15","Low LD","Pre","ojiisan",6464.30000000009,1,"___をしっていますか？","ojiisan_s","F_ojiisan_s.mp3","ojiisan","ojisan","oojisan","ochisan","training","long","vowel","i","ii","medial","おじいさん","おじさん","おおじさん","おちさん","correct",28
"2025-05-05","15","Low LD","Pre","iitai",7665.899999999994,1,"「___」とかいてありますか？","iitai_s","F_iitai_s.mp3","iitai","itai","ittai","intai","testing","long","vowel","i","ii","initial","いいたい","いたい","いったい","いんたい","correct",28
"2025-05-05","15","Low LD","Pre","haaku",4631.999999999913,1,"___でしょうかな。","haaku_s","F_haaku_s.mp3","haaku","haku","hakku","hakuu","training","long","vowel","a","aa","medial","はあく","はく","はっく","はくう","correct",28
"2025-05-05","15","Low LD","Pre","obasan",5665.5,1,"あのひと、___ですか？","obasan_s","F_obasan_s.mp3","obasan","obaasan","oobasan","obaisan","training","short","vowel","a","a","medial","おばさん","おばあさん","おおばさん","おばいさん","correct",28
"2025-05-05","15","Low LD","Pre","hoosoo",8479.100000000006,1,"このじょうきょうに___がいるとおもう。","hoosoo_s","F_hoosoo_s.mp3","hoosoo","hosoo","hossoo","hooso","testing","long","vowel","o","oo","medial","ほうそう","ほそう","ほっそう","ほうそ","correct",28
"2025-05-05","15","Low LD","Pre","tannin",8039.000000000087,1,"___はしりません。","tannin_s","F_tannin_s.mp3","tannin","tanin","taiin","tainin","testing","long","consonant","n","nn","medial","たんにん","たにん","たいいん","たいにん","correct",28
"2025-05-05","15","Low LD","Pre","shuchoo",8155.400000000183,1,"じぶんだけの___です。","shuchoo_s","F_shuchoo_s.mp3","shuchoo","shucchoo","juchoo","shuuchoo","testing","short","consonant","ch","ch","medial","しゅちょう","しゅっちょう","じゅちょう","しゅうちょう","correct",28
"2025-05-05","15","Low LD","Pre","shusshin",13279.80000000009,0,"かれに___についてきいてください。","shushin_s","F_shushin_s.mp3","shushin","shusshin","shuushin","shujin","testing","short","consonant","sh","sh","medial","しゅしん","しゅっしん","しゅうしん","しゅじん","correct",28
"2025-05-05","15","Low LD","Pre","yusoo",8888.10000000018,1,"あれはきっと___できないよ。","yusoo_s","F_yusoo_s.mp3","yusoo","yuusoo","yussoo","usoo","training","short","vowel","u","u","medial","ゆそう","ゆうそう","ゆっそう","うそう","correct",28
"2025-05-05","15","Low LD","Pre","hossoku",4689.000000000291,1,"いや、___じゃないよ。","hossoku_s","F_hossoku_s.mp3","hossoku","hosoku","hoosoku","hassoku","testing","long","consonant","s","ss","medial","ほっそく","ほそく","ほうそく","はっそく","correct",28
"2025-05-05","15","Low LD","Pre","ikkoo",5947.700000000274,1,"あの___はまだですね。","ikkoo_s","F_ikkoo_s.mp3","ikkoo","ikoo","ikko","iikoo","testing","long","consonant","k","kk","medial","いっこう","いこう","いっこ","いいこう","correct",28
"2025-05-05","15","Low LD","Pre","isshoku",4736.799999999988,1,"___にきめました。","isshoku_s","F_isshoku_s.mp3","isshoku","ishoku","iishoku","issoku","training","long","consonant","sh","ssh","medial","いっしょく","いしょく","いいしょく","いっそく","correct",28
"2025-05-05","15","Low LD","Pre","juyoo",7425.499999999913,1,"「___」ってどういういみですか？","juyoo_s","F_juyoo_s.mp3","juyoo","juuyoo","juyo","shuyoo","testing","short","vowel","u","u","medial","じゅよう","じゅうよう","じゅよ","しゅよう","correct",28
"2025-05-05","15","Low LD","Pre","gaki",11714.000000000087,1,"___はどうなったの？","gaki_s","F_gaki_s.mp3","gaki","gakki","gakui","kaki","training","short","consonant","k","k","medial","がき","がっき","がくい","かき","correct",28
"2025-05-05","15","Low LD","Pre","oto",10253.899999999994,1,"そのことばは「___」とよみます。","oto_s","F_oto_s.mp3","oto","otto","ooto","otoo","training","short","consonant","t","t","medial","おと","おっと","おうと","おとう","correct",28
"2025-05-05","15","Low LD","Pre","itte",6749.899999999994,1,"もう、___よ！","itte_s","F_itte_s.mp3","itte","ite","ittee","iitte","training","long","consonant","t","tt","medial","いって","いて","いってい","いいって","correct",28
"2025-06-02","15","Low LD","Post","shiteiru",13205.699999982118,1,"かのじょはもう___。","shiteiru_s","F_shiteiru_s.mp3","shiteiru","shitteiru","shiiteiru","jiteiru","testing","short","consonant","t","t","medial","している","しっている","しいている","じている","correct",28
"2025-06-02","15","Low LD","Post","shushin",8982.7,1,"かれに___についてきいてください。","shushin_s","F_shushin_s.mp3","shushin","shusshin","shuushin","shujin","testing","short","consonant","sh","sh","medial","しゅしん","しゅっしん","しゅうしん","しゅじん","correct",28
"2025-06-02","15","Low LD","Post","hossoku",4466.799999999992,1,"いや、___じゃないよ。","hossoku_s","F_hossoku_s.mp3","hossoku","hosoku","hoosoku","hassoku","testing","long","consonant","s","ss","medial","ほっそく","ほそく","ほうそく","はっそく","correct",28
"2025-06-02","15","Low LD","Post","iitai",3431.300000000003,1,"「___」とかいてありますか？","iitai_s","F_iitai_s.mp3","iitai","itai","ittai","intai","testing","long","vowel","i","ii","initial","いいたい","いたい","いったい","いんたい","correct",28
"2025-06-02","15","Low LD","Post","haaku",2973.300000005962,1,"___でしょうかな。","haaku_s","F_haaku_s.mp3","haaku","haku","hakku","hakuu","training","long","vowel","a","aa","medial","はあく","はく","はっく","はくう","correct",28
"2025-06-02","15","Low LD","Post","juyoo",5374.19999998212,1,"「___」ってどういういみですか？","juyoo_s","F_juyoo_s.mp3","juyoo","juuyoo","juyo","shuyoo","testing","short","vowel","u","u","medial","じゅよう","じゅうよう","じゅよ","しゅよう","correct",28
"2025-06-02","15","Low LD","Post","yusoo",7516,1,"あれはきっと___できないよ。","yusoo_s","F_yusoo_s.mp3","yusoo","yuusoo","yussoo","usoo","training","short","vowel","u","u","medial","ゆそう","ゆうそう","ゆっそう","うそう","correct",28
"2025-06-02","15","Low LD","Post","ojisan",5520.9000000059605,0,"___をしっていますか？","ojiisan_s","F_ojiisan_s.mp3","ojiisan","ojisan","oojisan","ochisan","training","long","vowel","i","ii","medial","おじいさん","おじさん","おおじさん","おちさん","correct",28
"2025-06-02","15","Low LD","Post","oto",4904.999999982116,1,"そのことばは「___」とよみます。","oto_s","F_oto_s.mp3","oto","otto","ooto","otoo","training","short","consonant","t","t","medial","おと","おっと","おうと","おとう","correct",28
"2025-06-02","15","Low LD","Post","itte",3313.0999999940395,1,"もう、___よ！","itte_s","F_itte_s.mp3","itte","ite","ittee","iitte","training","long","consonant","t","tt","medial","いって","いて","いってい","いいって","correct",28
"2025-06-02","15","Low LD","Post","shuchoo",7505.600000005958,1,"じぶんだけの___です。","shuchoo_s","F_shuchoo_s.mp3","shuchoo","shucchoo","juchoo","shuuchoo","testing","short","consonant","ch","ch","medial","しゅちょう","しゅっちょう","じゅちょう","しゅうちょう","correct",28
"2025-06-02","15","Low LD","Post","isshoku",4354.500000005966,1,"___にきめました。","isshoku_s","F_isshoku_s.mp3","isshoku","ishoku","iishoku","issoku","training","long","consonant","sh","ssh","medial","いっしょく","いしょく","いいしょく","いっそく","correct",28
"2025-06-02","15","Low LD","Post","gaki",5162.699999982113,1,"___はどうなったの？","gaki_s","F_gaki_s.mp3","gaki","gakki","gakui","kaki","training","short","consonant","k","k","medial","がき","がっき","がくい","かき","correct",28
"2025-06-02","15","Low LD","Post","kasee",8059.000000005966,1,"___についてもっとしりたいです。","kasee_s","F_kasee_s.mp3","kasee","kassee","kase","kosee","training","short","consonant","s","s","medial","かせい","かっせい","かせ","こせい","correct",28
"2025-06-02","15","Low LD","Post","obasan",5249.5,1,"あのひと、___ですか？","obasan_s","F_obasan_s.mp3","obasan","obaasan","oobasan","obaisan","training","short","vowel","a","a","medial","おばさん","おばあさん","おおばさん","おばいさん","correct",28
"2025-06-02","15","Low LD","Post","hoosoo",6129.600000000006,1,"このじょうきょうに___がいるとおもう。","hoosoo_s","F_hoosoo_s.mp3","hoosoo","hosoo","hossoo","hooso","testing","long","vowel","o","oo","medial","ほうそう","ほそう","ほっそう","ほうそ","correct",28
"2025-06-02","15","Low LD","Post","juutaku",5274.800000005955,1,"___のことをかんがえましょう。","juutaku_s","F_juutaku_s.mp3","juutaku","jutaku","juttaku","shuutaku","training","long","vowel","u","uu","medial","じゅうたく","じゅたく","じゅったく","しゅうたく","correct",28
"2025-06-02","15","Low LD","Post","meshi",3686.199999994046,1,"これは___ですよ。","meshi_s","F_meshi_s.mp3","meshi","meeshi","messhi","mashi","testing","short","vowel","e","e","medial","めし","めいし","めっし","まし","correct",28
"2025-06-02","15","Low LD","Post","tannin",5981.899999999994,1,"___はしりません。","tannin_s","F_tannin_s.mp3","tannin","tanin","taiin","tainin","testing","long","consonant","n","nn","medial","たんにん","たにん","たいいん","たいにん","correct",28
"2025-06-02","15","Low LD","Post","ikkoo",5027.999999988082,1,"あの___はまだですね。","ikkoo_s","F_ikkoo_s.mp3","ikkoo","ikoo","ikko","iikoo","testing","long","consonant","k","kk","medial","いっこう","いこう","いっこ","いいこう","correct",28
"2025-04-30","16","High LD","Pre","meshi",8587.800000000003,1,"これは___ですよ。","meshi_s","F_meshi_s.mp3","meshi","meeshi","messhi","mashi","testing","short","vowel","e","e","medial","めし","めいし","めっし","まし","correct",0
"2025-04-30","16","High LD","Pre","oto",12962.400000000009,1,"そのことばは「___」とよみます。","oto_s","F_oto_s.mp3","oto","otto","ooto","otoo","training","short","consonant","t","t","medial","おと","おっと","おうと","おとう","correct",0
"2025-04-30","16","High LD","Pre","gaki",8839.599999976155,1,"___はどうなったの？","gaki_s","F_gaki_s.mp3","gaki","gakki","gakui","kaki","training","short","consonant","k","k","medial","がき","がっき","がくい","かき","correct",0
"2025-04-30","16","High LD","Pre","ojiisan",5602.100000023842,1,"___をしっていますか？","ojiisan_s","F_ojiisan_s.mp3","ojiisan","ojisan","oojisan","ochisan","training","long","vowel","i","ii","medial","おじいさん","おじさん","おおじさん","おちさん","correct",0
"2025-04-30","16","High LD","Pre","obasan",6610.300000000003,1,"あのひと、___ですか？","obasan_s","F_obasan_s.mp3","obasan","obaasan","oobasan","obaisan","training","short","vowel","a","a","medial","おばさん","おばあさん","おおばさん","おばいさん","correct",0
"2025-04-30","16","High LD","Pre","hoosoo",13069.399999976158,1,"このじょうきょうに___がいるとおもう。","hoosoo_s","F_hoosoo_s.mp3","hoosoo","hosoo","hossoo","hooso","testing","long","vowel","o","oo","medial","ほうそう","ほそう","ほっそう","ほうそ","correct",0
"2025-04-30","16","High LD","Pre","kasee",16028.299999999988,1,"___についてもっとしりたいです。","kasee_s","F_kasee_s.mp3","kasee","kassee","kase","kosee","training","short","consonant","s","s","medial","かせい","かっせい","かせ","こせい","correct",0
"2025-04-30","16","High LD","Pre","juutaku",22375.199999999983,1,"___のことをかんがえましょう。","juutaku_s","F_juutaku_s.mp3","juutaku","jutaku","juttaku","shuutaku","training","long","vowel","u","uu","medial","じゅうたく","じゅたく","じゅったく","しゅうたく","correct",0
"2025-04-30","16","High LD","Pre","isshoku",11551.499999976164,1,"___にきめました。","isshoku_s","F_isshoku_s.mp3","isshoku","ishoku","iishoku","issoku","training","long","consonant","sh","ssh","medial","いっしょく","いしょく","いいしょく","いっそく","correct",0
"2025-04-30","16","High LD","Pre","haaku",8827.799999999988,1,"___でしょうかな。","haaku_s","F_haaku_s.mp3","haaku","haku","hakku","hakuu","training","long","vowel","a","aa","medial","はあく","はく","はっく","はくう","correct",0
"2025-04-30","16","High LD","Pre","yusoo",14433.999999976164,1,"あれはきっと___できないよ。","yusoo_s","F_yusoo_s.mp3","yusoo","yuusoo","yussoo","usoo","training","short","vowel","u","u","medial","ゆそう","ゆうそう","ゆっそう","うそう","correct",0
"2025-04-30","16","High LD","Pre","hossoku",22643,1,"いや、___じゃないよ。","hossoku_s","F_hossoku_s.mp3","hossoku","hosoku","hoosoku","hassoku","testing","long","consonant","s","ss","medial","ほっそく","ほそく","ほうそく","はっそく","correct",0
"2025-04-30","16","High LD","Pre","itte",16507.799999976152,1,"もう、___よ！","itte_s","F_itte_s.mp3","itte","ite","ittee","iitte","training","long","consonant","t","tt","medial","いって","いて","いってい","いいって","correct",0
"2025-04-30","16","High LD","Pre","ikkoo",13320.999999976164,1,"あの___はまだですね。","ikkoo_s","F_ikkoo_s.mp3","ikkoo","ikoo","ikko","iikoo","testing","long","consonant","k","kk","medial","いっこう","いこう","いっこ","いいこう","correct",0
"2025-04-30","16","High LD","Pre","juyoo",11614.799999999988,1,"「___」ってどういういみですか？","juyoo_s","F_juyoo_s.mp3","juyoo","juuyoo","juyo","shuyoo","testing","short","vowel","u","u","medial","じゅよう","じゅうよう","じゅよ","しゅよう","correct",0
"2025-04-30","16","High LD","Pre","shiteiru",9512.899999999994,1,"かのじょはもう___。","shiteiru_s","F_shiteiru_s.mp3","shiteiru","shitteiru","shiiteiru","jiteiru","testing","short","consonant","t","t","medial","している","しっている","しいている","じている","correct",0
"2025-04-30","16","High LD","Pre","shushin",11645.700000000012,1,"かれに___についてきいてください。","shushin_s","F_shushin_s.mp3","shushin","shusshin","shuushin","shujin","testing","short","consonant","sh","sh","medial","しゅしん","しゅっしん","しゅうしん","しゅじん","correct",0
"2025-04-30","16","High LD","Pre","iitai",7144.200000011915,1,"「___」とかいてありますか？","iitai_s","F_iitai_s.mp3","iitai","itai","ittai","intai","testing","long","vowel","i","ii","initial","いいたい","いたい","いったい","いんたい","correct",0
"2025-04-30","16","High LD","Pre","tannin",7796.899999999965,1,"___はしりません。","tannin_s","F_tannin_s.mp3","tannin","tanin","taiin","tainin","testing","long","consonant","n","nn","medial","たんにん","たにん","たいいん","たいにん","correct",0
"2025-04-30","16","High LD","Pre","shuchoo",13317.09999997617,1,"じぶんだけの___です。","shuchoo_s","F_shuchoo_s.mp3","shuchoo","shucchoo","juchoo","shuuchoo","testing","short","consonant","ch","ch","medial","しゅちょう","しゅっちょう","じゅちょう","しゅうちょう","correct",0
