"local_date","session","ID","exp_group","response","reaction_time","log_rt","correct","language","word_pair","signal","type","sound_1","sound_2","speaker_signal","segment_type","task","days_between","dprime_response"
"2025-04-01","1","8","Low LD","different",2200.5,7.696439886251146,1,"Japanese","nishi-nisshi","different","BA","M_nisshi.mp3","F_nishi.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",581.200000190729,6.365094932024292,1,"Japanese","yusoo-yuusoo","same","BB","F_yuusoo.mp3","M_yuusoo.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",368,5.908082938168931,1,"Japanese","hasan-hassan","same","BB","M_hassan.mp3","F_hassan.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",899.8000002861081,6.80217251672504,1,"Japanese","hasan-hassan","same","AA","F_hasan.mp3","F_hasan.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",456.50000009537325,6.123588700243946,1,"Japanese","hasan-hassan","same","BB","F_hassan.mp3","M_hassan.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",521.200000190729,6.256133845616632,1,"Japanese","obasan-obaasan","different","AB","F_obasan.mp3","M_obaasan.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",521.2000002861023,6.25613384579962,1,"Japanese","ojisan-ojiisan","different","BA","F_ojiisan.mp3","M_ojisan.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",915.3999999046208,6.8193611281153474,1,"Japanese","iso-isso","same","AA","M_iso.mp3","F_iso.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",395.9000001907116,5.981161654593802,1,"Japanese","nishi-nisshi","same","BB","M_nisshi.mp3","M_nisshi.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",516.5999999999767,6.247268880661695,1,"Japanese","haken-hakken","same","AA","F_haken.mp3","F_haken.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1090.6999999046093,6.994574970847239,1,"Japanese","ojisan-ojiisan","different","AB","M_ojisan.mp3","F_ojiisan.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",443.7000000000117,6.09514865838489,1,"Japanese","shiru-shiiru","same","AA","M_shiru.mp3","M_shiru.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",959.0000002860908,6.86589107518176,1,"Japanese","haken-hakken","different","BA","F_hakken.mp3","F_haken.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",389.2000002861023,5.964093351046953,1,"Japanese","toshin-tosshin","same","BB","F_tosshin.mp3","F_tosshin.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",639.3999999046209,6.460530236476571,1,"Japanese","heta-hetta","different","AB","M_heta.mp3","F_hetta.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",1172.600000095379,7.066978784611455,1,"Japanese","yusoo-yuusoo","same","AA","M_yusoo.mp3","M_yusoo.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",975.500000095344,6.882950160160904,1,"Japanese","gaki-gakki","different","BA","M_gakki.mp3","F_gaki.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",493.7000002861023,6.2019280458443236,1,"Japanese","yusoo-yuusoo","same","AA","M_yusoo.mp3","F_yusoo.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",313.80000019073486,5.748755840906755,1,"Japanese","ite-itte","same","BB","M_itte.mp3","M_itte.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",1230.3000000953907,7.115013321143658,1,"Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","F_ishoku.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",2028.1999999046093,7.6149039791308635,1,"Japanese","oto-otto","different","BA","M_otto.mp3","F_oto.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",468.6000001907232,6.149749526480702,1,"Japanese","iso-isso","same","AA","F_iso.mp3","M_iso.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",481.3999999046209,6.176698525150843,1,"Japanese","heta-hetta","different","AB","M_heta.mp3","M_hetta.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",375.70000019075815,5.928790953087664,1,"Japanese","shiru-shiiru","same","BB","M_shiiru.mp3","M_shiiru.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",418.4000001907116,6.036437913206525,1,"Japanese","ishoku-isshoku","same","AA","F_ishoku.mp3","F_ishoku.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1757.1000002861256,7.471420001926686,1,"Japanese","iso-isso","different","AB","F_iso.mp3","M_isso.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",361.1000002861256,5.889154929075784,1,"Japanese","yusoo-yuusoo","different","BA","F_yuusoo.mp3","M_yusoo.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",597.6000002861256,6.392921634297399,1,"Japanese","saka-sakka","different","BA","M_sakka.mp3","M_saka.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",443.1000000953791,6.093795478420698,1,"Japanese","nishi-nisshi","same","BB","M_nisshi.mp3","M_nisshi.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",385.5,5.954541193003384,1,"Japanese","ite-itte","same","AA","M_ite.mp3","M_ite.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",561.7999999046442,6.331145914500411,1,"Japanese","haku-haaku","different","AB","F_haku.mp3","F_haaku.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",678.1000001907232,6.519294769971058,1,"Japanese","kasee-kassee","different","BA","F_kassee.mp3","F_kasee.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",490.8999999046209,6.196240440869713,1,"Japanese","gaki-gakki","different","AB","M_gaki.mp3","F_gakki.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",555.1000002861256,6.319148278211564,1,"Japanese","toshin-tosshin","different","BA","M_tosshin.mp3","F_toshin.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",486.40000009536743,6.187031330848026,1,"Japanese","saka-sakka","same","AA","M_saka.mp3","F_saka.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",981.5,6.889082013716516,1,"Japanese","obasan-obaasan","same","AA","F_obasan.mp3","M_obasan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1644.800000286079,7.405374075434775,1,"Japanese","toshin-tosshin","different","AB","M_toshin.mp3","M_tosshin.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",1101.8000001907349,7.004700485211728,1,"Japanese","oto-otto","same","BB","M_otto.mp3","F_otto.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",335.1000000953791,5.814428995027893,1,"Japanese","ojisan-ojiisan","different","AB","M_ojisan.mp3","F_ojiisan.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",700.0999999046326,6.551223181846932,1,"Japanese","kasee-kassee","same","AA","F_kasee.mp3","M_kasee.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1915.600000095379,7.557786168518245,1,"Japanese","oto-otto","different","AB","M_oto.mp3","F_otto.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",471.40000028611394,6.155706991108976,1,"Japanese","ite-itte","same","BB","M_itte.mp3","M_itte.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",422.20000019075815,6.04547913586604,1,"Japanese","saka-sakka","different","AB","M_saka.mp3","M_sakka.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",696.5000002860907,6.546067793630615,1,"Japanese","jutaku-juutaku","different","AB","F_jutaku.mp3","F_juutaku.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",535.4000002861139,6.283014131620645,1,"Japanese","toshin-tosshin","same","AA","F_toshin.mp3","M_toshin.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",516.5,6.247075288559693,1,"Japanese","gaki-gakki","different","AB","M_gaki.mp3","M_gakki.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",1074.2000000000116,6.97933147747137,1,"Japanese","yusoo-yuusoo","different","BA","M_yuusoo.mp3","M_yusoo.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",1551.2999999999884,7.346848568070278,1,"Japanese","oto-otto","different","AB","M_oto.mp3","F_otto.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",526.9000000000233,6.267010777215284,1,"Japanese","iso-isso","same","AA","F_iso.mp3","F_iso.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",606.800000286079,6.4081992479458325,1,"Japanese","haken-hakken","same","BB","F_hakken.mp3","F_hakken.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",586.2000002861023,6.373661028764855,1,"Japanese","toshin-tosshin","same","AA","M_toshin.mp3","F_toshin.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",422.6000001907232,6.046426105633265,1,"Japanese","haken-hakken","same","AA","F_haken.mp3","M_haken.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",659.4000000000233,6.491330330637666,1,"Japanese","yusoo-yuusoo","same","AA","F_yusoo.mp3","F_yusoo.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",735.5999999999767,6.6006864927301345,1,"Japanese","ojisan-ojiisan","same","AA","M_ojisan.mp3","F_ojisan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",500.2000000000117,6.215008018443542,1,"Japanese","shiru-shiiru","same","AA","F_shiru.mp3","F_shiru.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",511.5999999999767,6.237543069704642,1,"Japanese","hasan-hassan","different","BA","F_hassan.mp3","M_hasan.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",406.2000000000117,6.006845649146313,1,"Japanese","heta-hetta","same","AA","F_heta.mp3","M_heta.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1446.2000002861023,7.276694705938682,1,"Japanese","ishoku-isshoku","different","BA","M_isshoku.mp3","M_ishoku.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",357.300000286079,5.878575765830033,1,"Japanese","heta-hetta","different","AB","M_heta.mp3","M_hetta.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",393.20000019075815,5.974318388758154,1,"Japanese","oto-otto","same","BB","F_otto.mp3","F_otto.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",298.70000000001164,5.699439725222103,1,"Japanese","kasee-kassee","same","BB","M_kassee.mp3","M_kassee.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",776.0000001907465,6.654152520429026,1,"Japanese","ite-itte","different","AB","M_ite.mp3","F_itte.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",605.1000000953791,6.4053937337859015,1,"Japanese","ojisan-ojiisan","same","AA","F_ojisan.mp3","M_ojisan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",562,6.331501849893691,1,"Japanese","ite-itte","different","AB","M_ite.mp3","M_itte.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",702.7000000953558,6.554930058333851,1,"Japanese","yusoo-yuusoo","same","BB","F_yuusoo.mp3","M_yuusoo.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",431.00000028609065,6.066108090767531,1,"Japanese","saka-sakka","same","BB","M_sakka.mp3","M_sakka.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",307.7000000953558,5.729125282637895,1,"Japanese","obasan-obaasan","same","BB","F_obaasan.mp3","F_obaasan.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",294.50000009534415,5.685279003415391,1,"Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","M_ojisan.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",994.2999999999884,6.902038971986016,1,"Japanese","gaki-gakki","same","BB","M_gakki.mp3","F_gakki.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",761.9999999046559,6.635946555561523,1,"Japanese","shiru-shiiru","different","BA","M_shiiru.mp3","M_shiru.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",448.49999990465585,6.105908681286266,1,"Japanese","ite-itte","same","AA","F_ite.mp3","F_ite.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1309.6999999046093,7.1775533822625235,1,"Japanese","kasee-kassee","different","BA","M_kassee.mp3","M_kasee.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",977.0999999999768,6.884589000950274,1,"Japanese","iso-isso","same","AA","M_iso.mp3","F_iso.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",555.300000286079,6.31950850876274,1,"Japanese","oto-otto","different","AB","F_oto.mp3","F_otto.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",1276.5999999999767,7.151955572821938,1,"Japanese","toshin-tosshin","same","BB","M_tosshin.mp3","F_tosshin.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",363.4000000000233,5.895504155962135,1,"Japanese","haku-haaku","different","BA","F_haaku.mp3","M_haku.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",2560.6999999999534,7.84803593759637,1,"Japanese","kasee-kassee","different","AB","M_kasee.mp3","F_kassee.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",875.7000002861023,6.775023566854891,1,"Japanese","obasan-obaasan","different","BA","F_obaasan.mp3","F_obasan.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",1314.5000002861489,7.181211644387623,1,"Japanese","ite-itte","different","BA","F_itte.mp3","M_ite.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",1744.499999904656,7.464223260572175,1,"Japanese","obasan-obaasan","same","AA","M_obasan.mp3","F_obasan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",596.6000000953209,6.391246872240422,1,"Japanese","jutaku-juutaku","different","AB","M_jutaku.mp3","M_juutaku.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",341.5999999999767,5.833640461914347,1,"Japanese","iso-isso","same","BB","F_isso.mp3","F_isso.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",378.6000002861256,5.936480239530969,1,"Japanese","haken-hakken","different","BA","M_hakken.mp3","M_haken.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",1114.8000000000466,7.016430295607835,1,"Japanese","kasee-kassee","same","AA","F_kasee.mp3","F_kasee.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",406,6.0063531596017325,1,"Japanese","gaki-gakki","different","AB","F_gaki.mp3","F_gakki.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",626.4000001907116,6.43998914498105,1,"Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","F_ishoku.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",479.0000001906883,6.171700597809012,1,"Japanese","heta-hetta","different","BA","M_hetta.mp3","M_heta.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",556.9000001907116,6.322385690938075,1,"Japanese","ite-itte","different","BA","M_itte.mp3","M_ite.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",518.5000001906883,6.250940028037351,1,"Japanese","shiru-shiiru","same","AA","M_shiru.mp3","M_shiru.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",1095.1999999046093,6.998692273887141,1,"Japanese","jutaku-juutaku","same","BB","F_juutaku.mp3","M_juutaku.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",507.19999999995343,6.2289054031229245,1,"Japanese","toshin-tosshin","same","AA","M_toshin.mp3","F_toshin.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",382.60000019078143,5.946990057504797,1,"Japanese","ishoku-isshoku","same","BB","F_isshoku.mp3","F_isshoku.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",702.2000002861023,6.554218264141769,1,"Japanese","haku-haaku","same","BB","F_haaku.mp3","F_haaku.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",388.6999999046093,5.962807837612768,1,"Japanese","jutaku-juutaku","same","BB","M_juutaku.mp3","F_juutaku.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",233.30000000016295,5.452325179028083,1,"Japanese","haken-hakken","same","BB","F_hakken.mp3","F_hakken.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",408.30000019073486,6.012002198792674,1,"Japanese","gaki-gakki","same","AA","F_gaki.mp3","F_gaki.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",452.299999904586,6.114345676272845,1,"Japanese","heta-hetta","same","AA","M_heta.mp3","F_heta.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",567,6.340359303727752,1,"Japanese","ite-itte","different","BA","M_itte.mp3","M_ite.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",415.89999990467913,6.030444846519674,1,"Japanese","nishi-nisshi","same","AA","M_nishi.mp3","F_nishi.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",277.5000001906883,5.625820933873654,1,"Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","F_ishoku.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",180.50000009534415,5.195730778301158,1,"Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","F_ojisan.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",514.0000002861489,6.242223266011875,1,"Japanese","ite-itte","same","AA","M_ite.mp3","F_ite.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",452.90000009536743,6.115671350772739,1,"Japanese","saka-sakka","same","BB","F_sakka.mp3","F_sakka.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",461.3000000953907,6.134048590770561,1,"Japanese","haku-haaku","different","BA","M_haaku.mp3","F_haku.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",513.8999999046791,6.242028693812698,1,"Japanese","gaki-gakki","different","BA","M_gakki.mp3","M_gaki.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",355.0000001906883,5.872117790012566,1,"Japanese","oto-otto","same","AA","F_oto.mp3","F_oto.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",535.3999999046791,6.2830141309082155,1,"Japanese","obasan-obaasan","different","BA","M_obaasan.mp3","M_obasan.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",899.1999999046093,6.8015054790333425,1,"Japanese","jutaku-juutaku","same","AA","F_jutaku.mp3","F_jutaku.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",1245.9000000000233,7.127613439304836,1,"Japanese","gaki-gakki","same","BB","M_gakki.mp3","M_gakki.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",571.5,6.348264483234865,1,"Japanese","shiru-shiiru","same","BB","F_shiiru.mp3","F_shiiru.mp3","same","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",449.99999990465585,6.10924758255249,1,"Japanese","hasan-hassan","different","BA","F_hassan.mp3","M_hasan.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",512.4999999046559,6.239300710826526,1,"Japanese","nishi-nisshi","same","BB","F_nisshi.mp3","M_nisshi.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",427.5,6.0579542883768145,1,"Japanese","haku-haaku","different","BA","F_haaku.mp3","M_haku.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",725.1000002861256,6.586309576772148,1,"Japanese","haken-hakken","different","AB","F_haken.mp3","M_hakken.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",680.7000001907581,6.523121680734144,1,"Japanese","toshin-tosshin","different","BA","F_tosshin.mp3","F_toshin.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",429.9000002860558,6.063552624167636,1,"Japanese","heta-hetta","different","BA","F_hetta.mp3","F_heta.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",322.69999999995343,5.776723099057772,1,"Japanese","haken-hakken","different","AB","F_haken.mp3","F_hakken.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",1566.3000000000466,7.356471429084646,1,"Japanese","iso-isso","different","AB","F_iso.mp3","M_isso.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",428.49999990465585,6.060290737815328,1,"Japanese","saka-sakka","same","AA","M_saka.mp3","M_saka.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",343.40000009536743,5.83889594874109,1,"Japanese","heta-hetta","same","BB","M_hetta.mp3","M_hetta.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",496.8000000953907,6.208187530811279,1,"Japanese","oto-otto","same","AA","M_oto.mp3","F_oto.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",162.80000019073486,5.09252245474003,1,"Japanese","oto-otto","different","AB","M_oto.mp3","M_otto.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",2066.9999999998836,7.633853559681712,1,"Japanese","toshin-tosshin","different","AB","F_toshin.mp3","M_tosshin.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",457.4000001907116,6.125558282005628,1,"Japanese","ite-itte","same","BB","F_itte.mp3","M_itte.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",327.2000002861023,5.790571605602988,1,"Japanese","nishi-nisshi","same","AA","F_nishi.mp3","M_nishi.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",454.200000095414,6.118537629881528,1,"Japanese","heta-hetta","different","BA","M_hetta.mp3","M_heta.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",178.60000019078143,5.185148669510604,1,"Japanese","jutaku-juutaku","different","AB","F_jutaku.mp3","F_juutaku.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",511.799999904586,6.23793392353926,1,"Japanese","nishi-nisshi","different","AB","F_nishi.mp3","F_nisshi.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",992.6000000953208,6.900327763249372,1,"Japanese","yusoo-yuusoo","same","BB","M_yuusoo.mp3","F_yuusoo.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",165.69999999995343,5.110178924432236,1,"Japanese","haku-haaku","different","AB","F_haku.mp3","F_haaku.mp3","same","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","same",1591.700000190758,7.372557906555654,1,"Japanese","ishoku-isshoku","same","BB","M_isshoku.mp3","M_isshoku.mp3","same","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",324.70000019075815,5.782901679696291,1,"Japanese","obasan-obaasan","same","BB","M_obaasan.mp3","F_obaasan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",388.5000001906883,5.962293170298534,1,"Japanese","kasee-kassee","different","AB","F_kasee.mp3","F_kassee.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",868.0000001906883,6.766191714880037,1,"Japanese","kasee-kassee","same","BB","M_kassee.mp3","F_kassee.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",378.5000001906883,5.936216073381304,1,"Japanese","hasan-hassan","same","BB","F_hassan.mp3","M_hassan.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",393.00000009534415,5.973809612111867,1,"Japanese","haken-hakken","different","BA","F_hakken.mp3","F_haken.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",318.9000000000233,5.764877574016085,1,"Japanese","obasan-obaasan","different","AB","F_obasan.mp3","M_obaasan.mp3","different","vowel","training",18,"hit"
"2025-04-01","1","8","Low LD","different",676.6999999999534,6.517228043238111,1,"Japanese","saka-sakka","different","AB","M_saka.mp3","M_sakka.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",467.9000001907116,6.148254598279761,1,"Japanese","heta-hetta","same","AA","M_heta.mp3","F_heta.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",679.8000000000466,6.521798637262084,1,"Japanese","yusoo-yuusoo","same","BB","F_yuusoo.mp3","M_yuusoo.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",675.1000001907814,6.514860828330422,1,"Japanese","gaki-gakki","same","AA","M_gaki.mp3","F_gaki.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",307.1000002861256,5.727173428378478,1,"Japanese","saka-sakka","different","AB","M_saka.mp3","F_sakka.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",980.700000095414,6.888266602495566,1,"Japanese","hasan-hassan","different","AB","M_hasan.mp3","F_hassan.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","same",237.30000000004657,5.469325163441914,1,"Japanese","ojisan-ojiisan","same","BB","F_ojiisan.mp3","M_ojiisan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",713.1999999999534,6.56976188598892,1,"Japanese","haken-hakken","same","BB","M_hakken.mp3","F_hakken.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",357.90000009536743,5.880253618038444,1,"Japanese","saka-sakka","same","BB","M_sakka.mp3","F_sakka.mp3","different","consonant","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","same",359.1999999046093,5.88387933616248,1,"Japanese","ojisan-ojiisan","same","AA","F_ojisan.mp3","M_ojisan.mp3","different","vowel","training",18,"corr_reject"
"2025-04-01","1","8","Low LD","different",1086.6000000953209,6.990808834205147,1,"Japanese","nishi-nisshi","different","AB","F_nishi.mp3","M_nisshi.mp3","different","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",583.4000000001397,6.36887305743386,1,"Japanese","saka-sakka","different","BA","F_sakka.mp3","F_saka.mp3","same","consonant","training",18,"hit"
"2025-04-01","1","8","Low LD","different",711.3000000000466,6.567094281739535,1,"Japanese","shiru-shiiru","different","AB","F_shiru.mp3","M_shiiru.mp3","different","vowel","training",18,"hit"
