Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sentence,Spreadsheet: key_word,Spreadsheet: sound,Spreadsheet: correct_answer,Spreadsheet: competing_distractor,Spreadsheet: non_competing_distractor_1,Spreadsheet: non_competing_distractor_2,Spreadsheet: origin_task,Spreadsheet: length,Spreadsheet: segment_type,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity,Spreadsheet: word_position,Spreadsheet: c_label,Spreadsheet: cd_label,Spreadsheet: ncd1_label,Spreadsheet: ncd2_label,Manipulation: Spreadsheet,Store: Example
49,1746922432872,11/05/2025 00:13:52,1746908032872,-4,10/05/2025 16:13:52,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,7,trial,Screen 1,6wu76v,1,action,haaku,4739.539999999994,4736.979999999996,4739.539999999994,4739.539999999994,4736.979999999996,4739.539999999994,1,4739.539999999994,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
50,1746922434077,11/05/2025 00:13:54,1746908034077,-4,10/05/2025 16:13:54,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,7,trial,Screen 1,6wu76v,1,continue,,5943.539999999994,5938.579999999987,5943.539999999994,5943.539999999994,5938.579999999987,5943.539999999994,0,5943.539999999994,0,0,,Click To Continue,Continue Button,5,object-70,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
51,1746922434077,11/05/2025 00:13:54,1746908034077,-4,10/05/2025 16:13:54,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,7,trial,Screen 1,6wu76v,1,response,haaku,5943.539999999994,5938.579999999987,5943.539999999994,5943.539999999994,5938.579999999987,5943.539999999994,1,5943.539999999994,0,0,haaku,CustomMultichoice,CustomMultichoice,4,object-68,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
52,1746922439960,11/05/2025 00:13:59,1746908039960,-4,10/05/2025 16:13:59,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,8,trial,Screen 1,6wu76v,1,info,audio started,5887.960000000006,5883,5887.960000000006,5887.960000000006,5883,5887.960000000006,0,5887.960000000006,0,0,,Audio Clip,Audio,3,object-78,trial,これは___ですよ。,meshi_s,F_meshi_s.mp3,meshi,meeshi,messhi,mashi,testing,short,vowel,e,e,medial,めし,めいし,めっし,まし,,correct
53,1746922441429,11/05/2025 00:14:01,1746908041429,-4,10/05/2025 16:14:01,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,8,trial,Screen 1,6wu76v,1,info,audio finished,7357.960000000006,7355.5,7357.960000000006,7357.960000000006,7355.5,7357.960000000006,0,7357.960000000006,0,0,,Audio Clip,Audio,3,object-78,trial,これは___ですよ。,meshi_s,F_meshi_s.mp3,meshi,meeshi,messhi,mashi,testing,short,vowel,e,e,medial,めし,めいし,めっし,まし,,correct
54,1746922442331,11/05/2025 00:14:02,1746908042331,-4,10/05/2025 16:14:02,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,8,trial,Screen 1,6wu76v,1,action,meshi,8259.960000000006,8258.440000000002,8259.960000000006,8259.960000000006,8258.440000000002,8259.960000000006,1,8259.960000000006,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,これは___ですよ。,meshi_s,F_meshi_s.mp3,meshi,meeshi,messhi,mashi,testing,short,vowel,e,e,medial,めし,めいし,めっし,まし,,correct
55,1746922443266,11/05/2025 00:14:03,1746908043266,-4,10/05/2025 16:14:03,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,8,trial,Screen 1,6wu76v,1,continue,,9194.960000000006,9189.160000000003,9194.960000000006,9194.960000000006,9189.160000000003,9194.960000000006,0,9194.960000000006,0,0,,Click To Continue,Continue Button,5,object-70,trial,これは___ですよ。,meshi_s,F_meshi_s.mp3,meshi,meeshi,messhi,mashi,testing,short,vowel,e,e,medial,めし,めいし,めっし,まし,,correct
56,1746922443266,11/05/2025 00:14:03,1746908043266,-4,10/05/2025 16:14:03,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,8,trial,Screen 1,6wu76v,1,response,meshi,9194.960000000006,9189.160000000003,9194.960000000006,9194.960000000006,9189.160000000003,9194.960000000006,1,9194.960000000006,0,0,meshi,CustomMultichoice,CustomMultichoice,4,object-68,trial,これは___ですよ。,meshi_s,F_meshi_s.mp3,meshi,meeshi,messhi,mashi,testing,short,vowel,e,e,medial,めし,めいし,めっし,まし,,correct
57,1746922444184,11/05/2025 00:14:04,1746908044184,-4,10/05/2025 16:14:04,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,info,audio started,923.7799999999843,916.8399999999965,923.7799999999843,923.7799999999843,916.8399999999965,923.7799999999843,0,923.7799999999843,0,0,,Audio Clip,Audio,3,object-78,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
58,1746922445705,11/05/2025 00:14:05,1746908045705,-4,10/05/2025 16:14:05,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,info,audio finished,2444.800000000003,2437.9400000000023,2444.800000000003,2444.800000000003,2437.9400000000023,2444.800000000003,0,2444.800000000003,0,0,,Audio Clip,Audio,3,object-78,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
59,1746922446628,11/05/2025 00:14:06,1746908046628,-4,10/05/2025 16:14:06,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,info,audio started,3366.800000000003,3361.720000000001,3366.800000000003,3366.800000000003,3361.720000000001,3366.800000000003,0,3366.800000000003,0,0,,Audio Clip,Audio,3,object-78,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
60,1746922448155,11/05/2025 00:14:08,1746908048155,-4,10/05/2025 16:14:08,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,info,audio finished,4893.800000000003,4889.779999999999,4893.800000000003,4893.800000000003,4889.779999999999,4893.800000000003,0,4893.800000000003,0,0,,Audio Clip,Audio,3,object-78,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
61,1746922449159,11/05/2025 00:14:09,1746908049159,-4,10/05/2025 16:14:09,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,action,gaki,5898.800000000003,5896.900000000009,5898.800000000003,5898.800000000003,5896.900000000009,5898.800000000003,1,5898.800000000003,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
62,1746922449886,11/05/2025 00:14:09,1746908049886,-4,10/05/2025 16:14:09,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,continue,,6624.800000000003,6619.260000000009,6624.800000000003,6624.800000000003,6619.260000000009,6624.800000000003,0,6624.800000000003,0,0,,Click To Continue,Continue Button,5,object-70,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
63,1746922449886,11/05/2025 00:14:09,1746908049886,-4,10/05/2025 16:14:09,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,9,trial,Screen 1,6wu76v,1,response,gaki,6625.800000000003,6619.260000000009,6625.800000000003,6625.800000000003,6619.260000000009,6625.800000000003,1,6625.800000000003,0,0,gaki,CustomMultichoice,CustomMultichoice,4,object-68,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
64,1746922450912,11/05/2025 00:14:10,1746908050912,-4,10/05/2025 16:14:10,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,10,trial,Screen 1,6wu76v,1,info,audio started,1033.5399999999936,1027.9599999999919,1033.5399999999936,1033.5399999999936,1027.9599999999919,1033.5399999999936,0,1033.5399999999936,0,0,,Audio Clip,Audio,3,object-78,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
65,1746922453678,11/05/2025 00:14:13,1746908053678,-4,10/05/2025 16:14:13,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,10,trial,Screen 1,6wu76v,1,info,audio finished,3798.5399999999936,3792.37999999999,3798.5399999999936,3798.5399999999936,3792.37999999999,3798.5399999999936,0,3798.5399999999936,0,0,,Audio Clip,Audio,3,object-78,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
66,1746922455033,11/05/2025 00:14:15,1746908055033,-4,10/05/2025 16:14:15,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,10,trial,Screen 1,6wu76v,1,action,oto,5152.539999999994,5146.739999999991,5152.539999999994,5152.539999999994,5146.739999999991,5152.539999999994,1,5152.539999999994,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
67,1746922456094,11/05/2025 00:14:16,1746908056094,-4,10/05/2025 16:14:16,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,10,trial,Screen 1,6wu76v,1,continue,,6214.539999999994,6209.439999999988,6214.539999999994,6214.539999999994,6209.439999999988,6214.539999999994,0,6214.539999999994,0,0,,Click To Continue,Continue Button,5,object-70,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
68,1746922456094,11/05/2025 00:14:16,1746908056094,-4,10/05/2025 16:14:16,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,10,trial,Screen 1,6wu76v,1,response,oto,6214.539999999994,6209.439999999988,6214.539999999994,6214.539999999994,6209.439999999988,6214.539999999994,1,6214.539999999994,0,0,oto,CustomMultichoice,CustomMultichoice,4,object-68,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
69,1746922456880,11/05/2025 00:14:16,1746908056880,-4,10/05/2025 16:14:16,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,11,trial,Screen 1,6wu76v,1,info,audio started,791.1000000000058,784.8800000000047,791.1000000000058,791.1000000000058,784.8800000000047,791.1000000000058,0,791.1000000000058,0,0,,Audio Clip,Audio,3,object-78,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
70,1746922458791,11/05/2025 00:14:18,1746908058791,-4,10/05/2025 16:14:18,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,11,trial,Screen 1,6wu76v,1,info,audio finished,2701.920000000013,2694.9600000000064,2701.920000000013,2701.920000000013,2694.9600000000064,2701.920000000013,0,2701.920000000013,0,0,,Audio Clip,Audio,3,object-78,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
71,1746922459470,11/05/2025 00:14:19,1746908059470,-4,10/05/2025 16:14:19,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,11,trial,Screen 1,6wu76v,1,action,obasan,3381.100000000006,3375.6399999999994,3381.100000000006,3381.100000000006,3375.6399999999994,3381.100000000006,1,3381.100000000006,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
72,1746922460790,11/05/2025 00:14:20,1746908060790,-4,10/05/2025 16:14:20,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,11,trial,Screen 1,6wu76v,1,continue,,4702.100000000006,4695.320000000007,4702.100000000006,4702.100000000006,4695.320000000007,4702.100000000006,0,4702.100000000006,0,0,,Click To Continue,Continue Button,5,object-70,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
73,1746922460791,11/05/2025 00:14:20,1746908060791,-4,10/05/2025 16:14:20,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,11,trial,Screen 1,6wu76v,1,response,obasan,4702.100000000006,4695.320000000007,4702.100000000006,4702.100000000006,4695.320000000007,4702.100000000006,1,4702.100000000006,0,0,obasan,CustomMultichoice,CustomMultichoice,4,object-68,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
74,1746922461516,11/05/2025 00:14:21,1746908061516,-4,10/05/2025 16:14:21,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,12,trial,Screen 1,6wu76v,1,info,audio started,731.7799999999988,729.3000000000029,731.7799999999988,731.7799999999988,729.3000000000029,731.7799999999988,0,731.7799999999988,0,0,,Audio Clip,Audio,3,object-78,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
75,1746922462987,11/05/2025 00:14:22,1746908062987,-4,10/05/2025 16:14:22,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,12,trial,Screen 1,6wu76v,1,info,audio finished,2201.779999999999,2201.779999999999,2201.779999999999,2201.779999999999,2201.779999999999,2201.779999999999,0,2201.779999999999,0,0,,Audio Clip,Audio,3,object-78,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
76,1746922465783,11/05/2025 00:14:25,1746908065783,-4,10/05/2025 16:14:25,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,12,trial,Screen 1,6wu76v,1,action,shiiteiru,4998.779999999999,4993.959999999992,4998.779999999999,4998.779999999999,4993.959999999992,4998.779999999999,0,4998.779999999999,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
77,1746922467704,11/05/2025 00:14:27,1746908067704,-4,10/05/2025 16:14:27,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,12,trial,Screen 1,6wu76v,1,action,shiteiru,6919.779999999999,6917.919999999998,6919.779999999999,6919.779999999999,6917.919999999998,6919.779999999999,1,6919.779999999999,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
78,1746922469113,11/05/2025 00:14:29,1746908069113,-4,10/05/2025 16:14:29,220234,3,task-arbx,,46054493,BLIND,13084914,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,2560x1440,2560x1284,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,post_test_assessment,post_test_assessment,12,trial,Screen 1,6wu76v,1,info,audio started,8328.779999999999,8327.880000000005,8328.779999999999,8328.779999999999,8327.880000000005,8328.779999999999,0,8328.779999999999,0,0,,Audio Clip,Audio,3,object-78,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
