Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sentence,Spreadsheet: key_word,Spreadsheet: sound,Spreadsheet: correct_answer,Spreadsheet: competing_distractor,Spreadsheet: non_competing_distractor_1,Spreadsheet: non_competing_distractor_2,Spreadsheet: origin_task,Spreadsheet: length,Spreadsheet: segment_type,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity,Spreadsheet: word_position,Spreadsheet: c_label,Spreadsheet: cd_label,Spreadsheet: ncd1_label,Spreadsheet: ncd2_label,Manipulation: Spreadsheet,Store: Example
95,1745534834299,24/04/2025 22:47:14,1745520434299,-4,24/04/2025 14:47:14,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,16,trial,Screen 1,6wu76v,1,action,shitteiru,5231.400000190741,5216.600000000006,5231.400000190741,5231.400000190741,5216.600000000006,5231.400000190741,0,5231.400000190741,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
96,1745534835809,24/04/2025 22:47:15,1745520435809,-4,24/04/2025 14:47:15,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,16,trial,Screen 1,6wu76v,1,continue,,6741.600000000006,6733.399999999994,6741.600000000006,6741.600000000006,6733.399999999994,6741.600000000006,0,6741.600000000006,0,0,,Click To Continue,Continue Button,5,object-70,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
97,1745534835809,24/04/2025 22:47:15,1745520435809,-4,24/04/2025 14:47:15,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,16,trial,Screen 1,6wu76v,1,response,shitteiru,6742.000000095373,6733.399999999994,6742.000000095373,6742.000000095373,6733.399999999994,6742.000000095373,0,6742.000000095373,0,0,shitteiru,CustomMultichoice,CustomMultichoice,4,object-68,trial,かのじょはもう___。,shiteiru_s,F_shiteiru_s.mp3,shiteiru,shitteiru,shiiteiru,jiteiru,testing,short,consonant,t,t,medial,している,しっている,しいている,じている,,correct
98,1745534837504,24/04/2025 22:47:17,1745520437504,-4,24/04/2025 14:47:17,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,17,trial,Screen 1,6wu76v,1,info,audio started,1703.2000000000116,1699.7000000000116,1703.2000000000116,1703.2000000000116,1699.7000000000116,1703.2000000000116,0,1703.2000000000116,0,0,,Audio Clip,Audio,3,object-78,trial,___にきめました。,isshoku_s,F_isshoku_s.mp3,isshoku,ishoku,iishoku,issoku,training,long,consonant,sh,ssh,medial,いっしょく,いしょく,いいしょく,いっそく,,correct
99,1745534839040,24/04/2025 22:47:19,1745520439040,-4,24/04/2025 14:47:19,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,17,trial,Screen 1,6wu76v,1,info,audio finished,3239.9000000476954,3233.100000000006,3239.9000000476954,3239.9000000476954,3233.100000000006,3239.9000000476954,0,3239.9000000476954,0,0,,Audio Clip,Audio,3,object-78,trial,___にきめました。,isshoku_s,F_isshoku_s.mp3,isshoku,ishoku,iishoku,issoku,training,long,consonant,sh,ssh,medial,いっしょく,いしょく,いいしょく,いっそく,,correct
100,1745534841567,24/04/2025 22:47:21,1745520441567,-4,24/04/2025 14:47:21,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,17,trial,Screen 1,6wu76v,1,action,isshoku,5766.500000000029,5749.8000000000175,5766.500000000029,5766.500000000029,5749.8000000000175,5766.500000000029,1,5766.500000000029,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,___にきめました。,isshoku_s,F_isshoku_s.mp3,isshoku,ishoku,iishoku,issoku,training,long,consonant,sh,ssh,medial,いっしょく,いしょく,いいしょく,いっそく,,correct
101,1745534842573,24/04/2025 22:47:22,1745520442573,-4,24/04/2025 14:47:22,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,17,trial,Screen 1,6wu76v,1,continue,,6772.800000143063,6766.5,6772.800000143063,6772.800000143063,6766.5,6772.800000143063,0,6772.800000143063,0,0,,Click To Continue,Continue Button,5,object-70,trial,___にきめました。,isshoku_s,F_isshoku_s.mp3,isshoku,ishoku,iishoku,issoku,training,long,consonant,sh,ssh,medial,いっしょく,いしょく,いいしょく,いっそく,,correct
102,1745534842574,24/04/2025 22:47:22,1745520442574,-4,24/04/2025 14:47:22,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,17,trial,Screen 1,6wu76v,1,response,isshoku,6773.300000143063,6766.5,6773.300000143063,6773.300000143063,6766.5,6773.300000143063,1,6773.300000143063,0,0,isshoku,CustomMultichoice,CustomMultichoice,4,object-68,trial,___にきめました。,isshoku_s,F_isshoku_s.mp3,isshoku,ishoku,iishoku,issoku,training,long,consonant,sh,ssh,medial,いっしょく,いしょく,いいしょく,いっそく,,correct
103,1745534844113,24/04/2025 22:47:24,1745520444113,-4,24/04/2025 14:47:24,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,18,trial,Screen 1,6wu76v,1,info,audio started,1545.9000000476954,1533.5,1545.9000000476954,1545.9000000476954,1533.5,1545.9000000476954,0,1545.9000000476954,0,0,,Audio Clip,Audio,3,object-78,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
104,1745534846874,24/04/2025 22:47:26,1745520446874,-4,24/04/2025 14:47:26,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,18,trial,Screen 1,6wu76v,1,info,audio finished,4306.800000143063,4299.8000000000175,4306.800000143063,4306.800000143063,4299.8000000000175,4306.800000143063,0,4306.800000143063,0,0,,Audio Clip,Audio,3,object-78,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
105,1745534852975,24/04/2025 22:47:32,1745520452975,-4,24/04/2025 14:47:32,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,18,trial,Screen 1,6wu76v,1,action,otoo,10407.600000095379,10400,10407.600000095379,10407.600000095379,10400,10407.600000095379,0,10407.600000095379,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
106,1745534854059,24/04/2025 22:47:34,1745520454059,-4,24/04/2025 14:47:34,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,18,trial,Screen 1,6wu76v,1,continue,,11491.500000190747,11483,11491.500000190747,11491.500000190747,11483,11491.500000190747,0,11491.500000190747,0,0,,Click To Continue,Continue Button,5,object-70,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
107,1745534854059,24/04/2025 22:47:34,1745520454059,-4,24/04/2025 14:47:34,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,18,trial,Screen 1,6wu76v,1,response,otoo,11491.900000047695,11483,11491.900000047695,11491.900000047695,11483,11491.900000047695,0,11491.900000047695,0,0,otoo,CustomMultichoice,CustomMultichoice,4,object-68,trial,そのことばは「___」とよみます。,oto_s,F_oto_s.mp3,oto,otto,ooto,otoo,training,short,consonant,t,t,medial,おと,おっと,おうと,おとう,,correct
108,1745534855792,24/04/2025 22:47:35,1745520455792,-4,24/04/2025 14:47:35,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,19,trial,Screen 1,6wu76v,1,info,audio started,1742.100000095379,1733.6000000000058,1742.100000095379,1742.100000095379,1733.6000000000058,1742.100000095379,0,1742.100000095379,0,0,,Audio Clip,Audio,3,object-78,trial,このじょうきょうに___がいるとおもう。,hoosoo_s,F_hoosoo_s.mp3,hoosoo,hosoo,hossoo,hooso,testing,long,vowel,o,oo,medial,ほうそう,ほそう,ほっそう,ほうそ,,correct
109,1745534858674,24/04/2025 22:47:38,1745520458674,-4,24/04/2025 14:47:38,220234,3,task-arbx,,45628658,BLIND,13043763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x932,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet4,,spreadsheet4,,,day 1 complete,post_test_assessment,post_test_assessment,19,trial,Screen 1,6wu76v,1,info,audio finished,4623.5000001907465,4616.900000000023,4623.5000001907465,4623.5000001907465,4616.900000000023,4623.5000001907465,0,4623.5000001907465,0,0,,Audio Clip,Audio,3,object-78,trial,このじょうきょうに___がいるとおもう。,hoosoo_s,F_hoosoo_s.mp3,hoosoo,hosoo,hossoo,hooso,testing,long,vowel,o,oo,medial,ほうそう,ほそう,ほっそう,ほうそ,,correct
