Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Spreadsheet,TrialsPerBlock,stimuli_type,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sound,Spreadsheet: pair,Spreadsheet: language,Spreadsheet: randomize_trials,Spreadsheet: left_word,Spreadsheet: right_word,Spreadsheet: first_dim_step,Spreadsheet: second_dim_step,Spreadsheet: endpoint_1,Spreadsheet: endpoint_2,Spreadsheet: break_duration,Spreadsheet: block_display,Manipulation: Spreadsheet,Manipulation: TrialsPerBlock,Manipulation: stimuli_type,Store: left_word,Store: right_word,Store: spreadsheet,Store: Progress
11,1748548757856,29/05/2025 19:59:17,1748523557856,-7,29/05/2025 05:59:17,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,13127.800000023839,13111.099999999999,13127.800000023839,13127.800000023839,13111.099999999999,13127.800000023839,1,13127.800000023839,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,
12,1748548758623,29/05/2025 19:59:18,1748523558623,-7,29/05/2025 05:59:18,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,13894.499999952313,13878.199999999997,13894.499999952313,13894.499999952313,13878.199999999997,13894.499999952313,1,13894.499999952313,0,0,,Audio Clip,indent,2,object-301,instructions_1D,,,,,,,,,,,,,,28,,,,,
13,1748548758924,29/05/2025 19:59:18,1748523558924,-7,29/05/2025 05:59:18,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,14194.999999999993,14178.399999999994,14194.999999999993,14194.999999999993,14178.399999999994,14194.999999999993,1,14194.999999999993,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,
14,1748548759632,29/05/2025 19:59:19,1748523559632,-7,29/05/2025 05:59:19,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,14903.300000023839,14895.599999999999,14903.300000023839,14903.300000023839,14895.599999999999,14903.300000023839,1,14903.300000023839,0,0,,Audio Clip,risen,5,object-304,instructions_1D,,,,,,,,,,,,,,28,,,,,
15,1748548759970,29/05/2025 19:59:19,1748523559970,-7,29/05/2025 05:59:19,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,15241.800000023839,15229.299999999996,15241.800000023839,15241.800000023839,15229.299999999996,15241.800000023839,1,15241.800000023839,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,
16,1748548760676,29/05/2025 19:59:20,1748523560676,-7,29/05/2025 05:59:20,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,15947.699999999997,15946.5,15947.699999999997,15947.699999999997,15946.5,15947.699999999997,1,15947.699999999997,0,0,,Audio Clip,reason,4,object-303,instructions_1D,,,,,,,,,,,,,,28,,,,,
17,1748548762134,29/05/2025 19:59:22,1748523562134,-7,29/05/2025 05:59:22,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,17405.90000004768,17397.6,17405.90000004768,17405.90000004768,17397.6,17405.90000004768,1,17405.90000004768,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,
18,1748548762605,29/05/2025 19:59:22,1748523562605,-7,29/05/2025 05:59:22,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,17877.099999976155,17864.699999999997,17877.099999976155,17877.099999976155,17864.699999999997,17877.099999976155,1,17877.099999976155,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,
19,1748548763025,29/05/2025 19:59:23,1748523563025,-7,29/05/2025 05:59:23,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,18296.699999999997,18281.899999999994,18296.699999999997,18296.699999999997,18281.899999999994,18296.699999999997,1,18296.699999999997,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,
20,1748548763578,29/05/2025 19:59:23,1748523563578,-7,29/05/2025 05:59:23,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,18849.199999999997,18848.799999999996,18849.199999999997,18849.199999999997,18848.799999999996,18849.199999999997,1,18849.199999999997,0,0,,Audio Clip,katta,9,object-308,instructions_1D,,,,,,,,,,,,,,28,,,,,
21,1748548764318,29/05/2025 19:59:24,1748523564318,-7,29/05/2025 05:59:24,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,19589.499999952313,19582.899999999994,19589.499999952313,19589.499999952313,19582.899999999994,19589.499999952313,1,19589.499999952313,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,
22,1748548764712,29/05/2025 19:59:24,1748523564712,-7,29/05/2025 05:59:24,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,19982.999999999993,19966.399999999994,19982.999999999993,19982.999999999993,19966.399999999994,19982.999999999993,1,19982.999999999993,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,
23,1748548765485,29/05/2025 19:59:25,1748523565485,-7,29/05/2025 05:59:25,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,20757.199999999997,20750.5,20757.199999999997,20757.199999999997,20750.5,20757.199999999997,1,20757.199999999997,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,
24,1748548765964,29/05/2025 19:59:25,1748523565964,-7,29/05/2025 05:59:25,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,21235.30000002384,21234.299999999996,21235.30000002384,21235.30000002384,21234.299999999996,21235.30000002384,1,21235.30000002384,0,0,,Audio Clip,kata,8,object-307,instructions_1D,,,,,,,,,,,,,,28,,,,,
25,1748548766533,29/05/2025 19:59:26,1748523566533,-7,29/05/2025 05:59:26,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,21802.59999999999,21785.399999999994,21802.59999999999,21802.59999999999,21785.399999999994,21802.59999999999,1,21802.59999999999,0,0,,Audio Clip,tooru,7,object-306,instructions_1D,,,,,,,,,,,,,,28,,,,,
26,1748548767163,29/05/2025 19:59:27,1748523567163,-7,29/05/2025 05:59:27,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,22434.40000004768,22418.5,22434.40000004768,22434.40000004768,22418.5,22434.40000004768,1,22434.40000004768,0,0,,Audio Clip,tooru,7,object-306,instructions_1D,,,,,,,,,,,,,,28,,,,,
27,1748548768160,29/05/2025 19:59:28,1748523568160,-7,29/05/2025 05:59:28,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio started,23432.099999976155,23419.299999999996,23432.099999976155,23432.099999976155,23419.299999999996,23432.099999976155,1,23432.099999976155,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,
28,1748548768552,29/05/2025 19:59:28,1748523568552,-7,29/05/2025 05:59:28,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,info,audio finished,23823.90000004768,23819.699999999997,23823.90000004768,23823.90000004768,23819.699999999997,23823.90000004768,1,23823.90000004768,0,0,,Audio Clip,toru,6,object-305,instructions_1D,,,,,,,,,,,,,,28,,,,,
29,1748548769042,29/05/2025 19:59:29,1748523569042,-7,29/05/2025 05:59:29,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,samples,bt77lf,6,continue,,24313.599999976155,24303.6,24313.599999976155,24313.599999976155,24303.6,24313.599999976155,1,24313.599999976155,0,0,,Click To Continue,Continue Button,10,object-309,instructions_1D,,,,,,,,,,,,,,28,,,,,
30,1748548776438,29/05/2025 19:59:36,1748523576438,-7,29/05/2025 05:59:36,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,number of blocks and trials,ltk5d3,7,continue,,7405.899999952315,7389.299999999996,7405.899999952315,7405.899999952315,7389.299999999996,7405.899999952315,1,7405.899999952315,0,0,,Click To Continue,Continue Button,2,object-313,instructions_1D,,,,,,,,,,,,,,28,,,,,
31,1748548777295,29/05/2025 19:59:37,1748523577295,-7,29/05/2025 05:59:37,220732,2,task-uhhx,repeat-m9cn#4,46657576,BLIND,13263579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,final training complete SAMEDIF,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet1,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,spreadsheet1_1D,28,,spreadsheet1_1D,1,instructions_1D,start,cfmwuw,8,continue,,873.4000000238448,867.9000000000087,873.4000000238448,873.4000000238448,867.9000000000087,873.4000000238448,1,873.4000000238448,0,0,,Click To Continue,Continue Button,2,object-318,instructions_1D,,,,,,,,,,,,,,28,,,,,
