Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Spreadsheet,TrialsPerBlock,stimuli_type,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sound,Spreadsheet: pair,Spreadsheet: language,Spreadsheet: randomize_trials,Spreadsheet: left_word,Spreadsheet: right_word,Spreadsheet: first_dim_step,Spreadsheet: second_dim_step,Spreadsheet: endpoint_1,Spreadsheet: endpoint_2,Spreadsheet: break_duration,Spreadsheet: block_display,Manipulation: Spreadsheet,Manipulation: TrialsPerBlock,Manipulation: stimuli_type,Store: left_word,Store: right_word,Store: spreadsheet,Store: Progress
121,1745552640076,25/04/2025 03:44:00,1745527440076,-7,24/04/2025 13:44:00,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,11,trial,response,b4qig6,4,continue,,2072.100000095379,2065.8000000000175,2072.100000095379,2072.100000095379,2065.8000000000175,2072.100000095379,1,2072.100000095379,0,0,,Click To Continue,Continue Button,6,object-328,trial,D_T_VOT_3_F0_3.mp3,indent-intent,English,1,,,3,3,left_word,right_word,,,,28,,intent.png,indent.png,,11
122,1745552640079,25/04/2025 03:44:00,1745527440079,-7,24/04/2025 13:44:00,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,11,trial,response,b4qig6,4,response,50,949.2000000000116,2065.8000000000175,2073.4000000476954,949.2000000000116,2065.8000000000175,2073.4000000476954,1,949.2000000000116,1124.2000000476837,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_3_F0_3.mp3,indent-intent,English,1,,,3,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
123,1745552640220,25/04/2025 03:44:00,1745527440220,-7,24/04/2025 13:44:00,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,150 ms pause,rz316y,1,timedOut,,150.19999995231046,150.10000000000582,150.19999995231046,150.19999995231046,150.10000000000582,150.19999995231046,1,150.19999995231046,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
124,1745552640223,25/04/2025 03:44:00,1745527440223,-7,24/04/2025 13:44:00,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,fixation and stimuli,qfds9m,2,info,audio started,3.0000000476720743,0,3.0000000476720743,3.0000000476720743,0,3.0000000476720743,1,3.0000000476720743,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
125,1745552640981,25/04/2025 03:44:00,1745527440981,-7,24/04/2025 13:44:00,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,fixation and stimuli,qfds9m,2,info,audio finished,761.0000000476721,758.1999999999825,761.0000000476721,761.0000000476721,758.1999999999825,761.0000000476721,1,761.0000000476721,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
126,1745552640997,25/04/2025 03:44:00,1745527440997,-7,24/04/2025 13:44:00,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,fixation and stimuli,qfds9m,2,continue,,766.3999999999651,758.1999999999825,766.3999999999651,766.3999999999651,758.1999999999825,766.3999999999651,1,766.3999999999651,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
127,1745552641129,25/04/2025 03:44:01,1745527441129,-7,24/04/2025 13:44:01,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,150ms pause,ceke9i,3,timedOut,,150.3999999523221,150.20000000001164,150.3999999523221,150.3999999523221,150.20000000001164,150.3999999523221,1,150.3999999523221,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
128,1745552641136,25/04/2025 03:44:01,1745527441136,-7,24/04/2025 13:44:01,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,response,b4qig6,4,info,,7.300000095361611,0,7.300000095361611,7.300000095361611,0,7.300000095361611,1,7.300000095361611,0,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
129,1745552643519,25/04/2025 03:44:03,1745527443519,-7,24/04/2025 13:44:03,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,response,b4qig6,4,continue,,2390.6999999523105,2375.2999999999884,2390.6999999523105,2390.6999999523105,2375.2999999999884,2390.6999999523105,1,2390.6999999523105,0,0,,Click To Continue,Continue Button,6,object-328,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,12
130,1745552643521,25/04/2025 03:44:03,1745527443521,-7,24/04/2025 13:44:03,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,12,trial,response,b4qig6,4,response,100,758.8999999999942,2375.2999999999884,2391.1999999523105,758.8999999999942,2375.2999999999884,2391.1999999523105,1,758.8999999999942,1632.2999999523163,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
131,1745552643656,25/04/2025 03:44:03,1745527443656,-7,24/04/2025 13:44:03,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,150 ms pause,rz316y,1,timedOut,,152.20000014305697,149.5,152.20000014305697,152.20000014305697,149.5,152.20000014305697,1,152.20000014305697,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
132,1745552643659,25/04/2025 03:44:03,1745527443659,-7,24/04/2025 13:44:03,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,fixation and stimuli,qfds9m,2,info,audio started,5.600000000005821,0,5.600000000005821,5.600000000005821,0,5.600000000005821,1,5.600000000005821,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
133,1745552644442,25/04/2025 03:44:04,1745527444442,-7,24/04/2025 13:44:04,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,fixation and stimuli,qfds9m,2,info,audio finished,788.8000000476895,783.8999999999942,788.8000000476895,788.8000000476895,783.8999999999942,788.8000000476895,1,788.8000000476895,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
134,1745552644443,25/04/2025 03:44:04,1745527444443,-7,24/04/2025 13:44:04,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,fixation and stimuli,qfds9m,2,continue,,789.3999999523221,783.8999999999942,789.3999999523221,789.3999999523221,783.8999999999942,789.3999999523221,1,789.3999999523221,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
135,1745552644587,25/04/2025 03:44:04,1745527444587,-7,24/04/2025 13:44:04,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,150ms pause,ceke9i,3,timedOut,,150.10000009537907,149.30000000001746,150.10000009537907,150.10000009537907,149.30000000001746,150.10000009537907,1,150.10000009537907,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
136,1745552644593,25/04/2025 03:44:04,1745527444593,-7,24/04/2025 13:44:04,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,response,b4qig6,4,info,,6.300000095361611,0,6.300000095361611,6.300000095361611,0,6.300000095361611,1,6.300000095361611,0,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
137,1745552646859,25/04/2025 03:44:06,1745527446859,-7,24/04/2025 13:44:06,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,response,b4qig6,4,continue,,2272.5000001430453,2266.7999999999884,2272.5000001430453,2272.5000001430453,2266.7999999999884,2272.5000001430453,1,2272.5000001430453,0,0,,Click To Continue,Continue Button,6,object-328,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,13
138,1745552646861,25/04/2025 03:44:06,1745527446861,-7,24/04/2025 13:44:06,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,13,trial,response,b4qig6,4,response,3,1316.6000000000058,2266.7999999999884,2273.5000001430453,1316.6000000000058,2266.7999999999884,2273.5000001430453,1,1316.6000000000058,956.9000001430395,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_5_F0_3.mp3,indent-intent,English,1,,,5,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
139,1745552647004,25/04/2025 03:44:07,1745527447004,-7,24/04/2025 13:44:07,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,150 ms pause,rz316y,1,timedOut,,150.8999999523221,150,150.8999999523221,150.8999999523221,150,150.8999999523221,1,150.8999999523221,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
140,1745552647007,25/04/2025 03:44:07,1745527447007,-7,24/04/2025 13:44:07,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,fixation and stimuli,qfds9m,2,info,audio started,3.6000000000058208,0,3.6000000000058208,3.6000000000058208,0,3.6000000000058208,1,3.6000000000058208,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
141,1745552647792,25/04/2025 03:44:07,1745527447792,-7,24/04/2025 13:44:07,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,fixation and stimuli,qfds9m,2,info,audio finished,788.5000000953733,783.7000000000116,788.5000000953733,788.5000000953733,783.7000000000116,788.5000000953733,1,788.5000000953733,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
142,1745552647793,25/04/2025 03:44:07,1745527447793,-7,24/04/2025 13:44:07,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,fixation and stimuli,qfds9m,2,continue,,790.1000000000058,783.7000000000116,790.1000000000058,790.1000000000058,783.7000000000116,790.1000000000058,1,790.1000000000058,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
143,1745552647938,25/04/2025 03:44:07,1745527447938,-7,24/04/2025 13:44:07,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,150ms pause,ceke9i,3,timedOut,,151.00000014304533,150.10000000000582,151.00000014304533,151.00000014304533,150.10000000000582,151.00000014304533,1,151.00000014304533,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
144,1745552647944,25/04/2025 03:44:07,1745527447944,-7,24/04/2025 13:44:07,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,response,b4qig6,4,info,,7.20000009535579,0,7.20000009535579,7.20000009535579,0,7.20000009535579,1,7.20000009535579,0,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
145,1745552653007,25/04/2025 03:44:13,1745527453007,-7,24/04/2025 13:44:13,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,response,b4qig6,4,continue,,5070.000000047672,5066.5,5070.000000047672,5070.000000047672,5066.5,5070.000000047672,1,5070.000000047672,0,0,,Click To Continue,Continue Button,6,object-328,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,14
146,1745552653024,25/04/2025 03:44:13,1745527453024,-7,24/04/2025 13:44:13,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,14,trial,response,b4qig6,4,response,63,1891.1999999999825,5066.5,5075.3000000000175,1891.1999999999825,5066.5,5075.3000000000175,1,1891.1999999999825,3184.100000000035,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_2_F0_3.mp3,indent-intent,English,1,,,2,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
147,1745552653155,25/04/2025 03:44:13,1745527453155,-7,24/04/2025 13:44:13,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,150 ms pause,rz316y,1,timedOut,,151.00000004767207,150,151.00000004767207,151.00000004767207,150,151.00000004767207,1,151.00000004767207,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
148,1745552653158,25/04/2025 03:44:13,1745527453158,-7,24/04/2025 13:44:13,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,fixation and stimuli,qfds9m,2,info,audio started,4.400000143039506,0,4.400000143039506,4.400000143039506,0,4.400000143039506,1,4.400000143039506,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
149,1745552653918,25/04/2025 03:44:13,1745527453918,-7,24/04/2025 13:44:13,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,fixation and stimuli,qfds9m,2,info,audio finished,768.0000000476721,766.5,768.0000000476721,768.0000000476721,766.5,768.0000000476721,1,768.0000000476721,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
150,1745552653919,25/04/2025 03:44:13,1745527453919,-7,24/04/2025 13:44:13,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,fixation and stimuli,qfds9m,2,continue,,768.5000000476721,766.5,768.5000000476721,768.5000000476721,766.5,768.5000000476721,1,768.5000000476721,0,0,,Audio Clip,Audio stim,2,object-177,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
151,1745552654068,25/04/2025 03:44:14,1745527454068,-7,24/04/2025 13:44:14,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,150ms pause,ceke9i,3,timedOut,,150.7000000953558,149.59999999997672,150.7000000953558,150.7000000953558,149.59999999997672,150.7000000953558,1,150.7000000953558,0,0,,Time Limit,screen,0,screen,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
152,1745552654072,25/04/2025 03:44:14,1745527454072,-7,24/04/2025 13:44:14,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,response,b4qig6,4,info,,5.499999952327926,0,5.499999952327926,5.499999952327926,0,5.499999952327926,1,5.499999952327926,0,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
153,1745552656402,25/04/2025 03:44:16,1745527456402,-7,24/04/2025 13:44:16,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,response,b4qig6,4,continue,,2335.300000143063,2333.4000000000233,2335.300000143063,2335.300000143063,2333.4000000000233,2335.300000143063,1,2335.300000143063,0,0,,Click To Continue,Continue Button,6,object-328,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,15
154,1745552656403,25/04/2025 03:44:16,1745527456403,-7,24/04/2025 13:44:16,220234,3,task-f3fu,,45630448,BLIND,13266036,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x640,day 1 complete,,0,VAS Task,5,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet3,,day 1 complete,,spreadsheet1_1D,28,,spreadsheet1_1D,15,trial,response,b4qig6,4,response,84,1116.6000000000058,2333.4000000000233,2336.300000143063,1116.6000000000058,2333.4000000000233,2336.300000143063,1,1116.6000000000058,1219.700000143057,0,response_slider,Slider,Slider,2,object-45,trial,D_T_VOT_1_F0_3.mp3,indent-intent,English,1,,,1,3,left_word,right_word,,,,28,,intent.png,indent.png,,16
