Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sentence,Spreadsheet: key_word,Spreadsheet: sound,Spreadsheet: correct_answer,Spreadsheet: competing_distractor,Spreadsheet: non_competing_distractor_1,Spreadsheet: non_competing_distractor_2,Spreadsheet: origin_task,Spreadsheet: length,Spreadsheet: segment_type,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity,Spreadsheet: word_position,Spreadsheet: c_label,Spreadsheet: cd_label,Spreadsheet: ncd1_label,Spreadsheet: ncd2_label,Manipulation: Spreadsheet,Store: Example
1,1742919769749,25/03/2025 16:22:49,1742905369749,-4,25/03/2025 08:22:49,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1742919788463,25/03/2025 16:23:08,1742905388463,-4,25/03/2025 08:23:08,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,instructions,7ieynj,1,continue,,18181.899999999998,18166,18181.899999999998,18181.899999999998,18166,18181.899999999998,1,18181.899999999998,0,0,,Click To Continue,Continue Button,2,object-81,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
3,1742919791485,25/03/2025 16:23:11,1742905391485,-4,25/03/2025 08:23:11,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,info,audio started,3039.900000017882,3034.100000000002,3039.900000017882,3039.900000017882,3034.100000000002,3039.900000017882,0,3039.900000017882,0,0,,Audio Clip,Audio,3,object-89,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
4,1742919792999,25/03/2025 16:23:12,1742905392999,-4,25/03/2025 08:23:12,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,info,audio finished,4553.900000017882,4550.799999999999,4553.900000017882,4553.900000017882,4550.799999999999,4553.900000017882,0,4553.900000017882,0,0,,Audio Clip,Audio,3,object-89,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
5,1742919802866,25/03/2025 16:23:22,1742905402866,-4,25/03/2025 08:23:22,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,action,kiita,14421.800000023843,14416.8,14421.800000023843,14421.800000023843,14416.8,14421.800000023843,1,14421.800000023843,0,0,,CustomMultichoice,CustomMultichoice,4,object-90,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
6,1742919805460,25/03/2025 16:23:25,1742905405460,-4,25/03/2025 08:23:25,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,info,audio started,17015.60000000596,17000.8,17015.60000000596,17015.60000000596,17000.8,17015.60000000596,0,17015.60000000596,0,0,,Audio Clip,Audio,3,object-89,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
7,1742919806974,25/03/2025 16:23:26,1742905406974,-4,25/03/2025 08:23:26,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,info,audio finished,18529.10000000596,18516.500000000004,18529.10000000596,18529.10000000596,18516.500000000004,18529.10000000596,0,18529.10000000596,0,0,,Audio Clip,Audio,3,object-89,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
8,1742919811777,25/03/2025 16:23:31,1742905411777,-4,25/03/2025 08:23:31,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,continue,,23332.400000000005,23316.600000000002,23332.400000000005,23332.400000000005,23316.600000000002,23332.400000000005,0,23332.400000000005,0,0,,Click To Continue,Continue Button,5,object-87,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,
9,1742919811778,25/03/2025 16:23:31,1742905411778,-4,25/03/2025 08:23:31,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice question,8mlf5i,2,response,kiita,23332.400000000005,23316.600000000002,23332.400000000005,23332.400000000005,23316.600000000002,23332.400000000005,1,23332.400000000005,0,0,kiita,CustomMultichoice,CustomMultichoice,4,object-90,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,correct
10,1742919815083,25/03/2025 16:23:35,1742905415083,-4,25/03/2025 08:23:35,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,practice feedback,janzf2,3,continue,,3322.2000000238404,3316.5999999999985,3322.2000000238404,3322.2000000238404,3316.5999999999985,3322.2000000238404,1,3322.2000000238404,0,0,,Click To Continue,Continue Button,4,object-105,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,correct
11,1742919827230,25/03/2025 16:23:47,1742905427230,-4,25/03/2025 08:23:47,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,reminders,npyp1b,4,continue,,12152.40000000596,12151,12152.40000000596,12152.40000000596,12151,12152.40000000596,1,12152.40000000596,0,0,,Click To Continue,Continue Button,2,object-111,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,correct
12,1742919829786,25/03/2025 16:23:49,1742905429786,-4,25/03/2025 08:23:49,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,instructions,start,53avm4,5,continue,,2557.5,2550,2557.5,2557.5,2550,2557.5,1,2557.5,0,0,,Click To Continue,Continue Button,2,object-115,instructions,きのうかれが___。,kiita_s,F_kiita_s.mp3,kiita,kita,kitta,kieta,example,long,vowel,i,ii,medial,きいた,きた,きった,きえた,,correct
13,1742919831314,25/03/2025 16:23:51,1742905431314,-4,25/03/2025 08:23:51,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,trial,Screen 1,6wu76v,1,info,audio started,1535.7000000178814,1533.4000000000015,1535.7000000178814,1535.7000000178814,1533.4000000000015,1535.7000000178814,0,1535.7000000178814,0,0,,Audio Clip,Audio,3,object-78,trial,もう、___よ！,itte_s,F_itte_s.mp3,itte,ite,ittee,iitte,training,long,consonant,t,tt,medial,いって,いて,いってい,いいって,,correct
14,1742919832467,25/03/2025 16:23:52,1742905432467,-4,25/03/2025 08:23:52,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,trial,Screen 1,6wu76v,1,info,audio finished,2688.300000011921,2682.899999999994,2688.300000011921,2688.300000011921,2682.899999999994,2688.300000011921,0,2688.300000011921,0,0,,Audio Clip,Audio,3,object-78,trial,もう、___よ！,itte_s,F_itte_s.mp3,itte,ite,ittee,iitte,training,long,consonant,t,tt,medial,いって,いて,いってい,いいって,,correct
15,1742919841593,25/03/2025 16:24:01,1742905441593,-4,25/03/2025 08:24:01,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,trial,Screen 1,6wu76v,1,action,itte,11815.200000017881,11799.899999999994,11815.200000017881,11815.200000017881,11799.899999999994,11815.200000017881,1,11815.200000017881,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,もう、___よ！,itte_s,F_itte_s.mp3,itte,ite,ittee,iitte,training,long,consonant,t,tt,medial,いって,いて,いってい,いいって,,correct
16,1742919842643,25/03/2025 16:24:02,1742905442643,-4,25/03/2025 08:24:02,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,trial,Screen 1,6wu76v,1,continue,,12865,12849.899999999994,12865,12865,12849.899999999994,12865,0,12865,0,0,,Click To Continue,Continue Button,5,object-70,trial,もう、___よ！,itte_s,F_itte_s.mp3,itte,ite,ittee,iitte,training,long,consonant,t,tt,medial,いって,いて,いってい,いいって,,correct
17,1742919842644,25/03/2025 16:24:02,1742905442644,-4,25/03/2025 08:24:02,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,1,trial,Screen 1,6wu76v,1,response,itte,12865.700000017881,12849.899999999994,12865.700000017881,12865.700000017881,12849.899999999994,12865.700000017881,1,12865.700000017881,0,0,itte,CustomMultichoice,CustomMultichoice,4,object-68,trial,もう、___よ！,itte_s,F_itte_s.mp3,itte,ite,ittee,iitte,training,long,consonant,t,tt,medial,いって,いて,いってい,いいって,,correct
18,1742919843971,25/03/2025 16:24:03,1742905443971,-4,25/03/2025 08:24:03,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,2,trial,Screen 1,6wu76v,1,info,audio started,1342.6000000000058,1333.5,1342.6000000000058,1342.6000000000058,1333.5,1342.6000000000058,0,1342.6000000000058,0,0,,Audio Clip,Audio,3,object-78,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
19,1742919845364,25/03/2025 16:24:05,1742905445364,-4,25/03/2025 08:24:05,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,2,trial,Screen 1,6wu76v,1,info,audio finished,2736.100000000006,2733.300000000003,2736.100000000006,2736.100000000006,2733.300000000003,2736.100000000006,0,2736.100000000006,0,0,,Audio Clip,Audio,3,object-78,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
20,1742919854923,25/03/2025 16:24:14,1742905454923,-4,25/03/2025 08:24:14,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,2,trial,Screen 1,6wu76v,1,action,haaku,12294.700000023848,12283.5,12294.700000023848,12294.700000023848,12283.5,12294.700000023848,1,12294.700000023848,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
21,1742919857715,25/03/2025 16:24:17,1742905457715,-4,25/03/2025 08:24:17,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,2,trial,Screen 1,6wu76v,1,continue,,15086.700000023848,15083.5,15086.700000023848,15086.700000023848,15083.5,15086.700000023848,0,15086.700000023848,0,0,,Click To Continue,Continue Button,5,object-70,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
22,1742919857715,25/03/2025 16:24:17,1742905457715,-4,25/03/2025 08:24:17,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,2,trial,Screen 1,6wu76v,1,response,haaku,15087.300000017887,15083.5,15087.300000017887,15087.300000017887,15083.5,15087.300000017887,1,15087.300000017887,0,0,haaku,CustomMultichoice,CustomMultichoice,4,object-68,trial,___でしょうかな。,haaku_s,F_haaku_s.mp3,haaku,haku,hakku,hakuu,training,long,vowel,a,aa,medial,はあく,はく,はっく,はくう,,correct
23,1742919859161,25/03/2025 16:24:19,1742905459161,-4,25/03/2025 08:24:19,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,3,trial,Screen 1,6wu76v,1,info,audio started,1449.7000000238477,1433.4000000000087,1449.7000000238477,1449.7000000238477,1433.4000000000087,1449.7000000238477,0,1449.7000000238477,0,0,,Audio Clip,Audio,3,object-78,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
24,1742919860674,25/03/2025 16:24:20,1742905460674,-4,25/03/2025 08:24:20,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,3,trial,Screen 1,6wu76v,1,info,audio finished,2962.2000000238477,2950.100000000006,2962.2000000238477,2962.2000000238477,2950.100000000006,2962.2000000238477,0,2962.2000000238477,0,0,,Audio Clip,Audio,3,object-78,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
25,1742919869665,25/03/2025 16:24:29,1742905469665,-4,25/03/2025 08:24:29,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,3,trial,Screen 1,6wu76v,1,action,gaki,11953.800000017887,11949.900000000009,11953.800000017887,11953.800000017887,11949.900000000009,11953.800000017887,1,11953.800000017887,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
26,1742919872634,25/03/2025 16:24:32,1742905472634,-4,25/03/2025 08:24:32,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,3,trial,Screen 1,6wu76v,1,continue,,14923.000000005966,14916.700000000012,14923.000000005966,14923.000000005966,14916.700000000012,14923.000000005966,0,14923.000000005966,0,0,,Click To Continue,Continue Button,5,object-70,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
27,1742919872635,25/03/2025 16:24:32,1742905472635,-4,25/03/2025 08:24:32,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,3,trial,Screen 1,6wu76v,1,response,gaki,14923.500000005966,14916.700000000012,14923.500000005966,14923.500000005966,14916.700000000012,14923.500000005966,1,14923.500000005966,0,0,gaki,CustomMultichoice,CustomMultichoice,4,object-68,trial,___はどうなったの？,gaki_s,F_gaki_s.mp3,gaki,gakki,gakui,kaki,training,short,consonant,k,k,medial,がき,がっき,がくい,かき,,correct
28,1742919874154,25/03/2025 16:24:34,1742905474154,-4,25/03/2025 08:24:34,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,4,trial,Screen 1,6wu76v,1,info,audio started,1526.200000011915,1516.0999999999913,1526.200000011915,1526.200000011915,1516.0999999999913,1526.200000011915,0,1526.200000011915,0,0,,Audio Clip,Audio,3,object-78,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
29,1742919876051,25/03/2025 16:24:36,1742905476051,-4,25/03/2025 08:24:36,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,4,trial,Screen 1,6wu76v,1,info,audio finished,3422.8000000059546,3416.699999999997,3422.8000000059546,3422.8000000059546,3416.699999999997,3422.8000000059546,0,3422.8000000059546,0,0,,Audio Clip,Audio,3,object-78,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
30,1742919883993,25/03/2025 16:24:43,1742905483993,-4,25/03/2025 08:24:43,220234,3,task-sz6c,,44705349,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1920x1080,1805x886,day 1 complete,,0,Multiple-Choice Partial Dictation (MCPD) Listening Assessment,3,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,pre_test_assessment,pre_test_assessment,4,trial,Screen 1,6wu76v,1,action,obasan,11365.000000023836,11350.099999999991,11365.000000023836,11365.000000023836,11350.099999999991,11365.000000023836,1,11365.000000023836,0,0,,CustomMultichoice,CustomMultichoice,4,object-68,trial,あのひと、___ですか？,obasan_s,F_obasan_s.mp3,obasan,obaasan,oobasan,obaisan,training,short,vowel,a,a,medial,おばさん,おばあさん,おおばさん,おばいさん,,correct
