Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Spreadsheet,F_response,J_response,TrialsPerBlock,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: word_pair,Spreadsheet: signal,Spreadsheet: break_duration,Spreadsheet: word_A,Spreadsheet: word_B,Spreadsheet: sound_A_male,Spreadsheet: sound_A_female,Spreadsheet: sound_B_male,Spreadsheet: sound_B_female,Spreadsheet: sound_1,Spreadsheet: sound_2,Spreadsheet: alt_writing_A,Spreadsheet: alt_writing_B,Spreadsheet: orthography_A,Spreadsheet: orthography_B,Spreadsheet: language,Spreadsheet: gloss_A,Spreadsheet: gloss_B,Spreadsheet: pitch_accent_A,Spreadsheet: pitch_accent_B,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity_A,Spreadsheet: phoneme_identity_B,Spreadsheet: length_A,Spreadsheet: length_B,Spreadsheet: segment_type,Spreadsheet: word_position,Spreadsheet: task,Spreadsheet: block_display,Spreadsheet: randomize_language_blocks,Spreadsheet: transliteration_A,Spreadsheet: transliteration_B,Manipulation: Spreadsheet,Manipulation: F_response,Manipulation: J_response,Manipulation: TrialsPerBlock,Store: Progress,Store: FeedbackProgress
418,1743567110676,02/04/2025 04:11:50,1743552710676,-4,01/04/2025 20:11:50,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,sound1,emeov4,2,info,audio finished,894.6000000000058,883.3999999999942,894.6000000000058,894.6000000000058,883.3999999999942,894.6000000000058,1,894.6000000000058,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,6,5
419,1743567110687,02/04/2025 04:11:50,1743552710687,-4,01/04/2025 20:11:50,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,sound1,emeov4,2,continue,,901.0999999999767,883.3999999999942,901.0999999999767,901.0999999999767,883.3999999999942,901.0999999999767,1,901.0999999999767,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,6,5
420,1743567111165,02/04/2025 04:11:51,1743552711165,-4,01/04/2025 20:11:51,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,ISI,s3rz1h,3,timedOut,,500.2999999046442,500,500.2999999046442,500.2999999046442,500,500.2999999046442,1,500.2999999046442,0,0,,Time Limit,screen,0,screen,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,6,5
421,1743567111169,02/04/2025 04:11:51,1743552711169,-4,01/04/2025 20:11:51,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,sound2,pdcnoi,4,info,audio started,4.600000095379073,0,4.600000095379073,4.600000095379073,0,4.600000095379073,1,4.600000095379073,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,6,5
422,1743567112035,02/04/2025 04:11:52,1743552712035,-4,01/04/2025 20:11:52,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,sound2,pdcnoi,4,info,audio finished,869.7999999046442,866.7000000000116,869.7999999046442,869.7999999046442,866.7000000000116,869.7999999046442,1,869.7999999046442,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,6,5
423,1743567112036,02/04/2025 04:11:52,1743552712036,-4,01/04/2025 20:11:52,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,sound2,pdcnoi,4,continue,,870.7999999046442,866.7000000000116,870.7999999046442,870.7999999046442,866.7000000000116,870.7999999046442,1,870.7999999046442,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,6,5
424,1743567112403,02/04/2025 04:11:52,1743552712403,-4,01/04/2025 20:11:52,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,response,ywcoe5,5,response,SAME,368,366.6000000000058,368,368,366.6000000000058,368,1,368,0,0,key_response,Keyboard Response,Keyboard Response,3,object-329,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,7,6
425,1743567113103,02/04/2025 04:11:53,1743552713103,-4,01/04/2025 20:11:53,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,42,training_trial,correct,68extd,6,continue,,704.8999999999942,700,704.8999999999942,704.8999999999942,700,704.8999999999942,1,704.8999999999942,0,0,,Space To Continue,Press Space to Continue,3,object-338,training_trial,BB,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,M_hassan.mp3,F_hassan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,7,6
426,1743567113599,02/04/2025 04:11:53,1743552713599,-4,01/04/2025 20:11:53,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,43,training_trial,fixation,5y7evd,1,continue,,499.69999999998254,499.69999999998254,499.69999999998254,499.69999999998254,499.69999999998254,499.69999999998254,1,499.69999999998254,0,0,,Fixation Timing,Fixation,1,object-213,training_trial,AA,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,F_hasan.mp3,F_hasan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,7,6
427,1743567113604,02/04/2025 04:11:53,1743552713604,-4,01/04/2025 20:11:53,220221,4,task-fb12,,45023941,BLIND,13062464,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1470x956,1470x798,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-different J-same,spreadsheet3,,spreadsheet1,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_low_LD,DIFFERENT,SAME,36,training_low_LD,43,training_trial,sound1,emeov4,2,info,audio started,6.100000095379073,0,6.100000095379073,6.100000095379073,0,6.100000095379073,1,6.100000095379073,0,0,,Audio Clip,Sound1,2,object-215,training_trial,AA,hasan-hassan,same,,hasan,hassan,M_hasan.mp3,F_hasan.mp3,M_hassan.mp3,F_hassan.mp3,F_hasan.mp3,F_hasan.mp3,はさん,はっさん,破産（はさん）,発散（はっさん）,Japanese,bankruptcy,"emission, radiation",LHH,LHHH,s,s,ss,short,long,consonant,medial,training,,3,hasan,hassan,,DIFFERENT,SAME,36,7,6
