Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Spreadsheet,F_response,J_response,TrialsPerBlock,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: word_pair,Spreadsheet: signal,Spreadsheet: break_duration,Spreadsheet: word_A,Spreadsheet: word_B,Spreadsheet: sound_A_male,Spreadsheet: sound_A_female,Spreadsheet: sound_B_male,Spreadsheet: sound_B_female,Spreadsheet: sound_1,Spreadsheet: sound_2,Spreadsheet: alt_writing_A,Spreadsheet: alt_writing_B,Spreadsheet: orthography_A,Spreadsheet: orthography_B,Spreadsheet: language,Spreadsheet: gloss_A,Spreadsheet: gloss_B,Spreadsheet: pitch_accent_A,Spreadsheet: pitch_accent_B,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity_A,Spreadsheet: phoneme_identity_B,Spreadsheet: length_A,Spreadsheet: length_B,Spreadsheet: segment_type,Spreadsheet: word_position,Spreadsheet: task,Spreadsheet: block_display,Spreadsheet: randomize_language_blocks,Spreadsheet: transliteration_A,Spreadsheet: transliteration_B,Manipulation: Spreadsheet,Manipulation: F_response,Manipulation: J_response,Manipulation: TrialsPerBlock,Store: Progress,Store: FeedbackProgress
1,1745787816899,27/04/2025 21:03:36,1745773416899,-4,27/04/2025 13:03:36,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1745787818430,27/04/2025 21:03:38,1745773418430,-4,27/04/2025 13:03:38,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,instructions,Screen 1,de1oim,1,continue,,1558.5999999046326,1547.6,1558.5999999046326,1558.5999999046326,1547.6,1558.5999999046326,1,1558.5999999046326,0,0,,Click To Continue,Continue Button,2,object-393,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAME,DIFFERENT,36,37,36
3,1745787820420,27/04/2025 21:03:40,1745773420420,-4,27/04/2025 13:03:40,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,block_display,Screen 1,6te5rm,1,timedOut,,2001.299999856949,1999.2999999999997,2001.299999856949,2001.299999856949,1999.2999999999997,2001.299999856949,1,2001.299999856949,0,0,,Time Limit,screen,0,screen,block_display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Block 1 of 8,,,,,SAME,DIFFERENT,36,1,0
4,1745787820919,27/04/2025 21:03:40,1745773420919,-4,27/04/2025 13:03:40,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,fixation,5y7evd,1,continue,,499.8000000000002,499.8000000000002,499.8000000000002,499.8000000000002,499.8000000000002,499.8000000000002,1,499.8000000000002,0,0,,Fixation Timing,Fixation,1,object-213,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
5,1745787820926,27/04/2025 21:03:40,1745773420926,-4,27/04/2025 13:03:40,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,sound1,emeov4,2,info,audio started,7.800000000000182,0,7.800000000000182,7.800000000000182,0,7.800000000000182,1,7.800000000000182,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
6,1745787821604,27/04/2025 21:03:41,1745773421604,-4,27/04/2025 13:03:41,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,sound1,emeov4,2,info,audio finished,686.3999999046328,683.6000000000004,686.3999999046328,686.3999999046328,683.6000000000004,686.3999999046328,1,686.3999999046328,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
7,1745787821606,27/04/2025 21:03:41,1745773421606,-4,27/04/2025 13:03:41,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,sound1,emeov4,2,continue,,687.699999856949,683.6000000000004,687.699999856949,687.699999856949,683.6000000000004,687.699999856949,1,687.699999856949,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
8,1745787822104,27/04/2025 21:03:42,1745773422104,-4,27/04/2025 13:03:42,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,ISI,s3rz1h,3,timedOut,,502.1999999999998,499.8000000000002,502.1999999999998,502.1999999999998,499.8000000000002,502.1999999999998,1,502.1999999999998,0,0,,Time Limit,screen,0,screen,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
9,1745787822110,27/04/2025 21:03:42,1745773422110,-4,27/04/2025 13:03:42,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,sound2,pdcnoi,4,info,audio started,8.599999809264773,0,8.599999809264773,8.599999809264773,0,8.599999809264773,1,8.599999809264773,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
10,1745787822670,27/04/2025 21:03:42,1745773422670,-4,27/04/2025 13:03:42,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,sound2,pdcnoi,4,info,audio finished,566.6000000000004,549.6999999999998,566.6000000000004,566.6000000000004,549.6999999999998,566.6000000000004,1,566.6000000000004,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
11,1745787822671,27/04/2025 21:03:42,1745773422671,-4,27/04/2025 13:03:42,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,sound2,pdcnoi,4,continue,,566.6000000000004,549.6999999999998,566.6000000000004,566.6000000000004,549.6999999999998,566.6000000000004,1,566.6000000000004,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,1,0
12,1745787823047,27/04/2025 21:03:43,1745773423047,-4,27/04/2025 13:03:43,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,response,ywcoe5,5,response,DIFFERENT,384.09999999999945,367.39999999999964,384.09999999999945,384.09999999999945,367.39999999999964,384.09999999999945,1,384.09999999999945,0,0,key_response,Keyboard Response,Keyboard Response,3,object-329,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,2,1
13,1745787823308,27/04/2025 21:03:43,1745773423308,-4,27/04/2025 13:03:43,220732,2,task-h7d6,repeat-m9cn#4,45688204,BLIND,13062460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x598,final training complete SAMEDIF,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet1,,spreadsheet2,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,training_high_LD,SAME,DIFFERENT,36,training_high_LD,1,training_trial,correct,68extd,6,continue,,289.19999985694903,282.09999999999945,289.19999985694903,289.19999985694903,282.09999999999945,289.19999985694903,1,289.19999985694903,0,0,,Space To Continue,Press Space to Continue,3,object-338,training_trial,BA,iso-isso,different,,iso,isso,M_iso.mp3,F_iso.mp3,M_isso.mp3,F_isso.mp3,M_isso.mp3,M_iso.mp3,いそ,いっそ,磯（いそ）,いっそ,Japanese,seashore,"rather, preferably; on the contrary",LH,LHH,s,s,ss,short,long,consonant,medial,training,,4,iso,isso,,SAME,DIFFERENT,36,2,1
