"local_date","day","ID","response","reaction_time","correct","condition","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","log_rt","median_rt","mad","upper_mad","lower_mad"
"2025-03-19","1","137","same",516.1649999998044,1,"lowLD","yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.246426481808332,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",495.5189999991562,1,"lowLD","jutaku-juutaku","different","AB","jutaku","juutaku","M_jutaku.mp3","F_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.205605698139139,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",854.7269999997225,1,"lowLD","kasee-kassee","same","AA","kasee","kassee","M_kasee.mp3","M_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.750782119704283,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1209.9419999998065,1,"lowLD","yusoo-yuusoo","different","BA","yusoo","yuusoo","M_yuusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",7.098327703557464,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",1291.1040000002831,1,"lowLD","iso-isso","same","BB","iso","isso","M_isso.mp3","M_isso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",7.163252945309468,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",812.168000000529,1,"lowLD","haken-hakken","different","BA","haken","hakken","F_hakken.mp3","M_haken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.6997072153139134,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",622.5880000002217,1,"lowLD","kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","M_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.433884983809911,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",1363.0550000001676,1,"lowLD","ojisan-ojiisan","same","BB","ojisan","ojiisan","M_ojiisan.mp3","F_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",7.217483783046872,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1881.4640000001527,1,"lowLD","gaki-gakki","different","BA","gaki","gakki","F_gakki.mp3","M_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",7.539805476180578,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",710.5130000002682,1,"lowLD","ojisan-ojiisan","different","BA","ojisan","ojiisan","F_ojiisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",6.565987244344107,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",708.8769999993965,1,"lowLD","oto-otto","same","BB","oto","otto","F_otto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.563682027701253,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",624.893999999389,1,"lowLD","ishoku-isshoku","different","BA","ishoku","isshoku","M_isshoku.mp3","M_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.437582035351718,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",1027.6109999998007,1,"lowLD","obasan-obaasan","same","AA","obasan","obaasan","F_obasan.mp3","M_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.934991969732542,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",712.2750000006054,1,"lowLD","oto-otto","different","AB","oto","otto","F_oto.mp3","F_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.568464072797976,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",628.7289999993518,1,"lowLD","heta-hetta","different","AB","heta","hetta","M_heta.mp3","F_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.443700321252753,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",449.5609999997542,1,"lowLD","yusoo-yuusoo","same","BB","yusoo","yuusoo","M_yuusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.108271551044234,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",473.6569999994245,1,"lowLD","haken-hakken","different","AB","haken","hakken","M_haken.mp3","F_hakken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.160483431056261,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",749.25400000019,1,"lowLD","kasee-kassee","same","AA","kasee","kassee","M_kasee.mp3","M_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.619078044854781,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",3124.7919999998994,1,"lowLD","ojisan-ojiisan","same","BB","ojisan","ojiisan","M_ojiisan.mp3","M_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",8.047122999955254,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1089.2920000001322,0,"lowLD","obasan-obaasan","same","AA","obasan","obaasan","F_obasan.mp3","M_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.993283222895575,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1690.3899999989662,1,"lowLD","hasan-hassan","different","BA","hasan","hassan","F_hassan.mp3","F_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",7.432714550524154,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",925.9459999995306,1,"lowLD","oto-otto","different","BA","oto","otto","M_otto.mp3","M_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.830815917610494,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",715.9579999998678,1,"lowLD","yusoo-yuusoo","different","BA","yusoo","yuusoo","F_yuusoo.mp3","M_yusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",6.573621506022064,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",814.4339999994263,1,"lowLD","hasan-hassan","same","AA","hasan","hassan","M_hasan.mp3","M_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.702493393450631,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1398.58899999992,1,"lowLD","ite-itte","different","AB","ite","itte","F_ite.mp3","F_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",7.243219150230915,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",527.747999999905,1,"lowLD","nishi-nisshi","different","AB","nishi","nisshi","M_nishi.mp3","M_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.268618897047928,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",861.8120000001509,1,"lowLD","haken-hakken","same","AA","haken","hakken","M_haken.mp3","M_haken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",6.759037149429365,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",673.329999999376,1,"lowLD","toshin-tosshin","different","BA","toshin","tosshin","F_tosshin.mp3","M_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.512235551218911,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",566.100000000326,1,"lowLD","kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","M_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.33877074104319,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",949.0419999998994,1,"lowLD","haku-haaku","different","BA","haku","haaku","F_haaku.mp3","F_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",6.855453054743255,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",1024.739999999758,1,"lowLD","ishoku-isshoku","same","AA","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",6.932194200858919,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",765.0880000004545,1,"lowLD","kasee-kassee","same","BB","kasee","kassee","M_kassee.mp3","M_kassee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.6399908598911175,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1261.449000000488,1,"lowLD","obasan-obaasan","different","BA","obasan","obaasan","M_obaasan.mp3","F_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",7.140016339202432,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",822.0699999991339,1,"lowLD","oto-otto","same","BB","oto","otto","F_otto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.711825549580229,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",922.23799999943,1,"lowLD","shiru-shiiru","different","AB","shiru","shiiru","M_shiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",6.8268033247352395,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",899.1129999998957,1,"lowLD","hasan-hassan","different","AB","hasan","hassan","F_hasan.mp3","F_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",6.80140872178943,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",1425.7169999994803,1,"lowLD","iso-isso","different","AB","iso","isso","M_iso.mp3","F_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",7.262430124055635,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",2673.151999999536,1,"lowLD","shiru-shiiru","same","BB","shiru","shiiru","M_shiiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",7.891013579467749,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","same",1098.9079999998212,1,"lowLD","yusoo-yuusoo","same","BB","yusoo","yuusoo","F_yuusoo.mp3","M_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",7.002072238433496,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","137","different",832.5089999998454,1,"lowLD","heta-hetta","different","AB","heta","hetta","M_heta.mp3","M_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",6.724444032606788,6.932504427217067,0.4431957248946042,8.26209160190088,5.6029172525332545
"2025-03-19","1","138","different",1591.3999999999996,1,"lowLD","ojisan-ojiisan","different","BA","ojisan","ojiisan","M_ojiisan.mp3","M_ojisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",7.372369410943434,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",1599.2000000476835,1,"lowLD","ite-itte","different","AB","ite","itte","M_ite.mp3","M_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.377258783216007,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",1203.199999976161,1,"lowLD","yusoo-yuusoo","same","BB","yusoo","yuusoo","M_yuusoo.mp3","F_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",7.092739953175762,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",1104.3999999523148,1,"lowLD","gaki-gakki","different","AB","gaki","gakki","M_gaki.mp3","M_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",7.007057480012822,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",1562.4000000476808,0,"lowLD","ite-itte","same","AA","ite","itte","F_ite.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.353978379592987,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",999.8000000000028,0,"lowLD","obasan-obaasan","different","BA","obasan","obaasan","F_obaasan.mp3","M_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.907555258979473,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",1105.2000000476835,1,"lowLD","gaki-gakki","different","AB","gaki","gakki","M_gaki.mp3","M_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",7.007781593092406,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",1041.4000000000087,1,"lowLD","iso-isso","same","AA","iso","isso","M_iso.mp3","M_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.9483212407288075,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",2128.7000000238477,1,"lowLD","kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","M_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",7.663266743749835,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",2233.0999999999767,1,"lowLD","gaki-gakki","same","BB","gaki","gakki","M_gakki.mp3","F_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",7.711146033640831,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",440.40000004769536,1,"lowLD","haken-hakken","same","BB","haken","hakken","F_hakken.mp3","F_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.087683404956825,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",614.9000000238302,1,"lowLD","yusoo-yuusoo","different","AB","yusoo","yuusoo","F_yusoo.mp3","F_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.421459652998179,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",964.0999999523046,1,"lowLD","yusoo-yuusoo","same","BB","yusoo","yuusoo","M_yuusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.871195023620864,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",1841.5999999999767,0,"lowLD","oto-otto","different","AB","oto","otto","M_oto.mp3","F_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",7.518390037967605,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",1197.8000000476604,1,"lowLD","jutaku-juutaku","same","BB","jutaku","juutaku","M_juutaku.mp3","F_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",7.088241819870152,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",1849.9000000000233,1,"lowLD","haken-hakken","same","AA","haken","hakken","M_haken.mp3","F_haken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",7.522886862557356,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",865.2999999523163,1,"lowLD","obasan-obaasan","different","AB","obasan","obaasan","F_obasan.mp3","M_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.763076267557587,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",707.6999999523396,1,"lowLD","ojisan-ojiisan","same","BB","ojisan","ojiisan","M_ojiisan.mp3","M_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.562020275014394,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",529.1999999761465,1,"lowLD","oto-otto","same","BB","oto","otto","F_otto.mp3","F_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.271366432195726,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",854.2000000238186,1,"lowLD","ite-itte","different","BA","ite","itte","M_itte.mp3","F_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.75016535843525,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",847.100000047707,1,"lowLD","hasan-hassan","different","BA","hasan","hassan","F_hassan.mp3","F_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.741818751493823,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",978.000000047672,1,"lowLD","ojisan-ojiisan","same","BB","ojisan","ojiisan","M_ojiisan.mp3","F_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",6.885509670083562,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",471.3000000238535,1,"lowLD","gaki-gakki","same","AA","gaki","gakki","F_gaki.mp3","M_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",6.155494833980297,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",870.9999999523279,0,"lowLD","haku-haaku","different","AB","haku","haaku","M_haku.mp3","F_haaku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.76964197679777,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",789.7999999523163,1,"lowLD","yusoo-yuusoo","same","BB","yusoo","yuusoo","M_yuusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.671779748792175,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",873.4999999761349,1,"lowLD","ite-itte","different","BA","ite","itte","M_itte.mp3","M_ite.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.77250812954679,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",670.7000000238186,0,"lowLD","hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","F_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.508321943141205,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",382.2999999761814,1,"lowLD","ojisan-ojiisan","different","AB","ojisan","ojiisan","F_ojisan.mp3","M_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",5.946205640640064,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",660.100000047707,1,"lowLD","jutaku-juutaku","same","AA","jutaku","juutaku","F_jutaku.mp3","M_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",6.492391338766997,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",230.39999997615817,1,"lowLD","ishoku-isshoku","same","AA","ishoku","isshoku","M_ishoku.mp3","M_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",5.439816928718256,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",324.9999999999418,1,"lowLD","oto-otto","same","BB","oto","otto","F_otto.mp3","F_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",5.783825182329559,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",585.7000000238186,1,"lowLD","haku-haaku","same","AA","haku","haaku","M_haku.mp3","F_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",6.372807713136403,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","different",511.3000000476604,1,"lowLD","heta-hetta","different","BA","heta","hetta","F_hetta.mp3","F_heta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.236956502179168,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",808.0999999999185,1,"lowLD","toshin-tosshin","same","BB","toshin","tosshin","F_tosshin.mp3","M_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",6.6946858132393015,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",712.9000000000233,1,"lowLD","nishi-nisshi","same","AA","nishi","nisshi","F_nishi.mp3","M_nishi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",6.569341158123615,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",2978.8000000476604,1,"lowLD","kasee-kassee","same","AA","kasee","kassee","M_kasee.mp3","M_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",7.99927581385249,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",1020.899999952293,0,"lowLD","kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",6.92843987012824,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
"2025-03-19","1","138","same",822.2999999999884,0,"lowLD","oto-otto","different","BA","oto","otto","F_otto.mp3","M_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",6.712105291976836,6.384856846368824,0.6678204939871287,8.388318328330211,4.381395364407438
