"local_date","day","prepost","local_time","ID","participant_starting_group","pre_training_condition","post_training_condition","ax_condition","trial_number","display","screen","response_type","response","reaction_time","tag","sound","pair","language","first_dim_step","second_dim_step","left_word","right_word","reverse_scale","norm_left_word","norm_right_word","norm_response"
"2025-03-13","1","pre-training","09:11:48","101",NA,"spreadsheet2","","highLD",1,"trial","response","response",100,4569.399999999994,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:11:53","101",NA,"spreadsheet2","","highLD",2,"trial","response","response",100,4520.000000011933,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:11:56","101",NA,"spreadsheet2","","highLD",3,"trial","response","response",100,1966.6000000089407,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:11:59","101",NA,"spreadsheet2","","highLD",4,"trial","response","response",0,1803.1000000119093,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:12:03","101",NA,"spreadsheet2","","highLD",5,"trial","response","response",0,2539.399999999994,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:12:07","101",NA,"spreadsheet2","","highLD",6,"trial","response","response",0,2746.399999999994,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:12:10","101",NA,"spreadsheet2","","highLD",7,"trial","response","response",1,2325.6000000029744,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",1
"2025-03-13","1","pre-training","09:12:13","101",NA,"spreadsheet2","","highLD",8,"trial","response","response",100,2276.6000000089407,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:12:17","101",NA,"spreadsheet2","","highLD",9,"trial","response","response",100,2758.800000005954,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:12:20","101",NA,"spreadsheet2","","highLD",10,"trial","response","response",100,1950.300000002986,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:12:23","101",NA,"spreadsheet2","","highLD",11,"trial","response","response",0,1933.8000000089523,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:12:26","101",NA,"spreadsheet2","","highLD",12,"trial","response","response",0,2131.700000005949,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:12:30","101",NA,"spreadsheet2","","highLD",13,"trial","response","response",100,3291.5999999999767,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:12:34","101",NA,"spreadsheet2","","highLD",14,"trial","response","response",100,2705.900000008929,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:12:42","101",NA,"spreadsheet2","","highLD",15,"trial","response","response",14,7228.400000002992,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",14
"2025-03-13","1","pre-training","09:12:46","101",NA,"spreadsheet2","","highLD",16,"trial","response","response",96,2388.7999999999884,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",96
"2025-03-13","1","pre-training","09:12:49","101",NA,"spreadsheet2","","highLD",17,"trial","response","response",1,2024.5000000029688,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",1
"2025-03-13","1","pre-training","09:12:51","101",NA,"spreadsheet2","","highLD",18,"trial","response","response",4,1840.2000000000407,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",4
"2025-03-13","1","pre-training","09:12:55","101",NA,"spreadsheet2","","highLD",19,"trial","response","response",0,2426.6000000029744,"response_slider","I_IH_spec_1_dur_3.mp3","reason-risen","English",1,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:12:58","101",NA,"spreadsheet2","","highLD",20,"trial","response","response",1,1964.7000000059488,"response_slider","I_IH_spec_4_dur_3.mp3","reason-risen","English",4,3,"reason","risen","no","reason","risen",1
"2025-03-13","1","pre-training","09:13:01","101",NA,"spreadsheet2","","highLD",21,"trial","response","response",100,1889,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:13:05","101",NA,"spreadsheet2","","highLD",22,"trial","response","response",100,2987.399999999994,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:13:07","101",NA,"spreadsheet2","","highLD",23,"trial","response","response",0,1551.6000000119093,"response_slider","I_IH_spec_2_dur_3.mp3","reason-risen","English",2,3,"reason","risen","no","reason","risen",0
"2025-03-13","1","pre-training","09:13:10","101",NA,"spreadsheet2","","highLD",24,"trial","response","response",5,1884.400000008929,"response_slider","I_IH_spec_5_dur_3.mp3","reason-risen","English",5,3,"reason","risen","no","reason","risen",5
"2025-03-13","1","pre-training","09:13:13","101",NA,"spreadsheet2","","highLD",25,"trial","response","response",91,1692.4000000059605,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",91
"2025-03-13","1","pre-training","09:13:15","101",NA,"spreadsheet2","","highLD",26,"trial","response","response",97,1284.6000000000058,"response_slider","I_IH_spec_6_dur_3.mp3","reason-risen","English",6,3,"reason","risen","no","reason","risen",97
"2025-03-13","1","pre-training","09:13:18","101",NA,"spreadsheet2","","highLD",27,"trial","response","response",100,2188.399999999994,"response_slider","I_IH_spec_7_dur_3.mp3","reason-risen","English",7,3,"reason","risen","no","reason","risen",100
"2025-03-13","1","pre-training","09:13:21","101",NA,"spreadsheet2","","highLD",28,"trial","response","response",87,1765.2000000089463,"response_slider","I_IH_spec_3_dur_3.mp3","reason-risen","English",3,3,"reason","risen","no","reason","risen",87
"2025-03-13","1","pre-training","09:13:34","101",NA,"spreadsheet2","","highLD",29,"trial","response","response",100,4083.100000005972,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:13:37","101",NA,"spreadsheet2","","highLD",30,"trial","response","response",100,1925.5,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:13:42","101",NA,"spreadsheet2","","highLD",31,"trial","response","response",0,3884.200000000011,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:13:47","101",NA,"spreadsheet2","","highLD",32,"trial","response","response",100,3596.899999999965,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:13:53","101",NA,"spreadsheet2","","highLD",33,"trial","response","response",85,5518.900000002992,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"intent","indent","yes","indent","intent",15
"2025-03-13","1","pre-training","09:13:56","101",NA,"spreadsheet2","","highLD",34,"trial","response","response",0,1794.7000000029802,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:13:59","101",NA,"spreadsheet2","","highLD",35,"trial","response","response",0,1409.7999999999884,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:01","101",NA,"spreadsheet2","","highLD",36,"trial","response","response",0,1362.0000000059372,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:04","101",NA,"spreadsheet2","","highLD",37,"trial","response","response",0,1522.6000000030035,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:08","101",NA,"spreadsheet2","","highLD",38,"trial","response","response",100,3381.9000000000233,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:14:12","101",NA,"spreadsheet2","","highLD",39,"trial","response","response",100,2969.6000000089407,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:14:17","101",NA,"spreadsheet2","","highLD",40,"trial","response","response",100,3854.000000000058,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:14:20","101",NA,"spreadsheet2","","highLD",41,"trial","response","response",0,1955.20000000298,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:23","101",NA,"spreadsheet2","","highLD",42,"trial","response","response",100,1409.7000000000698,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:14:26","101",NA,"spreadsheet2","","highLD",43,"trial","response","response",0,1614.000000008964,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:30","101",NA,"spreadsheet2","","highLD",44,"trial","response","response",100,3269.9000000118976,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:14:33","101",NA,"spreadsheet2","","highLD",45,"trial","response","response",0,2298.600000000035,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:36","101",NA,"spreadsheet2","","highLD",46,"trial","response","response",0,2008.300000011921,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:40","101",NA,"spreadsheet2","","highLD",47,"trial","response","response",0,2096.1000000030035,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:43","101",NA,"spreadsheet2","","highLD",48,"trial","response","response",0,2045.3000000059835,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:46","101",NA,"spreadsheet2","","highLD",49,"trial","response","response",0,1998.1000000089407,"response_slider","D_T_VOT_6_F0_3.mp3","indent-intent","English",6,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:49","101",NA,"spreadsheet2","","highLD",50,"trial","response","response",0,2173.600000000035,"response_slider","D_T_VOT_4_F0_3.mp3","indent-intent","English",4,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:14:53","101",NA,"spreadsheet2","","highLD",51,"trial","response","response",89,2638.8000000000466,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"intent","indent","yes","indent","intent",11
"2025-03-13","1","pre-training","09:14:56","101",NA,"spreadsheet2","","highLD",52,"trial","response","response",100,2050.4000000000233,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:14:58","101",NA,"spreadsheet2","","highLD",53,"trial","response","response",0,1433.100000005972,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:15:02","101",NA,"spreadsheet2","","highLD",54,"trial","response","response",100,2364.1000000089407,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"intent","indent","yes","indent","intent",0
"2025-03-13","1","pre-training","09:15:05","101",NA,"spreadsheet2","","highLD",55,"trial","response","response",0,1604.2000000000116,"response_slider","D_T_VOT_5_F0_3.mp3","indent-intent","English",5,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:15:08","101",NA,"spreadsheet2","","highLD",56,"trial","response","response",0,2370.600000005972,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"intent","indent","yes","indent","intent",100
"2025-03-13","1","pre-training","09:15:19","101",NA,"spreadsheet2","","highLD",57,"trial","response","response",0,6298.499999999942,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:15:22","101",NA,"spreadsheet2","","highLD",58,"trial","response","response",100,2678.0999999999767,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:15:25","101",NA,"spreadsheet2","","highLD",59,"trial","response","response",100,2186.700000005949,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:15:28","101",NA,"spreadsheet2","","highLD",60,"trial","response","response",0,1908.6000000089407,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:15:31","101",NA,"spreadsheet2","","highLD",61,"trial","response","response",100,1514.0000000119326,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:15:33","101",NA,"spreadsheet2","","highLD",62,"trial","response","response",100,1472,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:15:36","101",NA,"spreadsheet2","","highLD",63,"trial","response","response",0,2115.4000000118976,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:15:39","101",NA,"spreadsheet2","","highLD",64,"trial","response","response",0,2263.899999999965,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:15:41","101",NA,"spreadsheet2","","highLD",65,"trial","response","response",0,1457.5000000029686,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:15:45","101",NA,"spreadsheet2","","highLD",66,"trial","response","response",19,2928.1000000119093,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"kata","katta","no","kata","katta",19
"2025-03-13","1","pre-training","09:15:49","101",NA,"spreadsheet2","","highLD",67,"trial","response","response",0,3347.2000000000116,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:15:51","101",NA,"spreadsheet2","","highLD",68,"trial","response","response",100,1405.1000000030035,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:15:56","101",NA,"spreadsheet2","","highLD",69,"trial","response","response",100,3510.700000005949,"response_slider","T_TT_dur_4_F0_3.mp3","kata-katta","Japanese",4,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:15:58","101",NA,"spreadsheet2","","highLD",70,"trial","response","response",0,2197.200000005949,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:01","101",NA,"spreadsheet2","","highLD",71,"trial","response","response",0,1645.3000000089523,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:04","101",NA,"spreadsheet2","","highLD",72,"trial","response","response",100,2173.5999999999767,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:16:07","101",NA,"spreadsheet2","","highLD",73,"trial","response","response",0,2459.70000000298,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:10","101",NA,"spreadsheet2","","highLD",74,"trial","response","response",100,1895.7000000089176,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:16:13","101",NA,"spreadsheet2","","highLD",75,"trial","response","response",0,1892.8000000059835,"response_slider","T_TT_dur_1_F0_3.mp3","kata-katta","Japanese",1,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:18","101",NA,"spreadsheet2","","highLD",76,"trial","response","response",25,4358,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"kata","katta","no","kata","katta",25
"2025-03-13","1","pre-training","09:16:21","101",NA,"spreadsheet2","","highLD",77,"trial","response","response",100,1992.899999999965,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:16:24","101",NA,"spreadsheet2","","highLD",78,"trial","response","response",100,2947.700000005949,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:16:27","101",NA,"spreadsheet2","","highLD",79,"trial","response","response",0,1800.1000000119093,"response_slider","T_TT_dur_3_F0_3.mp3","kata-katta","Japanese",3,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:29","101",NA,"spreadsheet2","","highLD",80,"trial","response","response",0,1690.2000000089174,"response_slider","T_TT_dur_2_F0_3.mp3","kata-katta","Japanese",2,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:32","101",NA,"spreadsheet2","","highLD",81,"trial","response","response",0,1996.900000002992,"response_slider","T_TT_dur_5_F0_3.mp3","kata-katta","Japanese",5,3,"kata","katta","no","kata","katta",0
"2025-03-13","1","pre-training","09:16:36","101",NA,"spreadsheet2","","highLD",82,"trial","response","response",31,2895.899999999965,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"kata","katta","no","kata","katta",31
"2025-03-13","1","pre-training","09:16:39","101",NA,"spreadsheet2","","highLD",83,"trial","response","response",100,1633.4000000118976,"response_slider","T_TT_dur_7_F0_3.mp3","kata-katta","Japanese",7,3,"kata","katta","no","kata","katta",100
"2025-03-13","1","pre-training","09:16:43","101",NA,"spreadsheet2","","highLD",84,"trial","response","response",17,3899.300000011921,"response_slider","T_TT_dur_6_F0_3.mp3","kata-katta","Japanese",6,3,"kata","katta","no","kata","katta",17
"2025-03-13","1","pre-training","09:16:50","101",NA,"spreadsheet2","","highLD",85,"trial","response","response",100,2180.4000000000815,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:16:53","101",NA,"spreadsheet2","","highLD",86,"trial","response","response",0,2655.70000000298,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:16:56","101",NA,"spreadsheet2","","highLD",87,"trial","response","response",0,1821.7000000000116,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:16:58","101",NA,"spreadsheet2","","highLD",88,"trial","response","response",100,1609.6000000089407,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:01","101",NA,"spreadsheet2","","highLD",89,"trial","response","response",0,2094.1000000089407,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:04","101",NA,"spreadsheet2","","highLD",90,"trial","response","response",0,2276.500000008964,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:07","101",NA,"spreadsheet2","","highLD",91,"trial","response","response",0,2094.900000008929,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:10","101",NA,"spreadsheet2","","highLD",92,"trial","response","response",100,2337.400000002992,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:13","101",NA,"spreadsheet2","","highLD",93,"trial","response","response",0,2248.000000008964,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:16","101",NA,"spreadsheet2","","highLD",94,"trial","response","response",100,1801.100000005972,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:19","101",NA,"spreadsheet2","","highLD",95,"trial","response","response",99,1839.6000000030035,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"toru","tooru","no","toru","tooru",99
"2025-03-13","1","pre-training","09:17:21","101",NA,"spreadsheet2","","highLD",96,"trial","response","response",0,2140.7000000089174,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:24","101",NA,"spreadsheet2","","highLD",97,"trial","response","response",100,1687.5999999999767,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:27","101",NA,"spreadsheet2","","highLD",98,"trial","response","response",0,1746.9000000059605,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:29","101",NA,"spreadsheet2","","highLD",99,"trial","response","response",100,1949.800000002957,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:32","101",NA,"spreadsheet2","","highLD",100,"trial","response","response",100,1447.100000005972,"response_slider","O_OO_dur_6_F0_3_tooru_origin.mp3","toru-tooru","Japanese",6,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:35","101",NA,"spreadsheet2","","highLD",101,"trial","response","response",0,2170.200000005949,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:38","101",NA,"spreadsheet2","","highLD",102,"trial","response","response",100,2704.2999999999884,"response_slider","O_OO_dur_4_F0_3_tooru_origin.mp3","toru-tooru","Japanese",4,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:41","101",NA,"spreadsheet2","","highLD",103,"trial","response","response",0,1738.0000000059372,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:44","101",NA,"spreadsheet2","","highLD",104,"trial","response","response",0,2217.4000000118976,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:48","101",NA,"spreadsheet2","","highLD",105,"trial","response","response",0,3542.500000005937,"response_slider","O_OO_dur_3_F0_3_toru_origin.mp3","toru-tooru","Japanese",3,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:52","101",NA,"spreadsheet2","","highLD",106,"trial","response","response",0,3111.0999999999767,"response_slider","O_OO_dur_2_F0_3_toru_origin.mp3","toru-tooru","Japanese",2,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:17:55","101",NA,"spreadsheet2","","highLD",107,"trial","response","response",100,1946.1000000119675,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:17:58","101",NA,"spreadsheet2","","highLD",108,"trial","response","response",100,2928.600000005914,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:18:02","101",NA,"spreadsheet2","","highLD",109,"trial","response","response",99,2244.7000000089174,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"toru","tooru","no","toru","tooru",99
"2025-03-13","1","pre-training","09:18:04","101",NA,"spreadsheet2","","highLD",110,"trial","response","response",0,1768.300000008894,"response_slider","O_OO_dur_1_F0_3_toru_origin.mp3","toru-tooru","Japanese",1,3,"toru","tooru","no","toru","tooru",0
"2025-03-13","1","pre-training","09:18:07","101",NA,"spreadsheet2","","highLD",111,"trial","response","response",100,2298.70000000007,"response_slider","O_OO_dur_5_F0_3_tooru_origin.mp3","toru-tooru","Japanese",5,3,"toru","tooru","no","toru","tooru",100
"2025-03-13","1","pre-training","09:18:10","101",NA,"spreadsheet2","","highLD",112,"trial","response","response",100,1611.0999999999767,"response_slider","O_OO_dur_7_F0_3_tooru_origin.mp3","toru-tooru","Japanese",7,3,"toru","tooru","no","toru","tooru",100
"2025-03-19","1","pre-training","07:40:40","102",NA,"spreadsheet3","spreadsheet3","lowLD",1,"trial","response","response",0,2573.199999999997,"response_slider","D_T_VOT_1_F0_3.mp3","indent-intent","English",1,3,"indent","intent","no","indent","intent",0
"2025-03-19","1","pre-training","07:40:44","102",NA,"spreadsheet3","spreadsheet3","lowLD",2,"trial","response","response",100,2134.7000000000116,"response_slider","D_T_VOT_3_F0_3.mp3","indent-intent","English",3,3,"indent","intent","no","indent","intent",100
"2025-03-19","1","pre-training","07:40:47","102",NA,"spreadsheet3","spreadsheet3","lowLD",3,"trial","response","response",0,2602.500000000029,"response_slider","D_T_VOT_2_F0_3.mp3","indent-intent","English",2,3,"indent","intent","no","indent","intent",0
"2025-03-19","1","pre-training","07:40:50","102",NA,"spreadsheet3","spreadsheet3","lowLD",4,"trial","response","response",100,1548.7000000000116,"response_slider","D_T_VOT_7_F0_3.mp3","indent-intent","English",7,3,"indent","intent","no","indent","intent",100
