ID	ax_condition	day	prepost	language	pair	second_dim_step	first_dim_step	norm_response
124	highLD	1	pre-training	Japanese	kata-katta	3	4	0
124	highLD	1	pre-training	Japanese	kata-katta	3	4	49
124	highLD	1	pre-training	Japanese	kata-katta	3	4	3
124	highLD	1	pre-training	Japanese	kata-katta	3	5	50
124	highLD	1	pre-training	Japanese	kata-katta	3	5	51
124	highLD	1	pre-training	Japanese	kata-katta	3	5	48
124	highLD	1	pre-training	Japanese	kata-katta	3	6	0
124	highLD	1	pre-training	Japanese	kata-katta	3	6	0
124	highLD	1	pre-training	Japanese	kata-katta	3	6	7
124	highLD	1	pre-training	Japanese	kata-katta	3	6	1
124	highLD	1	pre-training	Japanese	kata-katta	3	7	0
124	highLD	1	pre-training	Japanese	kata-katta	3	7	1
124	highLD	1	pre-training	Japanese	toru-tooru	3	1	100
124	highLD	1	pre-training	Japanese	toru-tooru	3	1	100
124	highLD	1	pre-training	Japanese	toru-tooru	3	2	82
