"day","ID","response","reaction_time","log_rt","correct","condition","language","word_pair","signal","type","sound_1","sound_2","speaker_signal","task"
"1","102","same",1561.2199999999991,7.353222845882871,1,"lowLD","Japanese","nishi-nisshi","same","BB","M_nisshi.mp3","M_nisshi.mp3","same","training"
"1","102","same",1991.34,7.596563057942984,0,"lowLD","Japanese","heta-hetta","different","BA","F_hetta.mp3","F_heta.mp3","same","training"
"1","102","same",1255.800000000003,7.135528098680012,0,"lowLD","Japanese","oto-otto","different","BA","M_otto.mp3","M_oto.mp3","same","training"
"1","102","same",1331.4000000000017,7.193986299166604,1,"lowLD","Japanese","heta-hetta","same","BB","F_hetta.mp3","F_hetta.mp3","same","training"
"1","102","same",1269.3399999999965,7.146252359330192,1,"lowLD","Japanese","saka-sakka","same","BB","M_sakka.mp3","F_sakka.mp3","different","training"
"1","102","different",1512.739999999998,7.3216778550029735,1,"lowLD","Japanese","iso-isso","different","BA","F_isso.mp3","F_iso.mp3","same","training"
"1","102","same",972.820000000007,6.8801990702110984,1,"lowLD","Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","F_ishoku.mp3","different","training"
"1","102","same",906.3999999999942,6.80948070971379,1,"lowLD","Japanese","nishi-nisshi","same","AA","M_nishi.mp3","F_nishi.mp3","different","training"
"1","102","same",745.820000000007,6.614484284226141,1,"lowLD","Japanese","ojisan-ojiisan","same","BB","F_ojiisan.mp3","M_ojiisan.mp3","different","training"
"1","102","same",417.0599999999977,6.033230096340444,1,"lowLD","Japanese","haken-hakken","same","AA","F_haken.mp3","M_haken.mp3","different","training"
"1","102","same",824.8399999999965,6.715189428132061,0,"lowLD","Japanese","ite-itte","different","AB","F_ite.mp3","M_itte.mp3","different","training"
"1","102","different",1237.6000000000058,7.120929299258861,1,"lowLD","Japanese","gaki-gakki","different","AB","M_gaki.mp3","M_gakki.mp3","same","training"
"1","102","same",586.8000000000029,6.374684046268832,1,"lowLD","Japanese","ishoku-isshoku","same","BB","F_isshoku.mp3","F_isshoku.mp3","same","training"
"1","102","same",480.11999999999534,6.174036072657135,1,"lowLD","Japanese","hasan-hassan","same","AA","M_hasan.mp3","M_hasan.mp3","same","training"
"1","102","different",843.3399999999965,6.737370198160547,1,"lowLD","Japanese","shiru-shiiru","different","AB","M_shiru.mp3","F_shiiru.mp3","different","training"
"1","102","same",316.7600000000093,5.758144389342241,1,"lowLD","Japanese","iso-isso","same","BB","F_isso.mp3","F_isso.mp3","same","training"
"1","102","same",678.5799999999872,6.520002379472524,1,"lowLD","Japanese","nishi-nisshi","same","AA","M_nishi.mp3","F_nishi.mp3","different","training"
"1","102","different",885.859999999986,6.7865589245755915,1,"lowLD","Japanese","ite-itte","different","BA","M_itte.mp3","M_ite.mp3","same","training"
"1","102","different",940.4800000000104,6.846390383230563,0,"lowLD","Japanese","kasee-kassee","same","BB","F_kassee.mp3","M_kassee.mp3","different","training"
"1","102","same",410.7399999999907,6.0179604109119245,0,"lowLD","Japanese","kasee-kassee","different","BA","F_kassee.mp3","M_kasee.mp3","different","training"
"1","102","same",488.179999999993,6.190684190302804,0,"lowLD","Japanese","nishi-nisshi","different","BA","M_nisshi.mp3","F_nishi.mp3","different","training"
"1","102","different",1089.3399999999965,6.993327287244094,1,"lowLD","Japanese","hasan-hassan","different","AB","M_hasan.mp3","M_hassan.mp3","same","training"
"1","102","different",1196.1600000000035,7.086871704827146,1,"lowLD","Japanese","saka-sakka","different","BA","M_sakka.mp3","M_saka.mp3","same","training"
"1","102","different",938.5199999999896,6.84430416640151,1,"lowLD","Japanese","heta-hetta","different","AB","M_heta.mp3","F_hetta.mp3","different","training"
"1","102","same",1000.960000000021,6.908714818476858,0,"lowLD","Japanese","heta-hetta","different","BA","M_hetta.mp3","F_heta.mp3","different","training"
"1","102","same",742.7399999999907,6.610346050771762,1,"lowLD","Japanese","jutaku-juutaku","same","BB","M_juutaku.mp3","F_juutaku.mp3","different","training"
"1","102","different",1674.2200000000012,7.423102664158665,1,"lowLD","Japanese","shiru-shiiru","different","BA","F_shiiru.mp3","M_shiru.mp3","different","training"
"1","102","different",1498.2399999999907,7.312046364862485,1,"lowLD","Japanese","oto-otto","different","AB","M_oto.mp3","F_otto.mp3","different","training"
"1","102","same",600.5599999999977,6.397862553264743,1,"lowLD","Japanese","kasee-kassee","same","BB","M_kassee.mp3","M_kassee.mp3","same","training"
"1","102","same",664.1000000000058,6.498432740546677,1,"lowLD","Japanese","yusoo-yuusoo","same","AA","M_yusoo.mp3","F_yusoo.mp3","different","training"
"1","102","same",729.7799999999988,6.592743118858398,0,"lowLD","Japanese","ishoku-isshoku","different","BA","M_isshoku.mp3","M_ishoku.mp3","same","training"
"1","102","same",460.54000000000815,6.132399714029491,1,"lowLD","Japanese","ite-itte","same","BB","F_itte.mp3","F_itte.mp3","same","training"
"1","102","same",335.54000000000815,5.815741174342278,1,"lowLD","Japanese","yusoo-yuusoo","same","AA","F_yusoo.mp3","F_yusoo.mp3","same","training"
"1","102","same",548.1600000000035,6.306567215135761,1,"lowLD","Japanese","ite-itte","same","AA","M_ite.mp3","F_ite.mp3","different","training"
"1","102","same",794.3800000000047,6.677561936180407,1,"lowLD","Japanese","nishi-nisshi","same","BB","F_nisshi.mp3","M_nisshi.mp3","different","training"
"1","102","same",561.9400000000023,6.331395082628437,0,"lowLD","Japanese","saka-sakka","different","BA","M_sakka.mp3","F_saka.mp3","different","training"
"1","102","different",800.7600000000093,6.6855612767035275,0,"lowLD","Japanese","kasee-kassee","same","BB","M_kassee.mp3","F_kassee.mp3","different","training"
"1","102","different",1312.7000000000116,7.179841363809371,1,"lowLD","Japanese","gaki-gakki","different","BA","M_gakki.mp3","M_gaki.mp3","same","training"
"1","102","same",348.53999999997905,5.853753001232436,1,"lowLD","Japanese","haken-hakken","same","BB","M_hakken.mp3","M_hakken.mp3","same","training"
"1","102","different",1027.140000000014,6.934533520014756,1,"lowLD","Japanese","oto-otto","different","BA","M_otto.mp3","M_oto.mp3","same","training"
"1","102","different",1177.280000000028,7.070961971916433,1,"lowLD","Japanese","obasan-obaasan","different","BA","F_obaasan.mp3","M_obasan.mp3","different","training"
"1","102","different",1184.0599999999977,7.076704489835656,1,"lowLD","Japanese","iso-isso","different","AB","M_iso.mp3","M_isso.mp3","same","training"
"1","102","same",799.460000000021,6.683936499752886,0,"lowLD","Japanese","haken-hakken","different","BA","M_hakken.mp3","F_haken.mp3","different","training"
"1","102","same",530.359999999986,6.273556021246492,0,"lowLD","Japanese","ite-itte","different","BA","F_itte.mp3","M_ite.mp3","different","training"
"1","102","same",586.039999999979,6.373388046633076,1,"lowLD","Japanese","jutaku-juutaku","same","AA","F_jutaku.mp3","M_jutaku.mp3","different","training"
"1","102","different",994.1199999999952,6.901857923716048,1,"lowLD","Japanese","obasan-obaasan","different","AB","M_obasan.mp3","F_obaasan.mp3","different","training"
"1","102","same",478.9799999999814,6.171658842885724,1,"lowLD","Japanese","gaki-gakki","same","BB","M_gakki.mp3","M_gakki.mp3","same","training"
"1","102","different",689.6599999999744,6.536198722525117,1,"lowLD","Japanese","haku-haaku","different","AB","F_haku.mp3","M_haaku.mp3","different","training"
"1","102","same",563.5599999999977,6.334273805185072,1,"lowLD","Japanese","yusoo-yuusoo","same","BB","M_yuusoo.mp3","F_yuusoo.mp3","different","training"
"1","102","different",950.9400000000024,6.857450969072392,1,"lowLD","Japanese","hasan-hassan","different","BA","F_hassan.mp3","F_hasan.mp3","same","training"
"1","102","same",566.9400000000023,6.340253478022594,0,"lowLD","Japanese","jutaku-juutaku","different","BA","F_juutaku.mp3","F_jutaku.mp3","same","training"
"1","102","different",966.679999999993,6.873867520314773,1,"lowLD","Japanese","yusoo-yuusoo","different","BA","M_yuusoo.mp3","M_yusoo.mp3","same","training"
"1","102","different",2559.2999999999884,7.8474890625827545,0,"lowLD","Japanese","ojisan-ojiisan","same","BB","F_ojiisan.mp3","M_ojiisan.mp3","different","training"
"1","102","same",729.5200000000186,6.592386783625436,1,"lowLD","Japanese","nishi-nisshi","same","AA","M_nishi.mp3","F_nishi.mp3","different","training"
"1","102","same",1014,6.921658184151129,1,"lowLD","Japanese","haku-haaku","same","BB","M_haaku.mp3","F_haaku.mp3","different","training"
"1","102","same",493.38000000000466,6.201279668210868,1,"lowLD","Japanese","heta-hetta","same","BB","F_hetta.mp3","M_hetta.mp3","different","training"
"1","102","same",500.4800000000978,6.215567637917087,0,"lowLD","Japanese","yusoo-yuusoo","different","AB","F_yusoo.mp3","M_yuusoo.mp3","different","training"
"1","102","same",429.7000000000117,6.0630872907809765,1,"lowLD","Japanese","hasan-hassan","same","AA","F_hasan.mp3","F_hasan.mp3","same","training"
"1","102","same",372.5999999999767,5.920505458167425,1,"lowLD","Japanese","ojisan-ojiisan","same","AA","F_ojisan.mp3","M_ojisan.mp3","different","training"
"1","102","same",335.96000000002095,5.816992105257489,1,"lowLD","Japanese","toshin-tosshin","same","AA","F_toshin.mp3","F_toshin.mp3","same","training"
"1","102","same",365.5800000000163,5.901485133488503,1,"lowLD","Japanese","haku-haaku","same","AA","F_haku.mp3","F_haku.mp3","same","training"
"1","102","same",440.78000000002794,6.0885458847586085,0,"lowLD","Japanese","toshin-tosshin","different","BA","F_tosshin.mp3","F_toshin.mp3","same","training"
"1","102","same",473.5200000000186,6.160194150382509,0,"lowLD","Japanese","iso-isso","different","BA","M_isso.mp3","F_iso.mp3","different","training"
"1","102","same",414.0200000000186,6.025914281837252,1,"lowLD","Japanese","gaki-gakki","same","AA","M_gaki.mp3","F_gaki.mp3","different","training"
"1","102","same",394.5599999999977,5.977771219975973,0,"lowLD","Japanese","haken-hakken","different","AB","F_haken.mp3","M_hakken.mp3","different","training"
"1","102","same",863.039999999979,6.760461039951341,0,"lowLD","Japanese","oto-otto","different","BA","M_otto.mp3","F_oto.mp3","different","training"
"1","102","same",335.70000000001164,5.816217903986024,1,"lowLD","Japanese","iso-isso","same","BB","F_isso.mp3","F_isso.mp3","same","training"
"1","102","different",707.3800000000047,6.5615680038243545,1,"lowLD","Japanese","hasan-hassan","different","AB","M_hasan.mp3","M_hassan.mp3","same","training"
"1","102","same",729.5800000000163,6.592469026103719,1,"lowLD","Japanese","ite-itte","same","BB","M_itte.mp3","F_itte.mp3","different","training"
"1","102","different",716.7600000000093,6.574741056532228,1,"lowLD","Japanese","heta-hetta","different","BA","F_hetta.mp3","F_heta.mp3","same","training"
"1","102","same",493.61999999999534,6.201765990408885,1,"lowLD","Japanese","toshin-tosshin","same","BB","F_tosshin.mp3","F_tosshin.mp3","same","training"
"1","102","different",1297.640000000014,7.168302509026611,1,"lowLD","Japanese","gaki-gakki","different","BA","M_gakki.mp3","F_gaki.mp3","different","training"
"1","102","same",360.179999999993,5.886603906491787,1,"lowLD","Japanese","hasan-hassan","same","BB","F_hassan.mp3","F_hassan.mp3","same","training"
"1","102","same",702.679999999993,6.554901596145172,1,"lowLD","Japanese","shiru-shiiru","same","BB","M_shiiru.mp3","F_shiiru.mp3","different","training"
"1","102","same",517.1599999999744,6.248352304386303,1,"lowLD","Japanese","shiru-shiiru","same","BB","M_shiiru.mp3","F_shiiru.mp3","different","training"
"1","102","different",1228.6599999999744,7.113679423610944,1,"lowLD","Japanese","oto-otto","different","AB","F_oto.mp3","M_otto.mp3","different","training"
"1","102","different",736.7399999999907,6.6022350484004635,1,"lowLD","Japanese","haku-haaku","different","BA","M_haaku.mp3","M_haku.mp3","same","training"
"1","102","same",1291.719999999972,7.163729942589475,0,"lowLD","Japanese","ishoku-isshoku","different","AB","M_ishoku.mp3","M_isshoku.mp3","same","training"
"1","102","same",676.3800000000047,6.516755048284502,1,"lowLD","Japanese","gaki-gakki","same","AA","M_gaki.mp3","M_gaki.mp3","same","training"
"1","102","different",1106.5999999999767,7.009047530463988,1,"lowLD","Japanese","toshin-tosshin","different","BA","M_tosshin.mp3","M_toshin.mp3","same","training"
"1","102","same",771.640000000014,6.648518120019706,0,"lowLD","Japanese","jutaku-juutaku","different","BA","M_juutaku.mp3","F_jutaku.mp3","different","training"
"1","102","different",1613.9400000000023,7.3864336734177085,1,"lowLD","Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","F_ojisan.mp3","different","training"
"1","102","same",625.4799999999814,6.43851935497528,1,"lowLD","Japanese","shiru-shiiru","same","AA","M_shiru.mp3","F_shiru.mp3","different","training"
"1","102","different",1205.039999999979,7.094268040394542,1,"lowLD","Japanese","saka-sakka","different","AB","F_saka.mp3","F_sakka.mp3","same","training"
"1","102","same",1928.9199999999837,7.5647155397803,0,"lowLD","Japanese","saka-sakka","different","BA","F_sakka.mp3","M_saka.mp3","different","training"
"1","102","different",902.280000000028,6.804924893177967,1,"lowLD","Japanese","kasee-kassee","different","BA","F_kassee.mp3","M_kasee.mp3","different","training"
"1","102","different",1147.0599999999977,7.044957426136119,0,"lowLD","Japanese","haken-hakken","same","AA","M_haken.mp3","F_haken.mp3","different","training"
"1","102","different",1260.780000000028,7.139485856033657,1,"lowLD","Japanese","kasee-kassee","different","BA","F_kassee.mp3","M_kasee.mp3","different","training"
"1","102","different",1256.5599999999977,7.136133107534775,1,"lowLD","Japanese","heta-hetta","different","BA","F_hetta.mp3","F_heta.mp3","same","training"
"1","102","same",1012.039999999979,6.91972337475797,0,"lowLD","Japanese","oto-otto","different","BA","M_otto.mp3","M_oto.mp3","same","training"
"1","102","same",361.78000000002794,5.891036292273566,1,"lowLD","Japanese","kasee-kassee","same","BB","M_kassee.mp3","M_kassee.mp3","same","training"
"1","102","same",1078.7000000000116,6.9835118913813945,1,"lowLD","Japanese","toshin-tosshin","same","AA","F_toshin.mp3","M_toshin.mp3","different","training"
"1","102","different",502.0800000000163,6.2187594695447,1,"lowLD","Japanese","kasee-kassee","different","AB","M_kasee.mp3","M_kassee.mp3","same","training"
"1","102","same",379.11999999999534,5.93785277765932,1,"lowLD","Japanese","toshin-tosshin","same","AA","M_toshin.mp3","M_toshin.mp3","same","training"
"1","102","same",965.1199999999952,6.872252445939477,1,"lowLD","Japanese","gaki-gakki","same","AA","F_gaki.mp3","M_gaki.mp3","different","training"
"1","102","same",887.2399999999907,6.788115520682578,1,"lowLD","Japanese","saka-sakka","same","AA","F_saka.mp3","M_saka.mp3","different","training"
"1","102","different",1430.3199999999488,7.265653474443529,0,"lowLD","Japanese","heta-hetta","same","AA","F_heta.mp3","F_heta.mp3","same","training"
"1","102","different",779.4000000000233,6.6585243929046385,1,"lowLD","Japanese","iso-isso","different","BA","M_isso.mp3","M_iso.mp3","same","training"
"1","102","same",758.7399999999907,6.631659162715181,1,"lowLD","Japanese","gaki-gakki","same","BB","F_gakki.mp3","M_gakki.mp3","different","training"
"1","102","same",876.7600000000093,6.776233294715162,0,"lowLD","Japanese","ishoku-isshoku","different","BA","M_isshoku.mp3","M_ishoku.mp3","same","training"
"1","102","same",683.9800000000978,6.527928677429121,0,"lowLD","Japanese","yusoo-yuusoo","different","BA","F_yuusoo.mp3","M_yusoo.mp3","different","training"
"1","102","same",794.2399999999907,6.677385682576176,0,"lowLD","Japanese","haku-haaku","different","BA","F_haaku.mp3","M_haku.mp3","different","training"
"1","102","different",891.4000000000233,6.7927932605124814,1,"lowLD","Japanese","ite-itte","different","BA","M_itte.mp3","M_ite.mp3","same","training"
"1","102","different",497.28000000002794,6.209153247739284,1,"lowLD","Japanese","heta-hetta","different","AB","F_heta.mp3","F_hetta.mp3","same","training"
"1","102","different",467.30000000004657,6.14697144970648,1,"lowLD","Japanese","toshin-tosshin","different","AB","F_toshin.mp3","M_tosshin.mp3","different","training"
"1","102","different",587.2399999999907,6.375433594871244,0,"lowLD","Japanese","kasee-kassee","same","AA","M_kasee.mp3","F_kasee.mp3","different","training"
"1","102","same",495.1600000000326,6.204880942663675,1,"lowLD","Japanese","haku-haaku","same","BB","F_haaku.mp3","F_haaku.mp3","same","training"
"1","102","different",375.5600000000559,5.928418245390495,1,"lowLD","Japanese","jutaku-juutaku","different","AB","F_jutaku.mp3","F_juutaku.mp3","same","training"
"1","102","same",828.8199999999488,6.720003002488133,1,"lowLD","Japanese","oto-otto","same","BB","M_otto.mp3","F_otto.mp3","different","training"
"1","102","different",793.5,6.676453539966464,1,"lowLD","Japanese","hasan-hassan","different","BA","F_hassan.mp3","M_hasan.mp3","different","training"
"1","102","different",932.3000000000466,6.837654651302698,1,"lowLD","Japanese","nishi-nisshi","different","AB","M_nishi.mp3","F_nisshi.mp3","different","training"
"1","102","different",489.1800000000512,6.192730519902979,0,"lowLD","Japanese","ojisan-ojiisan","same","BB","M_ojiisan.mp3","F_ojiisan.mp3","different","training"
"1","102","different",617.2599999998929,6.425290328984931,1,"lowLD","Japanese","gaki-gakki","different","AB","M_gaki.mp3","M_gakki.mp3","same","training"
"1","102","different",760.8800000000047,6.634475658174136,1,"lowLD","Japanese","ite-itte","different","AB","M_ite.mp3","M_itte.mp3","same","training"
"1","102","different",1956.3000000000463,7.57881021306729,0,"lowLD","Japanese","toshin-tosshin","same","BB","F_tosshin.mp3","M_tosshin.mp3","different","training"
"1","102","same",517.0600000000559,6.248158921933381,1,"lowLD","Japanese","jutaku-juutaku","same","BB","M_juutaku.mp3","M_juutaku.mp3","same","training"
"1","102","different",696.2399999999907,6.545694428481245,1,"lowLD","Japanese","jutaku-juutaku","different","AB","M_jutaku.mp3","M_juutaku.mp3","same","training"
"1","102","different",356.0200000000186,5.87498690904934,1,"lowLD","Japanese","obasan-obaasan","different","AB","M_obasan.mp3","M_obaasan.mp3","same","training"
"1","102","different",744.2600000000093,6.612390436150945,1,"lowLD","Japanese","shiru-shiiru","different","AB","F_shiru.mp3","M_shiiru.mp3","different","training"
"1","102","same",605.1199999999953,6.405426785470085,1,"lowLD","Japanese","gaki-gakki","same","AA","M_gaki.mp3","M_gaki.mp3","same","training"
"1","102","same",705.2800000000279,6.55859488708448,1,"lowLD","Japanese","shiru-shiiru","same","BB","M_shiiru.mp3","M_shiiru.mp3","same","training"
"1","102","different",478.5,6.170656210893009,1,"lowLD","Japanese","haku-haaku","different","BA","F_haaku.mp3","F_haku.mp3","same","training"
"1","102","different",480.3199999999488,6.17445254844499,1,"lowLD","Japanese","yusoo-yuusoo","different","AB","M_yusoo.mp3","F_yuusoo.mp3","different","training"
"1","102","same",512.5799999999581,6.239456796391501,1,"lowLD","Japanese","haku-haaku","same","AA","M_haku.mp3","M_haku.mp3","same","training"
"1","102","different",344.14000000001397,5.841048551325052,1,"lowLD","Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","M_ojisan.mp3","same","training"
"1","102","same",874.8000000000466,6.773995288802666,1,"lowLD","Japanese","saka-sakka","same","BB","M_sakka.mp3","F_sakka.mp3","different","training"
"1","102","same",595.859999999986,6.390005740143299,1,"lowLD","Japanese","gaki-gakki","same","BB","F_gakki.mp3","F_gakki.mp3","same","training"
"1","102","same",742.8399999999674,6.610480678324809,1,"lowLD","Japanese","jutaku-juutaku","same","AA","M_jutaku.mp3","F_jutaku.mp3","different","training"
"1","102","different",569.9599999999627,6.345566182927523,1,"lowLD","Japanese","shiru-shiiru","different","BA","M_shiiru.mp3","M_shiru.mp3","same","training"
"1","102","different",275.2600000000093,5.617716105551421,1,"lowLD","Japanese","obasan-obaasan","different","AB","F_obasan.mp3","M_obaasan.mp3","different","training"
"1","102","same",468.5799999999581,6.149706844838405,1,"lowLD","Japanese","jutaku-juutaku","same","AA","F_jutaku.mp3","F_jutaku.mp3","same","training"
"1","102","different",833.6199999999953,6.7257776630337425,1,"lowLD","Japanese","saka-sakka","different","AB","F_saka.mp3","F_sakka.mp3","same","training"
"1","102","same",606.9599999999627,6.408462891029758,1,"lowLD","Japanese","shiru-shiiru","same","BB","F_shiiru.mp3","F_shiiru.mp3","same","training"
"1","102","same",487.5200000000186,6.189331315237437,1,"lowLD","Japanese","saka-sakka","same","BB","F_sakka.mp3","F_sakka.mp3","same","training"
"1","102","same",1360.8399999999674,7.215857435123458,0,"lowLD","Japanese","toshin-tosshin","different","AB","F_toshin.mp3","M_tosshin.mp3","different","training"
"1","102","same",533.8400000000838,6.280096168595508,1,"lowLD","Japanese","ojisan-ojiisan","same","BB","M_ojiisan.mp3","F_ojiisan.mp3","different","training"
"1","102","same",526.7399999999907,6.266707068166155,0,"lowLD","Japanese","ojisan-ojiisan","different","AB","F_ojisan.mp3","M_ojiisan.mp3","different","training"
"1","102","different",325.6600000000326,5.785853892336174,1,"lowLD","Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","M_ojisan.mp3","same","training"
"1","102","same",729.3399999999674,6.592140015599766,1,"lowLD","Japanese","ite-itte","same","BB","M_itte.mp3","F_itte.mp3","different","training"
"1","102","different",514.2800000000279,6.242767864216103,1,"lowLD","Japanese","ishoku-isshoku","different","AB","F_ishoku.mp3","F_isshoku.mp3","same","training"
"1","102","different",519.7399999999907,6.253328686533773,1,"lowLD","Japanese","kasee-kassee","different","AB","M_kasee.mp3","F_kassee.mp3","different","training"
"1","102","different",579.4200000000419,6.362027603206954,1,"lowLD","Japanese","jutaku-juutaku","different","BA","F_juutaku.mp3","M_jutaku.mp3","different","training"
"1","102","same",441.5799999999581,6.090359204082102,1,"lowLD","Japanese","obasan-obaasan","same","AA","M_obasan.mp3","F_obasan.mp3","different","training"
"1","102","same",420.80000000004657,6.0421576614236105,1,"lowLD","Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","M_ishoku.mp3","same","training"
"1","102","different",754.0200000000186,6.625418892855133,0,"lowLD","Japanese","oto-otto","same","AA","M_oto.mp3","F_oto.mp3","different","training"
"1","102","same",1201.0200000000186,7.0909264747306855,1,"lowLD","Japanese","kasee-kassee","same","AA","F_kasee.mp3","M_kasee.mp3","different","training"
"1","102","same",1057.4000000000233,6.963568343801372,0,"lowLD","Japanese","gaki-gakki","different","AB","F_gaki.mp3","M_gakki.mp3","different","training"
"1","102","same",2804.859999999986,7.939108905837762,1,"lowLD","Japanese","toshin-tosshin","same","BB","M_tosshin.mp3","F_tosshin.mp3","different","training"
"1","102","same",1155.5,7.0522884297144355,1,"lowLD","Japanese","ishoku-isshoku","same","AA","M_ishoku.mp3","F_ishoku.mp3","different","training"
"1","102","same",870.4000000000233,6.768952876101705,1,"lowLD","Japanese","haku-haaku","same","BB","F_haaku.mp3","M_haaku.mp3","different","training"
"1","102","same",455.6600000000326,6.1217469173709755,1,"lowLD","Japanese","nishi-nisshi","same","BB","F_nisshi.mp3","F_nisshi.mp3","same","training"
"1","102","same",424.0999999999767,6.04996927648049,1,"lowLD","Japanese","gaki-gakki","same","BB","M_gakki.mp3","M_gakki.mp3","same","training"
"1","102","different",345.11999999999534,5.8438921826408325,1,"lowLD","Japanese","iso-isso","different","AB","F_iso.mp3","F_isso.mp3","same","training"
"1","102","same",1627.420000000042,7.3947512177286665,0,"lowLD","Japanese","kasee-kassee","different","AB","F_kasee.mp3","F_kassee.mp3","same","training"
"1","102","different",389.7600000000093,5.965531165081502,1,"lowLD","Japanese","shiru-shiiru","different","AB","F_shiru.mp3","F_shiiru.mp3","same","training"
"1","102","different",466.5,6.1452580202873985,1,"lowLD","Japanese","iso-isso","different","AB","M_iso.mp3","M_isso.mp3","same","training"
"1","102","same",582.7600000000093,6.367775437785811,1,"lowLD","Japanese","haku-haaku","same","BB","M_haaku.mp3","M_haaku.mp3","same","training"
"1","102","same",682.640000000014,6.5259676342283495,1,"lowLD","Japanese","ite-itte","same","AA","F_ite.mp3","F_ite.mp3","same","training"
"1","102","same",495.5600000000559,6.205688436247651,1,"lowLD","Japanese","iso-isso","same","AA","M_iso.mp3","M_iso.mp3","same","training"
"1","102","same",483.8200000000652,6.181712936718057,1,"lowLD","Japanese","oto-otto","same","BB","F_otto.mp3","F_otto.mp3","same","training"
"1","102","same",321.14000000001397,5.771877165121582,1,"lowLD","Japanese","haken-hakken","same","BB","F_hakken.mp3","F_hakken.mp3","same","training"
"1","102","same",695.140000000014,6.5441132641276525,1,"lowLD","Japanese","iso-isso","same","AA","M_iso.mp3","F_iso.mp3","different","training"
"1","102","different",214.52000000001863,5.368402974114812,1,"lowLD","Japanese","ojisan-ojiisan","different","BA","M_ojiisan.mp3","M_ojisan.mp3","same","training"
"1","102","different",522.9599999999627,6.259504979304403,1,"lowLD","Japanese","haku-haaku","different","AB","M_haku.mp3","F_haaku.mp3","different","training"
"1","102","different",613.1600000000326,6.4186259132979595,1,"lowLD","Japanese","ite-itte","different","AB","F_ite.mp3","F_itte.mp3","same","training"
"1","102","same",338.78000000002794,5.8253509291583185,1,"lowLD","Japanese","hasan-hassan","same","BB","F_hassan.mp3","F_hassan.mp3","same","training"
"1","102","different",456.9000000000233,6.124464548569277,1,"lowLD","Japanese","shiru-shiiru","different","BA","M_shiiru.mp3","M_shiru.mp3","same","training"
"1","102","different",431.4799999999814,6.067221159507185,1,"lowLD","Japanese","haken-hakken","different","AB","F_haken.mp3","F_hakken.mp3","same","training"
"1","102","different",618.6600000000326,6.42755584875796,1,"lowLD","Japanese","haken-hakken","different","BA","M_hakken.mp3","F_haken.mp3","different","training"
"1","102","different",891.1199999999953,6.792479098536929,1,"lowLD","Japanese","iso-isso","different","BA","F_isso.mp3","F_iso.mp3","same","training"
"1","102","different",1933.4000000000233,7.567035390030517,1,"lowLD","Japanese","hasan-hassan","different","BA","F_hassan.mp3","M_hasan.mp3","different","training"
"1","102","different",871.7399999999907,6.770491214311292,1,"lowLD","Japanese","toshin-tosshin","different","AB","M_toshin.mp3","M_tosshin.mp3","same","training"
"1","102","different",1009.3800000000048,6.917091559959129,1,"lowLD","Japanese","ite-itte","different","AB","M_ite.mp3","F_itte.mp3","different","training"
"1","102","different",795.859999999986,6.679423290978786,1,"lowLD","Japanese","saka-sakka","different","AB","F_saka.mp3","F_sakka.mp3","same","training"
"1","102","different",336.9200000000419,5.819845513447287,1,"lowLD","Japanese","nishi-nisshi","different","AB","F_nishi.mp3","F_nisshi.mp3","same","training"
"1","102","same",439.0799999999581,6.084681628819021,1,"lowLD","Japanese","saka-sakka","same","AA","M_saka.mp3","M_saka.mp3","same","training"
"1","102","same",1430.3399999999674,7.265667457230731,1,"lowLD","Japanese","ite-itte","same","AA","F_ite.mp3","M_ite.mp3","different","training"
"1","102","same",670.6800000000512,6.508292123069683,1,"lowLD","Japanese","heta-hetta","same","AA","M_heta.mp3","F_heta.mp3","different","training"
"1","102","different",355.21999999997206,5.872737315839102,1,"lowLD","Japanese","toshin-tosshin","different","BA","M_tosshin.mp3","F_toshin.mp3","different","training"
"1","102","different",421.54000000003725,6.04391467210899,1,"lowLD","Japanese","toshin-tosshin","different","AB","M_toshin.mp3","M_tosshin.mp3","same","training"
"1","102","same",1024.219999999972,6.931686626273812,1,"lowLD","Japanese","hasan-hassan","same","AA","F_hasan.mp3","M_hasan.mp3","different","training"
"1","102","same",480.5999999999767,6.17503532330232,1,"lowLD","Japanese","ishoku-isshoku","same","BB","F_isshoku.mp3","F_isshoku.mp3","same","training"
"1","102","different",350.339999999851,5.858904111523076,1,"lowLD","Japanese","oto-otto","different","AB","F_oto.mp3","F_otto.mp3","same","training"
"1","102","same",622.2399999999907,6.4333258704074225,1,"lowLD","Japanese","haku-haaku","same","AA","M_haku.mp3","F_haku.mp3","different","training"
"1","102","same",725.3399999999674,6.586640510441911,1,"lowLD","Japanese","oto-otto","same","BB","M_otto.mp3","F_otto.mp3","different","training"
"1","102","same",777.5799999999581,6.656186532650797,1,"lowLD","Japanese","saka-sakka","same","AA","M_saka.mp3","F_saka.mp3","different","training"
"1","102","different",429.9399999999441,6.0636456640678595,1,"lowLD","Japanese","ite-itte","different","BA","M_itte.mp3","M_ite.mp3","same","training"
