Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Spreadsheet,F_response,J_response,TrialsPerBlock,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: word_pair,Spreadsheet: signal,Spreadsheet: break_duration,Spreadsheet: word_A,Spreadsheet: word_B,Spreadsheet: sound_A_male,Spreadsheet: sound_A_female,Spreadsheet: sound_B_male,Spreadsheet: sound_B_female,Spreadsheet: sound_1,Spreadsheet: sound_2,Spreadsheet: alt_writing_A,Spreadsheet: alt_writing_B,Spreadsheet: orthography_A,Spreadsheet: orthography_B,Spreadsheet: language,Spreadsheet: gloss_A,Spreadsheet: gloss_B,Spreadsheet: pitch_accent_A,Spreadsheet: pitch_accent_B,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity_A,Spreadsheet: phoneme_identity_B,Spreadsheet: length_A,Spreadsheet: length_B,Spreadsheet: segment_type,Spreadsheet: word_position,Spreadsheet: task,Spreadsheet: block_display,Spreadsheet: randomize_language_blocks,Spreadsheet: transliteration_A,Spreadsheet: transliteration_B,Manipulation: Spreadsheet,Manipulation: F_response,Manipulation: J_response,Manipulation: TrialsPerBlock,Store: Progress,Store: FeedbackProgress
11,1745081822333,19/04/2025 16:57:02,1745067422333,-4,19/04/2025 08:57:02,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,sound2,pdcnoi,4,continue,,557.9999999999982,549.7999999999993,557.9999999999982,557.9999999999982,549.7999999999993,557.9999999999982,1,557.9999999999982,0,0,,Audio Clip,Sound2,2,object-253,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
12,1745081823122,19/04/2025 16:57:03,1745067423122,-4,19/04/2025 08:57:03,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,response,ywcoe5,5,response,SAME,791.7999999999993,783.5,791.7999999999993,791.7999999999993,783.5,791.7999999999993,1,791.7999999999993,0,0,key_response,Keyboard Response,Keyboard Response,3,object-329,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,2,1
13,1745081823719,19/04/2025 16:57:03,1745067423719,-4,19/04/2025 08:57:03,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,correct,68extd,6,continue,,611.9999999761585,608.3999999999996,611.9999999761585,611.9999999761585,608.3999999999996,611.9999999761585,1,611.9999999761585,0,0,,Space To Continue,Press Space to Continue,3,object-338,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,2,1
14,1745081824216,19/04/2025 16:57:04,1745067424216,-4,19/04/2025 08:57:04,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,fixation,5y7evd,1,continue,,499.7000000000007,499.7000000000007,499.7000000000007,499.7000000000007,499.7000000000007,499.7000000000007,1,499.7000000000007,0,0,,Fixation Timing,Fixation,1,object-213,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
15,1745081824221,19/04/2025 16:57:04,1745067424221,-4,19/04/2025 08:57:04,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,sound1,emeov4,2,info,audio started,5.600000023841858,0,5.600000023841858,5.600000023841858,0,5.600000023841858,1,5.600000023841858,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
16,1745081825087,19/04/2025 16:57:05,1745067425087,-4,19/04/2025 08:57:05,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,sound1,emeov4,2,info,audio finished,871.3000000715256,867,871.3000000715256,871.3000000715256,867,871.3000000715256,1,871.3000000715256,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
17,1745081825087,19/04/2025 16:57:05,1745067425087,-4,19/04/2025 08:57:05,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,sound1,emeov4,2,continue,,872.3000000715256,867,872.3000000715256,872.3000000715256,867,872.3000000715256,1,872.3000000715256,0,0,,Audio Clip,Sound1,2,object-215,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
18,1745081825582,19/04/2025 16:57:05,1745067425582,-4,19/04/2025 08:57:05,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,ISI,s3rz1h,3,timedOut,,500.10000002384186,499.7000000000007,500.10000002384186,500.10000002384186,499.7000000000007,500.10000002384186,1,500.10000002384186,0,0,,Time Limit,screen,0,screen,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
19,1745081825586,19/04/2025 16:57:05,1745067425586,-4,19/04/2025 08:57:05,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,sound2,pdcnoi,4,info,audio started,4.40000002384113,0,4.40000002384113,4.40000002384113,0,4.40000002384113,1,4.40000002384113,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
20,1745081826383,19/04/2025 16:57:06,1745067426383,-4,19/04/2025 08:57:06,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,sound2,pdcnoi,4,info,audio finished,800.6999999761574,800.0999999999985,800.6999999761574,800.6999999761574,800.0999999999985,800.6999999761574,1,800.6999999761574,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
21,1745081826384,19/04/2025 16:57:06,1745067426384,-4,19/04/2025 08:57:06,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,sound2,pdcnoi,4,continue,,802.000000047683,800.0999999999985,802.000000047683,802.000000047683,800.0999999999985,802.000000047683,1,802.000000047683,0,0,,Audio Clip,Sound2,2,object-253,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,2,1
22,1745081827450,19/04/2025 16:57:07,1745067427450,-4,19/04/2025 08:57:07,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,2,training_trial,response,ywcoe5,5,response,DIFFERENT,1064.7000000000007,1058.4000000000015,1064.7000000000007,1064.7000000000007,1058.4000000000015,1064.7000000000007,1,1064.7000000000007,0,0,key_response,Keyboard Response,Keyboard Response,3,object-329,training_trial,BA,dhakara-dhakkara,different,,dhakara,dhakkara,M_dhakara.mp3,F_dhakara.mp3,M_dhakkara.mp3,F_dhakkara.mp3,F_dhakkara.mp3,F_dhakara.mp3,dhakara,dhakkara,ذَكَرَ,ذَكَّرَ,MSA,to mention; remember,"to remind, point out",,,k,k,kk,short,long,consonant,medial,training,,8,dhakara,dhakkara,,DIFFERENT,SAME,36,3,2
