Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Spreadsheet,F_response,J_response,TrialsPerBlock,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: word_pair,Spreadsheet: signal,Spreadsheet: break_duration,Spreadsheet: word_A,Spreadsheet: word_B,Spreadsheet: sound_A_male,Spreadsheet: sound_A_female,Spreadsheet: sound_B_male,Spreadsheet: sound_B_female,Spreadsheet: sound_1,Spreadsheet: sound_2,Spreadsheet: alt_writing_A,Spreadsheet: alt_writing_B,Spreadsheet: orthography_A,Spreadsheet: orthography_B,Spreadsheet: language,Spreadsheet: gloss_A,Spreadsheet: gloss_B,Spreadsheet: pitch_accent_A,Spreadsheet: pitch_accent_B,Spreadsheet: phoneme_quality,Spreadsheet: phoneme_identity_A,Spreadsheet: phoneme_identity_B,Spreadsheet: length_A,Spreadsheet: length_B,Spreadsheet: segment_type,Spreadsheet: word_position,Spreadsheet: task,Spreadsheet: block_display,Spreadsheet: randomize_language_blocks,Spreadsheet: transliteration_A,Spreadsheet: transliteration_B,Manipulation: Spreadsheet,Manipulation: F_response,Manipulation: J_response,Manipulation: TrialsPerBlock,Store: Progress,Store: FeedbackProgress
1,1745081816745,19/04/2025 16:56:56,1745067416745,-4,19/04/2025 08:56:56,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1745081818195,19/04/2025 16:56:58,1745067418195,-4,19/04/2025 08:56:58,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,instructions,Screen 1,de1oim,1,continue,,1471.6,1466.7000000000003,1471.6,1471.6,1466.7000000000003,1471.6,1,1471.6,0,0,,Click To Continue,Continue Button,2,object-393,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIFFERENT,SAME,36,37,36
3,1745081820191,19/04/2025 16:57:00,1745067420191,-4,19/04/2025 08:57:00,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,block_display,Screen 1,6te5rm,1,timedOut,,2000.7999999761578,2000.0999999999995,2000.7999999761578,2000.7999999761578,2000.0999999999995,2000.7999999761578,1,2000.7999999761578,0,0,,Time Limit,screen,0,screen,block_display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Block 1 of 8,,,,,DIFFERENT,SAME,36,1,0
4,1745081820691,19/04/2025 16:57:00,1745067420691,-4,19/04/2025 08:57:00,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,fixation,5y7evd,1,continue,,499.90000000000055,499.90000000000055,499.90000000000055,499.90000000000055,499.90000000000055,499.90000000000055,1,499.90000000000055,0,0,,Fixation Timing,Fixation,1,object-213,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
5,1745081820696,19/04/2025 16:57:00,1745067420696,-4,19/04/2025 08:57:00,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,sound1,emeov4,2,info,audio started,5.799999976157778,0,5.799999976157778,5.799999976157778,0,5.799999976157778,1,5.799999976157778,0,0,,Audio Clip,Sound1,2,object-215,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
6,1745081821275,19/04/2025 16:57:01,1745067421275,-4,19/04/2025 08:57:01,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,sound1,emeov4,2,info,audio finished,584.2999999761578,583.1999999999998,584.2999999761578,584.2999999761578,583.1999999999998,584.2999999761578,1,584.2999999761578,0,0,,Audio Clip,Sound1,2,object-215,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
7,1745081821275,19/04/2025 16:57:01,1745067421275,-4,19/04/2025 08:57:01,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,sound1,emeov4,2,continue,,584.8999999999996,583.1999999999998,584.8999999999996,584.8999999999996,583.1999999999998,584.8999999999996,1,584.8999999999996,0,0,,Audio Clip,Sound1,2,object-215,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
8,1745081821775,19/04/2025 16:57:01,1745067421775,-4,19/04/2025 08:57:01,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,ISI,s3rz1h,3,timedOut,,501.1999999999998,500.3000000000002,501.1999999999998,501.1999999999998,500.3000000000002,501.1999999999998,1,501.1999999999998,0,0,,Time Limit,screen,0,screen,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
9,1745081821779,19/04/2025 16:57:01,1745067421779,-4,19/04/2025 08:57:01,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,sound2,pdcnoi,4,info,audio started,5.600000047683352,0,5.600000047683352,5.600000047683352,0,5.600000047683352,1,5.600000047683352,0,0,,Audio Clip,Sound2,2,object-253,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
10,1745081822332,19/04/2025 16:57:02,1745067422332,-4,19/04/2025 08:57:02,220732,2,task-99r7,repeat-7t26#4,45515352,BLIND,13022560,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1440x900,1440x731,final training complete DIFSAME,,0,AX Discrimination Task,10,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet3,,spreadsheet3,,,training session 1 complete,,day 1 complete,,,completed training session,final training complete DIFSAME,training_high_LD,DIFFERENT,SAME,36,training_high_LD,1,training_trial,sound2,pdcnoi,4,info,audio finished,557.9999999999982,549.7999999999993,557.9999999999982,557.9999999999982,549.7999999999993,557.9999999999982,1,557.9999999999982,0,0,,Audio Clip,Sound2,2,object-253,training_trial,AA,ful-fuul,same,,ful,fuul,M_ful.mp3,F_ful.mp3,M_fuul.mp3,F_fuul.mp3,F_ful.mp3,M_ful.mp3,ful(l),fuul,فُلْ,فُول,MSA,jasmine flower,fava beans,,,u,u,uu,short,long,vowel,medial,training,,5,ful(l),fuul,,DIFFERENT,SAME,36,1,0
