ID	pair	B1	B2	Slope	X1	X2	Theta	PointVar	exitflag	R	LS	AR	N	status	comment
5031	indent-intent	18.2371316249029	82.183648892092	-61.6288415569548	3.99550334743525	3.36585362588962	87.3901639367585	7.66994668264429	2	0.967183711133047	58.8280821146061	-0.0632849352610466	35	1	
5031	kata-katta	35.9377706826232	56.2929723188873	-13.3147654006989	1.50227989610453	3.5628558826396	47.0086936160159	11.4209786866664	2	0.586014549376704	130.438754161288	-0.201014836831179	35	1	
5031	reason-risen	18.973643544235	92.6597468357134	-20.2533892057233	4.58599368794148	4.6625085580825	76.4480553496062	8.63814293399055	2	0.941075643966514	74.6175133480509	0.0419963488260799	35	1	
5031	toru-tooru	28.894638186229	88.9999382083401	-12.0570234272464	1.03007933118298	4.99998291585162	92.735149089249	15.9280765455865	2	0.750026227251764	253.703622442062	0.360042075273719	35	1	
5096	indent-intent	4.14483298713619	96.4319330449264	-157.59082642174	2.49003563035124	2.84483111140702	77.5353126033664	5.45754271849585	2	0.991423662270959	29.7847725242071	-0.329997142915271	35	1	
5096	kata-katta	1.00000853708963	96.6220404594812	-28.7878067551576	3.68783967633643	3.31053209331549	108.122382317066	16.7572659746551	2	0.895897601054368	280.805962945335	-0.165627778782705	35	1	
5096	reason-risen	2.50537177281341	97.6239572980388	-46.3941977732222	4.48723797883719	3.49170242071122	78.70515789215	10.9435454464042	2	0.96358528129568	119.761186937514	-0.257846522542047	35	1	
5096	toru-tooru	6.74936070014618	93.2386143243608	-104.963436190884	3.30988769829743	3.36679808276729	100.221215144676	9.19384903727569	2	0.974197930705767	84.5268601202152	-0.171971164365281	35	1	
5098	indent-intent	4.41655772618816	94.4622267453871	-89.8009927055269	2.33879466512364	3.52123808685051	76.8989158252616	7.63248098514152	2	0.983379832594192	58.2547659885469	-0.477868482200795	35	1	
5098	kata-katta	9.00272108578299	81.6773956123312	-12.5980789999322	4.64698025029015	3.05134964492936	98.5339463080573	14.1314890933802	2	0.808614775355318	199.698983996323	-0.193382026751408	35	1	
5098	reason-risen	29.0154585664121	65.3271257012664	-267.518692606725	3.33037748562756	3.03645196001253	44.5308281867454	16.4606547900681	2	0.695196191754318	270.953156117791	0.241121882175736	35	1	
5098	toru-tooru	21.445769826135	86.8176161389412	-25.2204193787611	3.17861445289663	3.92824720721732	90.7899800589543	12.1970721911146	2	0.905249091446706	148.768570035262	-0.239799439835211	35	1	
5103	indent-intent	4.10751550011492	85.5290053720356	-67.6109757126492	4.65706102142594	2.7729626951878	75.3190357629057	9.21254939496928	2	0.963986511996081	84.8710663547488	-0.123716296648089	35	1	
5103	kata-katta	36.1677057911248	68.1669252270997	-10.0095803882982	1.00002937034054	4.99999206632967	114.644659149408	14.6526920479426	2	0.6176324709386	214.701384251841	-0.11370518596278	35	1	
5103	reason-risen	3.55551579331386	87.3752878982582	-57.0170230195757	4.02683504888683	3.77104872832325	95.5378692037625	8.34125776563777	2	0.975608656595707	69.5765811128124	-0.127969195203791	35	1	
5103	toru-tooru	0.666668109822854	81.4522382233317	-22.9896757064527	3.98782648453044	3.04508930595974	92.348537900862	21.6566220114914	2	0.792733688812512	469.009276948613	-0.0529592811959356	35	1	
5114	indent-intent	5.14643414024902	98.6316852861112	-58.5369519408861	4.67989834532165	3.04527539637385	67.8245849273257	12.5506182728494	2	0.949680512672058	157.518019030782	-0.373146923118686	35	1	
5114	kata-katta	7.88255252670719	90.6339232287918	-36.7930022983482	5.42613781154122	4.20780280565688	82.2530888524992	10.3205663537928	2	0.956375000928592	106.514089863041	-0.310988047976695	35	1	
5114	reason-risen	3.02570080101816e-10	99.1643115024392	52.8613037546801	2.63503786897564	1.14443867471687	179.89999999998	15.1549697166372	2	0.932407142155941	229.673107112191	0.193621445347032	35	1	
5114	toru-tooru	4.00224472502079	93.2388937702802	-84.5369257780058	4.14405709547774	3.66064308775863	86.3668279359593	8.92457597630018	2	0.97714426457712	79.6480563567543	-0.0545234600727502	35	1	
