ID	ax_condition	day	prepost	language	pair	second_dim_step	first_dim_step	norm_response	pred
148	lowLD	2	post-training	Japanese	toru-tooru	3	1	12	11.6503111794198
148	lowLD	2	post-training	Japanese	toru-tooru	3	1	16	11.6503111794198
148	lowLD	2	post-training	Japanese	toru-tooru	3	1	11	11.6503111794198
148	lowLD	2	post-training	Japanese	toru-tooru	3	2	14	11.7679647575934
148	lowLD	2	post-training	Japanese	toru-tooru	3	2	10	11.7679647575934
148	lowLD	2	post-training	Japanese	toru-tooru	3	2	6	11.7679647575934
148	lowLD	2	post-training	Japanese	toru-tooru	3	2	10	11.7679647575934
148	lowLD	2	post-training	Japanese	toru-tooru	3	3	18	17.3011118574049
148	lowLD	2	post-training	Japanese	toru-tooru	3	3	13	17.3011118574049
148	lowLD	2	post-training	Japanese	toru-tooru	3	3	18	17.3011118574049
148	lowLD	2	post-training	Japanese	toru-tooru	3	4	17	68.963474600338
148	lowLD	2	post-training	Japanese	toru-tooru	3	4	90	68.963474600338
148	lowLD	2	post-training	Japanese	toru-tooru	3	4	90	68.963474600338
148	lowLD	2	post-training	Japanese	toru-tooru	3	4	82	68.963474600338
148	lowLD	2	post-training	Japanese	toru-tooru	3	5	89	81.4301953915018
148	lowLD	2	post-training	Japanese	toru-tooru	3	5	83	81.4301953915018
148	lowLD	2	post-training	Japanese	toru-tooru	3	5	87	81.4301953915018
148	lowLD	2	post-training	Japanese	toru-tooru	3	5	10	81.4301953915018
148	lowLD	2	post-training	Japanese	toru-tooru	3	6	92	81.7281836620654
148	lowLD	2	post-training	Japanese	toru-tooru	3	6	84	81.7281836620654
148	lowLD	2	post-training	Japanese	toru-tooru	3	6	95	81.7281836620654
148	lowLD	2	post-training	Japanese	toru-tooru	3	6	93	81.7281836620654
148	lowLD	2	post-training	Japanese	toru-tooru	3	7	85	81.7340343869802
148	lowLD	2	post-training	Japanese	toru-tooru	3	7	81	81.7340343869802
148	lowLD	2	post-training	Japanese	toru-tooru	3	7	92	81.7340343869802
148	lowLD	2	post-training	Japanese	toru-tooru	3	7	86	81.7340343869802
149	highLD	1	pre-training	English	indent-intent	3	1	0	0.135610098799499
149	highLD	1	pre-training	English	indent-intent	3	1	0	0.135610098799499
149	highLD	1	pre-training	English	indent-intent	3	1	0	0.135610098799499
149	highLD	1	pre-training	English	indent-intent	3	2	0	1.12255313482603
149	highLD	1	pre-training	English	indent-intent	3	2	0	1.12255313482603
149	highLD	1	pre-training	English	indent-intent	3	2	0	1.12255313482603
149	highLD	1	pre-training	English	indent-intent	3	2	0	1.12255313482603
149	highLD	1	pre-training	English	indent-intent	3	3	0	8.6609177123098
149	highLD	1	pre-training	English	indent-intent	3	3	0	8.6609177123098
149	highLD	1	pre-training	English	indent-intent	3	3	0	8.6609177123098
149	highLD	1	pre-training	English	indent-intent	3	3	0	8.6609177123098
