ID	ax_condition	day	prepost	language	pair	second_dim_step	Min	Max	Crossover	Slope	PointVar	exitflag	R	LS	AR	N	status	comment
102	lowLD	1	pre-training	English	indent-intent	3	0.234982462957724	99.3824317422734	2.99904428739708	199.990240908925	18.7152994874857	2030	0.919042180588483	350.262434906284	-0.74913349524759	28	1	
102	lowLD	1	pre-training	English	reason-risen	3	0.949776317398197	99.1265134109946	4.75079785052756	199.999843785114	7.82994573375304	2040	0.986299604510307	61.3080501935174	-0.417585046054135	28	1	
102	lowLD	1	pre-training	Japanese	kata-katta	3	33.33333353793	49.6666678012247	1.82722420605661	108.117140970711	15.7323446017009	2070	0.319158539924525	247.506666666668	-0.442580662792645	25	1	
102	lowLD	1	pre-training	Japanese	toru-tooru	3	1.84790209800667e-08	99.6964214965689	4.25008854674772	46.4843227977692	22.6518204638819	2040	0.886721248679207	513.104970327938	-0.455054352558	25	1	
102	lowLD	2	post-training	English	indent-intent	3	0.79741657003099	99.3864916317874	2.83665387909427	161.818820272928	15.9979548339261	2060	0.9372847406439	255.934558868338	-0.079312867169356	28	1	
102	lowLD	2	post-training	English	reason-risen	3	0.718772197718728	99.999998981639	4.49880217234759	56.44257284817	22.7173325678806	2020	0.882177502925333	516.077198999689	-0.291139877540839	28	1	
102	lowLD	2	post-training	Japanese	kata-katta	3	56.3749973047804	62.7500018856345	4.32452419956429	100.050000527135	22.8457560926264	2030	0.136793474103166	521.928571443775	-0.32928092896559	28	1	
102	lowLD	2	post-training	Japanese	toru-tooru	3	15.2969733533048	99.1191923395892	3.38402426172195	40.2837634249727	30.8382765704266	2100	0.74026266274744	950.999301834124	0.0863952713404057	27	1	
103	highLD	1	pre-training	English	indent-intent	3	1.5187609392342e-08	99.9999999572725	3.15134720286836	38.6926673106748	15.4054185267101	2010	0.929278843911952	237.326919983104	-0.170026627114367	28	1	
103	highLD	1	pre-training	English	reason-risen	3	15.1807705574969	97.2098206191548	4.20633115517936	27.1329194065727	11.2879903510741	2020	0.939792340469073	127.418726165942	-0.293305150668917	28	1	
103	highLD	1	pre-training	Japanese	kata-katta	3	4.14495318068475e-08	99.9999999239661	3.61672066710834	22.7079931830127	27.1657809453393	2080	0.773846707878127	737.979654370161	-0.287870730198838	28	1	
103	highLD	1	pre-training	Japanese	toru-tooru	3	2.2236626762151e-08	99.9999999044293	3.27292777416043	31.0382263415251	22.1885149999683	2010	0.860365443874269	492.330197903818	0.00794489235018146	28	1	
103	highLD	2	post-training	English	indent-intent	3	4.11436286335353	99.9999999850287	3.71262670965396	27.1394989343457	9.57867368006573	2020	0.965034579427683	91.750989469184	0.260991214465234	27	1	
103	highLD	2	post-training	English	reason-risen	3	4.96535878182544	99.9999993608942	3.5976497661825	14.8277134220583	15.4869147117713	2020	0.844429679648733	239.844527289677	0.0133944395433892	27	1	
103	highLD	2	post-training	Japanese	kata-katta	3	33.5000032156636	57.631578263378	2.05799746635584	109.345046737863	24.2595312149872	2010	0.372641469400588	588.52485477094	-0.148740017368931	27	1	
103	highLD	2	post-training	Japanese	toru-tooru	3	8.11198988822958	94.3306789563741	2.75867713164214	98.6969600325979	11.8416294741118	2080	0.952674477721365	140.224188602154	0.0705290059403804	28	1	
104	lowLD	1	pre-training	English	indent-intent	3	0.115560577244153	99.7640719393416	3.56828799400958	134.973637863582	5.94664153446001	2040	0.992287383503076	35.3625455393649	-0.420132504717672	28	1	
104	lowLD	1	pre-training	English	reason-risen	3	3.0712951866831	99.9999999825696	4.68362205004837	34.2920910982803	20.2269594913074	2060	0.883951350514607	409.129890262991	-0.12746300332178	27	1	
104	lowLD	1	pre-training	Japanese	kata-katta	3	12.0419661163115	99.9999998795068	4.87144502159502	20.7245829455287	25.0597532445989	2050	0.751002265915498	627.991232680183	-0.370222732888646	28	1	
104	lowLD	1	pre-training	Japanese	toru-tooru	3	1.50227116858084	99.9999999717779	3.78797653835749	39.6950313052138	21.6413896672021	2080	0.880214550834871	468.349746727683	-0.411493671130156	28	1	
104	lowLD	2	post-training	English	indent-intent	3	0.372286452679013	99.0211432479148	3.13566576420535	199.999756913226	7.18687488111999	2070	0.987801347129451	51.6511705568734	-0.60703097029277	27	1	
104	lowLD	2	post-training	English	reason-risen	3	3.80018229929844	99.9999999467654	4.66515031526683	62.4008788127865	9.60012035817741	2040	0.974903261093262	92.1623108914923	-0.447075963872594	28	1	
104	lowLD	2	post-training	Japanese	kata-katta	3	9.074809453623	98.3243375016104	2.90817500491709	114.76208793228	14.980147616787	2030	0.932787831933119	224.40482262073	-0.116626629814462	28	1	
104	lowLD	2	post-training	Japanese	toru-tooru	3	1.7546749830899e-07	99.9999952027	4.13744125692179	45.4248593419406	21.0514321933727	2070	0.891254608721102	443.162797392168	-0.363185233411942	27	1	
106	highLD	1	pre-training	English	indent-intent	3	25.6900249647482	75.440633544275	3.24508621583618	18.7275690150777	17.6965529375948	2010	0.727897934315532	313.167985873095	-0.157066539364521	24	1	
106	highLD	1	pre-training	English	reason-risen	3	38.5263169816623	76.0001508282472	6.19373723004204	144.225374848151	22.0117132555446	2010	0.521228392633942	484.515520444318	-0.232981641129053	26	1	
106	highLD	1	pre-training	Japanese	kata-katta	3	25.9026232480802	62.5952269369428	1.6563212305909	23.9574863007335	20.649047749072	2040	0.472824861287574	426.383172943456	-0.0952364088769797	26	1	
106	highLD	1	pre-training	Japanese	toru-tooru	3	35.9999977857837	54.1000018173473	1.99302182991392	100.512897947187	17.6114309471901	2020	0.347091307034829	310.162500007646	-0.156859972902028	28	1	
