sound1,sound2,duration_step,f0_step_number,time,f0_1,f0_2,f0_interp,method
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.249,307.1,185.2,307.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.259,303.4,178.6,303.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.269,285,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.279,262.5,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.289,235.7,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.299,224.7,153.3,224.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.309,215.6,152.8,215.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.319,208.3,151.8,208.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.329,195.9,149.5,195.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.339,181.4,145.8,181.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.079,278.4,311.8,286.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.089,286,319.2,293.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.099,293.3,327.1,301.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.109,300.3,334.8,308.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.119,303,339.4,311.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.129,305.5,342.1,314.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.139,307.8,343.3,316.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.149,310.3,342.6,318.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.159,312.3,337.5,318.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.169,313.7,328.2,317.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.179,314.3,309,313,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.189,314.5,286.8,307.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.199,314.2,262.7,300.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.209,313.4,238.4,292.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.219,312.4,219.8,286.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.229,311.2,205.2,280.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.239,309.7,194.1,275.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.249,307.1,185.2,270.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.259,303.4,178.6,265.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.269,285,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.279,262.5,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.289,235.7,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.299,224.7,153.3,204.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.309,215.6,152.8,197.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.319,208.3,151.8,192.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.329,195.9,149.5,183.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,2,0.339,181.4,145.8,171.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.079,278.4,311.8,294.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.089,286,319.2,302.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.099,293.3,327.1,309.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.109,300.3,334.8,317.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.119,303,339.4,320.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.129,305.5,342.1,323.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.139,307.8,343.3,325.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.149,310.3,342.6,326.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.159,312.3,337.5,324.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.169,313.7,328.2,320.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.179,314.3,309,311.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.189,314.5,286.8,300.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.199,314.2,262.7,287.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.209,313.4,238.4,273.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.219,312.4,219.8,262.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.229,311.2,205.2,252.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.239,309.7,194.1,245.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.249,307.1,185.2,238.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.259,303.4,178.6,232.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.269,285,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.279,262.5,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.289,235.7,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.299,224.7,153.3,185.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.309,215.6,152.8,181.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.319,208.3,151.8,177.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.329,195.9,149.5,171.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,3,0.339,181.4,145.8,162.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.079,278.4,311.8,303.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.089,286,319.2,310.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.099,293.3,327.1,318.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.109,300.3,334.8,325.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.119,303,339.4,329.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.129,305.5,342.1,332.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.139,307.8,343.3,334.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.149,310.3,342.6,334.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.159,312.3,337.5,331,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.169,313.7,328.2,324.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.179,314.3,309,310.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.189,314.5,286.8,293.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.199,314.2,262.7,274.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.209,313.4,238.4,255.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.219,312.4,219.8,240,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.229,311.2,205.2,227.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.239,309.7,194.1,218.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.249,307.1,185.2,210.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.259,303.4,178.6,203.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.269,285,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.279,262.5,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.289,235.7,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.299,224.7,153.3,168.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.309,215.6,152.8,166.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.319,208.3,151.8,164.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.329,195.9,149.5,159.9,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,4,0.339,181.4,145.8,154,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.079,278.4,311.8,311.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.089,286,319.2,319.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.099,293.3,327.1,327.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.109,300.3,334.8,334.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.119,303,339.4,339.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.129,305.5,342.1,342.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.139,307.8,343.3,343.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.149,310.3,342.6,342.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.159,312.3,337.5,337.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.169,313.7,328.2,328.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.179,314.3,309,309,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.189,314.5,286.8,286.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.199,314.2,262.7,262.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.209,313.4,238.4,238.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.219,312.4,219.8,219.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.229,311.2,205.2,205.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.239,309.7,194.1,194.1,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.249,307.1,185.2,185.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.259,303.4,178.6,178.6,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.269,285,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.279,262.5,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.289,235.7,NA,NA,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.299,224.7,153.3,153.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.309,215.6,152.8,152.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.319,208.3,151.8,151.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.329,195.9,149.5,149.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,5,0.339,181.4,145.8,145.8,log
