sound1,sound2,duration_step,f0_step_number,time,f0_1,f0_2,f0_interp,method
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.079,278.4,311.8,278.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.089,286,319.2,286,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.099,293.3,327.1,293.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.109,300.3,334.8,300.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.119,303,339.4,303,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.129,305.5,342.1,305.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.139,307.8,343.3,307.8,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.149,310.3,342.6,310.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.159,312.3,337.5,312.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.169,313.7,328.2,313.7,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.179,314.3,309,314.3,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.189,314.5,286.8,314.5,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.199,314.2,262.7,314.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.209,313.4,238.4,313.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.219,312.4,219.8,312.4,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.229,311.2,205.2,311.2,log
toru_origin_tooru_dur_3,tooru_origin_toru_dur_3,dur_3,1,0.239,309.7,194.1,309.7,log
