sound1,sound2,duration_step,f0_step_number,time,f0_1,f0_2,f0_interp,method
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.078,275.3,316.9,275.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.088,285,325.8,285,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.098,293.8,333.9,293.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.108,301.9,340.8,301.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.118,307.2,339.8,307.2,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.128,311.4,326.5,311.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.138,314.5,303.2,314.5,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.148,314,265.2,314,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.158,312.4,233.4,312.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.168,309.7,206.9,309.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.178,300.3,192.4,300.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.188,279.9,186.4,279.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.198,248.6,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.208,237.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.218,228.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.228,221.3,153,221.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.238,209.1,152.3,209.1,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.248,194.8,150.6,194.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,1,0.258,178.7,148.1,178.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.078,275.3,316.9,285.1,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.088,285,325.8,294.6,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.098,293.8,333.9,303.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.108,301.9,340.8,311.2,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.118,307.2,339.8,315,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.128,311.4,326.5,315.1,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.138,314.5,303.2,311.6,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.148,314,265.2,301,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.158,312.4,233.4,290.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.168,309.7,206.9,280,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.178,300.3,192.4,268.6,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.188,279.9,186.4,252.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.198,248.6,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.208,237.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.218,228.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.228,221.3,153,201.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.238,209.1,152.3,193.1,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.248,194.8,150.6,182.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,2,0.258,178.7,148.1,170.5,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.078,275.3,316.9,295.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.088,285,325.8,304.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.098,293.8,333.9,313.2,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.108,301.9,340.8,320.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.118,307.2,339.8,323.1,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.128,311.4,326.5,318.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.138,314.5,303.2,308.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.148,314,265.2,288.6,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.158,312.4,233.4,270,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.168,309.7,206.9,253.1,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.178,300.3,192.4,240.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.188,279.9,186.4,228.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.198,248.6,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.208,237.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.218,228.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.228,221.3,153,184,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.238,209.1,152.3,178.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.248,194.8,150.6,171.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,3,0.258,178.7,148.1,162.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.078,275.3,316.9,305.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.088,285,325.8,315,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.098,293.8,333.9,323.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.108,301.9,340.8,330.6,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.118,307.2,339.8,331.3,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.128,311.4,326.5,322.6,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.138,314.5,303.2,306,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.148,314,265.2,276.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.158,312.4,233.4,251,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.168,309.7,206.9,228.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.178,300.3,192.4,215,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.188,279.9,186.4,206.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.198,248.6,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.208,237.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.218,228.1,NA,NA,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.228,221.3,153,167.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.238,209.1,152.3,164.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.248,194.8,150.6,160.7,log
toru_2_mod,tooru_origin_toru_dur_1,NA,4,0.258,178.7,148.1,155.2,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.078,275.3,316.9,316.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.088,285,325.8,325.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.098,293.8,333.9,333.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.108,301.9,340.8,340.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.118,307.2,339.8,339.8,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.128,311.4,326.5,326.5,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.138,314.5,303.2,303.2,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.148,314,265.2,265.2,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.158,312.4,233.4,233.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.168,309.7,206.9,206.9,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.178,300.3,192.4,192.4,log
toru_2_mod,tooru_origin_toru_dur_1,NA,5,0.188,279.9,186.4,186.4,log
