endpoint1,endpoint2,step,time_index,time,formant,frequency
reason_1,risen_1,7,25,0.231,1,431
reason_1,risen_1,7,25,0.231,2,2027
reason_1,risen_1,7,25,0.231,3,2974
reason_1,risen_1,7,26,0.239,1,418
reason_1,risen_1,7,26,0.239,2,2013
reason_1,risen_1,7,26,0.239,3,2969
reason_1,risen_1,7,27,0.248,1,405
reason_1,risen_1,7,27,0.248,2,1999
reason_1,risen_1,7,27,0.248,3,2962
reason_1,risen_1,7,28,0.256,1,393
reason_1,risen_1,7,28,0.256,2,1999
reason_1,risen_1,7,28,0.256,3,2962
reason_1,risen_1,7,29,0.264,1,383
reason_1,risen_1,7,29,0.264,2,2019
reason_1,risen_1,7,29,0.264,3,2967
reason_1,risen_1,7,30,0.272,1,377
reason_1,risen_1,7,30,0.272,2,2047
reason_1,risen_1,7,30,0.272,3,2974
