"local_date","session","ID","exp_group","response","reaction_time","correct","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","days_between","log_rt","median_rt","mad","upper_mad","lower_mad"
"2025-03-29","1","6","Low LD","different",357.2000000178814,1,"haku-haaku","different","AB","haku","haaku","M_haku.mp3","M_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.878295849052404,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",375.8000000002794,1,"shiru-shiiru","same","BB","shiru","shiiru","M_shiiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.929057086980109,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",337.60000000009313,1,"saka-sakka","same","AA","saka","sakka","M_saka.mp3","M_saka.mp3","same","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.821861762722078,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",1021.0999999998604,0,"oto-otto","different","BA","oto","otto","M_otto.mp3","F_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.928635756561356,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",712.4999999997672,1,"heta-hetta","same","AA","heta","hetta","M_heta.mp3","F_heta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.568779912142479,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",405.4000000001397,1,"toshin-tosshin","different","BA","toshin","tosshin","F_tosshin.mp3","M_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.004874234018244,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",233.29999999399297,1,"toshin-tosshin","same","BB","toshin","tosshin","F_tosshin.mp3","F_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.452325179001636,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",290.70000000600703,1,"obasan-obaasan","same","AA","obasan","obaasan","M_obasan.mp3","M_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.672291807585494,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",273.8000000179745,1,"heta-hetta","same","BB","heta","hetta","F_hetta.mp3","F_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.612397912919997,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",271.80000000586733,1,"ite-itte","same","BB","ite","itte","F_itte.mp3","F_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.60506650173863,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",446.5,0,"saka-sakka","same","AA","saka","sakka","F_saka.mp3","M_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.101439400316553,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",1645.899999999674,0,"ishoku-isshoku","same","BB","ishoku","isshoku","M_isshoku.mp3","F_isshoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,7.406042626049825,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",1096.399999994086,0,"kasee-kassee","same","BB","kasee","kassee","M_kassee.mp3","F_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.999787364423237,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",927.2000000118278,1,"heta-hetta","different","BA","heta","hetta","F_hetta.mp3","F_heta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.832169292038299,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",275.10000000032596,1,"jutaku-juutaku","same","AA","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.617134667931714,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",208.7000000178814,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","M_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.340897814168835,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",265.2000000178814,1,"hasan-hassan","same","BB","hasan","hassan","F_hassan.mp3","F_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.580484258379133,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",450.5,1,"nishi-nisshi","different","AB","nishi","nisshi","M_nishi.mp3","M_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.110358077048392,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",566.9999999997672,1,"gaki-gakki","same","BB","gaki","gakki","M_gakki.mp3","F_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.340359303727341,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",259.10000000009313,1,"kasee-kassee","same","AA","kasee","kassee","F_kasee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.557214087568424,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",325.2000000178814,1,"ite-itte","same","AA","ite","itte","F_ite.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.784440377728641,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",550.8000000002794,1,"oto-otto","same","BB","oto","otto","F_otto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.311371766855007,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","same",445.79999999399297,1,"toshin-tosshin","same","AA","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.099870420938294,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-03-29","1","6","Low LD","different",436.19999999413267,1,"saka-sakka","different","BA","saka","sakka","F_sakka.mp3","M_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.078100853754077,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",570.7999999761578,0,"jutaku-juutaku","same","BB","jutaku","juutaku","F_juutaku.mp3","M_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.347038885560911,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",858.6999999999971,1,"toshin-tosshin","same","AA","toshin","tosshin","F_toshin.mp3","M_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.755419617678435,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",358.7999999999993,1,"ojisan-ojiisan","different","AB","ojisan","ojiisan","M_ojisan.mp3","M_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.882765130184639,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",286.7000000000007,1,"oto-otto","same","BB","oto","otto","F_otto.mp3","F_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.6584363728893265,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",468.5,1,"nishi-nisshi","different","AB","nishi","nisshi","F_nishi.mp3","M_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.149536101678477,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",757.7999999523163,0,"yusoo-yuusoo","same","BB","yusoo","yuusoo","F_yuusoo.mp3","M_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.630419498521577,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",1028.9000000000017,1,"shiru-shiiru","different","BA","shiru","shiiru","F_shiiru.mp3","F_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.936245549381766,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",270.0999999523192,1,"gaki-gakki","same","BB","gaki","gakki","F_gakki.mp3","F_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.59879226062204,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",875.3000000000029,1,"jutaku-juutaku","same","AA","jutaku","juutaku","F_jutaku.mp3","M_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.774566684738396,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",258.79999999999563,0,"ishoku-isshoku","same","BB","ishoku","isshoku","F_isshoku.mp3","M_isshoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.556055562626729,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",619.0999999523192,1,"toshin-tosshin","same","BB","toshin","tosshin","M_tosshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.42826681044817,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",590.9999999523134,1,"toshin-tosshin","different","AB","toshin","tosshin","M_toshin.mp3","M_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.38181601732541,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",390,1,"haken-hakken","different","AB","haken","hakken","F_haken.mp3","F_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.966146739123692,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",383.8999999642401,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","F_ojiisan.mp3","M_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.950382101913603,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",1375.5000000000073,1,"hasan-hassan","different","BA","hasan","hassan","F_hassan.mp3","F_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,7.226572580364635,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",300.19999999998254,1,"haku-haaku","same","AA","haku","haaku","F_haku.mp3","F_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.7044489191993035,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",203.999999988082,1,"ishoku-isshoku","same","AA","ishoku","isshoku","F_ishoku.mp3","F_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.318119993785795,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",513.0999999999913,1,"shiru-shiiru","same","AA","shiru","shiiru","M_shiru.mp3","F_shiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.240470757947902,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",716.8999999999942,1,"yusoo-yuusoo","same","BB","yusoo","yuusoo","M_yuusoo.mp3","F_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.5749363608588185,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",183.5999999523192,1,"obasan-obaasan","same","BB","obasan","obaasan","M_obaasan.mp3","M_obaasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.21275947792669,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",1916.800000000003,1,"kasee-kassee","same","AA","kasee","kassee","F_kasee.mp3","M_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,7.558412407921132,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",1329.5999999999913,1,"hasan-hassan","different","BA","hasan","hassan","M_hassan.mp3","M_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,7.192633424101177,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",612.699999976161,1,"iso-isso","different","BA","iso","isso","F_isso.mp3","M_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.417875419692701,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",517.0999999999913,1,"jutaku-juutaku","same","BB","jutaku","juutaku","M_juutaku.mp3","F_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.248236279402159,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",431.19999996424303,1,"ishoku-isshoku","different","BA","ishoku","isshoku","M_isshoku.mp3","M_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.066572019511863,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",257.69999998807907,1,"hasan-hassan","different","AB","hasan","hassan","F_hasan.mp3","M_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.55179611761206,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",613.699999964243,1,"haken-hakken","different","AB","haken","hakken","M_haken.mp3","M_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.419506209336787,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",1170.399999952322,0,"kasee-kassee","different","AB","kasee","kassee","M_kasee.mp3","F_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,7.065100849665178,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",177.3000000000029,1,"yusoo-yuusoo","different","AB","yusoo","yuusoo","M_yusoo.mp3","F_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.177843213080179,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",291.3999999999942,1,"ishoku-isshoku","same","AA","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.674696893761085,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",1773.8999999999942,0,"kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,7.480935791494891,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",304.69999999998254,1,"haken-hakken","same","AA","haken","hakken","F_haken.mp3","F_haken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.7193276859916065,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",238,1,"hasan-hassan","same","AA","hasan","hassan","M_hasan.mp3","M_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.472270673671475,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",650.2999999999884,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","M_ojiisan.mp3","F_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.477433794875088,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",723.5999999523046,1,"saka-sakka","same","BB","saka","sakka","F_sakka.mp3","M_sakka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.584238753455226,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",833.9000000000233,0,"gaki-gakki","different","AB","gaki","gakki","F_gaki.mp3","M_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.726113491092968,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",525,1,"gaki-gakki","same","BB","gaki","gakki","F_gakki.mp3","M_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.263398262591624,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",296.30000000001746,1,"gaki-gakki","different","BA","gaki","gakki","M_gakki.mp3","M_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.691372454579579,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",341.6999999761465,1,"heta-hetta","same","AA","heta","hetta","M_heta.mp3","M_heta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.833933159051438,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",329.49999997616396,1,"ojisan-ojiisan","same","BB","ojisan","ojiisan","F_ojiisan.mp3","F_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.797576353870222,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",891.6000000000058,1,"toshin-tosshin","different","BA","toshin","tosshin","F_tosshin.mp3","F_toshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.79301760151172,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",278.7999999761523,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","M_ojiisan.mp3","M_ojisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.630494678800832,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",704.8000000000175,1,"iso-isso","same","AA","iso","isso","M_iso.mp3","F_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.557914074621994,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",220.79999999998836,1,"iso-isso","same","BB","iso","isso","M_isso.mp3","M_isso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.3972573144028875,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",944.399999952322,0,"oto-otto","different","BA","oto","otto","M_otto.mp3","F_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.850549805160873,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",221.39999999996508,1,"gaki-gakki","same","BB","gaki","gakki","F_gakki.mp3","F_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,5.3999710202743785,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",446.4000000000233,1,"oto-otto","different","BA","oto","otto","F_otto.mp3","M_oto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.1012154110671535,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",887.8000000000175,1,"hasan-hassan","different","AB","hasan","hassan","F_hasan.mp3","F_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.788746492399954,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",486.2999999523163,1,"shiru-shiiru","same","BB","shiru","shiiru","M_shiiru.mp3","M_shiiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",26,6.186825717311686,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",437.80000000001746,1,"ite-itte","same","AA","ite","itte","M_ite.mp3","F_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.081762185088802,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",271.4999999999709,1,"obasan-obaasan","different","BA","obasan","obaasan","F_obaasan.mp3","F_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",26,5.603962139373883,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","different",721.1999999999534,1,"gaki-gakki","different","AB","gaki","gakki","F_gaki.mp3","M_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.580916491329098,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
"2025-04-03","2","6","Low LD","same",791.1000000000058,1,"ite-itte","same","AA","ite","itte","F_ite.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",26,6.673424382027358,5.975208051891679,0.7497096466895509,8.224336991960332,3.7260791118230263
