"local_date","session","ID","exp_group","response","reaction_time","correct","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","days_between","log_rt","median_rt","mad","upper_mad","lower_mad"
"2025-05-13","4","11","High LD","same",236,1,"zinah-ziinah","same","AA","zinah","ziinah","F_zinah.mp3","M_zinah.mp3","different","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.4638318050256105,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",299,1,"matana-mattana","same","BB","matana","mattana","F_mattana.mp3","F_mattana.mp3","same","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.700443573390687,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",267,1,"zinah-ziinah","different","BA","zinah","ziinah","F_ziinah.mp3","F_zinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.58724865840025,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",564,0,"dhakara-dhakkara","same","AA","dhakara","dhakkara","M_dhakara.mp3","F_dhakara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.335054251498059,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",662,0,"dakhala-daakhala","same","AA","dakhala","daakhala","M_dakhala.mp3","F_dakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.495265555937008,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",236,1,"watara-wattara","different","BA","watara","wattara","M_wattara.mp3","M_watara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.4638318050256105,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",431,0,"ful-fuul","different","BA","ful","fuul","M_fuul.mp3","F_ful.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.066108090103747,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",299,0,"3atama-3attama","different","AB","3atama","3attama","F_3atama.mp3","M_3attama.mp3","different","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.700443573390687,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",363,1,"rakaza-rakkaza","same","BB","rakaza","rakkaza","M_rakkaza.mp3","F_rakkaza.mp3","different","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.8944028342648505,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",838.0000000000146,1,"rasaba-rassaba","same","AA","rasaba","rassaba","F_rasaba.mp3","M_rasaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.731018100482101,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",305,1,"zinah-ziinah","same","BB","zinah","ziinah","M_ziinah.mp3","F_ziinah.mp3","different","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.720311776607412,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",435.00000000001455,1,"ful-fuul","same","AA","ful","fuul","F_ful.mp3","M_ful.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.075346031088718,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",312,1,"3alim-3aliim","different","AB","3alim","3aliim","M_3alim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.7430031878094825,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",299,1,"rashada-rashshada","different","BA","rashada","rashshada","F_rashshada.mp3","F_rashada.mp3","same","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.700443573390687,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",196.00000000001455,1,"basaTa-bassaTa","different","AB","basaTa","bassaTa","F_basaTa.mp3","F_bassaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.278114659230591,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",336,1,"kataba-kaataba","same","BB","kataba","kaataba","M_kaataba.mp3","F_kaataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.817111159963204,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",484,1,"dhakara-dhakkara","same","BB","dhakara","dhakkara","F_dhakkara.mp3","M_dhakkara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.182084906716632,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",236,0,"basaTa-bassaTa","different","BA","basaTa","bassaTa","M_bassaTa.mp3","F_basaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.4638318050256105,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",382.00000000001455,1,"shiru-shiiru","same","BB","shiru","shiiru","M_shiiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.9454206086066135,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",1060,1,"ite-itte","different","AB","ite","itte","M_ite.mp3","F_itte.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.966024187106113,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",360,1,"iso-isso","same","AA","iso","isso","M_iso.mp3","M_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.886104031450156,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",298,1,"yusoo-yuusoo","different","BA","yusoo","yuusoo","F_yuusoo.mp3","M_yusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.697093486505405,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",505,1,"toshin-tosshin","same","AA","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.22455842927536,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",406,1,"oto-otto","different","BA","oto","otto","F_otto.mp3","F_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.0063531596017325,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",448,1,"saka-sakka","same","AA","saka","sakka","F_saka.mp3","M_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.104793232414985,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",410,1,"ite-itte","same","BB","ite","itte","F_itte.mp3","M_itte.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.016157159698354,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",296,1,"gaki-gakki","different","BA","gaki","gakki","F_gakki.mp3","F_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.69035945432406,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",289,1,"ite-itte","same","BB","ite","itte","F_itte.mp3","F_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.666426688112432,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",349,1,"iso-isso","different","AB","iso","isso","F_iso.mp3","F_isso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.855071922202427,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",352.0000000000291,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","F_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.863631175598179,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",299.0000000000291,1,"oto-otto","different","AB","oto","otto","M_oto.mp3","M_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.700443573390784,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",343,1,"kasee-kassee","different","BA","kasee","kassee","M_kassee.mp3","F_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.8377304471659395,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",379,1,"kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","M_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.937536205082426,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",213,1,"toshin-tosshin","same","AA","toshin","tosshin","M_toshin.mp3","F_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.3612921657094255,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",451,1,"heta-hetta","same","AA","heta","hetta","M_heta.mp3","F_heta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.111467339502679,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",280,1,"shiru-shiiru","same","AA","shiru","shiiru","F_shiru.mp3","M_shiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.634789603169249,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",303,1,"haken-hakken","same","AA","haken","hakken","M_haken.mp3","M_haken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.713732805509369,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",327,1,"gaki-gakki","different","AB","gaki","gakki","M_gaki.mp3","M_gakki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.7899601708972535,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",271,1,"obasan-obaasan","different","BA","obasan","obaasan","M_obaasan.mp3","F_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.602118820879701,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",236,1,"obasan-obaasan","different","AB","obasan","obaasan","M_obasan.mp3","M_obaasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.4638318050256105,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",385,1,"ojisan-ojiisan","same","AA","ojisan","ojiisan","M_ojisan.mp3","F_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.953243334287785,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",306,1,"oto-otto","same","BB","oto","otto","M_otto.mp3","M_otto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.723585101952381,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",186,1,"jutaku-juutaku","different","BA","jutaku","juutaku","F_juutaku.mp3","F_jutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.225746673713202,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",165,1,"heta-hetta","same","BB","heta","hetta","M_hetta.mp3","M_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.10594547390058,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",299,1,"iso-isso","different","BA","iso","isso","F_isso.mp3","F_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.700443573390687,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",270,1,"kasee-kassee","different","BA","kasee","kassee","M_kassee.mp3","M_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.598421958998375,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",213,1,"ishoku-isshoku","same","BB","ishoku","isshoku","F_isshoku.mp3","F_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.3612921657094255,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",237,1,"jutaku-juutaku","different","AB","jutaku","juutaku","F_jutaku.mp3","F_juutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.4680601411351315,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",189,1,"hasan-hassan","different","BA","hasan","hassan","M_hassan.mp3","M_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.241747015059643,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",476,1,"toshin-tosshin","different","AB","toshin","tosshin","F_toshin.mp3","M_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.16541785423142,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",170.0000000000291,1,"iso-isso","different","AB","iso","isso","M_iso.mp3","F_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.135798437050433,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",241,1,"gaki-gakki","same","AA","gaki","gakki","F_gaki.mp3","M_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.484796933490655,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",288,1,"yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","F_yusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.662960480135946,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",239.0000000000291,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","M_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.476463551931633,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",516,1,"shiru-shiiru","different","BA","shiru","shiiru","M_shiiru.mp3","F_shiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.246106765481563,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",286,1,"haku-haaku","same","BB","haku","haaku","M_haaku.mp3","F_haaku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.655991810819852,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",488,1,"nishi-nisshi","different","BA","nishi","nisshi","M_nisshi.mp3","F_nishi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.1903154058531475,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",572,1,"ite-itte","different","BA","ite","itte","F_itte.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.349138991379798,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",346,1,"shiru-shiiru","different","AB","shiru","shiiru","M_shiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.846438775057725,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",503,1,"hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","F_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.220590170099739,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",152,1,"kasee-kassee","same","BB","kasee","kassee","F_kassee.mp3","F_kassee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.0238805208462765,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",171,1,"heta-hetta","same","BB","heta","hetta","F_hetta.mp3","F_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.14166355650266,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",174,1,"haku-haaku","different","BA","haku","haaku","F_haaku.mp3","M_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.159055299214529,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",210,1,"saka-sakka","different","AB","saka","sakka","M_saka.mp3","F_sakka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.3471075307174685,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",329,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","M_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.796057750765372,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",256,1,"toshin-tosshin","different","BA","toshin","tosshin","F_tosshin.mp3","M_toshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.545177444479562,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",501,1,"saka-sakka","different","BA","saka","sakka","M_sakka.mp3","F_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.2166061010848646,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",457,1,"jutaku-juutaku","same","AA","jutaku","juutaku","F_jutaku.mp3","M_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.124683390894205,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",231.0000000000582,1,"ojisan-ojiisan","different","AB","ojisan","ojiisan","M_ojisan.mp3","M_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25,5.4424177105220455,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",297.0000000000582,0,"ishoku-isshoku","different","AB","ishoku","isshoku","M_ishoku.mp3","F_isshoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.693732138802895,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",256.0000000000582,1,"haken-hakken","different","BA","haken","hakken","F_hakken.mp3","F_haken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.54517744447979,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",201,1,"heta-hetta","different","AB","heta","hetta","M_heta.mp3","F_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.303304908059076,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",345,1,"toshin-tosshin","same","BB","toshin","tosshin","M_tosshin.mp3","M_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.84354441703136,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",239,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","F_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.476463551931511,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",186,1,"ite-itte","different","BA","ite","itte","F_itte.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.225746673713202,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",160,1,"kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","F_kassee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.075173815233827,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",193,1,"toshin-tosshin","same","BB","toshin","tosshin","F_tosshin.mp3","F_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.262690188904886,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","different",552,0,"kasee-kassee","same","AA","kasee","kassee","F_kasee.mp3","M_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25,6.313548046277095,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",296,1,"gaki-gakki","same","BB","gaki","gakki","M_gakki.mp3","F_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25,5.69035945432406,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",928,0,"ful-fuul","different","BA","ful","fuul","M_fuul.mp3","F_ful.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.833031732786201,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
"2025-05-13","4","11","High LD","same",510,0,"dakhala-daakhala","different","BA","dakhala","daakhala","M_daakhala.mp3","F_dakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25,6.234410725718371,5.545177444479562,0.5065532815592937,7.064837289157444,4.025517599801681
