"local_date","session","ID","exp_group","response","reaction_time","correct","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","days_between"
"2025-05-18","5","4","High LD","different",243.0000000059372,1,"kataba-kaataba","different","BA","kataba","kaataba","M_kaataba.mp3","M_kataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",329,1,"kataba-kaataba","same","BB","kataba","kaataba","M_kaataba.mp3","M_kaataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",466.69999999995343,1,"bashara-bashshara","same","AA","bashara","bashshara","F_bashara.mp3","F_bashara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",128.90000002388842,1,"kataba-kaataba","same","AA","kataba","kaataba","F_kataba.mp3","F_kataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",162.10000002384186,0,"kasara-kassara","same","AA","kasara","kassara","F_kasara.mp3","M_kasara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",875.3000000000466,1,"rakaza-rakkaza","different","BA","rakaza","rakkaza","M_rakkaza.mp3","F_rakaza.mp3","different","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",157.00000002386514,1,"matana-mattana","different","AB","matana","mattana","M_matana.mp3","F_mattana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",747.5000000118744,1,"watara-wattara","same","AA","watara","wattara","F_watara.mp3","F_watara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",479.60000002384186,0,"rashada-rashshada","same","BB","rashada","rashshada","F_rashshada.mp3","M_rashshada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",304.4000000178348,1,"matana-mattana","different","BA","matana","mattana","F_mattana.mp3","F_matana.mp3","same","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",615.0000000059372,1,"rasaba-rassaba","different","BA","rasaba","rassaba","F_rassaba.mp3","M_rasaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",386.2000000178814,1,"3atama-3attama","same","BB","3atama","3attama","F_3attama.mp3","M_3attama.mp3","different","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",829.0999999999767,0,"matana-mattana","same","BB","matana","mattana","F_mattana.mp3","M_mattana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",283.29999999993015,1,"sakata-sakkata","different","AB","sakata","sakkata","F_sakata.mp3","F_sakkata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1054,0,"3atama-3attama","different","BA","3atama","3attama","M_3attama.mp3","F_3atama.mp3","different","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",387.5000000118744,1,"watara-wattara","different","AB","watara","wattara","M_watara.mp3","F_wattara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1003.8000000119208,1,"kataba-kaataba","same","AA","kataba","kaataba","M_kataba.mp3","M_kataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",754.2000000119442,1,"shiru-shiiru","different","BA","shiru","shiiru","F_shiiru.mp3","F_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",940.500000017928,1,"iso-isso","different","BA","iso","isso","F_isso.mp3","M_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",976.3000000237952,1,"gaki-gakki","same","AA","gaki","gakki","M_gaki.mp3","F_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",3005.1999999999534,1,"ite-itte","different","BA","ite","itte","F_itte.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",959.8000000059836,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","F_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",4176.800000011921,1,"yusoo-yuusoo","different","AB","yusoo","yuusoo","M_yusoo.mp3","F_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",632.0999999999767,1,"oto-otto","same","AA","oto","otto","M_oto.mp3","M_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",363.2000000238186,1,"oto-otto","different","AB","oto","otto","F_oto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",342.8000000178581,1,"obasan-obaasan","same","AA","obasan","obaasan","F_obasan.mp3","M_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",419.80000000598375,1,"nishi-nisshi","different","AB","nishi","nisshi","F_nishi.mp3","M_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",126.30000000004657,1,"haku-haaku","same","BB","haku","haaku","F_haaku.mp3","F_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",611.5000000238651,1,"kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",528.9000000059605,1,"ite-itte","same","AA","ite","itte","F_ite.mp3","F_ite.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",405.3000000237953,1,"ishoku-isshoku","different","BA","ishoku","isshoku","F_isshoku.mp3","M_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",133.29999999993015,1,"hasan-hassan","different","AB","hasan","hassan","F_hasan.mp3","F_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",328.0000000059372,0,"kasee-kassee","same","AA","kasee","kassee","F_kasee.mp3","M_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",473.4000000000233,1,"kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","M_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",597.3000000237953,1,"jutaku-juutaku","same","AA","jutaku","juutaku","F_jutaku.mp3","M_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",89.60000001790468,1,"obasan-obaasan","different","AB","obasan","obaasan","M_obasan.mp3","F_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",129.00000001187436,1,"jutaku-juutaku","different","AB","jutaku","juutaku","F_jutaku.mp3","M_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",286.4000000000233,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","M_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",475.1000000059139,1,"ite-itte","same","BB","ite","itte","M_itte.mp3","M_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",414.8000000237953,1,"jutaku-juutaku","different","BA","jutaku","juutaku","M_juutaku.mp3","F_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",586.7000000119442,1,"obasan-obaasan","different","AB","obasan","obaasan","F_obasan.mp3","M_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",213.6000000059139,1,"toshin-tosshin","different","AB","toshin","tosshin","M_toshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",249.8000000237953,1,"hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","F_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",327.4000000000233,1,"haken-hakken","same","BB","haken","hakken","F_hakken.mp3","F_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",1003.3000000237952,1,"saka-sakka","different","BA","saka","sakka","M_sakka.mp3","F_saka.mp3","different","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",53.50000001792796,1,"obasan-obaasan","different","BA","obasan","obaasan","F_obaasan.mp3","F_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",330.50000002386514,1,"oto-otto","different","BA","oto","otto","F_otto.mp3","F_oto.mp3","same","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",135.10000001790468,1,"hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","F_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",383.19999999995343,1,"gaki-gakki","same","AA","gaki","gakki","M_gaki.mp3","M_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",165.40000001189765,1,"shiru-shiiru","different","AB","shiru","shiiru","M_shiru.mp3","M_shiiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",295.3000000178581,1,"nishi-nisshi","same","AA","nishi","nisshi","M_nishi.mp3","F_nishi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",333.29999999993015,1,"yusoo-yuusoo","different","BA","yusoo","yuusoo","F_yuusoo.mp3","M_yusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1079.9000000238884,1,"ishoku-isshoku","same","AA","ishoku","isshoku","M_ishoku.mp3","F_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",270.2000000119442,0,"3alim-3aliim","same","BB","3alim","3aliim","M_3aliim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",550.1000000238419,1,"nashaTa-nashshaTa","different","AB","nashaTa","nashshaTa","F_nashaTa.mp3","M_nashshaTa.mp3","different","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",363.7000000178814,1,"3atama-3attama","same","AA","3atama","3attama","F_3atama.mp3","F_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",178.40000000002328,1,"3alim-3aliim","different","AB","3alim","3aliim","M_3alim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1194.4000000000233,0,"3atama-3attama","different","BA","3atama","3attama","F_3attama.mp3","F_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",120.80000000598376,1,"basaTa-bassaTa","different","AB","basaTa","bassaTa","M_basaTa.mp3","F_bassaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",538.9000000118976,1,"matana-mattana","same","BB","matana","mattana","F_mattana.mp3","M_mattana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",169.1000000059139,1,"dhakara-dhakkara","different","BA","dhakara","dhakkara","M_dhakkara.mp3","M_dhakara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",448.50000002386514,1,"3alim-3aliim","same","AA","3alim","3aliim","M_3alim.mp3","F_3alim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",267.4000000001397,1,"3alim-3aliim","different","BA","3alim","3aliim","M_3aliim.mp3","M_3alim.mp3","same","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1070.2000000119442,1,"dhakara-dhakkara","same","BB","dhakara","dhakkara","F_dhakkara.mp3","F_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",395.7000000119442,1,"zinah-ziinah","same","AA","zinah","ziinah","F_zinah.mp3","M_zinah.mp3","different","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",186.5,1,"kataba-kaataba","different","AB","kataba","kaataba","F_kataba.mp3","M_kaataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",282.1000000179047,1,"bashara-bashshara","same","BB","bashara","bashshara","M_bashshara.mp3","M_bashshara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",161.90000000596046,1,"bashara-bashshara","same","AA","bashara","bashshara","M_bashara.mp3","M_bashara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",314.5,1,"matana-mattana","same","AA","matana","mattana","F_matana.mp3","M_matana.mp3","different","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",541,0,"basaTa-bassaTa","same","AA","basaTa","bassaTa","F_basaTa.mp3","M_basaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",657.0000000118744,1,"rasaba-rassaba","different","AB","rasaba","rassaba","M_rasaba.mp3","F_rassaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",790.0000000059372,1,"ful-fuul","different","AB","ful","fuul","M_ful.mp3","M_fuul.mp3","same","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",500.39999999990687,1,"ru7-ruu7","same","AA","ru7","ruu7","F_ru7.mp3","M_ru7.mp3","different","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",449.9000000000233,1,"ru7-ruu7","different","BA","ru7","ruu7","F_ruu7.mp3","M_ru7.mp3","different","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",373.50000002386514,1,"kasara-kassara","different","AB","kasara","kassara","F_kasara.mp3","F_kassara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",2412.7000000178814,0,"rasaba-rassaba","different","BA","rasaba","rassaba","M_rassaba.mp3","F_rasaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",2656.1000000119675,1,"dhakara-dhakkara","different","AB","dhakara","dhakkara","M_dhakara.mp3","M_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",732.6000000059139,1,"sakata-sakkata","same","AA","sakata","sakkata","M_sakata.mp3","F_sakata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",993.8000000000466,1,"3alim-3aliim","different","AB","3alim","3aliim","F_3alim.mp3","M_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",139.1000000119675,1,"matana-mattana","same","AA","matana","mattana","F_matana.mp3","F_matana.mp3","same","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",159.39999999990687,1,"3alim-3aliim","same","BB","3alim","3aliim","M_3aliim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",481.5,1,"dhakara-dhakkara","same","BB","dhakara","dhakkara","F_dhakkara.mp3","M_dhakkara.mp3","different","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",426.7000000178814,1,"basaTa-bassaTa","different","AB","basaTa","bassaTa","M_basaTa.mp3","M_bassaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",232.5,1,"kataba-kaataba","different","BA","kataba","kaataba","M_kaataba.mp3","F_kataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",137.60000000009313,0,"rashada-rashshada","different","BA","rashada","rashshada","M_rashshada.mp3","F_rashada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","different",461.2000000118278,1,"rakaza-rakkaza","different","AB","rakaza","rakkaza","M_rakaza.mp3","F_rakkaza.mp3","different","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1200.8000000179743,1,"watara-wattara","same","BB","watara","wattara","M_wattara.mp3","F_wattara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",1511.1000000119675,1,"ful-fuul","same","AA","ful","fuul","F_ful.mp3","F_ful.mp3","same","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-18","5","4","High LD","same",822.4000000059605,1,"kasara-kassara","same","BB","kasara","kassara","F_kassara.mp3","M_kassara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",366.8000000000011,1,"kasara-kassara","same","AA","kasara","kassara","F_kasara.mp3","F_kasara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",432.199999988079,0,"bashara-bashshara","different","AB","bashara","bashshara","F_bashara.mp3","M_bashshara.mp3","different","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",262.999999994041,1,"kataba-kaataba","same","BB","kataba","kaataba","F_kaataba.mp3","M_kaataba.mp3","different","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","different",563.3999999970183,1,"rasaba-rassaba","different","AB","rasaba","rassaba","F_rasaba.mp3","F_rassaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",357.7000000000007,1,"basaTa-bassaTa","same","AA","basaTa","bassaTa","M_basaTa.mp3","M_basaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",442.8999999940388,1,"rasaba-rassaba","same","BB","rasaba","rassaba","F_rassaba.mp3","F_rassaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","different",481.1999999940381,0,"rashada-rashshada","same","BB","rashada","rashshada","F_rashshada.mp3","M_rashshada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","different",212.69999999403808,1,"3alim-3aliim","different","AB","3alim","3aliim","F_3alim.mp3","F_3aliim.mp3","same","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","different",1068.0999999880803,1,"bashara-bashshara","different","AB","bashara","bashshara","F_bashara.mp3","M_bashshara.mp3","different","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",441.3999999940425,1,"rasaba-rassaba","same","AA","rasaba","rassaba","F_rasaba.mp3","F_rasaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",1261.4999999910578,1,"rashada-rashshada","same","AA","rashada","rashshada","F_rashada.mp3","M_rashada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","different",452.999999988082,1,"basaTa-bassaTa","different","BA","basaTa","bassaTa","F_bassaTa.mp3","M_basaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",454.6999999910622,1,"watara-wattara","same","BB","watara","wattara","M_wattara.mp3","F_wattara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","different",392.3000000000029,1,"3alim-3aliim","different","AB","3alim","3aliim","M_3alim.mp3","M_3aliim.mp3","same","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","DIFFERENT","SAME",26
"2025-05-24","6","4","High LD","same",613.999999994041,0,"watara-wattara","different","AB","watara","wattara","F_watara.mp3","M_wattara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","DIFFERENT","SAME",26
