"local_date","session","ID","exp_group","response","reaction_time","correct","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","days_between"
"2025-05-17","5","11","High LD","same",416,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","M_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",372,1,"jutaku-juutaku","same","AA","jutaku","juutaku","M_jutaku.mp3","F_jutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",149.0000000000582,1,"jutaku-juutaku","same","BB","jutaku","juutaku","F_juutaku.mp3","M_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",412,1,"heta-hetta","different","BA","heta","hetta","F_hetta.mp3","M_heta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",213,1,"saka-sakka","different","AB","saka","sakka","F_saka.mp3","F_sakka.mp3","same","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",123,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","M_ojiisan.mp3","M_ojisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",339,1,"shiru-shiiru","different","BA","shiru","shiiru","F_shiiru.mp3","F_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",285,0,"ite-itte","same","BB","ite","itte","M_itte.mp3","F_itte.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",237,1,"hasan-hassan","different","BA","hasan","hassan","F_hassan.mp3","M_hasan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",217,1,"jutaku-juutaku","different","BA","jutaku","juutaku","F_juutaku.mp3","F_jutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",171,1,"saka-sakka","different","AB","saka","sakka","F_saka.mp3","F_sakka.mp3","same","Japanese","slope, hill","author","LH(L)","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",411,1,"nishi-nisshi","different","BA","nishi","nisshi","F_nisshi.mp3","M_nishi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",109,1,"ojisan-ojiisan","same","BB","ojisan","ojiisan","M_ojiisan.mp3","F_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",203,1,"iso-isso","different","BA","iso","isso","F_isso.mp3","M_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",108,1,"obasan-obaasan","different","BA","obasan","obaasan","M_obaasan.mp3","M_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",122,1,"kasee-kassee","different","AB","kasee","kassee","M_kasee.mp3","M_kassee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",77.00000000005821,1,"ishoku-isshoku","same","BB","ishoku","isshoku","F_isshoku.mp3","F_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",151.0000000000582,1,"toshin-tosshin","different","AB","toshin","tosshin","M_toshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",131.0000000000582,1,"yusoo-yuusoo","different","AB","yusoo","yuusoo","M_yusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",266,1,"kasee-kassee","same","BB","kasee","kassee","F_kassee.mp3","M_kassee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",413,1,"iso-isso","same","AA","iso","isso","M_iso.mp3","F_iso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",519,0,"ite-itte","different","BA","ite","itte","M_itte.mp3","F_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",367,1,"gaki-gakki","same","AA","gaki","gakki","F_gaki.mp3","F_gaki.mp3","same","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",219,1,"yusoo-yuusoo","different","AB","yusoo","yuusoo","M_yusoo.mp3","M_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",287.0000000000582,1,"nishi-nisshi","same","BB","nishi","nisshi","M_nisshi.mp3","F_nisshi.mp3","different","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",416,0,"haken-hakken","different","BA","haken","hakken","M_hakken.mp3","F_haken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",170,1,"ojisan-ojiisan","different","AB","ojisan","ojiisan","F_ojisan.mp3","M_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",161,1,"hasan-hassan","different","AB","hasan","hassan","F_hasan.mp3","M_hassan.mp3","different","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",130,1,"ishoku-isshoku","same","BB","ishoku","isshoku","M_isshoku.mp3","M_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",187,1,"jutaku-juutaku","different","BA","jutaku","juutaku","F_juutaku.mp3","F_jutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",266,1,"nishi-nisshi","different","AB","nishi","nisshi","F_nishi.mp3","F_nisshi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",110,0,"haken-hakken","same","BB","haken","hakken","M_hakken.mp3","F_hakken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",235,1,"ishoku-isshoku","different","BA","ishoku","isshoku","F_isshoku.mp3","F_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",339.0000000000582,1,"shiru-shiiru","same","AA","shiru","shiiru","F_shiru.mp3","M_shiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",164,1,"hasan-hassan","same","AA","hasan","hassan","M_hasan.mp3","M_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",166,1,"haken-hakken","same","AA","haken","hakken","F_haken.mp3","F_haken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",188.0000000000582,1,"ishoku-isshoku","different","AB","ishoku","isshoku","F_ishoku.mp3","F_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",379,1,"obasan-obaasan","same","AA","obasan","obaasan","F_obasan.mp3","M_obasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",431,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","F_haku.mp3","different","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",60.00000000005821,1,"toshin-tosshin","different","AB","toshin","tosshin","F_toshin.mp3","F_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",191,1,"haken-hakken","different","AB","haken","hakken","M_haken.mp3","M_hakken.mp3","same","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",271.0000000000582,1,"nishi-nisshi","same","AA","nishi","nisshi","F_nishi.mp3","F_nishi.mp3","same","Japanese","west","log, journal","LH","LHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",113.0000000000582,1,"obasan-obaasan","different","AB","obasan","obaasan","M_obasan.mp3","M_obaasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",129,1,"hasan-hassan","same","BB","hasan","hassan","M_hassan.mp3","M_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",263,1,"obasan-obaasan","same","AA","obasan","obaasan","F_obasan.mp3","F_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",143,1,"ru7-ruu7","different","AB","ru7","ruu7","F_ru7.mp3","F_ruu7.mp3","same","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",253,0,"rasaba-rassaba","different","BA","rasaba","rassaba","M_rassaba.mp3","F_rasaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",161,1,"kasara-kassara","same","AA","kasara","kassara","M_kasara.mp3","F_kasara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",61,1,"ful-fuul","same","AA","ful","fuul","F_ful.mp3","M_ful.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",260,1,"ful-fuul","different","AB","ful","fuul","M_ful.mp3","F_fuul.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",148,1,"dakhala-daakhala","different","AB","dakhala","daakhala","M_dakhala.mp3","F_daakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",223,0,"3alim-3aliim","different","AB","3alim","3aliim","M_3alim.mp3","F_3aliim.mp3","different","MSA","(he) knew","knowledgeable","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",140,1,"sakata-sakkata","different","BA","sakata","sakkata","M_sakkata.mp3","M_sakata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",32.00000000005821,1,"rakaza-rakkaza","different","AB","rakaza","rakkaza","M_rakaza.mp3","M_rakkaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",354,1,"sakata-sakkata","different","BA","sakata","sakkata","F_sakkata.mp3","F_sakata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",233,0,"rashada-rashshada","different","BA","rashada","rashshada","F_rashshada.mp3","M_rashada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",242,1,"bashara-bashshara","different","AB","bashara","bashshara","M_bashara.mp3","M_bashshara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",258,1,"3atama-3attama","same","AA","3atama","3attama","M_3atama.mp3","F_3atama.mp3","different","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",166,1,"basaTa-bassaTa","different","AB","basaTa","bassaTa","M_basaTa.mp3","F_bassaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",188.0000000000582,1,"dakhala-daakhala","different","AB","dakhala","daakhala","F_dakhala.mp3","F_daakhala.mp3","same","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",367,1,"basaTa-bassaTa","same","BB","basaTa","bassaTa","M_bassaTa.mp3","F_bassaTa.mp3","different","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",188,1,"watara-wattara","same","AA","watara","wattara","M_watara.mp3","M_watara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",199,1,"ful-fuul","same","BB","ful","fuul","M_fuul.mp3","F_fuul.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",125,1,"dakhala-daakhala","different","BA","dakhala","daakhala","M_daakhala.mp3","F_dakhala.mp3","different","MSA","(he) entered","(he) came over, befell, seized","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",201,1,"rasaba-rassaba","different","AB","rasaba","rassaba","M_rasaba.mp3","F_rassaba.mp3","different","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",185.0000000001164,1,"matana-mattana","same","AA","matana","mattana","M_matana.mp3","M_matana.mp3","same","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",221,1,"kasara-kassara","different","BA","kasara","kassara","M_kassara.mp3","M_kasara.mp3","same","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",381,1,"kasara-kassara","different","BA","kasara","kassara","F_kassara.mp3","M_kasara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",81,1,"bashara-bashshara","different","BA","bashara","bashshara","F_bashshara.mp3","M_bashara.mp3","different","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",171,1,"kataba-kaataba","same","BB","kataba","kaataba","M_kaataba.mp3","M_kaataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",147,1,"3atama-3attama","different","AB","3atama","3attama","F_3atama.mp3","F_3attama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",494,1,"nashaTa-nashshaTa","different","BA","nashaTa","nashshaTa","M_nashshaTa.mp3","M_nashaTa.mp3","same","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",202,1,"basaTa-bassaTa","same","AA","basaTa","bassaTa","F_basaTa.mp3","F_basaTa.mp3","same","MSA","to spread, extend","to simplify","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",112.00000000011642,1,"ru7-ruu7","same","BB","ru7","ruu7","F_ruu7.mp3","F_ruu7.mp3","same","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",212,1,"kasara-kassara","same","AA","kasara","kassara","M_kasara.mp3","F_kasara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",76,1,"ru7-ruu7","different","BA","ru7","ruu7","F_ruu7.mp3","F_ru7.mp3","same","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",199.0000000001164,1,"dhakara-dhakkara","same","AA","dhakara","dhakkara","F_dhakara.mp3","F_dhakara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",136,1,"kataba-kaataba","same","AA","kataba","kaataba","F_kataba.mp3","F_kataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",131,1,"ru7-ruu7","different","AB","ru7","ruu7","M_ru7.mp3","F_ruu7.mp3","different","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",181,1,"3atama-3attama","same","BB","3atama","3attama","M_3attama.mp3","F_3attama.mp3","different","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",52,1,"matana-mattana","same","BB","matana","mattana","M_mattana.mp3","M_mattana.mp3","same","MSA","to be robust, strong, firm","to strengthen, consolidate","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",188,1,"sakata-sakkata","different","AB","sakata","sakkata","F_sakata.mp3","F_sakkata.mp3","same","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",168,0,"zinah-ziinah","same","AA","zinah","ziinah","F_zinah.mp3","F_zinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",188,1,"rashada-rashshada","different","AB","rashada","rashshada","M_rashada.mp3","F_rashshada.mp3","different","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",285,1,"rakaza-rakkaza","different","BA","rakaza","rakkaza","M_rakkaza.mp3","M_rakaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",129,1,"watara-wattara","same","BB","watara","wattara","M_wattara.mp3","M_wattara.mp3","same","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",209,1,"rasaba-rassaba","same","AA","rasaba","rassaba","M_rasaba.mp3","M_rasaba.mp3","same","MSA","to fail - intransitive","to fail (someone) - transitive","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",42,1,"bashara-bashshara","different","AB","bashara","bashshara","M_bashara.mp3","M_bashshara.mp3","same","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",262,1,"rakaza-rakkaza","different","BA","rakaza","rakkaza","M_rakkaza.mp3","F_rakaza.mp3","different","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",487,0,"ful-fuul","same","BB","ful","fuul","F_fuul.mp3","M_fuul.mp3","different","MSA","jasmine flower","fava beans","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",103,1,"zinah-ziinah","different","BA","zinah","ziinah","M_ziinah.mp3","M_zinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",139,1,"rakaza-rakkaza","same","BB","rakaza","rakkaza","F_rakkaza.mp3","F_rakkaza.mp3","same","MSA","to implant, embed","to focus, concentrate","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",660,0,"sakata-sakkata","same","AA","sakata","sakkata","M_sakata.mp3","F_sakata.mp3","different","MSA","to be silent","to silence","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",215,1,"zinah-ziinah","same","BB","zinah","ziinah","M_ziinah.mp3","F_ziinah.mp3","different","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",142,1,"zinah-ziinah","same","BB","zinah","ziinah","F_ziinah.mp3","F_ziinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",206,0,"nashaTa-nashshaTa","same","AA","nashaTa","nashshaTa","F_nashaTa.mp3","M_nashaTa.mp3","different","MSA","to be active, energetic","to stimulate, encourage","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",91,1,"3atama-3attama","same","AA","3atama","3attama","M_3atama.mp3","M_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",162,1,"dhakara-dhakkara","different","AB","dhakara","dhakkara","F_dhakara.mp3","F_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",302,1,"watara-wattara","different","BA","watara","wattara","M_wattara.mp3","F_watara.mp3","different","MSA","to wrong, harm","to stretch, strain, tighten","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",172,1,"kataba-kaataba","same","AA","kataba","kaataba","F_kataba.mp3","F_kataba.mp3","same","MSA","(he) wrote","(he) corresponded with","","","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",28,1,"kasara-kassara","different","AB","kasara","kassara","F_kasara.mp3","M_kassara.mp3","different","MSA","to break","to shatter","","","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",122,1,"dhakara-dhakkara","different","AB","dhakara","dhakkara","M_dhakara.mp3","M_dhakkara.mp3","same","MSA","to mention; remember","to remind, point out","","","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",269.0000000001164,1,"ru7-ruu7","same","AA","ru7","ruu7","M_ru7.mp3","F_ru7.mp3","different","MSA","go! [command]","spirit, soul","","","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",206,0,"3atama-3attama","different","BA","3atama","3attama","F_3attama.mp3","F_3atama.mp3","same","MSA","to become dark, to hestitate","to darken, delay","","","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","same",208,1,"rashada-rashshada","same","AA","rashada","rashshada","F_rashada.mp3","F_rashada.mp3","same","MSA","to be well guided, mature","to guide, lead","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",106,0,"bashara-bashshara","same","BB","bashara","bashshara","F_bashshara.mp3","M_bashshara.mp3","different","MSA","to rejoice","to bring good news, evangelize","","","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",25
"2025-05-17","5","11","High LD","different",262,1,"zinah-ziinah","different","BA","zinah","ziinah","F_ziinah.mp3","F_zinah.mp3","same","MSA","weight","decoration, embellishment","","","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",25
