ID	prepost	pair	first_dim_step	norm_response	pred
4	posttraining	reason-risen	3	36	37.8505656338834
4	posttraining	reason-risen	3	38	37.8505656338834
4	posttraining	reason-risen	3	39	37.8505656338834
4	posttraining	reason-risen	3	44	37.8505656338834
4	posttraining	reason-risen	4	44	46.547086481505
4	posttraining	reason-risen	4	48	46.547086481505
4	posttraining	reason-risen	4	42	46.547086481505
4	posttraining	reason-risen	4	47	46.547086481505
4	posttraining	reason-risen	5	63	56.2738087878147
4	posttraining	reason-risen	5	46	56.2738087878147
4	posttraining	reason-risen	5	58	56.2738087878147
4	posttraining	reason-risen	5	53	56.2738087878147
4	posttraining	reason-risen	6	71	65.9638852527806
4	posttraining	reason-risen	6	66	65.9638852527806
4	posttraining	reason-risen	6	71	65.9638852527806
4	posttraining	reason-risen	7	63	74.5660241667977
4	posttraining	reason-risen	7	63	74.5660241667977
4	posttraining	reason-risen	7	80	74.5660241667977
4	posttraining	reason-risen	7	88	74.5660241667977
4	posttraining	toru-tooru	1	21	16.6342299418238
4	posttraining	toru-tooru	1	16	16.6342299418238
4	posttraining	toru-tooru	1	6	16.6342299418238
4	posttraining	toru-tooru	1	23	16.6342299418238
4	posttraining	toru-tooru	2	24	26.995713318105
4	posttraining	toru-tooru	2	31	26.995713318105
4	posttraining	toru-tooru	2	23	26.995713318105
4	posttraining	toru-tooru	2	32	26.995713318105
4	posttraining	toru-tooru	3	56	47.1315607371666
4	posttraining	toru-tooru	3	47	47.1315607371666
4	posttraining	toru-tooru	3	34	47.1315607371666
4	posttraining	toru-tooru	3	46	47.1315607371666
4	posttraining	toru-tooru	4	61	62.0952196297477
4	posttraining	toru-tooru	4	60	62.0952196297477
4	posttraining	toru-tooru	4	57	62.0952196297477
4	posttraining	toru-tooru	4	83	62.0952196297477
4	posttraining	toru-tooru	5	66	67.1493136433984
4	posttraining	toru-tooru	5	60	67.1493136433984
4	posttraining	toru-tooru	5	62	67.1493136433984
4	posttraining	toru-tooru	5	67	67.1493136433984
4	posttraining	toru-tooru	6	67	68.3639768305137
4	posttraining	toru-tooru	6	64	68.3639768305137
4	posttraining	toru-tooru	6	68	68.3639768305137
4	posttraining	toru-tooru	6	76	68.3639768305137
4	posttraining	toru-tooru	7	64	68.6299840511863
4	posttraining	toru-tooru	7	61	68.6299840511863
4	posttraining	toru-tooru	7	75	68.6299840511863
4	posttraining	toru-tooru	7	78	68.6299840511863
4	pretraining	indent-intent	1	26	20.4641814104894
4	pretraining	indent-intent	1	31	20.4641814104894
4	pretraining	indent-intent	1	21	20.4641814104894
4	pretraining	indent-intent	1	13	20.4641814104894
4	pretraining	indent-intent	2	31	31.3656250205454
4	pretraining	indent-intent	2	31	31.3656250205454
4	pretraining	indent-intent	2	30	31.3656250205454
4	pretraining	indent-intent	2	8	31.3656250205454
4	pretraining	indent-intent	3	55	44.5927564950447
4	pretraining	indent-intent	3	61	44.5927564950447
